id,Trip Length in Seconds,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
1771,1272.0,2:53:36 PM,3:14:48 PM,54.0,Tremont St at West St,42.35,-71.06,30.0,Brigham Circle - Francis St at Huntington Ave,42.33,-71.1,5822.0,Subscriber,1994.0,Female
1772,430.0,2:53:39 PM,3:00:49 PM,179.0,MIT Vassar St,42.36,-71.1,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,3015.0,Subscriber,1996.0,Female
1773,669.0,2:53:54 PM,3:05:04 PM,318.0,Ames St at Broadway,42.36,-71.09,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,3611.0,Subscriber,1994.0,Male
1774,742.0,2:53:57 PM,3:06:19 PM,318.0,Ames St at Broadway,42.36,-71.09,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,6142.0,Subscriber,1994.0,Female
1775,751.0,2:54:15 PM,3:06:46 PM,318.0,Ames St at Broadway,42.36,-71.09,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,3771.0,Subscriber,1993.0,Male
1776,1739.0,2:54:20 PM,3:23:19 PM,352.0,Ring Rd,42.35,-71.08,81.0,Chinatown T Stop,42.35,-71.06,4007.0,Subscriber,1992.0,Female
1777,2304.0,2:54:25 PM,3:32:50 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,58.0,Mugar Way at Beacon St,42.36,-71.07,3780.0,Subscriber,1985.0,Male
1778,1435.0,2:54:26 PM,3:18:22 PM,8.0,Union Square - Brighton Ave at Cambridge St,42.35,-71.14,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,5306.0,Customer,1996.0,Female
1779,405.0,2:54:42 PM,3:01:28 PM,189.0,Kendall T,42.36,-71.08,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,5134.0,Subscriber,1986.0,Male
1780,1249.0,2:54:45 PM,3:15:34 PM,31.0,Seaport Hotel - Congress St at Seaport Ln,42.35,-71.04,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,5377.0,Customer,1993.0,Male
1781,954.0,2:54:46 PM,3:10:40 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,345.0,Park Plaza at Charles St S.,42.35,-71.07,3034.0,Customer,1967.0,Male
1782,1925.0,2:54:47 PM,3:26:52 PM,23.0,Boston City Hall - 28 State St,42.36,-71.06,356.0,Charlestown Navy Yard,42.37,-71.05,3767.0,Subscriber,1971.0,Male
1783,902.0,2:55:04 PM,3:10:06 PM,19.0,Park Dr at Buswell St,42.35,-71.11,370.0,Dartmouth St at Newbury St,42.35,-71.08,2298.0,Subscriber,1992.0,Female
1784,1069.0,2:55:12 PM,3:13:01 PM,189.0,Kendall T,42.36,-71.08,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,2536.0,Customer,1994.0,Male
1785,609.0,2:55:13 PM,3:05:22 PM,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,4471.0,Subscriber,1963.0,Not Specified
1786,222.0,2:55:30 PM,2:59:13 PM,66.0,Commonwealth Ave at Griggs St,42.35,-71.13,226.0,Commonwealth Ave At Babcock St,42.35,-71.12,3869.0,Subscriber,1997.0,Male
1787,2079.0,2:55:34 PM,3:30:14 PM,10.0,B.U. Central - 725 Comm. Ave.,42.35,-71.11,73.0,Harvard Square at Brattle St / Eliot St,42.37,-71.12,6091.0,Customer,2001.0,Male
1788,1364.0,2:55:35 PM,3:18:19 PM,8.0,Union Square - Brighton Ave at Cambridge St,42.35,-71.14,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,5952.0,Customer,1997.0,Male
1789,3592.0,2:55:36 PM,3:55:28 PM,90.0,Lechmere Station at Cambridge St / First St,42.37,-71.08,72.0,One Broadway / Kendall Sq at Main St / 3rd St,42.36,-71.08,5139.0,Customer,1987.0,Male
1790,2092.0,2:55:42 PM,3:30:34 PM,10.0,B.U. Central - 725 Comm. Ave.,42.35,-71.11,73.0,Harvard Square at Brattle St / Eliot St,42.37,-71.12,3374.0,Customer,1999.0,Male
1791,1249.0,2:55:42 PM,3:16:32 PM,23.0,Boston City Hall - 28 State St,42.36,-71.06,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,5988.0,Customer,1997.0,Male
1792,1045.0,2:55:43 PM,3:13:09 PM,23.0,Boston City Hall - 28 State St,42.36,-71.06,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,3761.0,Customer,1997.0,Male
1793,2066.0,2:55:47 PM,3:30:14 PM,10.0,B.U. Central - 725 Comm. Ave.,42.35,-71.11,73.0,Harvard Square at Brattle St / Eliot St,42.37,-71.12,2827.0,Customer,2001.0,Male
1794,1328.0,2:55:59 PM,3:18:07 PM,358.0,Medford St at Charlestown BCYF,42.38,-71.06,185.0,Third at Binney,42.37,-71.08,5670.0,Subscriber,1988.0,Male
1795,109.0,2:56:06 PM,2:57:56 PM,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,415.0,Stuart St at Berkeley St,42.35,-71.07,3863.0,Subscriber,1960.0,Male
1796,488.0,2:56:41 PM,3:04:49 PM,175.0,Brighton Center - Washington St at Cambridge St,42.35,-71.15,226.0,Commonwealth Ave At Babcock St,42.35,-71.12,5297.0,Customer,1969.0,Not Specified
1797,315.0,2:56:46 PM,3:02:02 PM,17.0,Soldiers Field Park - 111 Western Ave,42.36,-71.12,149.0,175 N Harvard St,42.36,-71.13,2518.0,Subscriber,1992.0,Male
1798,601.0,2:56:50 PM,3:06:51 PM,72.0,One Broadway / Kendall Sq at Main St / 3rd St,42.36,-71.08,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,5433.0,Subscriber,1983.0,Male
1799,600.0,2:56:54 PM,3:06:54 PM,72.0,One Broadway / Kendall Sq at Main St / 3rd St,42.36,-71.08,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,3585.0,Subscriber,1993.0,Male
1800,427.0,2:56:54 PM,3:04:02 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,5817.0,Subscriber,2001.0,Male
1801,476.0,2:56:56 PM,3:04:53 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,437.0,Berkshire Street at Cambridge Street,42.37,-71.09,5974.0,Subscriber,1993.0,Female
1802,28591.0,2:57:01 PM,10:53:32 PM,282.0,Stony Brook T Stop,42.32,-71.1,126.0,Egleston Square - Atherton St at Washington St,42.32,-71.1,4668.0,Customer,1983.0,Male
1803,2209.0,2:57:04 PM,3:33:54 PM,71.0,Conway Park - Somerville Avenue,42.38,-71.11,22.0,South Station - 700 Atlantic Ave,42.35,-71.06,3746.0,Subscriber,1983.0,Male
1804,268.0,2:57:17 PM,3:01:46 PM,179.0,MIT Vassar St,42.36,-71.1,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,3070.0,Subscriber,1996.0,Male
1805,1244.0,2:57:20 PM,3:18:04 PM,358.0,Medford St at Charlestown BCYF,42.38,-71.06,185.0,Third at Binney,42.37,-71.08,6005.0,Customer,1969.0,Not Specified
1806,1082.0,2:57:29 PM,3:15:31 PM,188.0,Foss Park,42.39,-71.09,100.0,Davis Square,42.4,-71.12,5810.0,Customer,1969.0,Not Specified
1807,172.0,2:57:49 PM,3:00:42 PM,57.0,Massachusetts Ave at Columbus Ave,42.34,-71.08,12.0,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.34,-71.09,5962.0,Subscriber,1999.0,Female
1808,4410.0,2:57:56 PM,4:11:27 PM,100.0,Davis Square,42.4,-71.12,100.0,Davis Square,42.4,-71.12,6043.0,Customer,1969.0,Not Specified
1809,2014.0,2:58:08 PM,3:31:42 PM,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,97.0,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.37,-71.12,3623.0,Subscriber,1998.0,Male
1810,2736.0,2:58:23 PM,3:44:00 PM,137.0,Magoun Square at Trum Field,42.4,-71.11,89.0,Harvard Law School at Mass Ave / Jarvis St,42.38,-71.12,4429.0,Customer,1969.0,Not Specified
1811,1127.0,2:58:35 PM,3:17:23 PM,72.0,One Broadway / Kendall Sq at Main St / 3rd St,42.36,-71.08,221.0,Verizon Innovation Hub 10 Ware Street,42.37,-71.11,2223.0,Customer,1994.0,Male
1812,1058.0,2:58:42 PM,3:16:20 PM,89.0,Harvard Law School at Mass Ave / Jarvis St,42.38,-71.12,319.0,84 Cambridgepark Dr,42.39,-71.14,3364.0,Customer,1969.0,Not Specified
1813,571.0,2:59:07 PM,3:08:39 PM,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,179.0,MIT Vassar St,42.36,-71.1,3290.0,Subscriber,2001.0,Male
1814,683.0,2:59:26 PM,3:10:50 PM,225.0,Cambridge Dept. of Public Works -147 Hampshire St.,42.37,-71.1,17.0,Soldiers Field Park - 111 Western Ave,42.36,-71.12,3887.0,Subscriber,1992.0,Male
1815,211.0,2:59:37 PM,3:03:08 PM,176.0,Lesley University,42.39,-71.12,176.0,Lesley University,42.39,-71.12,5497.0,Customer,1998.0,Male
1816,1547.0,2:59:39 PM,3:25:26 PM,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,369.0,Boston Public Market,42.36,-71.06,3359.0,Subscriber,1996.0,Male
1817,536.0,2:59:48 PM,3:08:44 PM,446.0,700 Commonwealth Ave.,42.35,-71.1,41.0,Packard's Corner - Commonwealth Ave at Brighton Ave,42.35,-71.12,3533.0,Subscriber,1991.0,Male
1818,1456.0,2:59:52 PM,3:24:09 PM,25.0,South End Library - Tremont St at W Newton St,42.34,-71.08,190.0,Nashua Street at Red Auerbach Way,42.37,-71.06,4363.0,Subscriber,2001.0,Female
1819,904.0,3:00:04 PM,3:15:09 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,5074.0,Subscriber,1994.0,Female
1820,2352.0,3:00:41 PM,3:39:53 PM,224.0,Fresh Pond Reservation,42.38,-71.14,371.0,700 Huron Ave,42.38,-71.15,5021.0,Subscriber,1979.0,Male
1821,1752.0,3:00:41 PM,3:29:53 PM,21.0,Prudential Center - 101 Huntington Ave,42.35,-71.08,42.0,Boylston St at Arlington St,42.35,-71.07,2274.0,Customer,1998.0,Male
1822,1745.0,3:00:48 PM,3:29:53 PM,21.0,Prudential Center - 101 Huntington Ave,42.35,-71.08,42.0,Boylston St at Arlington St,42.35,-71.07,3239.0,Customer,1992.0,Male
1823,1386.0,3:00:50 PM,3:23:57 PM,25.0,South End Library - Tremont St at W Newton St,42.34,-71.08,190.0,Nashua Street at Red Auerbach Way,42.37,-71.06,5079.0,Subscriber,1997.0,Female
1824,1410.0,3:00:54 PM,3:24:25 PM,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,342.0,Boylston St at Jersey St,42.34,-71.1,4184.0,Subscriber,1986.0,Male
1825,231.0,3:00:57 PM,3:04:49 PM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,57.0,Massachusetts Ave at Columbus Ave,42.34,-71.08,2419.0,Subscriber,1982.0,Male
1826,1116.0,3:01:05 PM,3:19:42 PM,379.0,Tremont St at W. Dedham St,42.34,-71.07,190.0,Nashua Street at Red Auerbach Way,42.37,-71.06,5950.0,Subscriber,1979.0,Male
1827,1193.0,3:01:18 PM,3:21:11 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,6129.0,Subscriber,1992.0,Male
1828,1261.0,3:01:27 PM,3:22:29 PM,60.0,Charles Circle - Charles St at Cambridge St,42.36,-71.07,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,2462.0,Subscriber,1993.0,Male
1829,813.0,3:01:39 PM,3:15:12 PM,176.0,Lesley University,42.39,-71.12,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,5450.0,Customer,2000.0,Female
1830,1813.0,3:01:39 PM,3:31:52 PM,54.0,Tremont St at West St,42.35,-71.06,54.0,Tremont St at West St,42.35,-71.06,6172.0,Customer,1987.0,Male
1831,939.0,3:01:45 PM,3:17:25 PM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,370.0,Dartmouth St at Newbury St,42.35,-71.08,6019.0,Subscriber,1969.0,Male
1832,1659.0,3:01:56 PM,3:29:35 PM,54.0,Tremont St at West St,42.35,-71.06,54.0,Tremont St at West St,42.35,-71.06,2643.0,Customer,1987.0,Male
1833,1652.0,3:02:06 PM,3:29:39 PM,54.0,Tremont St at West St,42.35,-71.06,54.0,Tremont St at West St,42.35,-71.06,3919.0,Customer,1987.0,Male
1834,1763.0,3:02:20 PM,3:31:44 PM,54.0,Tremont St at West St,42.35,-71.06,54.0,Tremont St at West St,42.35,-71.06,2098.0,Customer,1987.0,Male
1835,1379.0,3:02:32 PM,3:25:31 PM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,69.0,Coolidge Corner - Beacon St at Centre St,42.34,-71.12,5839.0,Subscriber,1991.0,Female
1836,411.0,3:02:36 PM,3:09:28 PM,78.0,Union Square - Somerville,42.38,-71.09,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,4215.0,Subscriber,1988.0,Male
1837,755.0,3:02:46 PM,3:15:21 PM,110.0,Harvard University Gund Hall at Quincy St / Kirkland St,42.38,-71.11,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,4420.0,Subscriber,1993.0,Female
1838,1089.0,3:02:52 PM,3:21:01 PM,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,190.0,Nashua Street at Red Auerbach Way,42.37,-71.06,3119.0,Subscriber,1995.0,Male
1839,809.0,3:03:10 PM,3:16:40 PM,6.0,Cambridge St at Joy St,42.36,-71.07,98.0,Warren St at Chelsea St,42.37,-71.06,3969.0,Subscriber,1991.0,Male
1840,232.0,3:03:24 PM,3:07:16 PM,404.0,Mass Ave T Station,42.34,-71.08,21.0,Prudential Center - 101 Huntington Ave,42.35,-71.08,5324.0,Subscriber,1999.0,Male
1841,2069.0,3:03:29 PM,3:37:59 PM,96.0,Cambridge Main Library at Broadway / Trowbridge St,42.37,-71.11,6.0,Cambridge St at Joy St,42.36,-71.07,3349.0,Subscriber,1994.0,Female
1842,785.0,3:03:30 PM,3:16:35 PM,6.0,Cambridge St at Joy St,42.36,-71.07,98.0,Warren St at Chelsea St,42.37,-71.06,4095.0,Subscriber,1993.0,Female
1843,688.0,3:03:36 PM,3:15:05 PM,176.0,Lesley University,42.39,-71.12,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,3914.0,Customer,1998.0,Male
1844,964.0,3:03:38 PM,3:19:43 PM,370.0,Dartmouth St at Newbury St,42.35,-71.08,117.0,Binney St / Sixth St,42.37,-71.09,6007.0,Subscriber,1985.0,Female
1845,957.0,3:03:41 PM,3:19:39 PM,100.0,Davis Square,42.4,-71.12,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,2821.0,Customer,1983.0,Male
1846,722.0,3:03:58 PM,3:16:01 PM,437.0,Berkshire Street at Cambridge Street,42.37,-71.09,386.0,Sennott Park  Broadway at Norfolk Street,42.37,-71.1,5925.0,Subscriber,1986.0,Male
1847,766.0,3:04:10 PM,3:16:57 PM,6.0,Cambridge St at Joy St,42.36,-71.07,98.0,Warren St at Chelsea St,42.37,-71.06,5084.0,Customer,1969.0,Not Specified
1848,2146.0,3:04:16 PM,3:40:03 PM,40.0,Lewis Wharf at Atlantic Ave,42.36,-71.05,372.0,Boylston St at Exeter St,42.35,-71.08,4016.0,Customer,1995.0,Female
1849,2168.0,3:04:17 PM,3:40:25 PM,40.0,Lewis Wharf at Atlantic Ave,42.36,-71.05,372.0,Boylston St at Exeter St,42.35,-71.08,3906.0,Customer,1995.0,Female
1850,550.0,3:04:45 PM,3:13:56 PM,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,19.0,Park Dr at Buswell St,42.35,-71.11,4161.0,Subscriber,1990.0,Male
1851,2100.0,3:04:49 PM,3:39:50 PM,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,372.0,Boylston St at Exeter St,42.35,-71.08,3051.0,Customer,1969.0,Not Specified
1852,227.0,3:05:01 PM,3:08:49 PM,176.0,Lesley University,42.39,-71.12,378.0,191 Beacon St,42.38,-71.11,5581.0,Subscriber,1994.0,Male
1853,1488.0,3:05:04 PM,3:29:52 PM,54.0,Tremont St at West St,42.35,-71.06,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,3373.0,Subscriber,1986.0,Male
1854,1481.0,3:05:08 PM,3:29:49 PM,54.0,Tremont St at West St,42.35,-71.06,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,5698.0,Subscriber,1985.0,Male
1855,663.0,3:05:33 PM,3:16:36 PM,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,381.0,Inman Square at Springfield St.,42.37,-71.1,3941.0,Subscriber,1994.0,Male
1856,445.0,3:05:37 PM,3:13:03 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,6067.0,Subscriber,1991.0,Male
1857,455.0,3:05:38 PM,3:13:14 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,413.0,Kennedy-Longfellow School 158 Spring St,42.37,-71.09,4038.0,Subscriber,1992.0,Male
1858,1333.0,3:05:44 PM,3:27:57 PM,189.0,Kendall T,42.36,-71.08,372.0,Boylston St at Exeter St,42.35,-71.08,2979.0,Subscriber,1992.0,Male
1859,1087.0,3:05:45 PM,3:23:52 PM,189.0,Kendall T,42.36,-71.08,352.0,Ring Rd,42.35,-71.08,4166.0,Customer,1969.0,Not Specified
1860,1091.0,3:05:46 PM,3:23:57 PM,70.0,Harvard Kennedy School at Bennett St / Eliot St,42.37,-71.12,8.0,Union Square - Brighton Ave at Cambridge St,42.35,-71.14,5423.0,Customer,1969.0,Not Specified
1861,1080.0,3:05:52 PM,3:23:52 PM,70.0,Harvard Kennedy School at Bennett St / Eliot St,42.37,-71.12,8.0,Union Square - Brighton Ave at Cambridge St,42.35,-71.14,2231.0,Customer,1969.0,Not Specified
1862,439.0,3:05:52 PM,3:13:12 PM,179.0,MIT Vassar St,42.36,-71.1,189.0,Kendall T,42.36,-71.08,3542.0,Subscriber,1999.0,Male
1863,458.0,3:06:02 PM,3:13:41 PM,107.0,Ames St at Main St,42.36,-71.09,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,3763.0,Subscriber,1991.0,Male
1864,1121.0,3:06:04 PM,3:24:46 PM,332.0,Harvard Ave at Brainerd Rd,42.35,-71.13,107.0,Ames St at Main St,42.36,-71.09,2460.0,Subscriber,1993.0,Male
1865,586.0,3:06:17 PM,3:16:03 PM,381.0,Inman Square at Springfield St.,42.37,-71.1,84.0,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.37,-71.08,5468.0,Subscriber,1993.0,Male
1866,953.0,3:06:19 PM,3:22:12 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,99.0,Wilson Square,42.39,-71.11,3190.0,Subscriber,1991.0,Female
1867,1686.0,3:06:26 PM,3:34:33 PM,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,6059.0,Customer,1969.0,Not Specified
1868,465.0,3:06:34 PM,3:14:19 PM,328.0,Grove St at Community Path,42.4,-71.12,234.0,Broadway at Central St,42.4,-71.1,5836.0,Subscriber,1991.0,Male
1869,98.0,3:06:34 PM,3:08:12 PM,364.0,Tremont St at Northampton St,42.34,-71.08,57.0,Massachusetts Ave at Columbus Ave,42.34,-71.08,3954.0,Subscriber,1993.0,Male
1870,421.0,3:06:49 PM,3:13:50 PM,16.0,Back Bay T Stop - Dartmouth St at Stuart St,42.35,-71.08,152.0,Ink Block - Harrison Ave at Herald St,42.35,-71.06,3348.0,Subscriber,1986.0,Male
1871,1679.0,3:06:50 PM,3:34:50 PM,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,2808.0,Customer,1969.0,Not Specified
1872,2213.0,3:06:57 PM,3:43:51 PM,6.0,Cambridge St at Joy St,42.36,-71.07,338.0,Commonwealth Ave at Kelton St,42.35,-71.14,5589.0,Subscriber,1984.0,Female
1873,581.0,3:07:47 PM,3:17:28 PM,116.0,359 Broadway - Broadway at Fayette Street,42.37,-71.1,116.0,359 Broadway - Broadway at Fayette Street,42.37,-71.1,5835.0,Subscriber,1993.0,Female
1874,7644.0,3:07:52 PM,5:15:17 PM,40.0,Lewis Wharf at Atlantic Ave,42.36,-71.05,40.0,Lewis Wharf at Atlantic Ave,42.36,-71.05,3212.0,Customer,1989.0,Female
1875,243.0,3:07:57 PM,3:12:00 PM,386.0,Sennott Park  Broadway at Norfolk Street,42.37,-71.1,96.0,Cambridge Main Library at Broadway / Trowbridge St,42.37,-71.11,2252.0,Subscriber,1995.0,Male
1876,157.0,3:08:18 PM,3:10:56 PM,152.0,Ink Block - Harrison Ave at Herald St,42.35,-71.06,365.0,Harrison Ave at Bennet St,42.35,-71.06,5275.0,Subscriber,1992.0,Male
1877,283.0,3:08:24 PM,3:13:07 PM,157.0,Seaport Blvd at Sleeper St,42.35,-71.05,47.0,Cross St at Hanover St,42.36,-71.06,2405.0,Subscriber,1996.0,Male
1878,491.0,3:08:26 PM,3:16:37 PM,342.0,Boylston St at Jersey St,42.34,-71.1,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,5344.0,Subscriber,1990.0,Female
1879,4987.0,3:08:34 PM,4:31:42 PM,7.0,Fan Pier,42.35,-71.04,180.0,Mt Auburn,42.37,-71.13,2763.0,Customer,1967.0,Female
1880,562.0,3:08:47 PM,3:18:10 PM,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,73.0,Harvard Square at Brattle St / Eliot St,42.37,-71.12,5824.0,Subscriber,1988.0,Male
1881,507.0,3:09:03 PM,3:17:30 PM,437.0,Berkshire Street at Cambridge Street,42.37,-71.09,116.0,359 Broadway - Broadway at Fayette Street,42.37,-71.1,5247.0,Subscriber,1987.0,Male
1882,238.0,3:09:14 PM,3:13:13 PM,22.0,South Station - 700 Atlantic Ave,42.35,-71.06,152.0,Ink Block - Harrison Ave at Herald St,42.35,-71.06,5854.0,Subscriber,1979.0,Male
1883,183.0,3:09:20 PM,3:12:23 PM,80.0,MIT Stata Center at Vassar St / Main St,42.36,-71.09,380.0,Mass Ave at Albany St,42.36,-71.1,4950.0,Subscriber,1996.0,Male
1884,5004.0,3:09:21 PM,4:32:45 PM,7.0,Fan Pier,42.35,-71.04,180.0,Mt Auburn,42.37,-71.13,4393.0,Customer,1967.0,Female
1885,459.0,3:09:30 PM,3:17:10 PM,380.0,Mass Ave at Albany St,42.36,-71.1,437.0,Berkshire Street at Cambridge Street,42.37,-71.09,5421.0,Customer,1969.0,Not Specified
1886,636.0,3:09:32 PM,3:20:08 PM,446.0,700 Commonwealth Ave.,42.35,-71.1,179.0,MIT Vassar St,42.36,-71.1,5217.0,Subscriber,1997.0,Male
1887,1847.0,3:09:34 PM,3:40:21 PM,225.0,Cambridge Dept. of Public Works -147 Hampshire St.,42.37,-71.1,110.0,Harvard University Gund Hall at Quincy St / Kirkland St,42.38,-71.11,2390.0,Customer,1996.0,Female
1888,1472.0,3:09:47 PM,3:34:19 PM,392.0,Glendale Square (Ferry St at Broadway),42.41,-71.04,392.0,Glendale Square (Ferry St at Broadway),42.41,-71.04,4045.0,Customer,1984.0,Female
1889,385.0,3:09:50 PM,3:16:16 PM,380.0,Mass Ave at Albany St,42.36,-71.1,139.0,Dana Park,42.36,-71.11,2222.0,Subscriber,1987.0,Male
1890,204.0,3:10:04 PM,3:13:29 PM,318.0,Ames St at Broadway,42.36,-71.09,398.0,75 Binney St,42.37,-71.08,2839.0,Subscriber,1995.0,Female
1891,4880.0,3:10:04 PM,4:31:25 PM,7.0,Fan Pier,42.35,-71.04,180.0,Mt Auburn,42.37,-71.13,4146.0,Customer,1961.0,Female
1892,399.0,3:10:05 PM,3:16:44 PM,179.0,MIT Vassar St,42.36,-71.1,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,3290.0,Subscriber,1996.0,Male
1893,1380.0,3:10:07 PM,3:33:08 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,415.0,Stuart St at Berkeley St,42.35,-71.07,4910.0,Subscriber,1994.0,Female
1894,1393.0,3:10:10 PM,3:33:24 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,415.0,Stuart St at Berkeley St,42.35,-71.07,4167.0,Subscriber,1993.0,Male
1895,583.0,3:10:14 PM,3:19:57 PM,160.0,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.34,-71.1,21.0,Prudential Center - 101 Huntington Ave,42.35,-71.08,3453.0,Subscriber,1990.0,Male
1896,1150.0,3:10:17 PM,3:29:28 PM,56.0,Dudley Square - Bolling Building,42.33,-71.08,58.0,Mugar Way at Beacon St,42.36,-71.07,3488.0,Subscriber,1996.0,Male
1897,494.0,3:10:19 PM,3:18:34 PM,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,2012.0,Subscriber,1988.0,Male
1898,560.0,3:10:43 PM,3:20:04 PM,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,43.0,Rowes Wharf at Atlantic Ave,42.36,-71.05,4925.0,Customer,1994.0,Female
1899,556.0,3:10:43 PM,3:20:00 PM,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,43.0,Rowes Wharf at Atlantic Ave,42.36,-71.05,2220.0,Customer,1994.0,Female
1900,177.0,3:10:46 PM,3:13:44 PM,118.0,Linear Park - Mass. Ave. at Cameron Ave.,42.4,-71.13,100.0,Davis Square,42.4,-71.12,5782.0,Subscriber,1987.0,Male
1901,344.0,3:10:46 PM,3:16:31 PM,179.0,MIT Vassar St,42.36,-71.1,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,2810.0,Subscriber,1997.0,Male
1902,571.0,3:10:48 PM,3:20:19 PM,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,43.0,Rowes Wharf at Atlantic Ave,42.36,-71.05,5461.0,Customer,1994.0,Female
1903,366.0,3:11:08 PM,3:17:15 PM,27.0,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.33,-71.1,364.0,Tremont St at Northampton St,42.34,-71.08,2967.0,Subscriber,1999.0,Male
1904,296.0,3:11:19 PM,3:16:16 PM,121.0,W Broadway at Dorchester St,42.34,-71.05,366.0,Broadway T Stop,42.34,-71.06,4930.0,Subscriber,1993.0,Female
1905,4854.0,3:11:19 PM,4:32:13 PM,7.0,Fan Pier,42.35,-71.04,180.0,Mt Auburn,42.37,-71.13,4690.0,Customer,1964.0,Female
1906,1086.0,3:11:34 PM,3:29:40 PM,359.0,One Brigham Circle,42.33,-71.1,273.0,Forest Hills,42.3,-71.11,6054.0,Subscriber,1990.0,Male
