id,Trip Length in Seconds,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
660,200.0,11:38:12 AM,11:41:33 AM,212.0,Maverick Square - Lewis Mall,42.37,-71.04,419.0,Central Square East Boston,42.38,-71.04,5844.0,Subscriber,1981.0,Male
661,1007.0,11:38:29 AM,11:55:17 AM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,97.0,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.37,-71.12,2393.0,Customer,1997.0,Male
662,847.0,11:38:39 AM,11:52:47 AM,218.0,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.35,-71.05,119.0,South Boston Library - 646 E Broadway,42.34,-71.04,3865.0,Subscriber,1991.0,Female
663,695.0,11:38:53 AM,11:50:28 AM,111.0,Packard Ave at Powderhouse Blvd,42.4,-71.12,176.0,Lesley University,42.39,-71.12,2775.0,Subscriber,1978.0,Male
664,1200.0,11:39:12 AM,11:59:13 AM,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,5836.0,Subscriber,1994.0,Male
665,1147.0,11:39:12 AM,11:58:20 AM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,42.0,Boylston St at Arlington St,42.35,-71.07,2892.0,Customer,1991.0,Male
666,655.0,11:39:36 AM,11:50:32 AM,330.0,30 Dane St,42.38,-71.1,75.0,Lafayette Square at Mass Ave / Main St / Columbia St,42.36,-71.1,3948.0,Subscriber,1993.0,Male
667,565.0,11:39:42 AM,11:49:07 AM,426.0,Surface Rd at Summer St,42.35,-71.06,4.0,Tremont St at E Berkeley St,42.35,-71.07,4194.0,Subscriber,1974.0,Male
668,696.0,11:40:00 AM,11:51:37 AM,445.0,Geiger Gibson Community Health Center,42.32,-71.05,138.0,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.33,-71.07,2097.0,Subscriber,1992.0,Female
669,505.0,11:40:04 AM,11:48:29 AM,404.0,Mass Ave T Station,42.34,-71.08,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,3569.0,Subscriber,1978.0,Male
670,1137.0,11:40:09 AM,11:59:06 AM,333.0,699 Mt Auburn St,42.38,-71.15,118.0,Linear Park - Mass. Ave. at Cameron Ave.,42.4,-71.13,4963.0,Subscriber,1978.0,Female
671,1548.0,11:40:15 AM,12:06:03 PM,190.0,Nashua Street at Red Auerbach Way,42.37,-71.06,58.0,Mugar Way at Beacon St,42.36,-71.07,2862.0,Customer,1969.0,Not Specified
672,773.0,11:40:28 AM,11:53:22 AM,78.0,Union Square - Somerville,42.38,-71.09,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,2316.0,Subscriber,1980.0,Female
673,1366.0,11:41:04 AM,12:03:51 PM,189.0,Kendall T,42.36,-71.08,11.0,Longwood Ave at Binney St,42.34,-71.11,6070.0,Subscriber,1989.0,Male
674,444.0,11:42:05 AM,11:49:29 AM,60.0,Charles Circle - Charles St at Cambridge St,42.36,-71.07,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,5124.0,Subscriber,1993.0,Male
675,534.0,11:42:07 AM,11:51:01 AM,175.0,Brighton Center - Washington St at Cambridge St,42.35,-71.15,69.0,Coolidge Corner - Beacon St at Centre St,42.34,-71.12,2326.0,Customer,1999.0,Male
676,500.0,11:42:11 AM,11:50:31 AM,51.0,Washington St at Lenox St,42.34,-71.08,363.0,Harrison Ave at Mullins Way,42.35,-71.06,2394.0,Subscriber,1992.0,Male
677,972.0,11:42:15 AM,11:58:28 AM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,42.0,Boylston St at Arlington St,42.35,-71.07,2593.0,Customer,1991.0,Male
678,1239.0,11:42:26 AM,12:03:06 PM,78.0,Union Square - Somerville,42.38,-71.09,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,5972.0,Subscriber,1993.0,Female
679,483.0,11:42:28 AM,11:50:31 AM,51.0,Washington St at Lenox St,42.34,-71.08,363.0,Harrison Ave at Mullins Way,42.35,-71.06,4078.0,Subscriber,1993.0,Female
680,348.0,11:42:42 AM,11:48:30 AM,49.0,Stuart St at Charles St,42.35,-71.07,16.0,Back Bay T Stop - Dartmouth St at Stuart St,42.35,-71.08,4211.0,Subscriber,1988.0,Female
681,1215.0,11:42:50 AM,12:03:06 PM,16.0,Back Bay T Stop - Dartmouth St at Stuart St,42.35,-71.08,87.0,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.37,-71.11,4956.0,Subscriber,1995.0,Male
682,1226.0,11:42:59 AM,12:03:25 PM,12.0,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.34,-71.09,226.0,Commonwealth Ave At Babcock St,42.35,-71.12,4437.0,Subscriber,1998.0,Female
683,1088.0,11:43:02 AM,12:01:11 PM,335.0,Harvard St at Greene-Rose Heritage Park,42.37,-71.1,356.0,Charlestown Navy Yard,42.37,-71.05,3767.0,Subscriber,1974.0,Male
684,963.0,11:43:11 AM,11:59:15 AM,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,2147.0,Subscriber,1995.0,Male
685,1135.0,11:44:00 AM,12:02:55 PM,178.0,MIT Pacific St at Purrington St,42.36,-71.1,372.0,Boylston St at Exeter St,42.35,-71.08,3492.0,Subscriber,1996.0,Female
686,411.0,11:44:02 AM,11:50:54 AM,189.0,Kendall T,42.36,-71.08,179.0,MIT Vassar St,42.36,-71.1,2979.0,Subscriber,1987.0,Male
687,193.0,11:44:18 AM,11:47:31 AM,185.0,Third at Binney,42.37,-71.08,72.0,One Broadway / Kendall Sq at Main St / 3rd St,42.36,-71.08,3585.0,Subscriber,1997.0,Male
688,869.0,11:44:46 AM,11:59:16 AM,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,3280.0,Customer,1996.0,Female
689,198.0,11:44:47 AM,11:48:06 AM,178.0,MIT Pacific St at Purrington St,42.36,-71.1,380.0,Mass Ave at Albany St,42.36,-71.1,5783.0,Subscriber,1994.0,Male
690,1039.0,11:44:53 AM,12:02:13 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,342.0,Boylston St at Jersey St,42.34,-71.1,2734.0,Subscriber,1992.0,Female
691,325.0,11:45:25 AM,11:50:50 AM,75.0,Lafayette Square at Mass Ave / Main St / Columbia St,42.36,-71.1,80.0,MIT Stata Center at Vassar St / Main St,42.36,-71.09,3821.0,Subscriber,1998.0,Female
692,4790.0,11:45:40 AM,1:05:31 PM,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,3369.0,Subscriber,1992.0,Male
693,1626.0,11:46:04 AM,12:13:11 PM,110.0,Harvard University Gund Hall at Quincy St / Kirkland St,42.38,-71.11,26.0,Washington St at Waltham St,42.34,-71.07,5877.0,Subscriber,1985.0,Male
694,250.0,11:46:22 AM,11:50:32 AM,163.0,The Lawn on D,42.34,-71.04,161.0,W Broadway at D St,42.34,-71.05,3543.0,Customer,1969.0,Not Specified
695,527.0,11:46:57 AM,11:55:44 AM,65.0,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.35,-71.05,369.0,Boston Public Market,42.36,-71.06,2932.0,Subscriber,1971.0,Male
696,305.0,11:47:01 AM,11:52:06 AM,40.0,Lewis Wharf at Atlantic Ave,42.36,-71.05,192.0,Purchase St at Pearl St,42.35,-71.05,5594.0,Subscriber,1972.0,Male
697,938.0,11:47:03 AM,12:02:42 PM,58.0,Mugar Way at Beacon St,42.36,-71.07,363.0,Harrison Ave at Mullins Way,42.35,-71.06,2445.0,Subscriber,1992.0,Male
698,272.0,11:47:06 AM,11:51:39 AM,89.0,Harvard Law School at Mass Ave / Jarvis St,42.38,-71.12,221.0,Verizon Innovation Hub 10 Ware Street,42.37,-71.11,6149.0,Subscriber,1994.0,Male
699,941.0,11:47:07 AM,12:02:48 PM,58.0,Mugar Way at Beacon St,42.36,-71.07,363.0,Harrison Ave at Mullins Way,42.35,-71.06,3519.0,Subscriber,1993.0,Female
700,362.0,11:47:25 AM,11:53:28 AM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,179.0,MIT Vassar St,42.36,-71.1,4015.0,Subscriber,1989.0,Male
701,1227.0,11:47:46 AM,12:08:14 PM,111.0,Packard Ave at Powderhouse Blvd,42.4,-71.12,381.0,Inman Square at Springfield St.,42.37,-71.1,6010.0,Customer,1982.0,Male
702,3184.0,11:47:53 AM,12:40:58 PM,369.0,Boston Public Market,42.36,-71.06,119.0,South Boston Library - 646 E Broadway,42.34,-71.04,3268.0,Subscriber,1968.0,Male
703,4654.0,11:48:02 AM,1:05:36 PM,41.0,Packard's Corner - Commonwealth Ave at Brighton Ave,42.35,-71.12,75.0,Lafayette Square at Mass Ave / Main St / Columbia St,42.36,-71.1,2251.0,Customer,1997.0,Female
704,4636.0,11:48:13 AM,1:05:30 PM,41.0,Packard's Corner - Commonwealth Ave at Brighton Ave,42.35,-71.12,75.0,Lafayette Square at Mass Ave / Main St / Columbia St,42.36,-71.1,3505.0,Customer,1997.0,Female
705,2103.0,11:48:18 AM,12:23:22 PM,331.0,Huntington Ave at Mass Art,42.34,-71.1,78.0,Union Square - Somerville,42.38,-71.09,4783.0,Customer,1998.0,Male
706,1113.0,11:48:20 AM,12:06:54 PM,118.0,Linear Park - Mass. Ave. at Cameron Ave.,42.4,-71.13,177.0,University Park,42.36,-71.1,2798.0,Subscriber,1995.0,Male
707,1081.0,11:48:28 AM,12:06:29 PM,372.0,Boylston St at Exeter St,42.35,-71.08,364.0,Tremont St at Northampton St,42.34,-71.08,6076.0,Customer,1995.0,Male
708,2120.0,11:48:30 AM,12:23:50 PM,331.0,Huntington Ave at Mass Art,42.34,-71.1,78.0,Union Square - Somerville,42.38,-71.09,2579.0,Customer,1997.0,Female
709,576.0,11:49:12 AM,11:58:48 AM,77.0,Somerville City Hall,42.39,-71.1,236.0,Assembly Square T,42.39,-71.08,5900.0,Subscriber,1982.0,Male
710,547.0,11:49:57 AM,11:59:05 AM,366.0,Broadway T Stop,42.34,-71.06,119.0,South Boston Library - 646 E Broadway,42.34,-71.04,3246.0,Subscriber,1992.0,Male
711,694.0,11:50:20 AM,12:01:54 PM,149.0,175 N Harvard St,42.36,-71.13,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,3340.0,Subscriber,1996.0,Male
712,534.0,11:50:42 AM,11:59:37 AM,225.0,Cambridge Dept. of Public Works -147 Hampshire St.,42.37,-71.1,184.0,Sidney Research Campus/ Erie Street at Waverly,42.36,-71.1,3851.0,Subscriber,1989.0,Female
713,311.0,11:50:43 AM,11:55:54 AM,225.0,Cambridge Dept. of Public Works -147 Hampshire St.,42.37,-71.1,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,3889.0,Subscriber,1993.0,Female
714,283.0,11:50:58 AM,11:55:41 AM,97.0,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.37,-71.12,89.0,Harvard Law School at Mass Ave / Jarvis St,42.38,-71.12,3096.0,Subscriber,1992.0,Female
715,911.0,11:51:03 AM,12:06:15 PM,282.0,Stony Brook T Stop,42.32,-71.1,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,3176.0,Subscriber,1987.0,Male
716,530.0,11:51:06 AM,11:59:57 AM,104.0,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.38,-71.13,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,3370.0,Subscriber,1984.0,Male
717,6612.0,11:51:07 AM,1:41:19 PM,393.0,Ferry St at Pleasantview Ave,42.41,-71.06,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,2409.0,Customer,1969.0,Not Specified
718,634.0,11:51:57 AM,12:02:31 PM,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,96.0,Cambridge Main Library at Broadway / Trowbridge St,42.37,-71.11,5566.0,Subscriber,1995.0,Female
719,1293.0,11:52:02 AM,12:13:36 PM,4.0,Tremont St at E Berkeley St,42.35,-71.07,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,2743.0,Subscriber,1988.0,Female
720,1456.0,11:52:14 AM,12:16:31 PM,69.0,Coolidge Corner - Beacon St at Centre St,42.34,-71.12,424.0,Jamaica St at South St,42.31,-71.12,2064.0,Subscriber,1995.0,Male
721,1606.0,11:52:16 AM,12:19:02 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,161.0,W Broadway at D St,42.34,-71.05,4404.0,Subscriber,1994.0,Male
722,367.0,11:52:25 AM,11:58:32 AM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,189.0,Kendall T,42.36,-71.08,2900.0,Subscriber,1992.0,Male
723,1042.0,11:52:33 AM,12:09:56 PM,139.0,Dana Park,42.36,-71.11,104.0,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.38,-71.13,2723.0,Subscriber,1997.0,Male
724,118.0,11:52:35 AM,11:54:33 AM,118.0,Linear Park - Mass. Ave. at Cameron Ave.,42.4,-71.13,100.0,Davis Square,42.4,-71.12,5090.0,Subscriber,1972.0,Male
725,1722.0,11:53:04 AM,12:21:47 PM,359.0,One Brigham Circle,42.33,-71.1,81.0,Chinatown T Stop,42.35,-71.06,3371.0,Subscriber,1998.0,Male
726,191.0,11:53:38 AM,11:56:49 AM,413.0,Kennedy-Longfellow School 158 Spring St,42.37,-71.09,185.0,Third at Binney,42.37,-71.08,3861.0,Subscriber,1991.0,Male
727,363.0,11:53:47 AM,11:59:51 AM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,39.0,Washington St at Rutland St,42.34,-71.07,2373.0,Subscriber,1985.0,Male
728,246.0,11:53:48 AM,11:57:54 AM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,178.0,MIT Pacific St at Purrington St,42.36,-71.1,2612.0,Subscriber,1996.0,Female
729,214.0,11:53:50 AM,11:57:24 AM,437.0,Berkshire Street at Cambridge Street,42.37,-71.09,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,3427.0,Subscriber,1993.0,Female
730,226.0,11:54:04 AM,11:57:50 AM,42.0,Boylston St at Arlington St,42.35,-71.07,59.0,Chinatown Gate Plaza,42.35,-71.06,2221.0,Subscriber,1979.0,Female
731,1247.0,11:54:06 AM,12:14:53 PM,78.0,Union Square - Somerville,42.38,-71.09,374.0,Tremont St at Hamilton Pl,42.36,-71.06,4456.0,Subscriber,1995.0,Male
732,375.0,11:54:27 AM,12:00:42 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,189.0,Kendall T,42.36,-71.08,3542.0,Subscriber,1996.0,Female
733,1104.0,11:54:31 AM,12:12:55 PM,385.0,Albany St at E. Brookline St,42.34,-71.07,372.0,Boylston St at Exeter St,42.35,-71.08,5997.0,Subscriber,1992.0,Female
734,777.0,11:54:33 AM,12:07:30 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,81.0,Chinatown T Stop,42.35,-71.06,5515.0,Subscriber,1998.0,Male
735,354.0,11:54:36 AM,12:00:31 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,189.0,Kendall T,42.36,-71.08,6065.0,Subscriber,1995.0,Female
736,126.0,11:54:49 AM,11:56:55 AM,116.0,359 Broadway - Broadway at Fayette Street,42.37,-71.1,386.0,Sennott Park  Broadway at Norfolk Street,42.37,-71.1,5488.0,Subscriber,1994.0,Male
737,1620.0,11:54:51 AM,12:21:52 PM,359.0,One Brigham Circle,42.33,-71.1,81.0,Chinatown T Stop,42.35,-71.06,4442.0,Customer,1969.0,Not Specified
738,818.0,11:55:14 AM,12:08:52 PM,235.0,East Somerville Library (Broadway and Illinois),42.39,-71.08,23.0,Boston City Hall - 28 State St,42.36,-71.06,5988.0,Subscriber,1987.0,Male
739,295.0,11:55:19 AM,12:00:14 PM,380.0,Mass Ave at Albany St,42.36,-71.1,225.0,Cambridge Dept. of Public Works -147 Hampshire St.,42.37,-71.1,4855.0,Subscriber,1993.0,Male
740,496.0,11:55:22 AM,12:03:38 PM,73.0,Harvard Square at Brattle St / Eliot St,42.37,-71.12,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,3349.0,Subscriber,1993.0,Male
741,636.0,11:55:25 AM,12:06:01 PM,97.0,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.37,-71.12,19.0,Park Dr at Buswell St,42.35,-71.11,4346.0,Subscriber,1997.0,Male
742,1306.0,11:55:29 AM,12:17:16 PM,27.0,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.33,-71.1,273.0,Forest Hills,42.3,-71.11,3305.0,Subscriber,1994.0,Male
743,1284.0,11:55:54 AM,12:17:19 PM,27.0,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.33,-71.1,273.0,Forest Hills,42.3,-71.11,5473.0,Customer,1969.0,Not Specified
744,894.0,11:56:10 AM,12:11:05 PM,161.0,W Broadway at D St,42.34,-71.05,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,3438.0,Customer,1995.0,Not Specified
745,362.0,11:56:39 AM,12:02:42 PM,221.0,Verizon Innovation Hub 10 Ware Street,42.37,-71.11,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,6004.0,Subscriber,1995.0,Male
746,981.0,11:56:42 AM,12:13:04 PM,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,23.0,Boston City Hall - 28 State St,42.36,-71.06,4994.0,Customer,1994.0,Male
747,397.0,11:57:26 AM,12:04:04 PM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,370.0,Dartmouth St at Newbury St,42.35,-71.08,3831.0,Customer,1997.0,Female
748,326.0,11:57:36 AM,12:03:02 PM,163.0,The Lawn on D,42.34,-71.04,218.0,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.35,-71.05,4370.0,Subscriber,1994.0,Male
749,611.0,11:57:42 AM,12:07:53 PM,33.0,Kenmore Square,42.35,-71.1,69.0,Coolidge Corner - Beacon St at Centre St,42.34,-71.12,5037.0,Subscriber,1989.0,Male
750,453.0,11:57:46 AM,12:05:20 PM,363.0,Harrison Ave at Mullins Way,42.35,-71.06,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,2394.0,Customer,1969.0,Not Specified
751,765.0,11:57:52 AM,12:10:38 PM,377.0,Perry Park,42.38,-71.1,239.0,Community Path at Cedar Street,42.39,-71.11,3053.0,Subscriber,1990.0,Male
752,374.0,11:57:58 AM,12:04:12 PM,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,221.0,Verizon Innovation Hub 10 Ware Street,42.37,-71.11,3889.0,Subscriber,1993.0,Female
753,734.0,11:58:22 AM,12:10:37 PM,377.0,Perry Park,42.38,-71.1,239.0,Community Path at Cedar Street,42.39,-71.11,2826.0,Subscriber,1990.0,Female
754,1760.0,11:58:23 AM,12:27:44 PM,161.0,W Broadway at D St,42.34,-71.05,7.0,Fan Pier,42.35,-71.04,3543.0,Customer,1996.0,Female
755,409.0,11:58:27 AM,12:05:16 PM,96.0,Cambridge Main Library at Broadway / Trowbridge St,42.37,-71.11,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,4083.0,Subscriber,1988.0,Male
756,380.0,11:58:28 AM,12:04:49 PM,161.0,W Broadway at D St,42.34,-71.05,222.0,Troy Boston,42.34,-71.06,5404.0,Subscriber,1979.0,Male
757,772.0,11:58:28 AM,12:11:21 PM,99.0,Wilson Square,42.39,-71.11,107.0,Ames St at Main St,42.36,-71.09,5965.0,Customer,1989.0,Male
758,5393.0,11:58:36 AM,1:28:30 PM,10.0,B.U. Central - 725 Comm. Ave.,42.35,-71.11,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,2653.0,Customer,1969.0,Not Specified
759,394.0,11:58:44 AM,12:05:18 PM,96.0,Cambridge Main Library at Broadway / Trowbridge St,42.37,-71.11,74.0,Harvard Square at Mass Ave/ Dunster,42.37,-71.12,2978.0,Subscriber,1991.0,Female
760,357.0,11:58:57 AM,12:04:54 PM,139.0,Dana Park,42.36,-71.11,80.0,MIT Stata Center at Vassar St / Main St,42.36,-71.09,5352.0,Subscriber,1989.0,Male
761,1693.0,11:59:01 AM,12:27:15 PM,161.0,W Broadway at D St,42.34,-71.05,7.0,Fan Pier,42.35,-71.04,3333.0,Customer,1995.0,Male
762,514.0,11:59:34 AM,12:08:09 PM,218.0,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.35,-71.05,161.0,W Broadway at D St,42.34,-71.05,5989.0,Subscriber,1993.0,Male
763,743.0,11:59:39 AM,12:12:03 PM,149.0,175 N Harvard St,42.36,-71.13,110.0,Harvard University Gund Hall at Quincy St / Kirkland St,42.38,-71.11,2837.0,Subscriber,1996.0,Female
764,314.0,11:59:58 AM,12:05:12 PM,140.0,Danehy Park,42.39,-71.13,104.0,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.38,-71.13,4903.0,Subscriber,1986.0,Male
765,234.0,12:00:02 PM,12:03:57 PM,413.0,Kennedy-Longfellow School 158 Spring St,42.37,-71.09,437.0,Berkshire Street at Cambridge Street,42.37,-71.09,5553.0,Subscriber,1996.0,Not Specified
766,1929.0,12:00:08 PM,12:32:18 PM,225.0,Cambridge Dept. of Public Works -147 Hampshire St.,42.37,-71.1,228.0,One Memorial Drive,42.36,-71.08,2755.0,Customer,1989.0,Female
767,293.0,12:00:10 PM,12:05:04 PM,24.0,Seaport Square - Seaport Blvd at Northern Ave,42.35,-71.04,426.0,Surface Rd at Summer St,42.35,-71.06,2547.0,Subscriber,1965.0,Male
768,757.0,12:00:17 PM,12:12:55 PM,107.0,Ames St at Main St,42.36,-71.09,76.0,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.37,-71.11,4937.0,Subscriber,1998.0,Female
769,3559.0,12:00:25 PM,12:59:44 PM,107.0,Ames St at Main St,42.36,-71.09,68.0,Central Square at Mass Ave / Essex St,42.37,-71.1,5247.0,Subscriber,1998.0,Male
770,941.0,12:00:44 PM,12:16:26 PM,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,338.0,Commonwealth Ave at Kelton St,42.35,-71.14,4105.0,Subscriber,1990.0,Male
771,867.0,12:00:47 PM,12:15:14 PM,91.0,One Kendall Square at Hampshire St / Portland St,42.37,-71.09,361.0,Deerfield St at Commonwealth Ave,42.35,-71.1,5124.0,Subscriber,1995.0,Male
772,270.0,12:01:21 PM,12:05:51 PM,177.0,University Park,42.36,-71.1,179.0,MIT Vassar St,42.36,-71.1,2505.0,Subscriber,1988.0,Female
773,249.0,12:01:37 PM,12:05:46 PM,25.0,South End Library - Tremont St at W Newton St,42.34,-71.08,16.0,Back Bay T Stop - Dartmouth St at Stuart St,42.35,-71.08,3656.0,Subscriber,1989.0,Male
774,508.0,12:02:03 PM,12:10:32 PM,178.0,MIT Pacific St at Purrington St,42.36,-71.1,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,2612.0,Subscriber,1996.0,Male
775,726.0,12:02:03 PM,12:14:10 PM,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,185.0,Third at Binney,42.37,-71.08,5902.0,Subscriber,1995.0,Female
776,544.0,12:02:15 PM,12:11:19 PM,6.0,Cambridge St at Joy St,42.36,-71.07,107.0,Ames St at Main St,42.36,-71.09,3345.0,Subscriber,1992.0,Male
777,440.0,12:02:23 PM,12:09:44 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,189.0,Kendall T,42.36,-71.08,5599.0,Subscriber,1988.0,Female
778,470.0,12:02:28 PM,12:10:18 PM,181.0,Huron Ave At Vassal Lane,42.38,-71.13,334.0,Mass Ave at Hadley/Walden,42.39,-71.12,2267.0,Subscriber,1973.0,Female
779,423.0,12:02:31 PM,12:09:34 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,189.0,Kendall T,42.36,-71.08,4180.0,Subscriber,1986.0,Male
780,436.0,12:02:31 PM,12:09:47 PM,67.0,MIT at Mass Ave / Amherst St,42.36,-71.09,189.0,Kendall T,42.36,-71.08,5800.0,Subscriber,1988.0,Female
781,410.0,12:03:09 PM,12:09:59 PM,95.0,Cambridge St - at Columbia St / Webster Ave,42.37,-71.09,90.0,Lechmere Station at Cambridge St / First St,42.37,-71.08,2824.0,Subscriber,1997.0,Male
782,186.0,12:03:22 PM,12:06:28 PM,9.0,Commonwealth Ave at Agganis Way,42.35,-71.12,41.0,Packard's Corner - Commonwealth Ave at Brighton Ave,42.35,-71.12,3587.0,Subscriber,1948.0,Male
783,379.0,12:03:22 PM,12:09:41 PM,95.0,Cambridge St - at Columbia St / Webster Ave,42.37,-71.09,90.0,Lechmere Station at Cambridge St / First St,42.37,-71.08,3271.0,Subscriber,1999.0,Male
784,503.0,12:03:22 PM,12:11:45 PM,415.0,Stuart St at Berkeley St,42.35,-71.07,222.0,Troy Boston,42.34,-71.06,4049.0,Subscriber,1991.0,Male
785,428.0,12:04:27 PM,12:11:35 PM,6.0,Cambridge St at Joy St,42.36,-71.07,141.0,Kendall Street,42.36,-71.08,5251.0,Subscriber,1977.0,Male
786,458.0,12:04:32 PM,12:12:10 PM,104.0,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.38,-71.13,71.0,Conway Park - Somerville Avenue,42.38,-71.11,2780.0,Customer,1987.0,Female
787,1381.0,12:05:14 PM,12:28:16 PM,11.0,Longwood Ave at Binney St,42.34,-71.11,97.0,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.37,-71.12,3681.0,Subscriber,1992.0,Male
788,2689.0,12:05:14 PM,12:50:04 PM,337.0,Roslindale Village - South St,42.29,-71.13,379.0,Tremont St at W. Dedham St,42.34,-71.07,2049.0,Subscriber,1986.0,Male
789,433.0,12:05:26 PM,12:12:40 PM,179.0,MIT Vassar St,42.36,-71.1,105.0,Lower Cambridgeport at Magazine St / Riverside Rd,42.36,-71.11,2979.0,Subscriber,1987.0,Male
790,523.0,12:06:00 PM,12:14:44 PM,330.0,30 Dane St,42.38,-71.1,70.0,Harvard Kennedy School at Bennett St / Eliot St,42.37,-71.12,3850.0,Subscriber,1994.0,Male
791,1174.0,12:06:21 PM,12:25:55 PM,97.0,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.37,-71.12,107.0,Ames St at Main St,42.36,-71.09,4177.0,Customer,1969.0,Not Specified
792,353.0,12:06:54 PM,12:12:47 PM,46.0,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34,-71.09,36.0,Copley Square - Dartmouth St at Boylston St,42.35,-71.08,4360.0,Subscriber,1990.0,Male
793,826.0,12:07:20 PM,12:21:07 PM,104.0,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.38,-71.13,75.0,Lafayette Square at Mass Ave / Main St / Columbia St,42.36,-71.1,4903.0,Customer,1969.0,Not Specified
794,630.0,12:07:31 PM,12:18:01 PM,413.0,Kennedy-Longfellow School 158 Spring St,42.37,-71.09,96.0,Cambridge Main Library at Broadway / Trowbridge St,42.37,-71.11,5827.0,Subscriber,1995.0,Male
795,397.0,12:07:58 PM,12:14:35 PM,179.0,MIT Vassar St,42.36,-71.1,107.0,Ames St at Main St,42.36,-71.09,4015.0,Subscriber,1994.0,Male
