id,Artwork ID,Artist Last Name,Artist First Name,Artist ID,Artwork Title,Medium,Year Created,Acquisition,Acquisition Year,Image,Webpage
1,1048.0,Blake,William,39.0,Job’s Sons and Daughters Overwhelmed by Satan,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00014_8.jpg,http://www.tate.org.uk/art/artworks/blake-jobs-sons-and-daughters-overwhelmed-by-satan-a00014
2,1049.0,Blake,William,39.0,The Messengers tell Job of his Misfortunes,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00015_8.jpg,http://www.tate.org.uk/art/artworks/blake-the-messengers-tell-job-of-his-misfortunes-a00015
3,1052.0,Blake,William,39.0,Job’s Comforters,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00018_8.jpg,http://www.tate.org.uk/art/artworks/blake-jobs-comforters-a00018
4,1053.0,Blake,William,39.0,Job’s Despair,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00019_8.jpg,http://www.tate.org.uk/art/artworks/blake-jobs-despair-a00019
5,1054.0,Blake,William,39.0,The Vision of Eliphaz,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00020_8.jpg,http://www.tate.org.uk/art/artworks/blake-the-vision-of-eliphaz-a00020
6,1057.0,Blake,William,39.0,The Wrath of Elihu,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00023_8.jpg,http://www.tate.org.uk/art/artworks/blake-the-wrath-of-elihu-a00023
7,1060.0,Blake,William,39.0,Behemoth and Leviathan,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00026_8.jpg,http://www.tate.org.uk/art/artworks/blake-behemoth-and-leviathan-a00026
8,1061.0,Blake,William,39.0,The Fall of Satan,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00027_8.jpg,http://www.tate.org.uk/art/artworks/blake-the-fall-of-satan-a00027
9,1063.0,Blake,William,39.0,Job’s Sacrifice,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00029_8.jpg,http://www.tate.org.uk/art/artworks/blake-jobs-sacrifice-a00029
10,1065.0,Blake,William,39.0,Job and his Daughters,Line engraving on paper,1825.0,"Purchased with the assistance of a special grant from the National Gallery and donations from the Art Fund, Lord Duveen and others, and presented through the the Art Fund 1919",1919.0,http://www.tate.org.uk/art/images/work/A/A00/A00031_8.jpg,http://www.tate.org.uk/art/artworks/blake-job-and-his-daughters-a00031
11,1080.0,Blake,William,39.0,The Crucifixion,Graphite on paper,1825.0,Presented by Mrs John Richmond 1922,1922.0,http://www.tate.org.uk/art/images/work/A/A00/A00046_8.jpg,http://www.tate.org.uk/art/artworks/blake-the-crucifixion-a00046
12,1710.0,Burne-Jones,Sir Edward Coley,68.0,Ruth and Boaz,Graphite on paper,1879.0,Bequeathed by J.R. Holliday 1927,1927.0,http://www.tate.org.uk/art/images/work/A/A00/A00072_8.jpg,http://www.tate.org.uk/art/artworks/burne-jones-ruth-and-boaz-a00072
13,19415.0,Blake,William,39.0,The Blighted Corn,Wood engraving on paper,1821.0,Presented by Herbert Linnell 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00116_8.jpg,http://www.tate.org.uk/art/artworks/blake-the-blighted-corn-a00116
14,1915.0,Callow,William,79.0,Frankfurt,Graphite on paper,1840.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00131_8.jpg,http://www.tate.org.uk/art/artworks/callow-frankfurt-a00131
15,1917.0,Callow,William,79.0,Giessen,Graphite on paper,1871.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00133_8.jpg,http://www.tate.org.uk/art/artworks/callow-giessen-a00133
16,1918.0,Callow,William,79.0,Prague,Graphite on paper,1874.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00134_8.jpg,http://www.tate.org.uk/art/artworks/callow-prague-a00134
17,1923.0,Callow,William,79.0,"Markt, Coburg",Graphite on paper,1863.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00139_8.jpg,http://www.tate.org.uk/art/artworks/callow-markt-coburg-a00139
18,1924.0,Callow,William,79.0,Coburg,Graphite on paper,1863.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00140_8.jpg,http://www.tate.org.uk/art/artworks/callow-coburg-a00140
19,1925.0,Callow,William,79.0,Frankfurt,Graphite on paper,1846.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00141_8.jpg,http://www.tate.org.uk/art/artworks/callow-frankfurt-a00141
20,1927.0,Callow,William,79.0,"Unidentified Market Place, ? Lubeck or Leipzig",Graphite on paper,1852.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00143_8.jpg,http://www.tate.org.uk/art/artworks/callow-unidentified-market-place-lubeck-or-leipzig-a00143
21,1929.0,Callow,William,79.0,"Rathaus, Gotha",Graphite on paper,1852.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00145_8.jpg,http://www.tate.org.uk/art/artworks/callow-rathaus-gotha-a00145
22,1931.0,Callow,William,79.0,Quai on the Moselle,Graphite on paper,1860.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00147_8.jpg,http://www.tate.org.uk/art/artworks/callow-quai-on-the-moselle-a00147
23,1939.0,Callow,William,79.0,Botzen,Graphite on paper,1846.0,Purchased 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00155_8.jpg,http://www.tate.org.uk/art/artworks/callow-botzen-a00155
24,1944.0,Calvert,Edward,81.0,The Bride,Line engraving on paper,1828.0,Presented by S. Calvert 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00157_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-bride-a00157
25,1947.0,Calvert,Edward,81.0,The Brook,Wood engraving on paper,1829.0,Presented by S. Calvert 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00160_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-brook-a00160
26,1953.0,Calvert,Edward,81.0,The Flood,Lithograph on paper,1829.0,Presented by S. Calvert 1912,1912.0,http://www.tate.org.uk/art/images/work/A/A00/A00166_8.jpg,http://www.tate.org.uk/art/artworks/calvert-the-flood-a00166
27,8567.0,Leighton,Lord Frederic,342.0,The Spies Escape,Wood engraving on paper,1881.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00730_8.jpg,http://www.tate.org.uk/art/artworks/leighton-the-spies-escape-a00730
28,8573.0,Leighton,Lord Frederic,342.0,Moses Views the Promised Land,Wood engraving on paper,1881.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00736_8.jpg,http://www.tate.org.uk/art/artworks/leighton-moses-views-the-promised-land-a00736
29,9485.0,Millais,Sir John Everett,379.0,The Pharisee and the Publican,Wood engraving on paper,1864.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00793_8.jpg,http://www.tate.org.uk/art/artworks/millais-the-pharisee-and-the-publican-a00793
30,9492.0,Millais,Sir John Everett,379.0,The Sower,Wood engraving on paper,1864.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00800_8.jpg,http://www.tate.org.uk/art/artworks/millais-the-sower-a00800
31,9495.0,Millais,Sir John Everett,379.0,The Importunate Friend,Wood engraving on paper,1864.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00803_8.jpg,http://www.tate.org.uk/art/artworks/millais-the-importunate-friend-a00803
32,9498.0,Millais,Sir John Everett,379.0,The Good Shepherd,Wood engraving on paper,1864.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00806_8.jpg,http://www.tate.org.uk/art/artworks/millais-the-good-shepherd-a00806
33,9500.0,Millais,Sir John Everett,379.0,The Unmerciful Servant,Wood engraving on paper,1864.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00809_8.jpg,http://www.tate.org.uk/art/artworks/millais-the-unmerciful-servant-a00809
34,9502.0,Millais,Sir John Everett,379.0,The Prodigal Son,Wood engraving on paper,1864.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00811_8.jpg,http://www.tate.org.uk/art/artworks/millais-the-prodigal-son-a00811
35,12215.0,Poynter,Sir Edward,433.0,Daniel’s Prayer,Wood engraving on paper,1865.0,Presented by Gilbert Dalziel 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00832_8.jpg,http://www.tate.org.uk/art/artworks/poynter-daniels-prayer-a00832
36,12749.0,Rooke,Thomas Matthews,458.0,Ruth and Naomi,Oil paint on canvas,1876.0,Presented by the Trustees of the Chantrey Bequest 1877,1877.0,http://www.tate.org.uk/art/images/work/A/A00/A00839_8.jpg,http://www.tate.org.uk/art/artworks/rooke-ruth-and-naomi-a00839
37,12750.0,Rooke,Thomas Matthews,458.0,Ruth and Boaz,Oil paint on canvas,1876.0,Presented by the Trustees of the Chantrey Bequest 1877,1877.0,http://www.tate.org.uk/art/images/work/A/A00/A00840_8.jpg,http://www.tate.org.uk/art/artworks/rooke-ruth-and-boaz-a00840
38,12751.0,Rooke,Thomas Matthews,458.0,"Naomi, Ruth and Obed",Oil paint on canvas,1876.0,Presented by the Trustees of the Chantrey Bequest 1877,1877.0,http://www.tate.org.uk/art/images/work/A/A00/A00841_8.jpg,http://www.tate.org.uk/art/artworks/rooke-naomi-ruth-and-obed-a00841
39,12763.0,Rossetti,Dante Gabriel,461.0,David,Watercolour on paper,1858.0,Purchased 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00842_8.jpg,http://www.tate.org.uk/art/artworks/rossetti-david-a00842
40,12764.0,Rossetti,Dante Gabriel,461.0,The Adoration,Watercolour on paper,1858.0,Purchased 1924,1924.0,http://www.tate.org.uk/art/images/work/A/A00/A00843_8.jpg,http://www.tate.org.uk/art/artworks/rossetti-the-adoration-a00843
41,12766.0,Rossetti,Dante Gabriel,461.0,Fanny Cornforth,Graphite on paper,1859.0,Bequeathed by J.R. Holliday 1927,1927.0,http://www.tate.org.uk/art/images/work/A/A00/A00845_8.jpg,http://www.tate.org.uk/art/artworks/rossetti-fanny-cornforth-a00845
42,13616.0,Smith,Sidney Robert James,509.0,Project for the Facade of the Tate Gallery,Ink on paper,1893.0,Presented by the artist 1900,1900.0,http://www.tate.org.uk/art/images/work/A/A00/A00864_8.jpg,http://www.tate.org.uk/art/artworks/smith-project-for-the-facade-of-the-tate-gallery-a00864
43,550.0,Ardizzone,Edward,659.0,At the Brasserie,Watercolour and ink on paper,1931.0,Purchased 1940,1940.0,http://www.tate.org.uk/art/images/work/A/A01/A01029_8.jpg,http://www.tate.org.uk/art/artworks/ardizzone-at-the-brasserie-a01029
44,552.0,Ardizzone,Edward,659.0,The Arrival,Watercolour and ink on paper,1931.0,Purchased 1940,1940.0,http://www.tate.org.uk/art/images/work/A/A01/A01031_8.jpg,http://www.tate.org.uk/art/artworks/ardizzone-the-arrival-a01031
45,553.0,Ardizzone,Edward,659.0,The Bedroom,Watercolour and ink on paper,1931.0,Purchased 1940,1940.0,http://www.tate.org.uk/art/images/work/A/A01/A01032_8.jpg,http://www.tate.org.uk/art/artworks/ardizzone-the-bedroom-a01032
46,852.0,Beerbohm,Sir Max,722.0,Rossetti’s Courtship,Graphite and watercolour on paper,1916.0,Bequeathed by Sir Hugh Walpole 1941,1941.0,http://www.tate.org.uk/art/images/work/A/A01/A01040_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-rossettis-courtship-a01040
47,7073.0,Jacovleff,Alexandre,1350.0,Female Torso,Chalk on paper,1933.0,Presented anonymously 1939,1939.0,http://www.tate.org.uk/art/images/work/A/A01/A01082_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-female-torso-a01082
48,7074.0,Jacovleff,Alexandre,1350.0,An Arm and a Hand,Chalk on paper,1933.0,Presented anonymously 1939,1939.0,http://www.tate.org.uk/art/images/work/A/A01/A01083_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-an-arm-and-a-hand-a01083
49,12180.0,Potter,Helen Beatrix,1794.0,Frontispiece: The Tailor Mouse,"Ink, watercolour and gouache on paper",1902.0,Presented by Capt. K.W.G. Duke RN 1946,1946.0,http://www.tate.org.uk/art/images/work/A/A01/A01089_8.jpg,http://www.tate.org.uk/art/artworks/potter-frontispiece-the-tailor-mouse-a01089
50,12188.0,Potter,Helen Beatrix,1794.0,The Mice Escape,"Ink, watercolour and gouache on paper",1902.0,Presented by Capt. K.W.G. Duke RN 1946,1946.0,http://www.tate.org.uk/art/images/work/A/A01/A01097_8.jpg,http://www.tate.org.uk/art/artworks/potter-the-mice-escape-a01097
51,1756.0,Burne-Jones,Sir Edward Coley,68.0,Thisbe,Graphite and watercolour on fabric,1861.0,Bequeathed by J.R. Holliday 1927,1927.0,http://www.tate.org.uk/art/images/work/A/A01/A01171_8.jpg,http://www.tate.org.uk/art/artworks/burne-jones-thisbe-a01171
52,1757.0,Burne-Jones,Sir Edward Coley,68.0,Dido,Graphite and watercolour on fabric,1861.0,Bequeathed by J.R. Holliday 1927,1927.0,http://www.tate.org.uk/art/images/work/A/A01/A01172_8.jpg,http://www.tate.org.uk/art/artworks/burne-jones-dido-a01172
53,20921.0,Wilkie,Sir David,600.0,The Flemish Mother,Etching on paper,1820.0,Presented by Sir J.C. Robinson through the Art Fund 1908,1908.0,http://www.tate.org.uk/art/images/work/A/A01/A01186_8.jpg,http://www.tate.org.uk/art/artworks/wilkie-the-flemish-mother-a01186
54,20922.0,Wilkie,Sir David,600.0,The Flemish Mother,Etching on paper on paper,1820.0,Presented by Sir J.C. Robinson through the Art Fund 1908,1908.0,http://www.tate.org.uk/art/images/work/A/A01/A01187_8.jpg,http://www.tate.org.uk/art/artworks/wilkie-the-flemish-mother-a01187
55,98171.0,Katz,Alex,1386.0,Pansies,Oil paint on hardboard,1967.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00001_8.jpg,http://www.tate.org.uk/art/artworks/katz-pansies-ar00001
56,98172.0,Katz,Alex,1386.0,Tulips,Oil paint on hardboard,1969.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00002_8.jpg,http://www.tate.org.uk/art/artworks/katz-tulips-ar00002
57,98177.0,Katz,Alex,1386.0,Daisies #2,Oil paint on board,1992.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00006_8.jpg,http://www.tate.org.uk/art/artworks/katz-daisies-2-ar00006
58,98185.0,Katz,Alex,1386.0,City Night,Oil paint on hardboard,1998.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00012_8.jpg,http://www.tate.org.uk/art/artworks/katz-city-night-ar00012
59,98187.0,Katz,Alex,1386.0,Road,Oil paint on hardboard,1998.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00014_8.jpg,http://www.tate.org.uk/art/artworks/katz-road-ar00014
60,98995.0,Katz,Alex,1386.0,Eli’s Friend,Oil paint on hardboard,1985.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00018_8.jpg,http://www.tate.org.uk/art/artworks/katz-elis-friend-ar00018
61,98996.0,Katz,Alex,1386.0,Kate,Oil paint on hardboard,1994.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00019_8.jpg,http://www.tate.org.uk/art/artworks/katz-kate-ar00019
62,99124.0,Mueck,Ron,2672.0,Mask III,Mixed media,2005.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00035_8.jpg,http://www.tate.org.uk/art/artworks/mueck-mask-iii-ar00035
63,98196.0,Kiefer,Anselm,1406.0,Palm Sunday,"Palm tree and 40 works on fibreboard with clay, paint, shellac, adhesive, metal, palm fronds, fabric and paper",2006.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00038_8.jpg,http://www.tate.org.uk/art/artworks/kiefer-palm-sunday-ar00038
64,98365.0,Viola,Bill,2333.0,Four Hands,"Video, 4 flat screens, black and white",2001.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00043_8.jpg,http://www.tate.org.uk/art/artworks/viola-four-hands-ar00043
65,98448.0,Ruscha,Edward,1882.0,DAILY PLANET,Acrylic paint on canvas,2003.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00048_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-daily-planet-ar00048
66,98460.0,Ruscha,Edward,1882.0,Miracle #64,Zinc oxide and pastel on paper,1975.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00052_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-miracle-64-ar00052
67,98464.0,Ruscha,Edward,1882.0,SMELLS LIKE BACK OF OLD HOT RADIO,Pastel on paper,1976.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00055_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-smells-like-back-of-old-hot-radio-ar00055
68,98470.0,Ruscha,Edward,1882.0,HOLLYWOOD TANTRUM,Pastel on paper,1979.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00059_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-hollywood-tantrum-ar00059
69,98473.0,Ruscha,Edward,1882.0,SOAPY SMITH,Acrylic paint on paper,1996.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00061_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-soapy-smith-ar00061
70,98476.0,Ruscha,Edward,1882.0,HOPE,Acrylic paint on paper,1998.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00063_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-hope-ar00063
71,98478.0,Ruscha,Edward,1882.0,THE END #40,Acrylic paint on paper,2003.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00064_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-the-end-40-ar00064
72,98479.0,Ruscha,Edward,1882.0,DEC. 30th,Acrylic paint on paper,2005.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00065_8.jpg,http://www.tate.org.uk/art/artworks/ruscha-dec-30th-ar00065
73,95724.0,Gallagher,Ellen,9553.0,Paper Cup,Ink on paper on canvas,1996.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00066_8.jpg,http://www.tate.org.uk/art/artworks/gallagher-paper-cup-ar00066
74,98216.0,Kounellis,Jannis,1438.0,Bells,"Bronze bells, wooden beams and rope",1993.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00071_8.jpg,http://www.tate.org.uk/art/artworks/kounellis-bells-ar00071
75,93052.0,Koons,Jeff,2368.0,Mound of Flowers,Glass,1991.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00076_8.jpg,http://www.tate.org.uk/art/artworks/koons-mound-of-flowers-ar00076
76,98198.0,Koons,Jeff,2368.0,Encased - Four Rows,"Glass, steel, plastic and basketballs",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00078_8.jpg,http://www.tate.org.uk/art/artworks/koons-encased-four-rows-ar00078
77,95898.0,Holzer,Jenny,1307.0,Protect Protect,Oil paint on canvas,2007.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00083_8.jpg,http://www.tate.org.uk/art/artworks/holzer-protect-protect-ar00083
78,95899.0,Holzer,Jenny,1307.0,Shape the Battlespace,Oil paint on canvas,2007.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00084_8.jpg,http://www.tate.org.uk/art/artworks/holzer-shape-the-battlespace-ar00084
79,98484.0,Weiner,Lawrence,7743.0,TAKEN UP WITH,Vinyl wall text,1988.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00134_8.jpg,http://www.tate.org.uk/art/artworks/weiner-taken-up-with-ar00134
80,98488.0,Weiner,Lawrence,7743.0,ROUGHLY RIPPED APART,Vinyl wall text,1988.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00138_8.jpg,http://www.tate.org.uk/art/artworks/weiner-roughly-ripped-apart-ar00138
81,95897.0,Hamilton,Richard,1244.0,Four Self Portraits - 05.3.81,Oil paint and enamel on cibachrome print on 4 canvases,1990.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00141_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-four-self-portraits-05381-ar00141
82,98285.0,Long,Richard,1525.0,River Avon Book,Book with mud on paper,1979.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00144_8.jpg,http://www.tate.org.uk/art/artworks/long-river-avon-book-ar00144
83,97213.0,Mapplethorpe,Robert,11413.0,Self-Portrait,"Photograph, gelatine silver print on paper",1988.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00145_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-self-portrait-ar00145
84,97214.0,Mapplethorpe,Robert,11413.0,Brice Marden,"Photograph, gelatine silver print on paper",1986.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00146_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-brice-marden-ar00146
85,97215.0,Mapplethorpe,Robert,11413.0,Brice Marden,"Photograph, gelatine silver print on paper",1976.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00147_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-brice-marden-ar00147
86,97217.0,Mapplethorpe,Robert,11413.0,Andy Warhol,"Photograph, gelatine silver print on paper",1986.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00149_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-andy-warhol-ar00149
87,97218.0,Mapplethorpe,Robert,11413.0,Andy Warhol,"Photograph, gelatine silver print on paper",1983.0,ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,2008.0,http://www.tate.org.uk/art/images/work/AR/AR00150_8.jpg,http://www.tate.org.uk/art/artworks/mapplethorpe-andy-warhol-ar00150
