id,Artwork ID,Artist Last Name,Artist First Name,Artist ID,Artwork Title,Medium,Year Created,Acquisition,Acquisition Year,Image,Webpage
1953,8829.0,Lim,Kim,1512.0,Jaune Foncé,Intaglio print on paper,1972.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07192_8.jpg,http://www.tate.org.uk/art/artworks/lim-jaune-fonce-p07192
1954,8831.0,Lim,Kim,1512.0,Ladder Series III,Intaglio print on paper,1972.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07194_8.jpg,http://www.tate.org.uk/art/artworks/lim-ladder-series-iii-p07194
1955,8832.0,Lim,Kim,1512.0,Ladder Series IV,Intaglio print on paper,1972.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07195_8.jpg,http://www.tate.org.uk/art/artworks/lim-ladder-series-iv-p07195
1956,8833.0,Lim,Kim,1512.0,Ladder Series V,Intaglio print on paper,1972.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07196_8.jpg,http://www.tate.org.uk/art/artworks/lim-ladder-series-v-p07196
1957,10671.0,Nicholson,Ben,1702.0,Siena,Intaglio print on paper,1967.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07199_8.jpg,http://www.tate.org.uk/art/artworks/nicholson-siena-p07199
1958,10672.0,Nicholson,Ben,1702.0,Foxy and Frankie (2),Oil paint and relief print on paper,1933.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07200_8.jpg,http://www.tate.org.uk/art/artworks/nicholson-foxy-and-frankie-2-p07200
1959,10673.0,Nicholson,Ben,1702.0,Foxy and Frankie (1),Oil paint and relief print on paper,1933.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07201_8.jpg,http://www.tate.org.uk/art/artworks/nicholson-foxy-and-frankie-1-p07201
1960,1543.0,Broodthaers,Marcel,815.0,A Railway Robbery,Lithograph on paper,1972.0,Purchased 1977,1977.0,http://www.tate.org.uk/art/images/work/P/P07/P07209_8.jpg,http://www.tate.org.uk/art/artworks/broodthaers-a-railway-robbery-p07209
1961,1545.0,Broodthaers,Marcel,815.0,Citron-Citroen,Lithograph and screenprint on paper,1974.0,Purchased 1977,1977.0,http://www.tate.org.uk/art/images/work/P/P07/P07211_8.jpg,http://www.tate.org.uk/art/artworks/broodthaers-citron-citroen-p07211
1962,1546.0,Broodthaers,Marcel,815.0,Comedy,Lithograph on paper,1974.0,Purchased 1977,1977.0,http://www.tate.org.uk/art/images/work/P/P07/P07212_8.jpg,http://www.tate.org.uk/art/artworks/broodthaers-comedy-p07212
1963,1547.0,Broodthaers,Marcel,815.0,Atlas,Lithograph on paper,1975.0,Purchased 1977,1977.0,http://www.tate.org.uk/art/images/work/P/P07/P07213_8.jpg,http://www.tate.org.uk/art/artworks/broodthaers-atlas-p07213
1964,13594.0,Smith,Richard,1959.0,K. Magenta,Screenprint on plastic,1971.0,Purchased 1972,1972.0,http://www.tate.org.uk/art/images/work/P/P07/P07229_8.jpg,http://www.tate.org.uk/art/artworks/smith-k-magenta-p07229
1965,3866.0,Dibbets,Jan,1002.0,Collage,"Photographs, colour, on cards and graphite on paper",1973.0,Purchased 1974,1974.0,http://www.tate.org.uk/art/images/work/P/P07/P07232_8.jpg,http://www.tate.org.uk/art/artworks/dibbets-collage-p07232
1966,6430.0,Hilliard,John,1287.0,Sixty Seconds of Light,"12 photographs, black and white, on paper",1970.0,Purchased 1973,1973.0,http://www.tate.org.uk/art/images/work/P/P07/P07233_8.jpg,http://www.tate.org.uk/art/artworks/hilliard-sixty-seconds-of-light-p07233
1967,10315.0,Morris,Robert,1669.0,Location Piece,Lead and aluminuim on board,1973.0,Purchased 1974,1974.0,http://www.tate.org.uk/art/images/work/P/P07/P07235_8.jpg,http://www.tate.org.uk/art/artworks/morris-location-piece-p07235
1968,6530.0,Hockney,David,1293.0,Billy Wilder,Lithograph on paper,1976.0,Purchased 1978,1978.0,http://www.tate.org.uk/art/images/work/P/P07/P07239_8.jpg,http://www.tate.org.uk/art/artworks/hockney-billy-wilder-p07239
1969,16979.0,Rosenquist,James,1866.0,Marilyn,Lithograph on paper,1974.0,Purchased 1978,1978.0,http://www.tate.org.uk/art/images/work/P/P07/P07241_8.jpg,http://www.tate.org.uk/art/artworks/rosenquist-marilyn-p07241
1970,16980.0,Lim,Kim,1512.0,Ladder Series II,Etching on paper,1972.0,Purchased 1976,1976.0,http://www.tate.org.uk/art/images/work/P/P07/P07243_8.jpg,http://www.tate.org.uk/art/artworks/lim-ladder-series-ii-p07243
1971,5702.0,Gross,Anthony,1222.0,La Bourdette,Intaglio print on paper,1932.0,Purchased 1978,1978.0,http://www.tate.org.uk/art/images/work/P/P07/P07246_8.jpg,http://www.tate.org.uk/art/artworks/gross-la-bourdette-p07246
1972,5703.0,Gross,Anthony,1222.0,Burgundy Canal,Intaglio print on paper,1937.0,Purchased 1978,1978.0,http://www.tate.org.uk/art/images/work/P/P07/P07247_8.jpg,http://www.tate.org.uk/art/artworks/gross-burgundy-canal-p07247
1973,5708.0,Gross,Anthony,1222.0,Coulourgues,Intaglio print on paper,1977.0,Purchased 1978,1978.0,http://www.tate.org.uk/art/images/work/P/P07/P07252_8.jpg,http://www.tate.org.uk/art/artworks/gross-coulourgues-p07252
1974,12756.0,Rosenquist,James,1866.0,Pale Tent II,Watercolour and intaglio print on paper,1976.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07253_8.jpg,http://www.tate.org.uk/art/artworks/rosenquist-pale-tent-ii-p07253
1975,10582.0,Neagu,Paul,1692.0,Jump,"Watercolour, screenprint and printed paper on paper",1977.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07259_8.jpg,http://www.tate.org.uk/art/artworks/neagu-jump-p07259
1976,15826.0,Walker,John,2116.0,I,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07267_8.jpg,http://www.tate.org.uk/art/artworks/walker-i-p07267
1977,15827.0,Walker,John,2116.0,II,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07268_8.jpg,http://www.tate.org.uk/art/artworks/walker-ii-p07268
1978,15828.0,Walker,John,2116.0,III,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07269_8.jpg,http://www.tate.org.uk/art/artworks/walker-iii-p07269
1979,15829.0,Walker,John,2116.0,IV,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07270_8.jpg,http://www.tate.org.uk/art/artworks/walker-iv-p07270
1980,15830.0,Walker,John,2116.0,V,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07271_8.jpg,http://www.tate.org.uk/art/artworks/walker-v-p07271
1981,15831.0,Walker,John,2116.0,VI,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07272_8.jpg,http://www.tate.org.uk/art/artworks/walker-vi-p07272
1982,15832.0,Walker,John,2116.0,VII,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07273_8.jpg,http://www.tate.org.uk/art/artworks/walker-vii-p07273
1983,15833.0,Walker,John,2116.0,VIII,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07274_8.jpg,http://www.tate.org.uk/art/artworks/walker-viii-p07274
1984,15834.0,Walker,John,2116.0,IX,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07275_8.jpg,http://www.tate.org.uk/art/artworks/walker-ix-p07275
1985,15835.0,Walker,John,2116.0,X,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07276_8.jpg,http://www.tate.org.uk/art/artworks/walker-x-p07276
1986,15836.0,Walker,John,2116.0,XI,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07277_8.jpg,http://www.tate.org.uk/art/artworks/walker-xi-p07277
1987,15837.0,Walker,John,2116.0,XII,Lithograph on paper,1973.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07278_8.jpg,http://www.tate.org.uk/art/artworks/walker-xii-p07278
1988,15861.0,Walker,John,2116.0,Juggernaut,Screenprint on paper,1974.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07302_8.jpg,http://www.tate.org.uk/art/artworks/walker-juggernaut-p07302
1989,15871.0,Walker,John,2116.0,Newhaven 5,Intaglio print on paper,1976.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07314_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-5-p07314
1990,15872.0,Walker,John,2116.0,Newhaven 2,Intaglio print on paper,1976.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07315_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-2-p07315
1991,16586.0,Walker,John,2116.0,Newhaven 7,Intaglio print on paper,1976.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07316_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-7-p07316
1992,16587.0,Walker,John,2116.0,Newhaven 10,Intaglio print on paper,1976.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07317_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-10-p07317
1993,15873.0,Walker,John,2116.0,Newhaven 11,Intaglio print on paper,1976.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07318_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-11-p07318
1994,15874.0,Walker,John,2116.0,Newhaven 15,Intaglio print on paper,1977.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07319_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-15-p07319
1995,15875.0,Walker,John,2116.0,Newhaven 16,Intaglio print on paper,1977.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07320_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-16-p07320
1996,15876.0,Walker,John,2116.0,Newhaven 13,Intaglio print on paper,1977.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07321_8.jpg,http://www.tate.org.uk/art/artworks/walker-newhaven-13-p07321
1997,5954.0,Henderson,William,1269.0,The Boxer,Screenprint on paper,1979.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07351_8.jpg,http://www.tate.org.uk/art/artworks/henderson-the-boxer-p07351
1998,6531.0,Hockney,David,1293.0,Myself and my Heroes,Etching and aquatint on paper,1961.0,Purchased 1979,1979.0,http://www.tate.org.uk/art/images/work/P/P07/P07352_8.jpg,http://www.tate.org.uk/art/artworks/hockney-myself-and-my-heroes-p07352
1999,9579.0,Miró,Joan,1646.0,The Matador,"Intaglio print, carborundum and drypoint on paper",1969.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07356_8.jpg,http://www.tate.org.uk/art/artworks/miro-the-matador-p07356
2000,9581.0,Miró,Joan,1646.0,The Conductor,Intaglio print on paper,1976.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07358_8.jpg,http://www.tate.org.uk/art/artworks/miro-the-conductor-p07358
2001,6177.0,Heron,Patrick,1278.0,The Shapes of Colour 1943-1978,Screenprint on paper,1978.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07359_8.jpg,http://www.tate.org.uk/art/artworks/heron-the-shapes-of-colour-1943-1978-p07359
2002,6570.0,Hodgkin,Howard,1295.0,For Bernard Jacobson,Lithograph on paper,1979.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07377_8.jpg,http://www.tate.org.uk/art/artworks/hodgkin-for-bernard-jacobson-p07377
2003,7161.0,Johns,Jasper,1365.0,Decoy,Lithograph on paper,1971.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07380_8.jpg,http://www.tate.org.uk/art/artworks/johns-decoy-p07380
2004,12312.0,Rauschenberg,Robert,1815.0,Glacial Decoy Series (Lithograph I),Lithograph on paper,1979.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07381_8.jpg,http://www.tate.org.uk/art/artworks/rauschenberg-glacial-decoy-series-lithograph-i-p07381
2005,325.0,Abrahams,Ivor,622.0,Sundial I (Summer),"Screenprint, felt and mixed media on paper",1975.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07384_8.jpg,http://www.tate.org.uk/art/artworks/abrahams-sundial-i-summer-p07384
2006,1549.0,Broodthaers,Marcel,815.0,The Farm Animals,Lithograph on paper,1974.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07385_8.jpg,http://www.tate.org.uk/art/artworks/broodthaers-the-farm-animals-p07385
2007,7162.0,Johns,Jasper,1365.0,White Target,Lithograph on paper,1968.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07397_8.jpg,http://www.tate.org.uk/art/artworks/johns-white-target-p07397
2008,7164.0,Johns,Jasper,1365.0,Usuyuki,Lithograph on paper,1979.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07399_8.jpg,http://www.tate.org.uk/art/artworks/johns-usuyuki-p07399
2009,13596.0,Smith,Richard,1959.0,Triangles,Lithograph on papers and 4 metal paperclips,1978.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07401_8.jpg,http://www.tate.org.uk/art/artworks/smith-triangles-p07401
2010,13597.0,Smith,Richard,1959.0,Triangles,Lithograph on papers and 8 metal paperclips,1978.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07402_8.jpg,http://www.tate.org.uk/art/artworks/smith-triangles-p07402
2011,13598.0,Smith,Richard,1959.0,Triangles,Lithograph on papers and 8 metal paperclips,1978.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07403_8.jpg,http://www.tate.org.uk/art/artworks/smith-triangles-p07403
2012,13813.0,Stella,Frank,1994.0,I,Screenprint and lithograph on paper,1980.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07404_8.jpg,http://www.tate.org.uk/art/artworks/stella-i-p07404
2013,13814.0,Stella,Frank,1994.0,II,Screenprint and lithograph on paper,1980.0,Purchased 1980,1980.0,http://www.tate.org.uk/art/images/work/P/P07/P07405_8.jpg,http://www.tate.org.uk/art/artworks/stella-ii-p07405
2014,15567.0,Twombly,Cy,2079.0,Untitled II,Etching on paper,1967.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07406_8.jpg,http://www.tate.org.uk/art/artworks/twombly-untitled-ii-p07406
2015,11322.0,Paolozzi,Sir Eduardo,1738.0,Bash,Screenprint on paper,1971.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07414_8.jpg,http://www.tate.org.uk/art/artworks/paolozzi-bash-p07414
2016,12536.0,Richards,Frances,1837.0,Peter on the Housetop,Engraving on paper,1929.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07419_8.jpg,http://www.tate.org.uk/art/artworks/richards-peter-on-the-housetop-p07419
2017,3882.0,Dilworth,Norman,1006.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07424_8.jpg,http://www.tate.org.uk/art/artworks/dilworth-rational-concepts-p07424
2018,6418.0,Hill,Anthony,1284.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07425_8.jpg,http://www.tate.org.uk/art/artworks/hill-rational-concepts-p07425
2019,6959.0,Hughes,Malcolm,1321.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07426_8.jpg,http://www.tate.org.uk/art/artworks/hughes-rational-concepts-p07426
2020,8998.0,Lowe,Peter,1530.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07427_8.jpg,http://www.tate.org.uk/art/artworks/lowe-rational-concepts-p07427
2021,9331.0,Martin,Kenneth,1585.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07428_8.jpg,http://www.tate.org.uk/art/artworks/martin-rational-concepts-p07428
2022,13772.0,Steele,Jeffrey,1989.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07429_8.jpg,http://www.tate.org.uk/art/artworks/steele-rational-concepts-p07429
2023,16375.0,Wise,Gillian,2156.0,Rational Concepts,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07430_8.jpg,http://www.tate.org.uk/art/artworks/wise-rational-concepts-p07430
2024,4467.0,Flanagan,Barry,1100.0,Pilgrim,Linocut on paper,1981.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07431_8.jpg,http://www.tate.org.uk/art/artworks/flanagan-pilgrim-p07431
2025,6573.0,Hodgkin,Howard,1295.0,Moonlight,Gouache and lithograph on paper,1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07433_8.jpg,http://www.tate.org.uk/art/artworks/hodgkin-moonlight-p07433
2026,4097.0,van Elk,Ger,1052.0,Roquebrune,Screenprint and photograph on paper,1979.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07434_8.jpg,http://www.tate.org.uk/art/artworks/van-elk-roquebrune-p07434
2027,12314.0,Rauschenberg,Robert,1815.0,Glacial Decoy Series (Lithograph IV),Lithograph on paper,1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07445_8.jpg,http://www.tate.org.uk/art/artworks/rauschenberg-glacial-decoy-series-lithograph-iv-p07445
2028,5811.0,Hamilton,Richard,1244.0,A dedicated follower of fashion,"Photo-etching, etching and aquatint on paper",1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07448_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-a-dedicated-follower-of-fashion-p07448
2029,4292.0,Hamilton Finlay,Ian,1093.0,Acrobats,Screenprint on paper,1966.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07450_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-finlay-acrobats-p07450
2030,4307.0,Hamilton Finlay,Ian,1093.0,Midway,Screenprint on ceramic tile,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07465_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-finlay-midway-p07465
2031,4310.0,Hamilton Finlay,Ian,1093.0,U.S.S. Enterprise,Screenprint on ceramic tile,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07468_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-finlay-uss-enterprise-p07468
2032,4311.0,Hamilton Finlay,Ian,1093.0,Flowers,Screenprint on paper,1977.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07469_8.jpg,http://www.tate.org.uk/art/artworks/hamilton-finlay-flowers-p07469
2033,5905.0,Hayter,Stanley William,1257.0,Ripple,Etching on paper,1970.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07470_8.jpg,http://www.tate.org.uk/art/artworks/hayter-ripple-p07470
2034,5906.0,Hayter,Stanley William,1257.0,Pillars,Etching on paper,1974.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07471_8.jpg,http://www.tate.org.uk/art/artworks/hayter-pillars-p07471
2035,5910.0,Hayter,Stanley William,1257.0,Loop,Etching on paper,1978.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07475_8.jpg,http://www.tate.org.uk/art/artworks/hayter-loop-p07475
2036,5911.0,Hayter,Stanley William,1257.0,Hang Glider,Etching on paper,1979.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07476_8.jpg,http://www.tate.org.uk/art/artworks/hayter-hang-glider-p07476
2037,5913.0,Hayter,Stanley William,1257.0,Hex,Engraving on paper,1981.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07478_8.jpg,http://www.tate.org.uk/art/artworks/hayter-hex-p07478
2038,12315.0,Rauschenberg,Robert,1815.0,Night Grip,Lithograph on paper,1966.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07498_8.jpg,http://www.tate.org.uk/art/artworks/rauschenberg-night-grip-p07498
2039,15877.0,Walker,John,2116.0,Conservatory I,Screenprint on paper,1979.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07499_8.jpg,http://www.tate.org.uk/art/artworks/walker-conservatory-i-p07499
2040,15878.0,Walker,John,2116.0,Conservatory II,Screenprint on paper,1979.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07500_8.jpg,http://www.tate.org.uk/art/artworks/walker-conservatory-ii-p07500
2041,9067.0,McComb,Leonard,1604.0,Tulips,Lithograph on paper,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07502_8.jpg,http://www.tate.org.uk/art/artworks/mccomb-tulips-p07502
2042,9068.0,McComb,Leonard,1604.0,Rhododendrons,Lithograph on paper,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07503_8.jpg,http://www.tate.org.uk/art/artworks/mccomb-rhododendrons-p07503
2043,9069.0,McComb,Leonard,1604.0,Roses,Lithograph on paper,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07504_8.jpg,http://www.tate.org.uk/art/artworks/mccomb-roses-p07504
2044,9070.0,McComb,Leonard,1604.0,Apple Blossom I,Lithograph on paper,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07505_8.jpg,http://www.tate.org.uk/art/artworks/mccomb-apple-blossom-i-p07505
2045,9071.0,McComb,Leonard,1604.0,Apple Blossom II,Lithograph on paper,1975.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07506_8.jpg,http://www.tate.org.uk/art/artworks/mccomb-apple-blossom-ii-p07506
2046,6575.0,Hodgkin,Howard,1295.0,Those ... Plants,Gouache and etching on paper,1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07508_8.jpg,http://www.tate.org.uk/art/artworks/hodgkin-those-plants-p07508
2047,6930.0,Hoyland,John,1318.0,Dido,Etching on paper,1979.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07514_8.jpg,http://www.tate.org.uk/art/artworks/hoyland-dido-p07514
2048,5921.0,Head,Tim,1259.0,Equilibrium,"Photograph, black and white, on paper",1975.0,Presented by the artist 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07515_8.jpg,http://www.tate.org.uk/art/artworks/head-equilibrium-p07515
2049,5922.0,Head,Tim,1259.0,False Alarm I,2 photographs on paper,1978.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07516_8.jpg,http://www.tate.org.uk/art/artworks/head-false-alarm-i-p07516
2050,5923.0,Head,Tim,1259.0,False Alarm II,2 photographs on paper,1978.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07517_8.jpg,http://www.tate.org.uk/art/artworks/head-false-alarm-ii-p07517
2051,5924.0,Head,Tim,1259.0,Dislocations,"Photograph, colour, on paper",1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07518_8.jpg,http://www.tate.org.uk/art/artworks/head-dislocations-p07518
2052,5925.0,Head,Tim,1259.0,Elevation I and II,"2 photographs, colour, on paper",1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07519_8.jpg,http://www.tate.org.uk/art/artworks/head-elevation-i-and-ii-p07519
2053,481.0,Alechinsky,Pierre,639.0,Jumbled Ephemerides,Etching on paper,1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07522_8.jpg,http://www.tate.org.uk/art/artworks/alechinsky-jumbled-ephemerides-p07522
2054,2213.0,Christie,John,904.0,Lemonade Music,Screenprint on paper,1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07530_8.jpg,http://www.tate.org.uk/art/artworks/christie-lemonade-music-p07530
2055,14123.0,Tapies,Antoni,2025.0,The Sieve,Etching on paper,1972.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07570_8.jpg,http://www.tate.org.uk/art/artworks/tapies-the-sieve-p07570
2056,14121.0,Tapies,Antoni,2025.0,Cartography,Etching on paper,1976.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07571_8.jpg,http://www.tate.org.uk/art/artworks/tapies-cartography-p07571
2057,2227.0,Ciuha,Joze,909.0,The Legend of the Third,Felt on screenprint on paper,1976.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07586_8.jpg,http://www.tate.org.uk/art/artworks/ciuha-the-legend-of-the-third-p07586
2058,12566.0,Richter,Vjenceslav,1842.0,Sespo 3,Screenprint on paper,1980.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07590_8.jpg,http://www.tate.org.uk/art/artworks/richter-sespo-3-p07590
2059,15724.0,Velickovic,Vladimir,2099.0,Elements and Documents Employed,Screenprint on paper,1979.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07593_8.jpg,http://www.tate.org.uk/art/artworks/velickovic-elements-and-documents-employed-p07593
2060,2214.0,Christie,John,904.0,Homage to Ursonate,Screenprint on paper,1981.0,Purchased 1981,1981.0,http://www.tate.org.uk/art/images/work/P/P07/P07603_8.jpg,http://www.tate.org.uk/art/artworks/christie-homage-to-ursonate-p07603
2061,795.0,Baxter,Glen,709.0,It was Henderson’s Sixth Attempt at Lasagne,Letterpress print on paper,1978.0,Purchased 1982,1982.0,http://www.tate.org.uk/art/images/work/P/P07/P07604_8.jpg,http://www.tate.org.uk/art/artworks/baxter-it-was-hendersons-sixth-attempt-at-lasagne-p07604
2062,5926.0,Head,Tim,1259.0,Black Light,"Photograph, black and white, on paper",1973.0,Purchased 1982,1982.0,http://www.tate.org.uk/art/images/work/P/P07/P07615_8.jpg,http://www.tate.org.uk/art/artworks/head-black-light-p07615
2063,15664.0,Uhlig,Max,2085.0,Autumn Bouquet,Lithograph on paper,1980.0,Purchased 1982,1982.0,http://www.tate.org.uk/art/images/work/P/P07/P07620_8.jpg,http://www.tate.org.uk/art/artworks/uhlig-autumn-bouquet-p07620
2064,11323.0,Paolozzi,Sir Eduardo,1738.0,Nettleton,Screenprint on paper,1977.0,Purchased 1982,1982.0,http://www.tate.org.uk/art/images/work/P/P07/P07621_8.jpg,http://www.tate.org.uk/art/artworks/paolozzi-nettleton-p07621
2065,11032.0,Paladino,Mimmo,1734.0,Pool Water,"Etching, aquatint and drypoint on paper",1980.0,Purchased 1982,1982.0,http://www.tate.org.uk/art/images/work/P/P07/P07630_8.jpg,http://www.tate.org.uk/art/artworks/paladino-pool-water-p07630
