id,City,Year,Sport,Discipline,Symbol,Event,Athlete First Name,Athlete Last Name,Gender,Country Code,Country,Medal
1,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,3m springboard, Alexandre,Despatie,Men,CAN,Canada,Silver
2,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,3m springboard, Dmitry,Sautin,Men,RUS,Russia,Bronze
3,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,3m springboard, Ioulia,Pakhalina,Women,RUS,Russia,Bronze
4,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Robert,Newbery,Men,AUS,Australia,Bronze
5,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Thomas,Bimis,Men,GRE,Greece,Gold
6,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Vera,Ilyina,Women,RUS,Russia,Silver
7,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Ting,Li,Women,CHN,China,Gold
8,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Irina,Lashko,Women,AUS,Australia,Bronze
9,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,10m platform, Lishi,Lao,Women,CHN,China,Silver
10,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Jingjing,Guo,Women,CHN,China,Gold
11,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Blythe,Hartley,Women,CAN,Canada,Bronze
12,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,10m platform, Mathew,Helm,Men,AUS,Australia,Silver
13,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Mathew,Helm,Men,AUS,Australia,Bronze
14,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Emilie,Heymans,Women,CAN,Canada,Bronze
15,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,3m springboard, Bo,Peng,Men,CHN,China,Gold
16,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Leon,Taylor,Men,GBR,United Kingdom,Silver
17,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Liang,Tian,Men,CHN,China,Gold
18,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Yulia,Koltunova,Women,RUS,Russia,Silver
19,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Natalia,Goncharova,Women,RUS,Russia,Silver
20,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,10m platform, Chantelle,Newbery,Women,AUS,Australia,Gold
21,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Robert,Newbery,Men,AUS,Australia,Bronze
22,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Tobias,Schellenberg,Men,GER,Germany,Silver
23,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Jinghui,Yang,Men,CHN,China,Gold
24,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Steven,Barnett,Men,AUS,Australia,Bronze
25,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Ioulia,Pakhalina,Women,RUS,Russia,Silver
26,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,3m springboard, Jingjing,Guo,Women,CHN,China,Gold
27,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Chantelle,Newbery,Women,AUS,Australia,Bronze
28,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Peter,Waterfield,Men,GBR,United Kingdom,Silver
29,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 10m platform, Lishi,Lao,Women,CHN,China,Gold
30,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,10m platform, Liang,Tian,Men,CHN,China,Bronze
31,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,10m platform, Loudy,Tourky,Women,AUS,Australia,Bronze
32,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,3m springboard, Minxia,Wu,Women,CHN,China,Silver
33,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Andreas,Wels,Men,GER,Germany,Silver
34,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,10m platform, Jia,Hu,Men,CHN,China,Gold
35,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Minxia,Wu,Women,CHN,China,Gold
36,Athens,2004.0,Aquatics,Diving,https://stillimg.olympic.org/sports/240x240/dv.png?interpolation=lanczos-none&resize=480:480,synchronized diving 3m springboard, Nikolaos,Siranidis,Men,GRE,Greece,Gold
37,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m individual medley, Kirsty,Coventry,Women,ZIM,Zimbabwe,Bronze
38,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m butterfly, Takashi,Yamamoto,Men,JPN,Japan,Silver
39,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Lisbeth,Trickett,Women,AUS,Australia,Gold
40,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Tomomi,Morita,Men,JPN,Japan,Bronze
41,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Jodie,Henry,Women,AUS,Australia,Gold
42,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m breaststroke, Anne,Poleska,Women,GER,Germany,Bronze
43,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Lindsay,Benko,Women,USA,United States,Silver
44,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,400m freestyle, Grant,Hackett,Men,AUS,Australia,Silver
45,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m freestyle, Natalie,Coughlin,Women,USA,United States,Bronze
46,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Antony,Matkovich,Men,AUS,Australia,Silver
47,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m freestyle, Pieter,Van den hoogenband,Men,NED,Netherlands,Gold
48,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Pieter,Van den hoogenband,Men,NED,Netherlands,Silver
49,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m breaststroke, Xuejuan,Luo,Women,CHN,China,Gold
50,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Natalie,Coughlin,Women,USA,United States,Silver
51,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Matteo,Pelliciari,Men,ITA,Italy,Bronze
52,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m butterfly, Michael,Phelps,Men,USA,United States,Gold
53,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m butterfly, Otylia,Jedrzejczak,Women,POL,Poland,Silver
54,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Amanda,Weir,Women,USA,United States,Silver
55,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m individual medley, Michael,Phelps,Men,USA,United States,Gold
56,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m breaststroke, Hugues,Duboscq,Men,FRA,France,Bronze
57,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m breaststroke, Kosuke,Kitajima,Men,JPN,Japan,Gold
58,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m freestyle, Pieter,Van den hoogenband,Men,NED,Netherlands,Silver
59,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m freestyle, Solenne,Figues,Women,FRA,France,Bronze
60,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Takashi,Yamamoto,Men,JPN,Japan,Bronze
61,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m backstroke, Reiko,Nakamura,Women,JPN,Japan,Bronze
62,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Gabe,Woodward,Men,USA,United States,Bronze
63,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Sarah,Poewe,Women,GER,Germany,Bronze
64,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m backstroke, Kirsty,Coventry,Women,ZIM,Zimbabwe,Silver
65,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Lyndon,Ferns,Men,RSA,South Africa,Gold
66,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m backstroke, Markus,Rogan,Men,AUT,Austria,Silver
67,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Yoshihiro,Okumura,Men,JPN,Japan,Bronze
68,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m freestyle, Jodie,Henry,Women,AUS,Australia,Gold
69,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Dana,Vollmer,Women,USA,United States,Gold
70,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m backstroke, Aaron,Peirsol,Men,USA,United States,Gold
71,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m individual medley, Amanda,Beard,Women,USA,United States,Silver
72,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Neil,Walker,Men,USA,United States,Gold
73,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Dan,Ketchum,Men,USA,United States,Gold
74,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,400m individual medley, Michael,Phelps,Men,USA,United States,Gold
75,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Ian,Thorpe,Men,AUS,Australia,Silver
76,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,400m freestyle, Kaitlin,Sandeno,Women,USA,United States,Bronze
77,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m freestyle, Camelia,Potec,Women,ROU,Romania,Gold
78,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m butterfly, Otylia,Jedrzejczak,Women,POL,Poland,Gold
79,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Nicholas,Sprenger,Men,AUS,Australia,Silver
80,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Jenny,Thompson,Women,USA,United States,Silver
81,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Jason,Lezak,Men,USA,United States,Bronze
82,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Helge,Meeuw,Men,GER,Germany,Silver
83,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Steffen,Driesen,Men,GER,Germany,Silver
84,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Antje,Buschschulte,Women,GER,Germany,Bronze
85,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Petria,Thomas,Women,AUS,Australia,Gold
86,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Neil,Walker,Men,USA,United States,Bronze
87,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,50m freestyle, Malia,Metella,Women,FRA,France,Silver
88,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Michael,Phelps,Men,USA,United States,Gold
89,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Nate,Dusing,Men,USA,United States,Bronze
90,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Alice,Mills,Women,AUS,Australia,Gold
91,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,800m freestyle, Laure,Manaudou,Women,FRA,France,Silver
92,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Sara,Harstick,Women,GER,Germany,Bronze
93,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m butterfly, Petria,Thomas,Women,AUS,Australia,Gold
94,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Michael,Phelps,Men,USA,United States,Bronze
95,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,50m freestyle, Gary Jr.,Hall,Men,USA,United States,Gold
96,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Jiaying,Pang,Women,CHN,China,Silver
97,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Grant,Hackett,Men,AUS,Australia,Silver
98,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m butterfly, Ian,Crocker,Men,USA,United States,Silver
99,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Chantal,Groot,Women,NED,Netherlands,Bronze
100,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Rachel,Komisarz,Women,USA,United States,Silver
101,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Roland,Schoeman,Men,RSA,South Africa,Gold
102,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m backstroke, Antje,Buschschulte,Women,GER,Germany,Bronze
103,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Antje,Buschschulte,Women,GER,Germany,Bronze
104,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Leisel,Jones,Women,AUS,Australia,Gold
105,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Sarah,Ryan,Women,AUS,Australia,Gold
106,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m backstroke, Aaron,Peirsol,Men,USA,United States,Gold
107,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,400m individual medley, Yana,Klochkova,Women,UKR,Ukraine,Gold
108,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Michael,Phelps,Men,USA,United States,Gold
109,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Janina Kristin,Goetz,Women,GER,Germany,Bronze
110,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Jens,Kruppa,Men,GER,Germany,Silver
111,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Mark,Gangloff,Men,USA,United States,Gold
112,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Kara Lynn,Joyce,Women,USA,United States,Silver
113,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Rachel,Komisarz,Women,USA,United States,Gold
114,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Amanda,Beard,Women,USA,United States,Silver
115,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m individual medley, Yana,Klochkova,Women,UKR,Ukraine,Gold
116,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Carly,Piper,Women,USA,United States,Gold
117,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Ryk,Neethling,Men,RSA,South Africa,Gold
118,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Darian,Townsend,Men,RSA,South Africa,Gold
119,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Ian,Crocker,Men,USA,United States,Gold
120,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m individual medley, Ryan,Lochte,Men,USA,United States,Silver
121,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Ryan,Lochte,Men,USA,United States,Gold
122,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,50m freestyle, Roland,Schoeman,Men,RSA,South Africa,Bronze
123,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Jess,Schipper,Women,AUS,Australia,Gold
124,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m backstroke, Stanislava,Komarova,Women,RUS,Russia,Silver
125,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Yingwen,Zhu,Women,CHN,China,Silver
126,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Franziska,Van almsick,Women,GER,Germany,Bronze
127,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Alice,Mills,Women,AUS,Australia,Gold
128,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Mark Hermanus,Veens,Men,NED,Netherlands,Silver
129,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Marleen,Veldhuis,Women,NED,Netherlands,Bronze
130,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m backstroke, Natalie,Coughlin,Women,USA,United States,Gold
131,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x200m freestyle relay, Filippo,Magnini,Men,ITA,Italy,Bronze
132,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m medley relay, Haley,Cope,Women,USA,United States,Silver
133,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,100m backstroke, Laure,Manaudou,Women,FRA,France,Bronze
134,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,400m freestyle, Ian,Thorpe,Men,AUS,Australia,Gold
135,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Klaas-Erik,Zwering,Men,NED,Netherlands,Silver
136,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m backstroke, Kirsty,Coventry,Women,ZIM,Zimbabwe,Gold
137,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,4x100m freestyle relay, Inge,Dekker,Women,NED,Netherlands,Bronze
138,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,200m butterfly, Michael,Phelps,Men,USA,United States,Gold
139,Athens,2004.0,Aquatics,Swimming,https://stillimg.olympic.org/sports/240x240/sw.png?interpolation=lanczos-none&resize=480:480,400m individual medley, Erik,Vendt,Men,USA,United States,Silver
