id,Year,Rank,Home Games,Team Name,Baseball Field,Team ID
1414,1980.0,7.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1415,1981.0,5.0,50.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1416,1981.0,2.0,55.0,Baltimore Orioles,Memorial Stadium,BAL
1417,1981.0,5.0,53.0,Boston Red Sox,Fenway Park II,BOS
1418,1981.0,5.0,54.0,California Angels,Anaheim Stadium,CAL
1419,1981.0,3.0,49.0,Chicago White Sox,Comiskey Park,CHW
1420,1981.0,6.0,58.0,Chicago Cubs,Wrigley Field,CHC
1421,1981.0,1.0,54.0,Cincinnati Reds,Riverfront Stadium,CIN
1422,1981.0,6.0,54.0,Cleveland Indians,Cleveland Stadium,CLE
1423,1981.0,3.0,55.0,Detroit Tigers,Tiger Stadium,DET
1424,1981.0,3.0,51.0,Houston Astros,Astrodome,HOU
1425,1981.0,4.0,47.0,Kansas City Royals,Royals Stadium,KCR
1426,1981.0,2.0,56.0,Los Angeles Dodgers,Dodger Stadium,LAD
1427,1981.0,7.0,61.0,Minnesota Twins,Metropolitan Stadium,MIN
1428,1981.0,1.0,49.0,Milwaukee Brewers,County Stadium,MIL
1429,1981.0,2.0,56.0,Montreal Expos,Stade Olympique,MON
1430,1981.0,4.0,51.0,New York Yankees,Yankee Stadium II,NYY
1431,1981.0,5.0,52.0,New York Mets,Shea Stadium,NYM
1432,1981.0,1.0,56.0,Oakland Athletics,Oakland Coliseum,OAK
1433,1981.0,3.0,55.0,Philadelphia Phillies,Veterans Stadium,PHI
1434,1981.0,4.0,51.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1435,1981.0,6.0,55.0,San Diego Padres,Jack Murphy Stadium,SDP
1436,1981.0,6.0,57.0,Seattle Mariners,Kingdome,SEA
1437,1981.0,4.0,53.0,San Francisco Giants,Candlestick Park,SFG
1438,1981.0,1.0,53.0,St. Louis Cardinals,Busch Stadium II,STL
1439,1981.0,2.0,56.0,Texas Rangers,Arlington Stadium,TEX
1440,1981.0,7.0,53.0,Toronto Blue Jays,Exhibition Stadium,TOR
1441,1982.0,1.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1442,1982.0,2.0,82.0,Baltimore Orioles,Memorial Stadium,BAL
1443,1982.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1444,1982.0,1.0,81.0,California Angels,Anaheim Stadium,CAL
1445,1982.0,3.0,80.0,Chicago White Sox,Comiskey Park,CHW
1446,1982.0,5.0,81.0,Chicago Cubs,Wrigley Field,CHC
1447,1982.0,6.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1448,1982.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1449,1982.0,4.0,81.0,Detroit Tigers,Tiger Stadium,DET
1450,1982.0,5.0,81.0,Houston Astros,Astrodome,HOU
1451,1982.0,2.0,81.0,Kansas City Royals,Royals Stadium,KCR
1452,1982.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1453,1982.0,7.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1454,1982.0,1.0,82.0,Milwaukee Brewers,County Stadium,MIL
1455,1982.0,3.0,81.0,Montreal Expos,Stade Olympique,MON
1456,1982.0,5.0,81.0,New York Yankees,Yankee Stadium II,NYY
1457,1982.0,6.0,81.0,New York Mets,Shea Stadium,NYM
1458,1982.0,5.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1459,1982.0,2.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1460,1982.0,4.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1461,1982.0,4.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1462,1982.0,4.0,81.0,Seattle Mariners,Kingdome,SEA
1463,1982.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1464,1982.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1465,1982.0,6.0,81.0,Texas Rangers,Arlington Stadium,TEX
1466,1982.0,6.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1467,1983.0,2.0,80.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1468,1983.0,1.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1469,1983.0,6.0,81.0,Boston Red Sox,Fenway Park II,BOS
1470,1983.0,5.0,81.0,California Angels,Anaheim Stadium,CAL
1471,1983.0,1.0,81.0,Chicago White Sox,Comiskey Park,CHW
1472,1983.0,5.0,81.0,Chicago Cubs,Wrigley Field,CHC
1473,1983.0,6.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1474,1983.0,7.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1475,1983.0,2.0,81.0,Detroit Tigers,Tiger Stadium,DET
1476,1983.0,3.0,82.0,Houston Astros,Astrodome,HOU
1477,1983.0,2.0,82.0,Kansas City Royals,Royals Stadium,KCR
1478,1983.0,1.0,80.0,Los Angeles Dodgers,Dodger Stadium,LAD
1479,1983.0,5.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1480,1983.0,5.0,81.0,Milwaukee Brewers,County Stadium,MIL
1481,1983.0,3.0,81.0,Montreal Expos,Stade Olympique,MON
1482,1983.0,3.0,81.0,New York Yankees,Yankee Stadium II,NYY
1483,1983.0,6.0,82.0,New York Mets,Shea Stadium,NYM
1484,1983.0,4.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1485,1983.0,1.0,82.0,Philadelphia Phillies,Veterans Stadium,PHI
1486,1983.0,2.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1487,1983.0,4.0,82.0,San Diego Padres,Jack Murphy Stadium,SDP
1488,1983.0,7.0,81.0,Seattle Mariners,Kingdome,SEA
1489,1983.0,5.0,81.0,San Francisco Giants,Candlestick Park,SFG
1490,1983.0,4.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1491,1983.0,3.0,81.0,Texas Rangers,Arlington Stadium,TEX
1492,1983.0,4.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1493,1984.0,2.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1494,1984.0,5.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1495,1984.0,4.0,81.0,Boston Red Sox,Fenway Park II,BOS
1496,1984.0,2.0,81.0,California Angels,Anaheim Stadium,CAL
1497,1984.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1498,1984.0,1.0,80.0,Chicago Cubs,Wrigley Field,CHC
1499,1984.0,5.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1500,1984.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1501,1984.0,1.0,82.0,Detroit Tigers,Tiger Stadium,DET
1502,1984.0,2.0,81.0,Houston Astros,Astrodome,HOU
1503,1984.0,1.0,81.0,Kansas City Royals,Royals Stadium,KCR
1504,1984.0,4.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1505,1984.0,2.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1506,1984.0,7.0,81.0,Milwaukee Brewers,County Stadium,MIL
1507,1984.0,5.0,81.0,Montreal Expos,Stade Olympique,MON
1508,1984.0,3.0,81.0,New York Yankees,Yankee Stadium II,NYY
1509,1984.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1510,1984.0,4.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1511,1984.0,4.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1512,1984.0,6.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1513,1984.0,1.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1514,1984.0,5.0,81.0,Seattle Mariners,Kingdome,SEA
1515,1984.0,6.0,81.0,San Francisco Giants,Candlestick Park,SFG
1516,1984.0,3.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1517,1984.0,7.0,80.0,Texas Rangers,Arlington Stadium,TEX
1518,1984.0,2.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1519,1985.0,5.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1520,1985.0,4.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1521,1985.0,5.0,81.0,Boston Red Sox,Fenway Park II,BOS
1522,1985.0,2.0,79.0,California Angels,Anaheim Stadium,CAL
1523,1985.0,3.0,81.0,Chicago White Sox,Comiskey Park,CHW
1524,1985.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
1525,1985.0,2.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1526,1985.0,7.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1527,1985.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1528,1985.0,3.0,81.0,Houston Astros,Astrodome,HOU
1529,1985.0,1.0,82.0,Kansas City Royals,Royals Stadium,KCR
1530,1985.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1531,1985.0,4.0,84.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1532,1985.0,6.0,80.0,Milwaukee Brewers,County Stadium,MIL
1533,1985.0,3.0,81.0,Montreal Expos,Stade Olympique,MON
1534,1985.0,2.0,80.0,New York Yankees,Yankee Stadium II,NYY
1535,1985.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1536,1985.0,4.0,79.0,Oakland Athletics,Oakland Coliseum,OAK
1537,1985.0,5.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1538,1985.0,6.0,80.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1539,1985.0,3.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1540,1985.0,6.0,83.0,Seattle Mariners,Kingdome,SEA
1541,1985.0,6.0,81.0,San Francisco Giants,Candlestick Park,SFG
1542,1985.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1543,1985.0,7.0,80.0,Texas Rangers,Arlington Stadium,TEX
1544,1985.0,1.0,80.0,Toronto Blue Jays,Exhibition Stadium,TOR
1545,1986.0,6.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1546,1986.0,7.0,79.0,Baltimore Orioles,Memorial Stadium,BAL
1547,1986.0,1.0,81.0,Boston Red Sox,Fenway Park II,BOS
1548,1986.0,1.0,82.0,California Angels,Anaheim Stadium,CAL
1549,1986.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1550,1986.0,5.0,80.0,Chicago Cubs,Wrigley Field,CHC
1551,1986.0,2.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1552,1986.0,5.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1553,1986.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1554,1986.0,1.0,81.0,Houston Astros,Astrodome,HOU
1555,1986.0,3.0,81.0,Kansas City Royals,Royals Stadium,KCR
1556,1986.0,5.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1557,1986.0,6.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1558,1986.0,6.0,80.0,Milwaukee Brewers,County Stadium,MIL
1559,1986.0,4.0,80.0,Montreal Expos,Stade Olympique,MON
1560,1986.0,2.0,80.0,New York Yankees,Yankee Stadium II,NYY
1561,1986.0,1.0,81.0,New York Mets,Shea Stadium,NYM
1562,1986.0,3.0,83.0,Oakland Athletics,Oakland Coliseum,OAK
1563,1986.0,2.0,80.0,Philadelphia Phillies,Veterans Stadium,PHI
1564,1986.0,6.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1565,1986.0,4.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1566,1986.0,7.0,82.0,Seattle Mariners,Kingdome,SEA
1567,1986.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1568,1986.0,3.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1569,1986.0,2.0,81.0,Texas Rangers,Arlington Stadium,TEX
1570,1986.0,4.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1571,1987.0,5.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1572,1987.0,6.0,82.0,Baltimore Orioles,Memorial Stadium,BAL
1573,1987.0,5.0,80.0,Boston Red Sox,Fenway Park II,BOS
1574,1987.0,6.0,81.0,California Angels,Anaheim Stadium,CAL
1575,1987.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1576,1987.0,6.0,80.0,Chicago Cubs,Wrigley Field,CHC
1577,1987.0,2.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1578,1987.0,7.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1579,1987.0,1.0,81.0,Detroit Tigers,Tiger Stadium,DET
1580,1987.0,3.0,81.0,Houston Astros,Astrodome,HOU
1581,1987.0,2.0,81.0,Kansas City Royals,Royals Stadium,KCR
1582,1987.0,4.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1583,1987.0,1.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1584,1987.0,3.0,81.0,Milwaukee Brewers,County Stadium,MIL
1585,1987.0,3.0,81.0,Montreal Expos,Stade Olympique,MON
1586,1987.0,4.0,81.0,New York Yankees,Yankee Stadium II,NYY
1587,1987.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1588,1987.0,3.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1589,1987.0,4.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1590,1987.0,4.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1591,1987.0,6.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1592,1987.0,4.0,81.0,Seattle Mariners,Kingdome,SEA
1593,1987.0,1.0,81.0,San Francisco Giants,Candlestick Park,SFG
1594,1987.0,1.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1595,1987.0,6.0,81.0,Texas Rangers,Arlington Stadium,TEX
1596,1987.0,2.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1597,1988.0,6.0,79.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1598,1988.0,7.0,80.0,Baltimore Orioles,Memorial Stadium,BAL
1599,1988.0,1.0,81.0,Boston Red Sox,Fenway Park II,BOS
1600,1988.0,4.0,81.0,California Angels,Anaheim Stadium,CAL
1601,1988.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
1602,1988.0,4.0,82.0,Chicago Cubs,Wrigley Field,CHC
1603,1988.0,2.0,80.0,Cincinnati Reds,Riverfront Stadium,CIN
1604,1988.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1605,1988.0,2.0,81.0,Detroit Tigers,Tiger Stadium,DET
1606,1988.0,5.0,81.0,Houston Astros,Astrodome,HOU
1607,1988.0,3.0,80.0,Kansas City Royals,Royals Stadium,KCR
1608,1988.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1609,1988.0,2.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1610,1988.0,3.0,81.0,Milwaukee Brewers,County Stadium,MIL
1611,1988.0,3.0,81.0,Montreal Expos,Stade Olympique,MON
1612,1988.0,5.0,80.0,New York Yankees,Yankee Stadium II,NYY
1613,1988.0,1.0,80.0,New York Mets,Shea Stadium,NYM
1614,1988.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1615,1988.0,6.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1616,1988.0,2.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1617,1988.0,3.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1618,1988.0,7.0,81.0,Seattle Mariners,Kingdome,SEA
1619,1988.0,4.0,81.0,San Francisco Giants,Candlestick Park,SFG
1620,1988.0,5.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1621,1988.0,6.0,81.0,Texas Rangers,Arlington Stadium,TEX
1622,1988.0,3.0,81.0,Toronto Blue Jays,Exhibition Stadium,TOR
1623,1989.0,6.0,79.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1624,1989.0,2.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1625,1989.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
1626,1989.0,3.0,81.0,California Angels,Anaheim Stadium,CAL
1627,1989.0,7.0,80.0,Chicago White Sox,Comiskey Park,CHW
1628,1989.0,1.0,81.0,Chicago Cubs,Wrigley Field,CHC
1629,1989.0,5.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1630,1989.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1631,1989.0,7.0,81.0,Detroit Tigers,Tiger Stadium,DET
1632,1989.0,3.0,82.0,Houston Astros,Astrodome,HOU
1633,1989.0,2.0,81.0,Kansas City Royals,Royals Stadium,KCR
1634,1989.0,4.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1635,1989.0,5.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1636,1989.0,4.0,81.0,Milwaukee Brewers,County Stadium,MIL
1637,1989.0,4.0,81.0,Montreal Expos,Stade Olympique,MON
1638,1989.0,5.0,81.0,New York Yankees,Yankee Stadium II,NYY
1639,1989.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1640,1989.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1641,1989.0,6.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1642,1989.0,5.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1643,1989.0,2.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1644,1989.0,6.0,81.0,Seattle Mariners,Kingdome,SEA
1645,1989.0,1.0,81.0,San Francisco Giants,Candlestick Park,SFG
1646,1989.0,3.0,83.0,St. Louis Cardinals,Busch Stadium II,STL
1647,1989.0,4.0,81.0,Texas Rangers,Arlington Stadium,TEX
1648,1989.0,1.0,81.0,Toronto Blue Jays,Exhibition Stadium /Skydome,TOR
1649,1990.0,6.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1650,1990.0,5.0,80.0,Baltimore Orioles,Memorial Stadium,BAL
1651,1990.0,1.0,81.0,Boston Red Sox,Fenway Park II,BOS
1652,1990.0,4.0,81.0,California Angels,Anaheim Stadium,CAL
1653,1990.0,2.0,80.0,Chicago White Sox,Comiskey Park,CHW
1654,1990.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
1655,1990.0,1.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1656,1990.0,4.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1657,1990.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1658,1990.0,4.0,81.0,Houston Astros,Astrodome,HOU
1659,1990.0,6.0,81.0,Kansas City Royals,Royals Stadium,KCR
1660,1990.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1661,1990.0,7.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1662,1990.0,6.0,81.0,Milwaukee Brewers,County Stadium,MIL
1663,1990.0,3.0,81.0,Montreal Expos,Stade Olympique,MON
1664,1990.0,7.0,81.0,New York Yankees,Yankee Stadium II,NYY
1665,1990.0,2.0,81.0,New York Mets,Shea Stadium,NYM
1666,1990.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1667,1990.0,4.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1668,1990.0,1.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1669,1990.0,4.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1670,1990.0,5.0,81.0,Seattle Mariners,Kingdome,SEA
1671,1990.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1672,1990.0,6.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1673,1990.0,3.0,82.0,Texas Rangers,Arlington Stadium,TEX
1674,1990.0,2.0,81.0,Toronto Blue Jays,Skydome,TOR
1675,1991.0,1.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1676,1991.0,6.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1677,1991.0,2.0,81.0,Boston Red Sox,Fenway Park II,BOS
1678,1991.0,7.0,81.0,California Angels,Anaheim Stadium,CAL
1679,1991.0,2.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1680,1991.0,4.0,83.0,Chicago Cubs,Wrigley Field,CHC
1681,1991.0,5.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1682,1991.0,7.0,82.0,Cleveland Indians,Cleveland Stadium,CLE
1683,1991.0,2.0,81.0,Detroit Tigers,Tiger Stadium,DET
1684,1991.0,6.0,81.0,Houston Astros,Astrodome,HOU
1685,1991.0,6.0,81.0,Kansas City Royals,Royals Stadium,KCR
1686,1991.0,2.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1687,1991.0,1.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1688,1991.0,4.0,80.0,Milwaukee Brewers,County Stadium,MIL
1689,1991.0,6.0,68.0,Montreal Expos,Stade Olympique,MON
1690,1991.0,5.0,81.0,New York Yankees,Yankee Stadium II,NYY
1691,1991.0,5.0,82.0,New York Mets,Shea Stadium,NYM
1692,1991.0,4.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1693,1991.0,3.0,83.0,Philadelphia Phillies,Veterans Stadium,PHI
1694,1991.0,1.0,84.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1695,1991.0,3.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1696,1991.0,5.0,81.0,Seattle Mariners,Kingdome,SEA
1697,1991.0,4.0,81.0,San Francisco Giants,Candlestick Park,SFG
1698,1991.0,2.0,84.0,St. Louis Cardinals,Busch Stadium II,STL
1699,1991.0,3.0,81.0,Texas Rangers,Arlington Stadium,TEX
1700,1991.0,1.0,81.0,Toronto Blue Jays,Skydome,TOR
1701,1992.0,1.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1702,1992.0,3.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1703,1992.0,7.0,81.0,Boston Red Sox,Fenway Park II,BOS
1704,1992.0,5.0,81.0,California Angels,Anaheim Stadium,CAL
1705,1992.0,3.0,82.0,Chicago White Sox,Comiskey Park II,CHW
1706,1992.0,4.0,81.0,Chicago Cubs,Wrigley Field,CHC
1707,1992.0,2.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1708,1992.0,4.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1709,1992.0,6.0,80.0,Detroit Tigers,Tiger Stadium,DET
1710,1992.0,4.0,81.0,Houston Astros,Astrodome,HOU
1711,1992.0,5.0,81.0,Kansas City Royals,Royals Stadium,KCR
1712,1992.0,6.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1713,1992.0,2.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1714,1992.0,2.0,81.0,Milwaukee Brewers,County Stadium,MIL
1715,1992.0,2.0,81.0,Montreal Expos,Stade Olympique,MON
1716,1992.0,4.0,81.0,New York Yankees,Yankee Stadium II,NYY
1717,1992.0,5.0,81.0,New York Mets,Shea Stadium,NYM
1718,1992.0,1.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1719,1992.0,6.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1720,1992.0,1.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1721,1992.0,3.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1722,1992.0,7.0,81.0,Seattle Mariners,Kingdome,SEA
1723,1992.0,5.0,81.0,San Francisco Giants,Candlestick Park,SFG
1724,1992.0,3.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1725,1992.0,4.0,81.0,Texas Rangers,Arlington Stadium,TEX
1726,1992.0,1.0,81.0,Toronto Blue Jays,Skydome,TOR
1727,1993.0,1.0,81.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1728,1993.0,3.0,81.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1729,1993.0,5.0,81.0,Boston Red Sox,Fenway Park II,BOS
1730,1993.0,5.0,81.0,California Angels,Anaheim Stadium,CAL
1731,1993.0,1.0,81.0,Chicago White Sox,Comiskey Park II,CHW
1732,1993.0,4.0,82.0,Chicago Cubs,Wrigley Field,CHC
1733,1993.0,5.0,81.0,Cincinnati Reds,Riverfront Stadium,CIN
1734,1993.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1735,1993.0,6.0,81.0,Colorado Rockies,Mile High Stadium,COL
1736,1993.0,3.0,81.0,Detroit Tigers,Tiger Stadium,DET
1737,1993.0,6.0,81.0,Florida Marlins,Joe Robbie Stadium,FLA
1738,1993.0,3.0,81.0,Houston Astros,Astrodome,HOU
1739,1993.0,3.0,81.0,Kansas City Royals,Kauffman Stadium,KCR
1740,1993.0,4.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1741,1993.0,5.0,81.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1742,1993.0,7.0,81.0,Milwaukee Brewers,County Stadium,MIL
1743,1993.0,2.0,81.0,Montreal Expos,Stade Olympique,MON
1744,1993.0,2.0,81.0,New York Yankees,Yankee Stadium II,NYY
1745,1993.0,7.0,81.0,New York Mets,Shea Stadium,NYM
1746,1993.0,7.0,81.0,Oakland Athletics,Oakland Coliseum,OAK
1747,1993.0,1.0,81.0,Philadelphia Phillies,Veterans Stadium,PHI
1748,1993.0,5.0,81.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1749,1993.0,7.0,81.0,San Diego Padres,Jack Murphy Stadium,SDP
1750,1993.0,4.0,81.0,Seattle Mariners,Kingdome,SEA
1751,1993.0,2.0,81.0,San Francisco Giants,Candlestick Park,SFG
1752,1993.0,3.0,81.0,St. Louis Cardinals,Busch Stadium II,STL
1753,1993.0,2.0,81.0,Texas Rangers,Arlington Stadium,TEX
1754,1993.0,1.0,81.0,Toronto Blue Jays,Skydome,TOR
1755,1994.0,2.0,55.0,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1756,1994.0,2.0,55.0,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1757,1994.0,4.0,64.0,Boston Red Sox,Fenway Park II,BOS
1758,1994.0,4.0,63.0,California Angels,Anaheim Stadium,CAL
1759,1994.0,1.0,53.0,Chicago White Sox,Comiskey Park II,CHW
1760,1994.0,5.0,59.0,Chicago Cubs,Wrigley Field,CHC
1761,1994.0,1.0,60.0,Cincinnati Reds,Riverfront Stadium,CIN
1762,1994.0,2.0,51.0,Cleveland Indians,Jacobs Field,CLE
1763,1994.0,3.0,57.0,Colorado Rockies,Mile High Stadium,COL
1764,1994.0,5.0,58.0,Detroit Tigers,Tiger Stadium,DET
1765,1994.0,5.0,59.0,Florida Marlins,Joe Robbie Stadium,FLA
1766,1994.0,2.0,59.0,Houston Astros,Astrodome,HOU
1767,1994.0,3.0,59.0,Kansas City Royals,Kauffman Stadium,KCR
1768,1994.0,1.0,55.0,Los Angeles Dodgers,Dodger Stadium,LAD
1769,1994.0,4.0,59.0,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1770,1994.0,5.0,56.0,Milwaukee Brewers,County Stadium,MIL
1771,1994.0,1.0,52.0,Montreal Expos,Stade Olympique,MON
1772,1994.0,1.0,57.0,New York Yankees,Yankee Stadium II,NYY
1773,1994.0,3.0,53.0,New York Mets,Shea Stadium,NYM
1774,1994.0,2.0,56.0,Oakland Athletics,Oakland Coliseum,OAK
1775,1994.0,4.0,60.0,Philadelphia Phillies,Veterans Stadium,PHI
1776,1994.0,3.0,61.0,Pittsburgh Pirates,Three Rivers Stadium,PIT
1777,1994.0,4.0,57.0,San Diego Padres,Jack Murphy Stadium,SDP
