id,Year,Rank,Home Games,Team Name,Baseball Field,Team ID
675,1943.0,6.0,77.0,Boston Braves,Braves Field,BSN
676,1943.0,4.0,76.0,Chicago White Sox,Comiskey Park,CHW
677,1943.0,5.0,75.0,Chicago Cubs,Wrigley Field,CHC
678,1943.0,2.0,78.0,Cincinnati Reds,Crosley Field,CIN
679,1943.0,3.0,77.0,Cleveland Indians,League Park II/Cleveland Stadium,CLE
680,1943.0,5.0,78.0,Detroit Tigers,Briggs Stadium,DET
681,1943.0,8.0,77.0,New York Giants,Polo Grounds IV,NYG
682,1943.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
683,1943.0,8.0,79.0,Philadelphia Athletics,Shibe Park,PHA
684,1943.0,7.0,78.0,Philadelphia Blue Jays,Shibe Park,PHI
685,1943.0,4.0,78.0,Pittsburgh Pirates,Forbes Field,PIT
686,1943.0,6.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
687,1943.0,1.0,81.0,St. Louis Cardinals,Sportsman's Park IV,STL
688,1943.0,2.0,76.0,Washington Senators,Griffith Stadium I,WSH
689,1944.0,4.0,78.0,Boston Red Sox,Fenway Park II,BOS
690,1944.0,7.0,77.0,Brooklyn Dodgers,Ebbets Field,BRO
691,1944.0,6.0,78.0,Boston Braves,Braves Field,BSN
692,1944.0,7.0,77.0,Chicago White Sox,Comiskey Park,CHW
693,1944.0,4.0,78.0,Chicago Cubs,Wrigley Field,CHC
694,1944.0,3.0,78.0,Cincinnati Reds,Crosley Field,CIN
695,1944.0,5.0,78.0,Cleveland Indians,League Park II/Cleveland Stadium,CLE
696,1944.0,2.0,78.0,Detroit Tigers,Briggs Stadium,DET
697,1944.0,5.0,75.0,New York Giants,Polo Grounds IV,NYG
698,1944.0,3.0,78.0,New York Yankees,Yankee Stadium I,NYY
699,1944.0,5.0,76.0,Philadelphia Athletics,Shibe Park,PHA
700,1944.0,8.0,79.0,Philadelphia Blue Jays,Shibe Park,PHI
701,1944.0,2.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
702,1944.0,1.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
703,1944.0,1.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
704,1944.0,8.0,77.0,Washington Senators,Griffith Stadium I,WSH
705,1945.0,7.0,78.0,Boston Red Sox,Fenway Park II,BOS
706,1945.0,3.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
707,1945.0,6.0,75.0,Boston Braves,Braves Field,BSN
708,1945.0,6.0,74.0,Chicago White Sox,Comiskey Park,CHW
709,1945.0,1.0,76.0,Chicago Cubs,Wrigley Field,CHC
710,1945.0,7.0,77.0,Cincinnati Reds,Crosley Field,CIN
711,1945.0,5.0,77.0,Cleveland Indians,League Park II/Cleveland Stadium,CLE
712,1945.0,1.0,76.0,Detroit Tigers,Briggs Stadium,DET
713,1945.0,5.0,78.0,New York Giants,Polo Grounds IV,NYG
714,1945.0,4.0,76.0,New York Yankees,Yankee Stadium I,NYY
715,1945.0,8.0,77.0,Philadelphia Athletics,Shibe Park,PHA
716,1945.0,8.0,77.0,Philadelphia Phillies,Shibe Park,PHI
717,1945.0,4.0,79.0,Pittsburgh Pirates,Forbes Field,PIT
718,1945.0,3.0,76.0,St. Louis Browns,Sportsman's Park IV,SLB
719,1945.0,2.0,78.0,St. Louis Cardinals,Sportsman's Park IV,STL
720,1945.0,2.0,78.0,Washington Senators,Griffith Stadium I,WSH
721,1946.0,1.0,78.0,Boston Red Sox,Fenway Park II,BOS
722,1946.0,2.0,79.0,Brooklyn Dodgers,Ebbets Field,BRO
723,1946.0,4.0,77.0,Boston Braves,Braves Field,BSN
724,1946.0,5.0,79.0,Chicago White Sox,Comiskey Park,CHW
725,1946.0,3.0,77.0,Chicago Cubs,Wrigley Field,CHC
726,1946.0,6.0,77.0,Cincinnati Reds,Crosley Field,CIN
727,1946.0,6.0,77.0,Cleveland Indians,League Park II/Cleveland Stadium,CLE
728,1946.0,2.0,79.0,Detroit Tigers,Briggs Stadium,DET
729,1946.0,8.0,77.0,New York Giants,Polo Grounds IV,NYG
730,1946.0,3.0,77.0,New York Yankees,Yankee Stadium I,NYY
731,1946.0,8.0,78.0,Philadelphia Athletics,Shibe Park,PHA
732,1946.0,5.0,78.0,Philadelphia Phillies,Shibe Park,PHI
733,1946.0,7.0,78.0,Pittsburgh Pirates,Forbes Field,PIT
734,1946.0,7.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
735,1946.0,1.0,78.0,St. Louis Cardinals,Sportsman's Park IV,STL
736,1946.0,4.0,76.0,Washington Senators,Griffith Stadium I,WSH
737,1947.0,3.0,81.0,Boston Red Sox,Fenway Park II,BOS
738,1947.0,1.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
739,1947.0,3.0,77.0,Boston Braves,Braves Field,BSN
740,1947.0,6.0,75.0,Chicago White Sox,Comiskey Park,CHW
741,1947.0,6.0,79.0,Chicago Cubs,Wrigley Field,CHC
742,1947.0,5.0,77.0,Cincinnati Reds,Crosley Field,CIN
743,1947.0,4.0,78.0,Cleveland Indians,Cleveland Stadium,CLE
744,1947.0,2.0,80.0,Detroit Tigers,Briggs Stadium,DET
745,1947.0,4.0,76.0,New York Giants,Polo Grounds IV,NYG
746,1947.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
747,1947.0,5.0,78.0,Philadelphia Athletics,Shibe Park,PHA
748,1947.0,7.0,77.0,Philadelphia Phillies,Shibe Park,PHI
749,1947.0,7.0,79.0,Pittsburgh Pirates,Forbes Field,PIT
750,1947.0,8.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
751,1947.0,2.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
752,1947.0,7.0,77.0,Washington Senators,Griffith Stadium I,WSH
753,1948.0,2.0,78.0,Boston Red Sox,Fenway Park II,BOS
754,1948.0,3.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
755,1948.0,1.0,76.0,Boston Braves,Braves Field,BSN
756,1948.0,8.0,76.0,Chicago White Sox,Comiskey Park,CHW
757,1948.0,8.0,78.0,Chicago Cubs,Wrigley Field,CHC
758,1948.0,7.0,77.0,Cincinnati Reds,Crosley Field,CIN
759,1948.0,1.0,79.0,Cleveland Indians,Cleveland Stadium,CLE
760,1948.0,5.0,77.0,Detroit Tigers,Briggs Stadium,DET
761,1948.0,5.0,77.0,New York Giants,Polo Grounds IV,NYG
762,1948.0,3.0,77.0,New York Yankees,Yankee Stadium I,NYY
763,1948.0,4.0,77.0,Philadelphia Athletics,Shibe Park,PHA
764,1948.0,6.0,76.0,Philadelphia Phillies,Shibe Park,PHI
765,1948.0,4.0,80.0,Pittsburgh Pirates,Forbes Field,PIT
766,1948.0,6.0,76.0,St. Louis Browns,Sportsman's Park IV,SLB
767,1948.0,2.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
768,1948.0,7.0,78.0,Washington Senators,Griffith Stadium I,WSH
769,1949.0,2.0,77.0,Boston Red Sox,Fenway Park II,BOS
770,1949.0,1.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
771,1949.0,4.0,77.0,Boston Braves,Braves Field,BSN
772,1949.0,6.0,77.0,Chicago White Sox,Comiskey Park,CHW
773,1949.0,8.0,77.0,Chicago Cubs,Wrigley Field,CHC
774,1949.0,7.0,78.0,Cincinnati Reds,Crosley Field,CIN
775,1949.0,3.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
776,1949.0,4.0,78.0,Detroit Tigers,Briggs Stadium,DET
777,1949.0,5.0,79.0,New York Giants,Polo Grounds IV,NYG
778,1949.0,1.0,78.0,New York Yankees,Yankee Stadium I,NYY
779,1949.0,5.0,77.0,Philadelphia Athletics,Shibe Park,PHA
780,1949.0,3.0,77.0,Philadelphia Phillies,Shibe Park,PHI
781,1949.0,6.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
782,1949.0,7.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
783,1949.0,2.0,79.0,St. Louis Cardinals,Sportsman's Park IV,STL
784,1949.0,8.0,77.0,Washington Senators,Griffith Stadium I,WSH
785,1950.0,3.0,77.0,Boston Red Sox,Fenway Park II,BOS
786,1950.0,2.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
787,1950.0,4.0,79.0,Boston Braves,Braves Field,BSN
788,1950.0,6.0,79.0,Chicago White Sox,Comiskey Park,CHW
789,1950.0,7.0,78.0,Chicago Cubs,Wrigley Field,CHC
790,1950.0,6.0,76.0,Cincinnati Reds,Crosley Field,CIN
791,1950.0,4.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
792,1950.0,2.0,81.0,Detroit Tigers,Briggs Stadium,DET
793,1950.0,3.0,76.0,New York Giants,Polo Grounds IV,NYG
794,1950.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
795,1950.0,8.0,77.0,Philadelphia Athletics,Shibe Park,PHA
796,1950.0,1.0,78.0,Philadelphia Phillies,Shibe Park,PHI
797,1950.0,8.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
798,1950.0,7.0,74.0,St. Louis Browns,Sportsman's Park IV,SLB
799,1950.0,5.0,76.0,St. Louis Cardinals,Sportsman's Park IV,STL
800,1950.0,5.0,78.0,Washington Senators,Griffith Stadium I,WSH
801,1951.0,3.0,75.0,Boston Red Sox,Fenway Park II,BOS
802,1951.0,2.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
803,1951.0,4.0,78.0,Boston Braves,Braves Field,BSN
804,1951.0,4.0,78.0,Chicago White Sox,Comiskey Park,CHW
805,1951.0,8.0,77.0,Chicago Cubs,Wrigley Field,CHC
806,1951.0,6.0,77.0,Cincinnati Reds,Crosley Field,CIN
807,1951.0,2.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
808,1951.0,5.0,77.0,Detroit Tigers,Briggs Stadium,DET
809,1951.0,1.0,78.0,New York Giants,Polo Grounds IV,NYG
810,1951.0,1.0,78.0,New York Yankees,Yankee Stadium I,NYY
811,1951.0,6.0,79.0,Philadelphia Athletics,Shibe Park,PHA
812,1951.0,5.0,77.0,Philadelphia Phillies,Shibe Park,PHI
813,1951.0,7.0,78.0,Pittsburgh Pirates,Forbes Field,PIT
814,1951.0,8.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
815,1951.0,3.0,79.0,St. Louis Cardinals,Sportsman's Park IV,STL
816,1951.0,7.0,76.0,Washington Senators,Griffith Stadium I,WSH
817,1952.0,6.0,77.0,Boston Red Sox,Fenway Park II,BOS
818,1952.0,1.0,80.0,Brooklyn Dodgers,Ebbets Field,BRO
819,1952.0,7.0,77.0,Boston Braves,Braves Field,BSN
820,1952.0,3.0,79.0,Chicago White Sox,Comiskey Park,CHW
821,1952.0,5.0,77.0,Chicago Cubs,Wrigley Field,CHC
822,1952.0,6.0,77.0,Cincinnati Reds,Crosley Field,CIN
823,1952.0,2.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
824,1952.0,8.0,77.0,Detroit Tigers,Briggs Stadium,DET
825,1952.0,2.0,77.0,New York Giants,Polo Grounds IV,NYG
826,1952.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
827,1952.0,4.0,78.0,Philadelphia Athletics,Shibe Park,PHA
828,1952.0,4.0,76.0,Philadelphia Phillies,Shibe Park,PHI
829,1952.0,8.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
830,1952.0,7.0,78.0,St. Louis Browns,Sportsman's Park IV,SLB
831,1952.0,3.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
832,1952.0,5.0,78.0,Washington Senators,Griffith Stadium I,WSH
833,1953.0,4.0,76.0,Boston Red Sox,Fenway Park II,BOS
834,1953.0,1.0,78.0,Brooklyn Dodgers,Ebbets Field,BRO
835,1953.0,3.0,78.0,Chicago White Sox,Comiskey Park,CHW
836,1953.0,7.0,77.0,Chicago Cubs,Wrigley Field,CHC
837,1953.0,6.0,78.0,Cincinnati Reds,Crosley Field,CIN
838,1953.0,2.0,78.0,Cleveland Indians,Cleveland Stadium,CLE
839,1953.0,6.0,79.0,Detroit Tigers,Briggs Stadium,DET
840,1953.0,2.0,79.0,Milwaukee Braves,County Stadium,MLN
841,1953.0,5.0,77.0,New York Giants,Polo Grounds IV,NYG
842,1953.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
843,1953.0,7.0,78.0,Philadelphia Athletics,Connie Mack Stadium,PHA
844,1953.0,3.0,78.0,Philadelphia Phillies,Connie Mack Stadium,PHI
845,1953.0,8.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
846,1953.0,8.0,77.0,St. Louis Browns,Sportsman's Park IV,SLB
847,1953.0,3.0,78.0,St. Louis Cardinals,Sportsman's Park IV,STL
848,1953.0,5.0,75.0,Washington Senators,Griffith Stadium I,WSH
849,1954.0,7.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
850,1954.0,4.0,79.0,Boston Red Sox,Fenway Park II,BOS
851,1954.0,2.0,77.0,Brooklyn Dodgers,Ebbets Field,BRO
852,1954.0,3.0,78.0,Chicago White Sox,Comiskey Park,CHW
853,1954.0,7.0,77.0,Chicago Cubs,Wrigley Field,CHC
854,1954.0,5.0,77.0,Cincinnati Redlegs,Crosley Field,CIN
855,1954.0,1.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
856,1954.0,5.0,77.0,Detroit Tigers,Briggs Stadium,DET
857,1954.0,3.0,77.0,Milwaukee Braves,County Stadium,MLN
858,1954.0,1.0,76.0,New York Giants,Polo Grounds IV,NYG
859,1954.0,2.0,78.0,New York Yankees,Yankee Stadium I,NYY
860,1954.0,8.0,77.0,Philadelphia Athletics,Connie Mack Stadium,PHA
861,1954.0,4.0,78.0,Philadelphia Phillies,Connie Mack Stadium,PHI
862,1954.0,8.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
863,1954.0,6.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
864,1954.0,6.0,78.0,Washington Senators,Griffith Stadium I,WSH
865,1955.0,7.0,79.0,Baltimore Orioles,Memorial Stadium,BAL
866,1955.0,4.0,78.0,Boston Red Sox,Fenway Park II,BOS
867,1955.0,1.0,77.0,Brooklyn Dodgers,Ebbets Field,BRO
868,1955.0,3.0,77.0,Chicago White Sox,Comiskey Park,CHW
869,1955.0,6.0,77.0,Chicago Cubs,Wrigley Field,CHC
870,1955.0,5.0,77.0,Cincinnati Redlegs,Crosley Field,CIN
871,1955.0,2.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
872,1955.0,5.0,77.0,Detroit Tigers,Briggs Stadium,DET
873,1955.0,6.0,76.0,Kansas City Athletics,Municipal Stadium I,KCA
874,1955.0,2.0,77.0,Milwaukee Braves,County Stadium,MLN
875,1955.0,3.0,79.0,New York Giants,Polo Grounds IV,NYG
876,1955.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
877,1955.0,4.0,77.0,Philadelphia Phillies,Connie Mack Stadium,PHI
878,1955.0,8.0,75.0,Pittsburgh Pirates,Forbes Field,PIT
879,1955.0,7.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
880,1955.0,8.0,77.0,Washington Senators,Griffith Stadium I,WSH
881,1956.0,6.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
882,1956.0,4.0,78.0,Boston Red Sox,Fenway Park II,BOS
883,1956.0,1.0,77.0,Brooklyn Dodgers,Ebbets Field,BRO
884,1956.0,3.0,77.0,Chicago White Sox,Comiskey Park,CHW
885,1956.0,8.0,80.0,Chicago Cubs,Wrigley Field,CHC
886,1956.0,3.0,77.0,Cincinnati Redlegs,Crosley Field,CIN
887,1956.0,2.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
888,1956.0,5.0,78.0,Detroit Tigers,Briggs Stadium,DET
889,1956.0,8.0,77.0,Kansas City Athletics,Municipal Stadium I,KCA
890,1956.0,2.0,77.0,Milwaukee Braves,County Stadium,MLN
891,1956.0,6.0,77.0,New York Giants,Polo Grounds IV,NYG
892,1956.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
893,1956.0,5.0,77.0,Philadelphia Phillies,Connie Mack Stadium,PHI
894,1956.0,7.0,78.0,Pittsburgh Pirates,Forbes Field,PIT
895,1956.0,4.0,78.0,St. Louis Cardinals,Sportsman's Park IV,STL
896,1956.0,7.0,77.0,Washington Senators,Griffith Stadium II,WSH
897,1957.0,5.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
898,1957.0,3.0,77.0,Boston Red Sox,Fenway Park II,BOS
899,1957.0,3.0,77.0,Brooklyn Dodgers,Ebbets Field,BRO
900,1957.0,2.0,77.0,Chicago White Sox,Comiskey Park,CHW
901,1957.0,7.0,78.0,Chicago Cubs,Wrigley Field,CHC
902,1957.0,4.0,77.0,Cincinnati Redlegs,Crosley Field,CIN
903,1957.0,6.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
904,1957.0,4.0,77.0,Detroit Tigers,Briggs Stadium,DET
905,1957.0,7.0,77.0,Kansas City Athletics,Municipal Stadium I,KCA
906,1957.0,1.0,78.0,Milwaukee Braves,County Stadium,MLN
907,1957.0,6.0,77.0,New York Giants,Polo Grounds IV,NYG
908,1957.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
909,1957.0,5.0,78.0,Philadelphia Phillies,Connie Mack Stadium,PHI
910,1957.0,7.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
911,1957.0,2.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
912,1957.0,8.0,77.0,Washington Senators,Griffith Stadium II,WSH
913,1958.0,6.0,78.0,Baltimore Orioles,Memorial Stadium,BAL
914,1958.0,3.0,77.0,Boston Red Sox,Fenway Park II,BOS
915,1958.0,2.0,77.0,Chicago White Sox,Comiskey Park,CHW
916,1958.0,5.0,77.0,Chicago Cubs,Wrigley Field,CHC
917,1958.0,4.0,77.0,Cincinnati Redlegs,Crosley Field,CIN
918,1958.0,4.0,76.0,Cleveland Indians,Cleveland Stadium,CLE
919,1958.0,5.0,77.0,Detroit Tigers,Briggs Stadium,DET
920,1958.0,7.0,78.0,Kansas City Athletics,Municipal Stadium I,KCA
921,1958.0,7.0,77.0,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
922,1958.0,1.0,77.0,Milwaukee Braves,County Stadium,MLN
923,1958.0,1.0,78.0,New York Yankees,Yankee Stadium I,NYY
924,1958.0,8.0,77.0,Philadelphia Phillies,Connie Mack Stadium,PHI
925,1958.0,2.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
926,1958.0,3.0,77.0,San Francisco Giants,Seals Stadium,SFG
927,1958.0,5.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
928,1958.0,8.0,78.0,Washington Senators,Griffith Stadium II,WSH
929,1959.0,6.0,78.0,Baltimore Orioles,Memorial Stadium,BAL
930,1959.0,5.0,77.0,Boston Red Sox,Fenway Park II,BOS
931,1959.0,1.0,78.0,Chicago White Sox,Comiskey Park,CHW
932,1959.0,5.0,77.0,Chicago Cubs,Wrigley Field,CHC
933,1959.0,5.0,77.0,Cincinnati Redlegs,Crosley Field,CIN
934,1959.0,2.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
935,1959.0,4.0,77.0,Detroit Tigers,Briggs Stadium,DET
936,1959.0,7.0,77.0,Kansas City Athletics,Municipal Stadium I,KCA
937,1959.0,1.0,78.0,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
938,1959.0,2.0,79.0,Milwaukee Braves,County Stadium,MLN
939,1959.0,3.0,77.0,New York Yankees,Yankee Stadium I,NYY
940,1959.0,8.0,78.0,Philadelphia Phillies,Connie Mack Stadium,PHI
941,1959.0,4.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
942,1959.0,3.0,77.0,San Francisco Giants,Seals Stadium,SFG
943,1959.0,7.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
944,1959.0,8.0,77.0,Washington Senators,Griffith Stadium II,WSH
945,1960.0,2.0,77.0,Baltimore Orioles,Memorial Stadium,BAL
946,1960.0,7.0,77.0,Boston Red Sox,Fenway Park II,BOS
947,1960.0,3.0,77.0,Chicago White Sox,Comiskey Park,CHW
948,1960.0,7.0,79.0,Chicago Cubs,Wrigley Field,CHC
949,1960.0,6.0,77.0,Cincinnati Reds,Crosley Field,CIN
950,1960.0,4.0,77.0,Cleveland Indians,Cleveland Stadium,CLE
951,1960.0,6.0,77.0,Detroit Tigers,Briggs Stadium,DET
952,1960.0,8.0,78.0,Kansas City Athletics,Municipal Stadium I,KCA
953,1960.0,4.0,77.0,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
954,1960.0,2.0,77.0,Milwaukee Braves,County Stadium,MLN
955,1960.0,1.0,77.0,New York Yankees,Yankee Stadium I,NYY
956,1960.0,8.0,77.0,Philadelphia Phillies,Connie Mack Stadium,PHI
957,1960.0,1.0,78.0,Pittsburgh Pirates,Forbes Field,PIT
958,1960.0,5.0,77.0,San Francisco Giants,Candlestick Park,SFG
959,1960.0,3.0,77.0,St. Louis Cardinals,Sportsman's Park IV,STL
960,1960.0,5.0,77.0,Washington Senators,Griffith Stadium II,WSH
961,1961.0,3.0,82.0,Baltimore Orioles,Memorial Stadium,BAL
962,1961.0,6.0,82.0,Boston Red Sox,Fenway Park II,BOS
963,1961.0,4.0,81.0,Chicago White Sox,Comiskey Park,CHW
964,1961.0,7.0,78.0,Chicago Cubs,Wrigley Field,CHC
965,1961.0,1.0,77.0,Cincinnati Reds,Crosley Field,CIN
966,1961.0,5.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
967,1961.0,2.0,82.0,Detroit Tigers,Tiger Stadium,DET
968,1961.0,9.0,80.0,Kansas City Athletics,Municipal Stadium I,KCA
969,1961.0,8.0,82.0,Los Angeles Angels,Wrigley Field (LA),LAA
970,1961.0,2.0,77.0,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
971,1961.0,7.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
972,1961.0,4.0,77.0,Milwaukee Braves,County Stadium,MLN
973,1961.0,1.0,81.0,New York Yankees,Yankee Stadium I,NYY
974,1961.0,8.0,78.0,Philadelphia Phillies,Connie Mack Stadium,PHI
975,1961.0,6.0,77.0,Pittsburgh Pirates,Forbes Field,PIT
976,1961.0,3.0,77.0,San Francisco Giants,Candlestick Park,SFG
977,1961.0,5.0,78.0,St. Louis Cardinals,Sportsman's Park IV,STL
978,1961.0,9.0,79.0,Washington Senators,Griffith Stadium II,WSA
979,1962.0,7.0,82.0,Baltimore Orioles,Memorial Stadium,BAL
980,1962.0,8.0,79.0,Boston Red Sox,Fenway Park II,BOS
981,1962.0,5.0,81.0,Chicago White Sox,Comiskey Park,CHW
982,1962.0,9.0,81.0,Chicago Cubs,Wrigley Field,CHC
983,1962.0,3.0,81.0,Cincinnati Reds,Crosley Field,CIN
984,1962.0,6.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
985,1962.0,4.0,82.0,Detroit Tigers,Tiger Stadium,DET
986,1962.0,8.0,82.0,Houston Colt .45's,Colt Stadium,HOU
987,1962.0,9.0,81.0,Kansas City Athletics,Municipal Stadium I,KCA
988,1962.0,3.0,81.0,Los Angeles Angels,Dodger Stadium,LAA
989,1962.0,2.0,83.0,Los Angeles Dodgers,Dodger Stadium,LAD
990,1962.0,2.0,82.0,Minnesota Twins,Metropolitan Stadium,MIN
991,1962.0,5.0,81.0,Milwaukee Braves,County Stadium,MLN
992,1962.0,1.0,80.0,New York Yankees,Yankee Stadium I,NYY
993,1962.0,10.0,80.0,New York Mets,Polo Grounds IV,NYM
994,1962.0,7.0,80.0,Philadelphia Phillies,Connie Mack Stadium,PHI
995,1962.0,4.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
996,1962.0,1.0,82.0,San Francisco Giants,Candlestick Park,SFG
997,1962.0,6.0,81.0,St. Louis Cardinals,Sportsman's Park IV,STL
998,1962.0,10.0,80.0,Washington Senators,R.F.K. Stadium,WSA
999,1963.0,4.0,81.0,Baltimore Orioles,Memorial Stadium,BAL
1000,1963.0,7.0,80.0,Boston Red Sox,Fenway Park II,BOS
1001,1963.0,2.0,82.0,Chicago White Sox,Comiskey Park,CHW
1002,1963.0,7.0,81.0,Chicago Cubs,Wrigley Field,CHC
1003,1963.0,5.0,81.0,Cincinnati Reds,Crosley Field,CIN
1004,1963.0,5.0,81.0,Cleveland Indians,Cleveland Stadium,CLE
1005,1963.0,5.0,81.0,Detroit Tigers,Tiger Stadium,DET
1006,1963.0,9.0,81.0,Houston Colt .45's,Colt Stadium,HOU
1007,1963.0,8.0,81.0,Kansas City Athletics,Municipal Stadium I,KCA
1008,1963.0,9.0,81.0,Los Angeles Angels,Dodger Stadium,LAA
1009,1963.0,1.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1010,1963.0,3.0,81.0,Minnesota Twins,Metropolitan Stadium,MIN
1011,1963.0,6.0,82.0,Milwaukee Braves,County Stadium,MLN
1012,1963.0,1.0,80.0,New York Yankees,Yankee Stadium I,NYY
1013,1963.0,10.0,81.0,New York Mets,Polo Grounds IV,NYM
1014,1963.0,4.0,81.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1015,1963.0,8.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
1016,1963.0,3.0,81.0,San Francisco Giants,Candlestick Park,SFG
1017,1963.0,2.0,81.0,St. Louis Cardinals,Sportsman's Park IV,STL
1018,1963.0,10.0,80.0,Washington Senators,R.F.K. Stadium,WSA
1019,1964.0,3.0,82.0,Baltimore Orioles,Memorial Stadium,BAL
1020,1964.0,8.0,81.0,Boston Red Sox,Fenway Park II,BOS
1021,1964.0,2.0,81.0,Chicago White Sox,Comiskey Park,CHW
1022,1964.0,8.0,81.0,Chicago Cubs,Wrigley Field,CHC
1023,1964.0,2.0,82.0,Cincinnati Reds,Crosley Field,CIN
1024,1964.0,6.0,82.0,Cleveland Indians,Cleveland Stadium,CLE
1025,1964.0,4.0,82.0,Detroit Tigers,Tiger Stadium,DET
1026,1964.0,9.0,81.0,Houston Colt .45's,Colt Stadium,HOU
1027,1964.0,10.0,81.0,Kansas City Athletics,Municipal Stadium I,KCA
1028,1964.0,5.0,81.0,Los Angeles Angels,Dodger Stadium,LAA
1029,1964.0,6.0,81.0,Los Angeles Dodgers,Dodger Stadium,LAD
1030,1964.0,6.0,82.0,Minnesota Twins,Metropolitan Stadium,MIN
1031,1964.0,5.0,81.0,Milwaukee Braves,County Stadium,MLN
1032,1964.0,1.0,81.0,New York Yankees,Yankee Stadium I,NYY
1033,1964.0,10.0,82.0,New York Mets,Shea Stadium,NYM
1034,1964.0,2.0,81.0,Philadelphia Phillies,Connie Mack Stadium,PHI
1035,1964.0,6.0,81.0,Pittsburgh Pirates,Forbes Field,PIT
1036,1964.0,4.0,81.0,San Francisco Giants,Candlestick Park,SFG
1037,1964.0,1.0,81.0,St. Louis Cardinals,Sportsman's Park IV,STL
1038,1964.0,9.0,81.0,Washington Senators,R.F.K. Stadium,WSA
1039,1965.0,3.0,79.0,Baltimore Orioles,Memorial Stadium,BAL
1040,1965.0,9.0,81.0,Boston Red Sox,Fenway Park II,BOS
1041,1965.0,7.0,80.0,California Angels,Dodger Stadium,CAL
1042,1965.0,2.0,81.0,Chicago White Sox,Comiskey Park,CHW
1043,1965.0,8.0,83.0,Chicago Cubs,Wrigley Field,CHC
1044,1965.0,4.0,81.0,Cincinnati Reds,Crosley Field,CIN
1045,1965.0,5.0,82.0,Cleveland Indians,Cleveland Stadium,CLE
1046,1965.0,4.0,81.0,Detroit Tigers,Tiger Stadium,DET
1047,1965.0,9.0,81.0,Houston Astros,Astrodome,HOU
1048,1965.0,10.0,81.0,Kansas City Athletics,Municipal Stadium I,KCA
