id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
1285,Sun 7/12,Portugal,46512,30907,1660
1286,Sun 7/12,Qatar,103598,99743,147
1287,Sun 7/12,Romania,32535,21545,1884
1288,Sun 7/12,Russia,726036,500208,11318
1289,Sun 7/12,Rwanda,1337,684,4
1290,Sun 7/12,Saint Kitts and Nevis,17,15,0
1291,Sun 7/12,Saint Lucia,22,19,0
1292,Sun 7/12,Saint Vincent and the Grenadines,35,29,0
1293,Sun 7/12,San Marino,699,656,42
1294,Sun 7/12,Sao Tome and Principe,729,286,14
1295,Sun 7/12,Saudi Arabia,232259,167138,2223
1296,Sun 7/12,Senegal,8135,5446,148
1297,Sun 7/12,Serbia,18360,13876,393
1298,Sun 7/12,Seychelles,100,11,0
1299,Sun 7/12,Sierra Leone,1635,1154,63
1300,Sun 7/12,Singapore,45961,42285,26
1301,Sun 7/12,Slovakia,1901,1493,28
1302,Sun 7/12,Slovenia,1841,1469,111
1303,Sun 7/12,Solomon Islands,0,0,0
1304,Sun 7/12,Somalia,3059,1264,93
1305,Sun 7/12,South Africa,276242,134874,4079
1306,Sun 7/12,South Sudan,2021,333,38
1307,Sun 7/12,Spain,253908,150376,28403
1308,Sun 7/12,Sri Lanka,2617,1981,11
1309,Sun 7/12,Sudan,10250,5341,650
1310,Sun 7/12,Suriname,741,495,18
1311,Sun 7/12,Sweden,72879,0,5664
1312,Sun 7/12,Switzerland,32883,29600,1968
1313,Sun 7/12,Syria,394,126,16
1314,Sun 7/12,Taiwan*,451,438,7
1315,Sun 7/12,Tajikistan,6552,5228,55
1316,Sun 7/12,Tanzania,509,183,21
1317,Sun 7/12,Thailand,3217,3088,58
1318,Sun 7/12,Timor-Leste,24,24,0
1319,Sun 7/12,Togo,720,513,15
1320,Sun 7/12,Trinidad and Tobago,133,120,8
1321,Sun 7/12,Tunisia,1263,1076,50
1322,Sun 7/12,Turkey,212993,194515,5363
1323,Sun 7/12,US,3297169,1006326,135820
1324,Sun 7/12,Uganda,1025,972,0
1325,Sun 7/12,Ukraine,54647,26971,1400
1326,Sun 7/12,United Arab Emirates,54854,45140,333
1327,Sun 7/12,United Kingdom,291154,1378,40930
1328,Sun 7/12,Uruguay,987,896,31
1329,Sun 7/12,Uzbekistan,12997,7852,60
1330,Sun 7/12,Vanuatu,0,0,0
1331,Sun 7/12,Venezuela,9465,2671,89
1332,Sun 7/12,Vietnam,372,350,0
1333,Sun 7/12,West Bank and Gaza,6230,942,36
1334,Sun 7/12,Western Sahara,10,8,1
1335,Sun 7/12,Yemen,1465,659,417
1336,Sun 7/12,Zambia,1895,1412,42
1337,Sun 7/12,Zimbabwe,985,328,18
1338,Sun 7/19,Afghanistan,35475,23634,1181
1339,Sun 7/19,Albania,4090,2311,112
1340,Sun 7/19,Algeria,23084,16051,1078
1341,Sun 7/19,Andorra,880,803,52
1342,Sun 7/19,Angola,705,221,29
1343,Sun 7/19,Antigua and Barbuda,76,57,3
1344,Sun 7/19,Argentina,126755,54105,2260
1345,Sun 7/19,Armenia,34877,23294,641
1346,Sun 7/19,Australia,12069,8395,123
1347,Sun 7/19,Austria,19655,17599,711
1348,Sun 7/19,Azerbaijan,27521,18967,354
1349,Sun 7/19,Bahamas,153,91,11
1350,Sun 7/19,Bahrain,36422,32372,126
1351,Sun 7/19,Bangladesh,204525,111642,2618
1352,Sun 7/19,Barbados,105,91,7
1353,Sun 7/19,Belarus,66095,58204,499
1354,Sun 7/19,Belgium,63706,17289,9800
1355,Sun 7/19,Belize,40,22,2
1356,Sun 7/19,Benin,1602,782,31
1357,Sun 7/19,Bhutan,89,82,0
1358,Sun 7/19,Bolivia,59582,18553,2151
1359,Sun 7/19,Bosnia and Herzegovina,8340,3669,249
1360,Sun 7/19,Botswana,522,48,1
1361,Sun 7/19,Brazil,2098389,1459072,79488
1362,Sun 7/19,Brunei,141,138,3
1363,Sun 7/19,Bulgaria,8733,4106,300
1364,Sun 7/19,Burkina Faso,1052,901,53
1365,Sun 7/19,Burma,341,276,6
1366,Sun 7/19,Burundi,310,207,1
1367,Sun 7/19,Cabo Verde,2045,973,21
1368,Sun 7/19,Cambodia,171,136,0
1369,Sun 7/19,Cameroon,16157,13728,373
1370,Sun 7/19,Canada,112168,98564,8896
1371,Sun 7/19,Central African Republic,4485,1348,55
1372,Sun 7/19,Chad,889,801,75
1373,Sun 7/19,Chile,330930,301794,8503
1374,Sun 7/19,China,85503,80137,4646
1375,Sun 7/19,Colombia,197278,91793,6736
1376,Sun 7/19,Comoros,334,313,7
1377,Sun 7/19,Congo (Brazzaville),2633,626,49
1378,Sun 7/19,Congo (Kinshasa),8403,4335,194
1379,Sun 7/19,Costa Rica,11114,2966,62
1380,Sun 7/19,Cote d'Ivoire,14119,8366,92
1381,Sun 7/19,Croatia,4345,3018,120
1382,Sun 7/19,Cuba,2446,2308,87
1383,Sun 7/19,Cyprus,1038,845,19
1384,Sun 7/19,Czechia,13945,8761,359
1385,Sun 7/19,Denmark,13377,12410,611
1386,Sun 7/19,Diamond Princess,712,651,13
1387,Sun 7/19,Djibouti,5011,4838,56
1388,Sun 7/19,Dominica,18,18,0
1389,Sun 7/19,Dominican Republic,52855,25094,981
1390,Sun 7/19,Ecuador,74013,31901,5313
1391,Sun 7/19,Egypt,87775,28380,4302
1392,Sun 7/19,El Salvador,11846,6705,335
1393,Sun 7/19,Equatorial Guinea,3071,842,51
1394,Sun 7/19,Eritrea,251,155,0
1395,Sun 7/19,Estonia,2021,1912,69
1396,Sun 7/19,Eswatini,1793,822,21
1397,Sun 7/19,Ethiopia,9503,2430,167
1398,Sun 7/19,Fiji,27,18,0
1399,Sun 7/19,Finland,7335,6880,328
1400,Sun 7/19,France,211943,79371,30155
1401,Sun 7/19,Gabon,6315,3865,46
1402,Sun 7/19,Gambia,93,49,4
1403,Sun 7/19,Georgia,1028,899,15
1404,Sun 7/19,Germany,202735,187400,9092
1405,Sun 7/19,Ghana,27667,23249,148
1406,Sun 7/19,Greece,4007,1374,194
1407,Sun 7/19,Grenada,23,23,0
1408,Sun 7/19,Guatemala,38677,23365,1485
1409,Sun 7/19,Guinea,6544,5511,39
1410,Sun 7/19,Guinea-Bissau,1949,803,26
1411,Sun 7/19,Guyana,336,163,19
1412,Sun 7/19,Haiti,7053,3877,146
1413,Sun 7/19,Holy See,12,12,0
1414,Sun 7/19,Honduras,33835,3801,900
1415,Sun 7/19,Hungary,4333,3223,596
1416,Sun 7/19,Iceland,1839,1815,10
1417,Sun 7/19,India,1118206,700087,27497
1418,Sun 7/19,Indonesia,86521,45401,4143
1419,Sun 7/19,Iran,273788,237788,14188
1420,Sun 7/19,Iraq,92530,60528,3781
1421,Sun 7/19,Ireland,25760,23364,1753
1422,Sun 7/19,Israel,50289,21675,409
1423,Sun 7/19,Italy,244434,196949,35045
1424,Sun 7/19,Jamaica,790,693,10
1425,Sun 7/19,Japan,25446,19211,986
1426,Sun 7/19,Jordan,1218,1024,11
1427,Sun 7/19,Kazakhstan,71838,43029,375
1428,Sun 7/19,Kenya,13353,5122,234
1429,Sun 7/19,"Korea, South",13771,12572,296
1430,Sun 7/19,Kosovo,5735,2968,135
1431,Sun 7/19,Kuwait,59204,49687,408
1432,Sun 7/19,Kyrgyzstan,27143,13109,1037
1433,Sun 7/19,Laos,19,19,0
1434,Sun 7/19,Latvia,1192,1022,31
1435,Sun 7/19,Lebanon,2859,1515,40
1436,Sun 7/19,Lesotho,359,69,6
1437,Sun 7/19,Liberia,1091,534,70
1438,Sun 7/19,Libya,1866,418,48
1439,Sun 7/19,Liechtenstein,86,83,1
1440,Sun 7/19,Lithuania,1932,1600,80
1441,Sun 7/19,Luxembourg,5605,4333,111
1442,Sun 7/19,MS Zaandam,9,0,2
1443,Sun 7/19,Madagascar,7049,3498,59
1444,Sun 7/19,Malawi,2907,1135,59
1445,Sun 7/19,Malaysia,8779,8553,123
1446,Sun 7/19,Maldives,2966,2362,15
1447,Sun 7/19,Mali,2475,1828,121
1448,Sun 7/19,Malta,677,662,9
1449,Sun 7/19,Marshall Islands,0,0,0
1450,Sun 7/19,Mauritania,5873,3436,155
1451,Sun 7/19,Mauritius,343,331,10
1452,Sun 7/19,Mexico,344224,254941,39184
1453,Sun 7/19,Moldova,20980,14376,684
1454,Sun 7/19,Monaco,109,98,4
1455,Sun 7/19,Mongolia,287,213,0
1456,Sun 7/19,Montenegro,2188,385,32
1457,Sun 7/19,Morocco,17236,14921,273
1458,Sun 7/19,Mozambique,1491,472,10
1459,Sun 7/19,Namibia,1247,35,3
1460,Sun 7/19,Nepal,17658,11695,40
1461,Sun 7/19,Netherlands,51955,194,6155
1462,Sun 7/19,New Zealand,1554,1506,22
1463,Sun 7/19,Nicaragua,3147,2282,99
1464,Sun 7/19,Niger,1104,1014,69
1465,Sun 7/19,Nigeria,36663,15105,789
1466,Sun 7/19,North Macedonia,9153,4810,422
1467,Sun 7/19,Norway,9028,8138,255
1468,Sun 7/19,Oman,66661,44004,318
1469,Sun 7/19,Pakistan,265083,205929,5599
1470,Sun 7/19,Panama,53468,28482,1096
1471,Sun 7/19,Papua New Guinea,16,8,0
1472,Sun 7/19,Paraguay,3721,1918,31
1473,Sun 7/19,Peru,353590,241955,13187
1474,Sun 7/19,Philippines,67456,22465,1831
1475,Sun 7/19,Poland,40104,30292,1624
1476,Sun 7/19,Portugal,48636,33369,1689
1477,Sun 7/19,Qatar,106648,103377,157
1478,Sun 7/19,Romania,37458,22617,2026
1479,Sun 7/19,Russia,770311,549387,12323
1480,Sun 7/19,Rwanda,1582,834,5
1481,Sun 7/19,Saint Kitts and Nevis,17,15,0
1482,Sun 7/19,Saint Lucia,23,19,0
1483,Sun 7/19,Saint Vincent and the Grenadines,44,29,0
1484,Sun 7/19,San Marino,699,656,42
1485,Sun 7/19,Sao Tome and Principe,746,451,14
1486,Sun 7/19,Saudi Arabia,250920,197735,2486
1487,Sun 7/19,Senegal,8810,5948,167
1488,Sun 7/19,Serbia,20894,15564,472
1489,Sun 7/19,Seychelles,108,27,0
1490,Sun 7/19,Sierra Leone,1711,1237,65
1491,Sun 7/19,Singapore,47912,44086,27
1492,Sun 7/19,Slovakia,1979,1530,28
1493,Sun 7/19,Slovenia,1946,1568,112
1494,Sun 7/19,Solomon Islands,0,0,0
1495,Sun 7/19,Somalia,3119,1457,93
1496,Sun 7/19,South Africa,364328,191059,5033
1497,Sun 7/19,South Sudan,2200,1175,43
1498,Sun 7/19,Spain,260255,150376,28420
1499,Sun 7/19,Sri Lanka,2724,2035,11
1500,Sun 7/19,Sudan,10992,5707,693
1501,Sun 7/19,Suriname,1029,627,21
1502,Sun 7/19,Sweden,74545,0,5722
1503,Sun 7/19,Switzerland,33591,30300,1969
1504,Sun 7/19,Syria,496,144,25
1505,Sun 7/19,Taiwan*,451,440,7
1506,Sun 7/19,Tajikistan,6878,5578,57
1507,Sun 7/19,Tanzania,509,183,21
1508,Sun 7/19,Thailand,3250,3096,58
1509,Sun 7/19,Timor-Leste,24,24,0
1510,Sun 7/19,Togo,778,551,15
1511,Sun 7/19,Trinidad and Tobago,137,124,8
1512,Sun 7/19,Tunisia,1374,1097,50
1513,Sun 7/19,Turkey,219641,202010,5491
1514,Sun 7/19,US,3762984,1131121,141278
1515,Sun 7/19,Uganda,1065,1023,0
1516,Sun 7/19,Ukraine,60077,31836,1504
1517,Sun 7/19,United Arab Emirates,56922,49269,339
1518,Sun 7/19,United Kingdom,296358,1413,41080
1519,Sun 7/19,Uruguay,1054,922,33
1520,Sun 7/19,Uzbekistan,16752,9279,87
1521,Sun 7/19,Vanuatu,0,0,0
1522,Sun 7/19,Venezuela,11891,3972,112
1523,Sun 7/19,Vietnam,383,357,0
1524,Sun 7/19,West Bank and Gaza,8549,1921,62
1525,Sun 7/19,Western Sahara,10,8,1
1526,Sun 7/19,Yemen,1606,712,445
1527,Sun 7/19,Zambia,2980,1462,120
1528,Sun 7/19,Zimbabwe,1611,472,25
1529,Sun 7/26,Afghanistan,36157,25180,1259
1530,Sun 7/26,Albania,4763,2682,138
1531,Sun 7/26,Algeria,27357,18088,1155
1532,Sun 7/26,Andorra,897,803,52
1533,Sun 7/26,Angola,932,242,40
1534,Sun 7/26,Antigua and Barbuda,82,60,3
1535,Sun 7/26,Argentina,162526,70518,2939
1536,Sun 7/26,Armenia,37317,26478,705
1537,Sun 7/26,Australia,14935,9174,161
1538,Sun 7/26,Austria,20472,18209,712
1539,Sun 7/26,Azerbaijan,30050,22684,417
1540,Sun 7/26,Bahamas,342,91,11
1541,Sun 7/26,Bahrain,39131,35689,140
1542,Sun 7/26,Bangladesh,223453,123882,2928
1543,Sun 7/26,Barbados,110,94,7
1544,Sun 7/26,Belarus,67132,60425,534
1545,Sun 7/26,Belgium,66026,17438,9821
1546,Sun 7/26,Belize,48,26,2
1547,Sun 7/26,Benin,1770,1036,35
1548,Sun 7/26,Bhutan,95,85,0
1549,Sun 7/26,Bolivia,69429,21169,2583
1550,Sun 7/26,Bosnia and Herzegovina,9767,4555,280
1551,Sun 7/26,Botswana,686,52,1
1552,Sun 7/26,Brazil,2419091,1812913,87004
1553,Sun 7/26,Brunei,141,138,3
1554,Sun 7/26,Bulgaria,10427,5355,340
1555,Sun 7/26,Burkina Faso,1086,920,53
1556,Sun 7/26,Burma,350,290,6
1557,Sun 7/26,Burundi,361,279,1
1558,Sun 7/26,Cabo Verde,2307,1447,22
1559,Sun 7/26,Cambodia,225,143,0
1560,Sun 7/26,Cameroon,16708,14539,385
1561,Sun 7/26,Canada,115789,100969,8934
1562,Sun 7/26,Central African Republic,4599,1546,59
1563,Sun 7/26,Chad,915,810,75
1564,Sun 7/26,Chile,345790,318095,9112
1565,Sun 7/26,China,86570,80459,4652
1566,Sun 7/26,Colombia,248976,125037,8525
1567,Sun 7/26,Comoros,354,328,7
1568,Sun 7/26,Congo (Brazzaville),3038,756,51
1569,Sun 7/26,Congo (Kinshasa),8831,5510,204
1570,Sun 7/26,Costa Rica,15229,3736,104
1571,Sun 7/26,Cote d'Ivoire,15596,10178,96
1572,Sun 7/26,Croatia,4857,3866,136
1573,Sun 7/26,Cuba,2495,2349,87
1574,Sun 7/26,Cyprus,1057,852,19
1575,Sun 7/26,Czechia,15324,11428,371
1576,Sun 7/26,Denmark,13665,12541,613
1577,Sun 7/26,Diamond Princess,712,651,13
1578,Sun 7/26,Djibouti,5050,4966,58
1579,Sun 7/26,Dominica,18,18,0
1580,Sun 7/26,Dominican Republic,62908,28603,1063
1581,Sun 7/26,Ecuador,80694,34896,5515
1582,Sun 7/26,Egypt,92062,33831,4606
1583,Sun 7/26,El Salvador,14630,7648,400
1584,Sun 7/26,Equatorial Guinea,3071,842,51
1585,Sun 7/26,Eritrea,263,189,0
1586,Sun 7/26,Estonia,2034,1922,69
1587,Sun 7/26,Eswatini,2207,986,32
1588,Sun 7/26,Ethiopia,13968,6216,223
1589,Sun 7/26,Fiji,27,18,0
1590,Sun 7/26,Finland,7393,6920,329
1591,Sun 7/26,France,217801,80945,30195
1592,Sun 7/26,Gabon,6984,4463,49
1593,Sun 7/26,Gambia,277,60,6
1594,Sun 7/26,Georgia,1131,920,16
1595,Sun 7/26,Germany,206667,190055,9124
1596,Sun 7/26,Ghana,32969,29494,168
1597,Sun 7/26,Greece,4193,1374,202
1598,Sun 7/26,Grenada,23,23,0
1599,Sun 7/26,Guatemala,45053,31612,1734
1600,Sun 7/26,Guinea,7008,6152,43
1601,Sun 7/26,Guinea-Bissau,1954,803,26
1602,Sun 7/26,Guyana,370,181,20
1603,Sun 7/26,Haiti,7315,4365,157
1604,Sun 7/26,Holy See,12,12,0
1605,Sun 7/26,Honduras,39276,4922,1116
1606,Sun 7/26,Hungary,4435,3329,596
1607,Sun 7/26,Iceland,1847,1823,10
1608,Sun 7/26,India,1435616,917568,32771
1609,Sun 7/26,Indonesia,98778,56655,4781
1610,Sun 7/26,Iran,291172,253213,15700
1611,Sun 7/26,Iraq,110032,75217,4362
1612,Sun 7/26,Ireland,25881,23364,1764
1613,Sun 7/26,Israel,61956,27025,470
1614,Sun 7/26,Italy,246118,198446,35107
1615,Sun 7/26,Jamaica,842,714,10
1616,Sun 7/26,Japan,30548,21606,998
1617,Sun 7/26,Jordan,1168,1041,11
1618,Sun 7/26,Kazakhstan,83122,52571,585
1619,Sun 7/26,Kenya,17603,7743,280
1620,Sun 7/26,"Korea, South",14175,12905,299
1621,Sun 7/26,Kosovo,7137,3874,177
1622,Sun 7/26,Kuwait,63773,54373,433
1623,Sun 7/26,Kyrgyzstan,32813,20388,1277
1624,Sun 7/26,Laos,20,19,0
1625,Sun 7/26,Latvia,1219,1045,31
1626,Sun 7/26,Lebanon,3750,1692,51
1627,Sun 7/26,Lesotho,505,128,12
1628,Sun 7/26,Liberia,1162,641,72
1629,Sun 7/26,Libya,2669,553,60
1630,Sun 7/26,Liechtenstein,86,81,1
1631,Sun 7/26,Lithuania,2008,1616,80
1632,Sun 7/26,Luxembourg,6272,4647,112
1633,Sun 7/26,MS Zaandam,9,0,2
1634,Sun 7/26,Madagascar,9295,5579,85
1635,Sun 7/26,Malawi,3640,1639,99
1636,Sun 7/26,Malaysia,8897,8600,124
1637,Sun 7/26,Maldives,3302,2528,15
1638,Sun 7/26,Mali,2510,1911,123
1639,Sun 7/26,Malta,700,665,9
1640,Sun 7/26,Marshall Islands,0,0,0
1641,Sun 7/26,Mauritania,6171,4430,156
1642,Sun 7/26,Mauritius,344,332,10
1643,Sun 7/26,Mexico,390516,295222,43680
1644,Sun 7/26,Moldova,23034,15909,735
1645,Sun 7/26,Monaco,116,104,4
1646,Sun 7/26,Mongolia,288,218,0
1647,Sun 7/26,Montenegro,2799,739,43
1648,Sun 7/26,Morocco,20278,16438,313
1649,Sun 7/26,Mozambique,1669,593,11
1650,Sun 7/26,Namibia,1775,75,8
1651,Sun 7/26,Nepal,18613,13128,45
1652,Sun 7/26,Netherlands,53278,196,6178
1653,Sun 7/26,New Zealand,1556,1513,22
1654,Sun 7/26,Nicaragua,3439,2492,108
1655,Sun 7/26,Niger,1136,1027,69
1656,Sun 7/26,Nigeria,40532,17374,858
1657,Sun 7/26,North Macedonia,10086,5427,460
1658,Sun 7/26,Norway,9117,8752,255
1659,Sun 7/26,Oman,76005,55299,384
1660,Sun 7/26,Pakistan,273113,237434,5822
1661,Sun 7/26,Panama,60296,34131,1294
1662,Sun 7/26,Papua New Guinea,62,11,0
1663,Sun 7/26,Paraguay,4444,2794,41
1664,Sun 7/26,Peru,375961,267850,17843
1665,Sun 7/26,Philippines,80448,26110,1932
1666,Sun 7/26,Poland,43065,32753,1671
1667,Sun 7/26,Portugal,50164,35217,1717
1668,Sun 7/26,Qatar,109305,106024,165
1669,Sun 7/26,Romania,44798,25643,2187
1670,Sun 7/26,Russia,811073,599172,13249
1671,Sun 7/26,Rwanda,1821,918,5
1672,Sun 7/26,Saint Kitts and Nevis,17,15,0
1673,Sun 7/26,Saint Lucia,24,22,0
1674,Sun 7/26,Saint Vincent and the Grenadines,52,39,0
1675,Sun 7/26,San Marino,699,657,42
1676,Sun 7/26,Sao Tome and Principe,863,696,14
1677,Sun 7/26,Saudi Arabia,266941,220323,2733
1678,Sun 7/26,Senegal,9681,6409,191
1679,Sun 7/26,Serbia,23730,0,534
1680,Sun 7/26,Seychelles,114,39,0
1681,Sun 7/26,Sierra Leone,1783,1313,66
1682,Sun 7/26,Singapore,50369,45521,27
1683,Sun 7/26,Slovakia,2179,1577,28
1684,Sun 7/26,Slovenia,2082,1678,116
1685,Sun 7/26,Solomon Islands,0,0,0
1686,Sun 7/26,Somalia,3178,1521,93
1687,Sun 7/26,South Africa,445433,265077,6769
1688,Sun 7/26,South Sudan,2262,1175,45
1689,Sun 7/26,Spain,272421,150376,28432
1690,Sun 7/26,Sri Lanka,2782,2106,11
1691,Sun 7/26,Sudan,11385,5890,717
1692,Sun 7/26,Suriname,1439,890,23
1693,Sun 7/26,Sweden,75861,0,5755
1694,Sun 7/26,Switzerland,34412,30700,1977
1695,Sun 7/26,Syria,650,200,38
1696,Sun 7/26,Taiwan*,458,440,7
1697,Sun 7/26,Tajikistan,7192,5970,59
1698,Sun 7/26,Tanzania,509,183,21
1699,Sun 7/26,Thailand,3291,3109,58
1700,Sun 7/26,Timor-Leste,24,24,0
1701,Sun 7/26,Togo,868,599,18
1702,Sun 7/26,Trinidad and Tobago,147,128,8
1703,Sun 7/26,Tunisia,1452,1142,50
1704,Sun 7/26,Turkey,226100,209487,5613
1705,Sun 7/26,US,4222603,1297863,147716
1706,Sun 7/26,Uganda,1115,982,2
1707,Sun 7/26,Ukraine,66261,36885,1625
1708,Sun 7/26,United Arab Emirates,58913,52182,344
1709,Sun 7/26,United Kingdom,301020,1434,41196
1710,Sun 7/26,Uruguay,1192,948,34
1711,Sun 7/26,Uzbekistan,20531,11105,116
1712,Sun 7/26,Vanuatu,0,0,0
1713,Sun 7/26,Venezuela,15463,9746,142
1714,Sun 7/26,Vietnam,420,365,0
1715,Sun 7/26,West Bank and Gaza,10469,3752,76
1716,Sun 7/26,Western Sahara,10,8,1
1717,Sun 7/26,Yemen,1681,797,479
1718,Sun 7/26,Zambia,4481,2350,139
1719,Sun 7/26,Zimbabwe,2512,518,34
1720,Sun 8/2,Afghanistan,36710,25510,1284
1721,Sun 8/2,Albania,5519,3018,166
1722,Sun 8/2,Algeria,31465,21419,1231
1723,Sun 8/2,Andorra,925,807,52
1724,Sun 8/2,Angola,1199,461,55
1725,Sun 8/2,Antigua and Barbuda,91,67,3
1726,Sun 8/2,Argentina,201919,89026,3648
1727,Sun 8/2,Armenia,39050,29750,754
1728,Sun 8/2,Australia,18318,10622,221
1729,Sun 8/2,Austria,21304,18984,718
1730,Sun 8/2,Azerbaijan,32443,27113,462
1731,Sun 8/2,Bahamas,648,91,14
1732,Sun 8/2,Bahrain,41536,38666,147
1733,Sun 8/2,Bangladesh,240746,136839,3154
1734,Sun 8/2,Barbados,132,98,7
1735,Sun 8/2,Belarus,68067,62896,567
1736,Sun 8/2,Belgium,69849,17590,9845
1737,Sun 8/2,Belize,57,30,2
1738,Sun 8/2,Benin,1805,1036,36
1739,Sun 8/2,Bhutan,102,89,0
1740,Sun 8/2,Bolivia,80153,24156,3153
1741,Sun 8/2,Bosnia and Herzegovina,12296,6312,352
1742,Sun 8/2,Botswana,804,63,2
1743,Sun 8/2,Brazil,2733677,2062876,94104
1744,Sun 8/2,Brunei,141,138,3
1745,Sun 8/2,Bulgaria,11955,6420,388
1746,Sun 8/2,Burkina Faso,1143,945,53
1747,Sun 8/2,Burma,353,298,6
1748,Sun 8/2,Burundi,395,304,1
1749,Sun 8/2,Cabo Verde,2547,1860,24
1750,Sun 8/2,Cambodia,240,196,0
1751,Sun 8/2,Cameroon,17255,15320,391
1752,Sun 8/2,Canada,118768,103201,8990
1753,Sun 8/2,Central African Republic,4614,1635,59
1754,Sun 8/2,Chad,936,813,75
1755,Sun 8/2,Chile,359731,332411,9608
1756,Sun 8/2,China,87985,81018,4669
1757,Sun 8/2,Colombia,317651,167239,10650
1758,Sun 8/2,Comoros,386,330,7
1759,Sun 8/2,Congo (Brazzaville),3200,829,54
1760,Sun 8/2,Congo (Kinshasa),9115,7319,215
1761,Sun 8/2,Costa Rica,18975,4585,162
1762,Sun 8/2,Cote d'Ivoire,16182,11801,102
1763,Sun 8/2,Croatia,5260,4373,149
1764,Sun 8/2,Cuba,2646,2369,87
1765,Sun 8/2,Cyprus,1150,856,19
1766,Sun 8/2,Czechia,16800,11605,384
1767,Sun 8/2,Denmark,14028,12783,615
1768,Sun 8/2,Diamond Princess,712,651,13
1769,Sun 8/2,Djibouti,5161,5019,59
1770,Sun 8/2,Dominica,18,18,0
1771,Sun 8/2,Dominican Republic,72243,38244,1178
1772,Sun 8/2,Ecuador,86232,36213,5736
1773,Sun 8/2,Egypt,94483,42455,4865
1774,Sun 8/2,El Salvador,17448,8634,467
1775,Sun 8/2,Equatorial Guinea,4821,2182,83
1776,Sun 8/2,Eritrea,279,225,0
1777,Sun 8/2,Estonia,2079,1934,63
1778,Sun 8/2,Eswatini,2775,1214,43
1779,Sun 8/2,Ethiopia,18706,7601,310
1780,Sun 8/2,Fiji,27,18,1
1781,Sun 8/2,Finland,7453,6950,329
1782,Sun 8/2,France,225198,81764,30268
1783,Sun 8/2,Gabon,7531,5223,50
1784,Sun 8/2,Gambia,498,68,9
1785,Sun 8/2,Georgia,1177,955,17
1786,Sun 8/2,Germany,211220,192908,9154
1787,Sun 8/2,Ghana,37014,33365,182
1788,Sun 8/2,Greece,4662,1374,208
1789,Sun 8/2,Grenada,24,23,0
1790,Sun 8/2,Guatemala,51306,38416,1995
1791,Sun 8/2,Guinea,7317,6480,46
1792,Sun 8/2,Guinea-Bissau,1981,803,27
1793,Sun 8/2,Guyana,474,185,21
1794,Sun 8/2,Haiti,7468,4606,165
1795,Sun 8/2,Holy See,12,12,0
1796,Sun 8/2,Honduras,43197,5794,1377
1797,Sun 8/2,Hungary,4535,3389,597
1798,Sun 8/2,Iceland,1907,1825,10
1799,Sun 8/2,India,1803695,1186203,38135
1800,Sun 8/2,Indonesia,111455,68975,5236
1801,Sun 8/2,Iran,309437,268102,17190
1802,Sun 8/2,Iraq,129151,91886,4868
1803,Sun 8/2,Ireland,26162,23364,1763
1804,Sun 8/2,Israel,72815,45677,536
1805,Sun 8/2,Italy,248070,200460,35154
1806,Sun 8/2,Jamaica,894,743,12
1807,Sun 8/2,Japan,39116,25748,1013
1808,Sun 8/2,Jordan,1213,1099,11
1809,Sun 8/2,Kazakhstan,92662,62511,793
1810,Sun 8/2,Kenya,22053,8477,369
1811,Sun 8/2,"Korea, South",14389,13280,301
1812,Sun 8/2,Kosovo,8799,4863,249
1813,Sun 8/2,Kuwait,67911,59213,457
1814,Sun 8/2,Kyrgyzstan,36719,27274,1409
1815,Sun 8/2,Laos,20,19,0
1816,Sun 8/2,Latvia,1243,1052,32
1817,Sun 8/2,Lebanon,4885,1795,62
1818,Sun 8/2,Lesotho,718,173,19
1819,Sun 8/2,Liberia,1207,673,77
1820,Sun 8/2,Libya,3837,623,83
1821,Sun 8/2,Liechtenstein,89,85,1
1822,Sun 8/2,Lithuania,2110,1644,80
1823,Sun 8/2,Luxembourg,6855,5192,117
1824,Sun 8/2,MS Zaandam,9,0,2
1825,Sun 8/2,Madagascar,11528,8444,114
1826,Sun 8/2,Malawi,4231,1919,123
1827,Sun 8/2,Malaysia,8999,8664,125
1828,Sun 8/2,Maldives,4164,2643,18
1829,Sun 8/2,Mali,2541,1943,124
1830,Sun 8/2,Malta,860,666,9
1831,Sun 8/2,Marshall Islands,0,0,0
1832,Sun 8/2,Mauritania,6323,5115,157
1833,Sun 8/2,Mauritius,344,332,10
1834,Sun 8/2,Mexico,439046,342527,47746
1835,Sun 8/2,Moldova,25362,17816,791
1836,Sun 8/2,Monaco,120,105,4
1837,Sun 8/2,Mongolia,293,230,0
1838,Sun 8/2,Montenegro,3258,1445,51
1839,Sun 8/2,Morocco,25537,18435,382
1840,Sun 8/2,Mozambique,1946,654,13
1841,Sun 8/2,Namibia,2294,187,11
1842,Sun 8/2,Nepal,20332,14603,57
1843,Sun 8/2,Netherlands,55408,206,6169
1844,Sun 8/2,New Zealand,1567,1518,22
1845,Sun 8/2,Nicaragua,3672,2492,116
1846,Sun 8/2,Niger,1147,1032,69
1847,Sun 8/2,Nigeria,43841,20308,888
1848,Sun 8/2,North Macedonia,11054,6882,497
1849,Sun 8/2,Norway,9268,8752,255
1850,Sun 8/2,Oman,79159,61421,421
1851,Sun 8/2,Pakistan,279699,248577,5976
1852,Sun 8/2,Panama,67453,41038,1471
1853,Sun 8/2,Papua New Guinea,110,34,2
