id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
2572,Sun 8/30,Jordan,1966,1468,15
2573,Sun 8/30,Kazakhstan,105795,96297,1523
2574,Sun 8/30,Kenya,34057,19688,574
2575,Sun 8/30,"Korea, South",19947,14973,324
2576,Sun 8/30,Kosovo,13334,9473,516
2577,Sun 8/30,Kuwait,84636,76650,530
2578,Sun 8/30,Kyrgyzstan,43820,38198,1058
2579,Sun 8/30,Laos,22,21,0
2580,Sun 8/30,Latvia,1393,1163,34
2581,Sun 8/30,Lebanon,16870,4693,160
2582,Sun 8/30,Lesotho,1085,528,31
2583,Sun 8/30,Liberia,1304,872,82
2584,Sun 8/30,Libya,13423,1410,232
2585,Sun 8/30,Liechtenstein,107,97,1
2586,Sun 8/30,Lithuania,2874,1837,86
2587,Sun 8/30,Luxembourg,6625,5967,124
2588,Sun 8/30,MS Zaandam,9,0,2
2589,Sun 8/30,Madagascar,14843,13802,191
2590,Sun 8/30,Malawi,5536,3147,174
2591,Sun 8/30,Malaysia,9334,9048,126
2592,Sun 8/30,Maldives,7667,5036,28
2593,Sun 8/30,Mali,2773,2169,126
2594,Sun 8/30,Malta,1862,1313,12
2595,Sun 8/30,Marshall Islands,0,0,0
2596,Sun 8/30,Mauritania,7016,6430,159
2597,Sun 8/30,Mauritius,355,335,10
2598,Sun 8/30,Mexico,595841,489724,64158
2599,Sun 8/30,Moldova,36700,25139,992
2600,Sun 8/30,Monaco,154,116,4
2601,Sun 8/30,Mongolia,301,295,0
2602,Sun 8/30,Montenegro,4790,3963,98
2603,Sun 8/30,Morocco,61399,46355,1111
2604,Sun 8/30,Mozambique,3821,2100,23
2605,Sun 8/30,Namibia,7365,2929,72
2606,Sun 8/30,Nepal,38561,20822,221
2607,Sun 8/30,Netherlands,72679,986,6252
2608,Sun 8/30,New Zealand,1738,1585,22
2609,Sun 8/30,Nicaragua,4494,2913,137
2610,Sun 8/30,Niger,1175,1085,69
2611,Sun 8/30,Nigeria,53865,41513,1013
2612,Sun 8/30,North Macedonia,14330,11062,600
2613,Sun 8/30,Norway,10643,9348,264
2614,Sun 8/30,Oman,85544,80459,677
2615,Sun 8/30,Pakistan,295636,280547,6288
2616,Sun 8/30,Panama,92065,65747,1995
2617,Sun 8/30,Papua New Guinea,459,232,5
2618,Sun 8/30,Paraguay,17105,9146,308
2619,Sun 8/30,Peru,639435,446675,28607
2620,Sun 8/30,Philippines,217396,157403,3520
2621,Sun 8/30,Poland,66870,46192,2033
2622,Sun 8/30,Portugal,57768,41885,1819
2623,Sun 8/30,Qatar,118575,115430,197
2624,Sun 8/30,Romania,86785,37665,3578
2625,Sun 8/30,Russia,987470,804941,17045
2626,Sun 8/30,Rwanda,4020,1918,16
2627,Sun 8/30,Saint Kitts and Nevis,17,17,0
2628,Sun 8/30,Saint Lucia,26,25,0
2629,Sun 8/30,Saint Vincent and the Grenadines,60,57,0
2630,Sun 8/30,San Marino,710,658,42
2631,Sun 8/30,Sao Tome and Principe,896,851,15
2632,Sun 8/30,Saudi Arabia,314821,289667,3870
2633,Sun 8/30,Senegal,13556,9388,284
2634,Sun 8/30,Serbia,31365,0,711
2635,Sun 8/30,Seychelles,136,127,0
2636,Sun 8/30,Sierra Leone,2022,1594,70
2637,Sun 8/30,Singapore,56771,55586,27
2638,Sun 8/30,Slovakia,3876,2278,33
2639,Sun 8/30,Slovenia,2865,2283,133
2640,Sun 8/30,Solomon Islands,0,0,0
2641,Sun 8/30,Somalia,3310,2481,98
2642,Sun 8/30,South Africa,625056,538604,14028
2643,Sun 8/30,South Sudan,2519,1290,47
2644,Sun 8/30,Spain,439286,150376,29011
2645,Sun 8/30,Sri Lanka,3012,2860,12
2646,Sun 8/30,Sudan,13189,6612,823
2647,Sun 8/30,Suriname,4009,3073,67
2648,Sun 8/30,Sweden,83958,0,5821
2649,Sun 8/30,Switzerland,42014,35800,2005
2650,Sun 8/30,Syria,2703,614,109
2651,Sun 8/30,Taiwan*,488,462,7
2652,Sun 8/30,Tajikistan,8516,7309,68
2653,Sun 8/30,Tanzania,509,183,21
2654,Sun 8/30,Thailand,3411,3252,58
2655,Sun 8/30,Timor-Leste,27,25,0
2656,Sun 8/30,Togo,1396,996,27
2657,Sun 8/30,Trinidad and Tobago,1683,672,21
2658,Sun 8/30,Tunisia,3685,1562,76
2659,Sun 8/30,Turkey,268546,243839,6326
2660,Sun 8/30,US,5981164,2153939,183089
2661,Sun 8/30,Uganda,2928,1288,30
2662,Sun 8/30,Ukraine,121930,58775,2575
2663,Sun 8/30,United Arab Emirates,69690,60600,382
2664,Sun 8/30,United Kingdom,336668,1624,41586
2665,Sun 8/30,Uruguay,1585,1378,44
2666,Sun 8/30,Uzbekistan,41424,38655,313
2667,Sun 8/30,Vanuatu,0,0,0
2668,Sun 8/30,Venezuela,45868,37091,381
2669,Sun 8/30,Vietnam,1040,695,32
2670,Sun 8/30,West Bank and Gaza,22204,14787,152
2671,Sun 8/30,Western Sahara,10,8,1
2672,Sun 8/30,Yemen,1953,1123,564
2673,Sun 8/30,Zambia,12025,11454,287
2674,Sun 8/30,Zimbabwe,6412,5061,196
2675,Sun 9/6,Afghanistan,38398,30537,1412
2676,Sun 9/6,Albania,10255,6106,316
2677,Sun 9/6,Algeria,46364,32745,1556
2678,Sun 9/6,Andorra,1215,928,53
2679,Sun 9/6,Angola,2965,1198,117
2680,Sun 9/6,Antigua and Barbuda,95,91,3
2681,Sun 9/6,Argentina,478792,349132,9859
2682,Sun 9/6,Armenia,44783,40089,897
2683,Sun 9/6,Australia,26321,22467,762
2684,Sun 9/6,Austria,29271,25043,736
2685,Sun 9/6,Azerbaijan,37329,34705,548
2686,Sun 9/6,Bahamas,2506,948,56
2687,Sun 9/6,Bahrain,55415,50946,199
2688,Sun 9/6,Bangladesh,325157,221275,4479
2689,Sun 9/6,Barbados,178,154,7
2690,Sun 9/6,Belarus,72859,71864,711
2691,Sun 9/6,Belgium,88367,18565,9907
2692,Sun 9/6,Belize,1194,287,15
2693,Sun 9/6,Benin,2213,1793,40
2694,Sun 9/6,Bhutan,228,150,0
2695,Sun 9/6,Bolivia,120769,71489,5398
2696,Sun 9/6,Bosnia and Herzegovina,21560,14709,655
2697,Sun 9/6,Botswana,2002,493,8
2698,Sun 9/6,Brazil,4137521,3522155,126650
2699,Sun 9/6,Brunei,145,139,3
2700,Sun 9/6,Bulgaria,17089,12157,676
2701,Sun 9/6,Burkina Faso,1452,1103,55
2702,Sun 9/6,Burma,1419,385,8
2703,Sun 9/6,Burundi,462,357,1
2704,Sun 9/6,Cabo Verde,4330,3628,42
2705,Sun 9/6,Cambodia,274,272,0
2706,Sun 9/6,Cameroon,19604,18448,415
2707,Sun 9/6,Canada,133890,118192,9194
2708,Sun 9/6,Central African Republic,4729,1818,62
2709,Sun 9/6,Chad,1039,918,79
2710,Sun 9/6,Chile,422510,394399,11592
2711,Sun 9/6,China,90058,84873,4730
2712,Sun 9/6,Colombia,666521,518229,21412
2713,Sun 9/6,Comoros,452,410,7
2714,Sun 9/6,Congo (Brazzaville),4628,1742,102
2715,Sun 9/6,Congo (Kinshasa),10210,9439,260
2716,Sun 9/6,Costa Rica,46920,18211,478
2717,Sun 9/6,Cote d'Ivoire,18588,17472,119
2718,Sun 9/6,Croatia,11964,9008,198
2719,Sun 9/6,Cuba,4309,3590,101
2720,Sun 9/6,Cyprus,1509,1237,21
2721,Sun 9/6,Czechia,28156,19053,436
2722,Sun 9/6,Denmark,18310,16153,627
2723,Sun 9/6,Diamond Princess,712,651,13
2724,Sun 9/6,Djibouti,5388,5327,61
2725,Sun 9/6,Dominica,22,18,0
2726,Sun 9/6,Dominican Republic,99333,72567,1845
2727,Sun 9/6,Ecuador,118045,102304,6724
2728,Sun 9/6,Egypt,99863,78108,5530
2729,Sun 9/6,El Salvador,26308,15815,759
2730,Sun 9/6,Equatorial Guinea,4972,4413,83
2731,Sun 9/6,Eritrea,330,295,0
2732,Sun 9/6,Estonia,2516,2170,64
2733,Sun 9/6,Eswatini,4853,3951,94
2734,Sun 9/6,Ethiopia,58672,21307,918
2735,Sun 9/6,Fiji,31,24,2
2736,Sun 9/6,Finland,8291,7350,336
2737,Sun 9/6,France,347268,87927,30730
2738,Sun 9/6,Gabon,8601,7424,53
2739,Sun 9/6,Gambia,3197,1315,99
2740,Sun 9/6,Georgia,1650,1310,19
2741,Sun 9/6,Germany,251728,224215,9330
2742,Sun 9/6,Ghana,44777,43693,283
2743,Sun 9/6,Greece,11524,6486,284
2744,Sun 9/6,Grenada,24,24,0
2745,Sun 9/6,Guatemala,77683,66131,2852
2746,Sun 9/6,Guinea,9798,8928,61
2747,Sun 9/6,Guinea-Bissau,2245,1127,38
2748,Sun 9/6,Guyana,1468,954,46
2749,Sun 9/6,Haiti,8360,5933,214
2750,Sun 9/6,Holy See,12,12,0
2751,Sun 9/6,Honduras,64764,13418,2007
2752,Sun 9/6,Hungary,8387,3958,624
2753,Sun 9/6,Iceland,2141,2050,10
2754,Sun 9/6,India,4204613,3250429,71642
2755,Sun 9/6,Indonesia,194109,138575,8025
2756,Sun 9/6,Iran,386658,333900,22293
2757,Sun 9/6,Iraq,260370,198560,7512
2758,Sun 9/6,Ireland,29672,23364,1777
2759,Sun 9/6,Israel,130644,102477,1019
2760,Sun 9/6,Italy,277634,210015,35541
2761,Sun 9/6,Jamaica,3103,958,33
2762,Sun 9/6,Japan,71918,61730,1366
2763,Sun 9/6,Jordan,2411,1756,16
2764,Sun 9/6,Kazakhstan,106361,99654,1588
2765,Sun 9/6,Kenya,35103,21230,597
2766,Sun 9/6,"Korea, South",21296,16297,336
2767,Sun 9/6,Kosovo,14119,10546,563
2768,Sun 9/6,Kuwait,89582,80521,544
2769,Sun 9/6,Kyrgyzstan,44403,39826,1060
2770,Sun 9/6,Laos,22,21,0
2771,Sun 9/6,Latvia,1428,1187,35
2772,Sun 9/6,Lebanon,20426,6139,191
2773,Sun 9/6,Lesotho,1148,528,31
2774,Sun 9/6,Liberia,1307,1182,82
2775,Sun 9/6,Libya,17749,2081,285
2776,Sun 9/6,Liechtenstein,107,97,1
2777,Sun 9/6,Lithuania,3083,1954,86
2778,Sun 9/6,Luxembourg,6950,6126,124
2779,Sun 9/6,MS Zaandam,9,0,2
2780,Sun 9/6,Madagascar,15319,14139,200
2781,Sun 9/6,Malawi,5614,3551,175
2782,Sun 9/6,Malaysia,9397,9115,128
2783,Sun 9/6,Maldives,8584,5936,29
2784,Sun 9/6,Mali,2842,2238,127
2785,Sun 9/6,Malta,2039,1627,14
2786,Sun 9/6,Marshall Islands,0,0,0
2787,Sun 9/6,Mauritania,7142,6669,160
2788,Sun 9/6,Mauritius,356,335,10
2789,Sun 9/6,Mexico,634023,524669,67558
2790,Sun 9/6,Moldova,39797,27799,1063
2791,Sun 9/6,Monaco,147,102,1
2792,Sun 9/6,Mongolia,310,296,0
2793,Sun 9/6,Montenegro,5553,4231,108
2794,Sun 9/6,Morocco,72394,55274,1361
2795,Sun 9/6,Mozambique,4444,2615,27
2796,Sun 9/6,Namibia,8685,3786,89
2797,Sun 9/6,Nepal,46257,28941,289
2798,Sun 9/6,Netherlands,77857,1560,6277
2799,Sun 9/6,New Zealand,1776,1634,24
2800,Sun 9/6,Nicaragua,4668,2913,141
2801,Sun 9/6,Niger,1177,1091,69
2802,Sun 9/6,Nigeria,55005,43013,1057
2803,Sun 9/6,North Macedonia,15090,12235,617
2804,Sun 9/6,Norway,11388,9348,264
2805,Sun 9/6,Oman,87072,82406,728
2806,Sun 9/6,Pakistan,298903,286016,6345
2807,Sun 9/6,Panama,97043,69661,2086
2808,Sun 9/6,Papua New Guinea,497,232,5
2809,Sun 9/6,Paraguay,22486,11133,435
2810,Sun 9/6,Peru,683702,506422,29687
2811,Sun 9/6,Philippines,237365,184687,3875
2812,Sun 9/6,Poland,70824,54256,2120
2813,Sun 9/6,Portugal,60258,42953,1840
2814,Sun 9/6,Qatar,120095,116998,203
2815,Sun 9/6,Romania,95014,40307,3893
2816,Sun 9/6,Russia,1022228,838680,17768
2817,Sun 9/6,Rwanda,4374,2235,19
2818,Sun 9/6,Saint Kitts and Nevis,17,17,0
2819,Sun 9/6,Saint Lucia,26,26,0
2820,Sun 9/6,Saint Vincent and the Grenadines,61,58,0
2821,Sun 9/6,San Marino,716,660,42
2822,Sun 9/6,Sao Tome and Principe,898,859,15
2823,Sun 9/6,Saudi Arabia,320688,296737,4081
2824,Sun 9/6,Senegal,13987,9922,290
2825,Sun 9/6,Serbia,31905,0,724
2826,Sun 9/6,Seychelles,136,127,0
2827,Sun 9/6,Sierra Leone,2054,1611,71
2828,Sun 9/6,Singapore,57022,56333,27
2829,Sun 9/6,Slovakia,4614,2802,37
2830,Sun 9/6,Slovenia,3165,2483,135
2831,Sun 9/6,Solomon Islands,0,0,0
2832,Sun 9/6,Somalia,3362,2696,97
2833,Sun 9/6,South Africa,638517,563891,14889
2834,Sun 9/6,South Sudan,2544,1290,48
2835,Sun 9/6,Spain,498989,150376,29418
2836,Sun 9/6,Sri Lanka,3123,2925,12
2837,Sun 9/6,Sudan,13437,6730,833
2838,Sun 9/6,Suriname,4346,3494,85
2839,Sun 9/6,Sweden,84985,0,5835
2840,Sun 9/6,Switzerland,44401,37100,2013
2841,Sun 9/6,Syria,3171,730,134
2842,Sun 9/6,Taiwan*,493,473,7
2843,Sun 9/6,Tajikistan,8792,7581,70
2844,Sun 9/6,Tanzania,509,183,21
2845,Sun 9/6,Thailand,3445,3281,58
2846,Sun 9/6,Timor-Leste,27,25,0
2847,Sun 9/6,Togo,1488,1106,32
2848,Sun 9/6,Trinidad and Tobago,2250,724,34
2849,Sun 9/6,Tunisia,5041,1752,93
2850,Sun 9/6,Turkey,279806,251105,6673
2851,Sun 9/6,US,6267558,2315995,189019
2852,Sun 9/6,Uganda,3667,1564,41
2853,Sun 9/6,Ukraine,139171,64496,2898
2854,Sun 9/6,United Arab Emirates,73984,66095,388
2855,Sun 9/6,United Kingdom,349500,1824,41640
2856,Sun 9/6,Uruguay,1679,1459,45
2857,Sun 9/6,Uzbekistan,43587,41225,347
2858,Sun 9/6,Vanuatu,0,0,0
2859,Sun 9/6,Venezuela,53289,42006,428
2860,Sun 9/6,Vietnam,1049,815,35
2861,Sun 9/6,West Bank and Gaza,26127,16843,181
2862,Sun 9/6,Western Sahara,10,8,1
2863,Sun 9/6,Yemen,1987,1200,572
2864,Sun 9/6,Zambia,12776,11674,295
2865,Sun 9/6,Zimbabwe,6837,5345,206
2866,Sun 9/13,Afghanistan,38716,31638,1420
2867,Sun 9/13,Albania,11353,6569,334
2868,Sun 9/13,Algeria,48254,34037,1612
2869,Sun 9/13,Andorra,1344,943,53
2870,Sun 9/13,Angola,3388,1301,134
2871,Sun 9/13,Antigua and Barbuda,95,91,3
2872,Sun 9/13,Argentina,555537,419513,11352
2873,Sun 9/13,Armenia,45862,41659,916
2874,Sun 9/13,Australia,26692,23465,816
2875,Sun 9/13,Austria,33159,26760,756
2876,Sun 9/13,Azerbaijan,38327,35756,562
2877,Sun 9/13,Bahamas,2928,1319,67
2878,Sun 9/13,Bahrain,60307,53681,212
2879,Sun 9/13,Bangladesh,337520,240643,4733
2880,Sun 9/13,Barbados,181,164,7
2881,Sun 9/13,Belarus,74173,72584,750
2882,Sun 9/13,Belgium,93455,18723,9925
2883,Sun 9/13,Belize,1480,492,19
2884,Sun 9/13,Benin,2267,1942,40
2885,Sun 9/13,Bhutan,245,161,0
2886,Sun 9/13,Bolivia,126791,84286,7344
2887,Sun 9/13,Bosnia and Herzegovina,23465,16038,696
2888,Sun 9/13,Botswana,2252,546,10
2889,Sun 9/13,Brazil,4330455,3723206,131625
2890,Sun 9/13,Brunei,145,139,3
2891,Sun 9/13,Bulgaria,17918,12767,720
2892,Sun 9/13,Burkina Faso,1707,1135,56
2893,Sun 9/13,Burma,3015,699,24
2894,Sun 9/13,Burundi,472,374,1
2895,Sun 9/13,Cabo Verde,4813,4119,44
2896,Sun 9/13,Cambodia,275,274,0
2897,Sun 9/13,Cameroon,20167,18837,415
2898,Sun 9/13,Canada,138640,122266,9220
2899,Sun 9/13,Central African Republic,4749,1825,62
2900,Sun 9/13,Chad,1084,938,80
2901,Sun 9/13,Chile,434748,406326,11949
2902,Sun 9/13,China,90197,85086,4734
2903,Sun 9/13,Colombia,716319,599385,22924
2904,Sun 9/13,Comoros,456,415,7
2905,Sun 9/13,Congo (Brazzaville),4928,3887,88
2906,Sun 9/13,Congo (Kinshasa),10390,9756,264
2907,Sun 9/13,Costa Rica,55454,20928,590
2908,Sun 9/13,Cote d'Ivoire,19013,18112,120
2909,Sun 9/13,Croatia,13533,10899,224
2910,Sun 9/13,Cuba,4684,3930,108
2911,Sun 9/13,Cyprus,1526,1281,22
2912,Sun 9/13,Czechia,36188,21294,456
2913,Sun 9/13,Denmark,20327,16757,631
2914,Sun 9/13,Diamond Princess,712,651,13
2915,Sun 9/13,Djibouti,5395,5330,61
2916,Sun 9/13,Dominica,24,18,0
2917,Sun 9/13,Dominican Republic,103660,77182,1968
2918,Sun 9/13,Ecuador,118594,97063,10903
2919,Sun 9/13,Egypt,101009,84161,5648
2920,Sun 9/13,El Salvador,26928,18397,785
2921,Sun 9/13,Equatorial Guinea,4996,4490,83
2922,Sun 9/13,Eritrea,361,304,0
2923,Sun 9/13,Estonia,2676,2256,64
2924,Sun 9/13,Eswatini,5075,4229,98
2925,Sun 9/13,Ethiopia,64301,24983,1013
2926,Sun 9/13,Fiji,32,24,2
2927,Sun 9/13,Finland,8580,7500,337
2928,Sun 9/13,France,402893,90445,30903
2929,Sun 9/13,Gabon,8643,7706,53
2930,Sun 9/13,Gambia,3405,1723,103
2931,Sun 9/13,Georgia,2227,1369,19
2932,Sun 9/13,Germany,261737,232541,9354
2933,Sun 9/13,Ghana,45434,44342,286
2934,Sun 9/13,Greece,13240,7262,305
2935,Sun 9/13,Grenada,24,24,0
2936,Sun 9/13,Guatemala,81909,70927,2957
2937,Sun 9/13,Guinea,10045,9292,63
2938,Sun 9/13,Guinea-Bissau,2275,1127,39
2939,Sun 9/13,Guyana,1853,1215,56
2940,Sun 9/13,Haiti,8493,6120,219
2941,Sun 9/13,Holy See,12,12,0
2942,Sun 9/13,Honduras,67789,17873,2079
2943,Sun 9/13,Hungary,12309,4069,637
2944,Sun 9/13,Iceland,2165,2092,10
2945,Sun 9/13,India,4846427,3780107,79722
2946,Sun 9/13,Indonesia,218382,155010,8723
2947,Sun 9/13,Iran,402029,346242,23157
2948,Sun 9/13,Iraq,290309,224705,8014
2949,Sun 9/13,Ireland,30985,23364,1784
2950,Sun 9/13,Israel,155604,114998,1119
2951,Sun 9/13,Italy,287753,213634,35610
2952,Sun 9/13,Jamaica,3771,1149,42
2953,Sun 9/13,Japan,75646,66524,1448
2954,Sun 9/13,Jordan,3314,2206,24
2955,Sun 9/13,Kazakhstan,106855,100627,1634
2956,Sun 9/13,Kenya,36157,23067,622
2957,Sun 9/13,"Korea, South",22285,18489,363
2958,Sun 9/13,Kosovo,14637,11435,596
2959,Sun 9/13,Kuwait,94764,84995,560
2960,Sun 9/13,Kyrgyzstan,44881,40922,1063
2961,Sun 9/13,Laos,23,21,0
2962,Sun 9/13,Latvia,1474,1248,35
2963,Sun 9/13,Lebanon,24310,8334,241
2964,Sun 9/13,Lesotho,1245,528,33
2965,Sun 9/13,Liberia,1319,1210,82
2966,Sun 9/13,Libya,22781,12183,362
2967,Sun 9/13,Liechtenstein,111,105,1
2968,Sun 9/13,Lithuania,3335,2070,87
2969,Sun 9/13,Luxembourg,7159,6421,124
2970,Sun 9/13,MS Zaandam,9,0,2
2971,Sun 9/13,Madagascar,15757,14368,211
2972,Sun 9/13,Malawi,5690,3731,177
2973,Sun 9/13,Malaysia,9915,9196,128
2974,Sun 9/13,Maldives,9173,7326,32
2975,Sun 9/13,Mali,2924,2285,128
2976,Sun 9/13,Malta,2352,1872,15
2977,Sun 9/13,Marshall Islands,0,0,0
2978,Sun 9/13,Mauritania,7276,6825,161
2979,Sun 9/13,Mauritius,361,335,10
2980,Sun 9/13,Mexico,668381,557381,70821
2981,Sun 9/13,Moldova,42978,30437,1123
2982,Sun 9/13,Monaco,171,128,1
2983,Sun 9/13,Mongolia,311,300,0
2984,Sun 9/13,Montenegro,6712,4507,120
2985,Sun 9/13,Morocco,86686,67528,1578
2986,Sun 9/13,Mozambique,5269,2960,35
2987,Sun 9/13,Namibia,9719,6543,101
2988,Sun 9/13,Nepal,54159,38697,345
2989,Sun 9/13,Netherlands,85876,2036,6292
2990,Sun 9/13,New Zealand,1798,1678,24
2991,Sun 9/13,Nicaragua,4818,2913,144
2992,Sun 9/13,Niger,1180,1104,69
2993,Sun 9/13,Nigeria,56256,44152,1082
2994,Sun 9/13,North Macedonia,15791,13184,648
2995,Sun 9/13,Norway,12154,10371,265
2996,Sun 9/13,Oman,89746,83771,780
2997,Sun 9/13,Pakistan,302020,289806,6383
2998,Sun 9/13,Panama,101745,74107,2166
2999,Sun 9/13,Papua New Guinea,510,232,6
3000,Sun 9/13,Paraguay,27817,14288,525
3001,Sun 9/13,Peru,722832,559321,30526
3002,Sun 9/13,Philippines,261216,207568,4371
3003,Sun 9/13,Poland,74152,60659,2188
3004,Sun 9/13,Portugal,63983,44069,1867
3005,Sun 9/13,Qatar,121740,118682,205
3006,Sun 9/13,Romania,103495,43025,4163
3007,Sun 9/13,Russia,1059024,873684,18517
3008,Sun 9/13,Rwanda,4591,2556,22
3009,Sun 9/13,Saint Kitts and Nevis,17,17,0
3010,Sun 9/13,Saint Lucia,27,26,0
3011,Sun 9/13,Saint Vincent and the Grenadines,64,61,0
3012,Sun 9/13,San Marino,722,662,42
3013,Sun 9/13,Sao Tome and Principe,906,870,15
3014,Sun 9/13,Saudi Arabia,325651,302870,4268
3015,Sun 9/13,Senegal,14280,10520,297
3016,Sun 9/13,Serbia,32408,0,733
3017,Sun 9/13,Seychelles,139,136,0
3018,Sun 9/13,Sierra Leone,2109,1636,72
3019,Sun 9/13,Singapore,57406,56764,27
3020,Sun 9/13,Slovakia,5532,3124,38
3021,Sun 9/13,Slovenia,3702,2730,135
3022,Sun 9/13,Solomon Islands,0,0,0
3023,Sun 9/13,Somalia,3389,2803,98
3024,Sun 9/13,South Africa,649793,577906,15447
3025,Sun 9/13,South Sudan,2578,1290,49
3026,Sun 9/13,Spain,566326,150376,29747
3027,Sun 9/13,Sri Lanka,3234,2996,12
3028,Sun 9/13,Sudan,13516,6757,835
3029,Sun 9/13,Suriname,4582,3850,93
3030,Sun 9/13,Sweden,86505,0,5846
3031,Sun 9/13,Switzerland,47179,38900,2021
3032,Sun 9/13,Syria,3540,842,155
3033,Sun 9/13,Taiwan*,498,475,7
3034,Sun 9/13,Tajikistan,9049,7816,72
3035,Sun 9/13,Tanzania,509,183,21
3036,Sun 9/13,Thailand,3475,3312,58
3037,Sun 9/13,Timor-Leste,27,25,0
3038,Sun 9/13,Togo,1572,1190,37
3039,Sun 9/13,Trinidad and Tobago,3042,772,53
3040,Sun 9/13,Tunisia,6635,1991,107
3041,Sun 9/13,Turkey,291162,258833,7056
3042,Sun 9/13,US,6510673,2451406,194139
3043,Sun 9/13,Uganda,4799,2256,55
3044,Sun 9/13,Ukraine,158122,71434,3239
3045,Sun 9/13,United Arab Emirates,79489,69451,399
3046,Sun 9/13,United Kingdom,370930,2146,41717
3047,Sun 9/13,Uruguay,1808,1513,45
3048,Sun 9/13,Uzbekistan,47287,43866,390
3049,Sun 9/13,Vanuatu,0,0,0
3050,Sun 9/13,Venezuela,60540,48644,485
3051,Sun 9/13,Vietnam,1063,918,35
3052,Sun 9/13,West Bank and Gaza,30574,20082,221
3053,Sun 9/13,Western Sahara,10,8,1
3054,Sun 9/13,Yemen,2011,1212,583
3055,Sun 9/13,Zambia,13539,12260,312
3056,Sun 9/13,Zimbabwe,7526,5678,224
3057,Sun 9/20,Afghanistan,39044,32576,1441
3058,Sun 9/20,Albania,12385,6940,362
3059,Sun 9/20,Algeria,49826,35047,1672
3060,Sun 9/20,Andorra,1564,1164,53
3061,Sun 9/20,Angola,3991,1445,152
3062,Sun 9/20,Antigua and Barbuda,96,92,3
3063,Sun 9/20,Argentina,631365,488231,13053
3064,Sun 9/20,Armenia,47431,42608,930
3065,Sun 9/20,Australia,26912,24063,851
3066,Sun 9/20,Austria,38095,29229,766
3067,Sun 9/20,Azerbaijan,39188,36755,575
3068,Sun 9/20,Bahamas,3315,1689,74
3069,Sun 9/20,Bahrain,65039,57950,221
3070,Sun 9/20,Bangladesh,348918,256565,4939
3071,Sun 9/20,Barbados,189,173,7
3072,Sun 9/20,Belarus,75674,73265,780
3073,Sun 9/20,Belgium,102295,18965,9948
3074,Sun 9/20,Belize,1627,918,21
3075,Sun 9/20,Benin,2280,1950,40
3076,Sun 9/20,Bhutan,261,192,0
3077,Sun 9/20,Bolivia,130676,89617,7617
3078,Sun 9/20,Bosnia and Herzegovina,25428,17878,763
3079,Sun 9/20,Botswana,2567,624,13
3080,Sun 9/20,Brazil,4544629,3963446,136895
3081,Sun 9/20,Brunei,145,142,3
3082,Sun 9/20,Bulgaria,18863,13580,761
3083,Sun 9/20,Burkina Faso,1846,1187,56
3084,Sun 9/20,Burma,5805,1260,94
3085,Sun 9/20,Burundi,473,462,1
3086,Sun 9/20,Cabo Verde,5257,4599,51
3087,Sun 9/20,Cambodia,275,274,0
3088,Sun 9/20,Cameroon,20431,19124,416
3089,Sun 9/20,Canada,145750,126592,9267
3090,Sun 9/20,Central African Republic,4786,1830,62
3091,Sun 9/20,Chad,1151,967,81
3092,Sun 9/20,Chile,446274,419746,12286
3093,Sun 9/20,China,90369,85239,4737
3094,Sun 9/20,Colombia,765076,633199,24208
3095,Sun 9/20,Comoros,470,450,7
3096,Sun 9/20,Congo (Brazzaville),4986,3887,89
3097,Sun 9/20,Congo (Kinshasa),10515,9930,271
3098,Sun 9/20,Costa Rica,63712,23552,706
3099,Sun 9/20,Cote d'Ivoire,19320,18460,120
3100,Sun 9/20,Croatia,14922,12536,248
3101,Sun 9/20,Cuba,5091,4412,115
3102,Sun 9/20,Cyprus,1600,1282,22
3103,Sun 9/20,Czechia,49290,24755,503
3104,Sun 9/20,Denmark,23353,17940,638
3105,Sun 9/20,Diamond Princess,712,651,13
3106,Sun 9/20,Djibouti,5403,5335,61
3107,Sun 9/20,Dominica,24,18,0
3108,Sun 9/20,Dominican Republic,108289,81668,2047
3109,Sun 9/20,Ecuador,126419,102852,11090
3110,Sun 9/20,Egypt,102015,89532,5770
3111,Sun 9/20,El Salvador,27553,21561,811
3112,Sun 9/20,Equatorial Guinea,5002,4509,83
3113,Sun 9/20,Eritrea,364,305,0
3114,Sun 9/20,Estonia,2924,2377,64
3115,Sun 9/20,Eswatini,5269,4624,104
3116,Sun 9/20,Ethiopia,68820,28314,1096
3117,Sun 9/20,Fiji,32,26,2
3118,Sun 9/20,Finland,8980,7700,339
3119,Sun 9/20,France,467614,93586,31257
3120,Sun 9/20,Gabon,8696,7848,53
3121,Sun 9/20,Gambia,3526,1992,108
3122,Sun 9/20,Georgia,3502,1494,19
3123,Sun 9/20,Germany,273965,241192,9390
3124,Sun 9/20,Ghana,46004,45153,297
3125,Sun 9/20,Greece,15142,8846,338
3126,Sun 9/20,Grenada,24,24,0
3127,Sun 9/20,Guatemala,85444,74859,3119
3128,Sun 9/20,Guinea,10325,9692,64
3129,Sun 9/20,Guinea-Bissau,2303,1127,39
3130,Sun 9/20,Guyana,2269,1339,64
3131,Sun 9/20,Haiti,8619,6363,221
3132,Sun 9/20,Holy See,12,12,0
3133,Sun 9/20,Honduras,71616,22065,2184
3134,Sun 9/20,Hungary,17990,4391,683
