id,Date,State,Total Confirmed Cases,Total Deaths
1303,Fri 9/18,Ohio,142596,4608
1304,Fri 9/18,Oklahoma,74567,939
1305,Fri 9/18,Oregon,30351,524
1306,Fri 9/18,Pennsylvania,153560,8006
1307,Fri 9/18,Puerto Rico,39684,599
1308,Fri 9/18,Rhode Island,23620,1088
1309,Fri 9/18,South Carolina,136318,3177
1310,Fri 9/18,South Dakota,18075,198
1311,Fri 9/18,Tennessee,177707,2173
1312,Fri 9/18,Texas,713652,15037
1313,Fri 9/18,Utah,61786,437
1314,Fri 9/18,Vermont,1706,58
1315,Fri 9/18,Virgin Islands,1257,19
1316,Fri 9/18,Virginia,138702,2949
1317,Fri 9/18,Washington,85583,2130
1318,Fri 9/18,West Virginia,13683,297
1319,Fri 9/18,Wisconsin,103211,1247
1320,Fri 9/18,Wyoming,4747,49
1321,Sat 9/19,Alabama,144164,2437
1322,Sat 9/19,Alaska,7613,42
1323,Sat 9/19,Arizona,213551,5471
1324,Sat 9/19,Arkansas,75160,1181
1325,Sat 9/19,California,785076,15023
1326,Sat 9/19,Colorado,64694,2022
1327,Sat 9/19,Connecticut,55527,4492
1328,Sat 9/19,Delaware,19449,621
1329,Sat 9/19,District of Columbia,14902,619
1330,Sat 9/19,Florida,681225,13286
1331,Sat 9/19,Georgia,288059,6450
1332,Sat 9/19,Guam,3043,35
1333,Sat 9/19,Hawaii,11457,119
1334,Sat 9/19,Idaho,37624,441
1335,Sat 9/19,Illinois,276057,8688
1336,Sat 9/19,Indiana,112982,3503
1337,Sat 9/19,Iowa,79785,1265
1338,Sat 9/19,Kansas,53420,596
1339,Sat 9/19,Kentucky,65068,1137
1340,Sat 9/19,Louisiana,161322,5340
1341,Sat 9/19,Maine,5035,139
1342,Sat 9/19,Maryland,120107,3876
1343,Sat 9/19,Massachusetts,127181,9295
1344,Sat 9/19,Michigan,128112,6970
1345,Sat 9/19,Minnesota,88773,2015
1346,Sat 9/19,Mississippi,93087,2809
1347,Sat 9/19,Missouri,113794,1905
1348,Sat 9/19,Montana,10193,156
1349,Sat 9/19,Nebraska,40797,457
1350,Sat 9/19,Nevada,75524,1528
1351,Sat 9/19,New Hampshire,7920,438
1352,Sat 9/19,New Jersey,201100,16064
1353,Sat 9/19,New Mexico,27512,847
1354,Sat 9/19,New York,453747,32679
1355,Sat 9/19,North Carolina,192751,3260
1356,Sat 9/19,North Dakota,17610,195
1357,Sat 9/19,Northern Mariana Islands,68,2
1358,Sat 9/19,Ohio,143547,4612
1359,Sat 9/19,Oklahoma,75804,943
1360,Sat 9/19,Oregon,30600,527
1361,Sat 9/19,Pennsylvania,154261,8028
1362,Sat 9/19,Puerto Rico,40993,605
1363,Sat 9/19,Rhode Island,23620,1088
1364,Sat 9/19,South Carolina,137240,3188
1365,Sat 9/19,South Dakota,18444,200
1366,Sat 9/19,Tennessee,179017,2193
1367,Sat 9/19,Texas,716914,15124
1368,Sat 9/19,Utah,62893,440
1369,Sat 9/19,Vermont,1710,58
1370,Sat 9/19,Virgin Islands,1257,19
1371,Sat 9/19,Virginia,139655,2990
1372,Sat 9/19,Washington,85886,2130
1373,Sat 9/19,West Virginia,13874,308
1374,Sat 9/19,Wisconsin,105609,1249
1375,Sat 9/19,Wyoming,4780,49
1376,Sun 9/20,Alabama,144962,2437
1377,Sun 9/20,Alaska,7704,42
1378,Sun 9/20,Arizona,214018,5480
1379,Sun 9/20,Arkansas,75723,1181
1380,Sun 9/20,California,788077,15018
1381,Sun 9/20,Colorado,65248,2023
1382,Sun 9/20,Connecticut,55527,4492
1383,Sun 9/20,Delaware,19566,621
1384,Sun 9/20,District of Columbia,14955,620
1385,Sun 9/20,Florida,683746,13295
1386,Sun 9/20,Georgia,289096,6453
1387,Sun 9/20,Guam,3043,35
1388,Sun 9/20,Hawaii,11534,119
1389,Sun 9/20,Idaho,37768,443
1390,Sun 9/20,Illinois,277373,8700
1391,Sun 9/20,Indiana,113728,3506
1392,Sun 9/20,Iowa,80410,1265
1393,Sun 9/20,Kansas,53433,597
1394,Sun 9/20,Kentucky,65413,1139
1395,Sun 9/20,Louisiana,162258,5366
1396,Sun 9/20,Maine,5079,139
1397,Sun 9/20,Maryland,120656,3879
1398,Sun 9/20,Massachusetts,127540,9310
1399,Sun 9/20,Michigan,128148,6971
1400,Sun 9/20,Minnesota,90069,2017
1401,Sun 9/20,Mississippi,93364,2810
1402,Sun 9/20,Missouri,115000,1896
1403,Sun 9/20,Montana,10325,157
1404,Sun 9/20,Nebraska,41083,457
1405,Sun 9/20,Nevada,75914,1532
1406,Sun 9/20,New Hampshire,7947,438
1407,Sun 9/20,New Jersey,201553,16067
1408,Sun 9/20,New Mexico,27579,849
1409,Sun 9/20,New York,454612,32686
1410,Sun 9/20,North Carolina,193978,3270
1411,Sun 9/20,North Dakota,17961,195
1412,Sun 9/20,Northern Mariana Islands,68,2
1413,Sun 9/20,Ohio,144309,4615
1414,Sun 9/20,Oklahoma,76807,946
1415,Sun 9/20,Oregon,30802,528
1416,Sun 9/20,Pennsylvania,154924,8049
1417,Sun 9/20,Puerto Rico,41838,608
1418,Sun 9/20,Rhode Island,23620,1088
1419,Sun 9/20,South Carolina,137708,3199
1420,Sun 9/20,South Dakota,18696,202
1421,Sun 9/20,Tennessee,180621,2195
1422,Sun 9/20,Texas,722460,15159
1423,Sun 9/20,Utah,63774,440
1424,Sun 9/20,Vermont,1715,58
1425,Sun 9/20,Virgin Islands,1269,19
1426,Sun 9/20,Virginia,140511,3015
1427,Sun 9/20,Washington,86169,2130
1428,Sun 9/20,West Virginia,14054,310
1429,Sun 9/20,Wisconsin,107343,1250
1430,Sun 9/20,Wyoming,4871,49
1431,Mon 9/21,Alabama,145780,2439
1432,Mon 9/21,Alaska,7775,42
1433,Mon 9/21,Arizona,214251,5482
1434,Mon 9/21,Arkansas,76364,1197
1435,Mon 9/21,California,792217,15069
1436,Mon 9/21,Colorado,65936,2031
1437,Mon 9/21,Connecticut,56024,4495
1438,Mon 9/21,Delaware,19667,627
1439,Mon 9/21,District of Columbia,14978,621
1440,Mon 9/21,Florida,685431,13316
1441,Mon 9/21,Georgia,289975,6455
1442,Mon 9/21,Guam,3116,36
1443,Mon 9/21,Hawaii,11590,119
1444,Mon 9/21,Idaho,38196,447
1445,Mon 9/21,Illinois,279032,8717
1446,Mon 9/21,Indiana,114251,3512
1447,Mon 9/21,Iowa,81006,1284
1448,Mon 9/21,Kansas,54956,604
1449,Mon 9/21,Kentucky,65905,1141
1450,Mon 9/21,Louisiana,162501,5375
1451,Mon 9/21,Maine,5106,140
1452,Mon 9/21,Maryland,121068,3883
1453,Mon 9/21,Massachusetts,127796,9317
1454,Mon 9/21,Michigan,129655,6982
1455,Mon 9/21,Minnesota,90994,2021
1456,Mon 9/21,Mississippi,93556,2810
1457,Mon 9/21,Missouri,116814,1936
1458,Mon 9/21,Montana,10509,160
1459,Mon 9/21,Nebraska,41388,464
1460,Mon 9/21,Nevada,76119,1531
1461,Mon 9/21,New Hampshire,7952,438
1462,Mon 9/21,New Jersey,201945,16069
1463,Mon 9/21,New Mexico,27683,851
1464,Mon 9/21,New York,455187,32691
1465,Mon 9/21,North Carolina,195093,3283
1466,Mon 9/21,North Dakota,18247,196
1467,Mon 9/21,Northern Mariana Islands,69,2
1468,Mon 9/21,Ohio,145165,4623
1469,Mon 9/21,Oklahoma,77908,948
1470,Mon 9/21,Oregon,30999,532
1471,Mon 9/21,Pennsylvania,155729,8080
1472,Mon 9/21,Puerto Rico,42476,609
1473,Mon 9/21,Rhode Island,23932,1097
1474,Mon 9/21,South Carolina,138124,3212
1475,Mon 9/21,South Dakota,18869,202
1476,Mon 9/21,Tennessee,181725,2209
1477,Mon 9/21,Texas,744736,15212
1478,Mon 9/21,Utah,64404,441
1479,Mon 9/21,Vermont,1719,58
1480,Mon 9/21,Virgin Islands,1269,19
1481,Mon 9/21,Virginia,141138,3021
1482,Mon 9/21,Washington,86803,2137
1483,Mon 9/21,West Virginia,14171,312
1484,Mon 9/21,Wisconsin,108656,1253
1485,Mon 9/21,Wyoming,4944,49
1486,Tue 9/22,Alabama,146584,2457
1487,Tue 9/22,Alaska,7821,42
1488,Tue 9/22,Arizona,214846,5501
1489,Tue 9/22,Arkansas,76981,1209
1490,Tue 9/22,California,795077,15209
1491,Tue 9/22,Colorado,66552,2034
1492,Tue 9/22,Connecticut,56160,4496
1493,Tue 9/22,Delaware,19761,628
1494,Tue 9/22,District of Columbia,15021,621
1495,Tue 9/22,Florida,687901,13415
1496,Tue 9/22,Georgia,290930,6524
1497,Tue 9/22,Guam,3159,38
1498,Tue 9/22,Hawaii,11653,119
1499,Tue 9/22,Idaho,38676,452
1500,Tue 9/22,Illinois,280511,8741
1501,Tue 9/22,Indiana,114864,3520
1502,Tue 9/22,Iowa,81674,1293
1503,Tue 9/22,Kansas,55237,618
1504,Tue 9/22,Kentucky,66624,1148
1505,Tue 9/22,Louisiana,163253,5386
1506,Tue 9/22,Maine,5146,140
1507,Tue 9/22,Maryland,121409,3895
1508,Tue 9/22,Massachusetts,127969,9328
1509,Tue 9/22,Michigan,130406,6998
1510,Tue 9/22,Minnesota,91474,2031
1511,Tue 9/22,Mississippi,94021,2846
1512,Tue 9/22,Missouri,118574,1974
1513,Tue 9/22,Montana,10792,163
1514,Tue 9/22,Nebraska,41828,473
1515,Tue 9/22,Nevada,76376,1546
1516,Tue 9/22,New Hampshire,7990,438
1517,Tue 9/22,New Jersey,202371,16076
1518,Tue 9/22,New Mexico,27790,854
1519,Tue 9/22,New York,455938,32690
1520,Tue 9/22,North Carolina,196258,3320
1521,Tue 9/22,North Dakota,18511,199
1522,Tue 9/22,Northern Mariana Islands,69,2
1523,Tue 9/22,Ohio,145850,4635
1524,Tue 9/22,Oklahoma,79072,962
1525,Tue 9/22,Oregon,31323,535
1526,Tue 9/22,Pennsylvania,156512,8099
1527,Tue 9/22,Puerto Rico,42596,613
1528,Tue 9/22,Rhode Island,24044,1099
1529,Tue 9/22,South Carolina,140789,3243
1530,Tue 9/22,South Dakota,19189,202
1531,Tue 9/22,Tennessee,182546,2236
1532,Tue 9/22,Texas,749069,15322
1533,Tue 9/22,Utah,65058,443
1534,Tue 9/22,Vermont,1721,58
1535,Tue 9/22,Virgin Islands,1278,19
1536,Tue 9/22,Virginia,142010,3060
1537,Tue 9/22,Washington,87233,2163
1538,Tue 9/22,West Virginia,14384,317
1539,Tue 9/22,Wisconsin,110393,1259
1540,Tue 9/22,Wyoming,5016,49
1541,Wed 9/23,Alabama,147153,2488
1542,Wed 9/23,Alaska,7875,42
1543,Wed 9/23,Arizona,215284,5526
1544,Wed 9/23,Arkansas,77963,1229
1545,Wed 9/23,California,798350,15313
1546,Wed 9/23,Colorado,67186,2038
1547,Wed 9/23,Connecticut,56315,4497
1548,Wed 9/23,Delaware,19830,629
1549,Wed 9/23,District of Columbia,15050,621
1550,Wed 9/23,Florida,690491,13617
1551,Wed 9/23,Georgia,292797,6620
1552,Wed 9/23,Guam,3204,38
1553,Wed 9/23,Hawaii,11820,121
1554,Wed 9/23,Idaho,39030,454
1555,Wed 9/23,Illinois,282331,8762
1556,Wed 9/23,Indiana,115578,3530
1557,Wed 9/23,Iowa,82956,1298
1558,Wed 9/23,Kansas,56355,629
1559,Wed 9/23,Kentucky,67590,1161
1560,Wed 9/23,Louisiana,163869,5407
1561,Wed 9/23,Maine,5171,140
1562,Wed 9/23,Maryland,121793,3902
1563,Wed 9/23,Massachusetts,128512,9347
1564,Wed 9/23,Michigan,131292,7013
1565,Wed 9/23,Minnesota,92152,2037
1566,Wed 9/23,Mississippi,94573,2870
1567,Wed 9/23,Missouri,120124,2035
1568,Wed 9/23,Montana,11034,165
1569,Wed 9/23,Nebraska,42278,477
1570,Wed 9/23,Nevada,76907,1556
1571,Wed 9/23,New Hampshire,8007,438
1572,Wed 9/23,New Jersey,202779,16082
1573,Wed 9/23,New Mexico,27987,857
1574,Wed 9/23,New York,456604,32691
1575,Wed 9/23,North Carolina,197431,3345
1576,Wed 9/23,North Dakota,18984,206
1577,Wed 9/23,Northern Mariana Islands,69,2
1578,Wed 9/23,Ohio,146753,4687
1579,Wed 9/23,Oklahoma,80161,970
1580,Wed 9/23,Oregon,31513,538
1581,Wed 9/23,Pennsylvania,157373,8137
1582,Wed 9/23,Puerto Rico,42660,617
1583,Wed 9/23,Rhode Island,24177,1102
1584,Wed 9/23,South Carolina,141686,3262
1585,Wed 9/23,South Dakota,19634,202
1586,Wed 9/23,Tennessee,184068,2252
1587,Wed 9/23,Texas,753551,15455
1588,Wed 9/23,Utah,65948,444
1589,Wed 9/23,Vermont,1722,58
1590,Wed 9/23,Virgin Islands,1290,19
1591,Wed 9/23,Virginia,142590,3089
1592,Wed 9/23,Washington,88042,2175
1593,Wed 9/23,West Virginia,14504,319
1594,Wed 9/23,Wisconsin,112276,1269
1595,Wed 9/23,Wyoming,5169,50
1596,Thu 9/24,Alabama,148206,2506
1597,Thu 9/24,Alaska,8015,43
1598,Thu 9/24,Arizona,215852,5560
1599,Thu 9/24,Arkansas,79049,1246
1600,Thu 9/24,California,801671,15389
1601,Thu 9/24,Colorado,67745,2042
1602,Thu 9/24,Connecticut,56472,4499
1603,Thu 9/24,Delaware,19947,630
1604,Thu 9/24,District of Columbia,15106,621
1605,Thu 9/24,Florida,693032,13794
1606,Thu 9/24,Georgia,294334,6667
1607,Thu 9/24,Guam,3232,39
1608,Thu 9/24,Hawaii,11908,123
1609,Thu 9/24,Idaho,39547,458
1610,Thu 9/24,Illinois,284620,8793
1611,Thu 9/24,Indiana,116481,3548
1612,Thu 9/24,Iowa,83993,1303
1613,Thu 9/24,Kansas,56461,633
1614,Thu 9/24,Kentucky,68230,1166
1615,Thu 9/24,Louisiana,164446,5423
1616,Thu 9/24,Maine,5215,140
1617,Thu 9/24,Maryland,122293,3909
1618,Thu 9/24,Massachusetts,128993,9362
1619,Thu 9/24,Michigan,132400,7020
1620,Thu 9/24,Minnesota,93064,2040
1621,Thu 9/24,Mississippi,95310,2874
1622,Thu 9/24,Missouri,121485,2055
1623,Thu 9/24,Montana,11381,165
1624,Thu 9/24,Nebraska,42731,478
1625,Thu 9/24,Nevada,77338,1565
1626,Thu 9/24,New Hampshire,8044,438
1627,Thu 9/24,New Jersey,203343,16091
1628,Thu 9/24,New Mexico,28224,859
1629,Thu 9/24,New York,457557,32696
1630,Thu 9/24,North Carolina,199236,3380
1631,Thu 9/24,North Dakota,19454,215
1632,Thu 9/24,Northern Mariana Islands,69,2
1633,Thu 9/24,Ohio,147744,4715
1634,Thu 9/24,Oklahoma,81244,981
1635,Thu 9/24,Oregon,31869,540
1636,Thu 9/24,Pennsylvania,158221,8150
1637,Thu 9/24,Puerto Rico,43842,627
1638,Thu 9/24,Rhode Island,24311,1106
1639,Thu 9/24,South Carolina,142707,3279
1640,Thu 9/24,South Dakota,20097,210
1641,Thu 9/24,Tennessee,185121,2287
1642,Thu 9/24,Texas,758379,15587
1643,Thu 9/24,Utah,67167,444
1644,Thu 9/24,Vermont,1724,58
1645,Thu 9/24,Virgin Islands,1290,19
1646,Thu 9/24,Virginia,143492,3113
1647,Thu 9/24,Washington,88597,2175
1648,Thu 9/24,West Virginia,14706,325
1649,Thu 9/24,Wisconsin,114743,1275
1650,Thu 9/24,Wyoming,5305,50
1651,Fri 9/25,Alabama,150658,2491
1652,Fri 9/25,Alaska,8133,48
1653,Fri 9/25,Arizona,216367,5588
1654,Fri 9/25,Arkansas,79946,1266
1655,Fri 9/25,California,805733,15533
1656,Fri 9/25,Colorado,68506,2045
1657,Fri 9/25,Connecticut,56587,4501
1658,Fri 9/25,Delaware,20085,631
1659,Fri 9/25,District of Columbia,15163,623
1660,Fri 9/25,Florida,695879,13914
1661,Fri 9/25,Georgia,296089,6717
1662,Fri 9/25,Guam,3255,40
1663,Fri 9/25,Hawaii,12039,126
1664,Fri 9/25,Idaho,40228,458
1665,Fri 9/25,Illinois,287375,8826
1666,Fri 9/25,Indiana,117656,3566
1667,Fri 9/25,Iowa,85031,1312
1668,Fri 9/25,Kansas,57852,634
1669,Fri 9/25,Kentucky,69150,1179
1670,Fri 9/25,Louisiana,165152,5444
1671,Fri 9/25,Maine,5235,140
1672,Fri 9/25,Maryland,122850,3917
1673,Fri 9/25,Massachusetts,129481,9373
1674,Fri 9/25,Michigan,133443,7028
1675,Fri 9/25,Minnesota,94241,2046
1676,Fri 9/25,Mississippi,96032,2894
1677,Fri 9/25,Missouri,123544,2075
1678,Fri 9/25,Montana,11656,170
1679,Fri 9/25,Nebraska,43162,483
1680,Fri 9/25,Nevada,77930,1573
1681,Fri 9/25,New Hampshire,8085,438
1682,Fri 9/25,New Jersey,203891,16097
1683,Fri 9/25,New Mexico,28487,865
1684,Fri 9/25,New York,458466,32708
1685,Fri 9/25,North Carolina,204658,3427
1686,Fri 9/25,North Dakota,19888,222
1687,Fri 9/25,Northern Mariana Islands,69,2
1688,Fri 9/25,Ohio,148894,4734
1689,Fri 9/25,Oklahoma,82520,993
1690,Fri 9/25,Oregon,32328,545
1691,Fri 9/25,Pennsylvania,159051,8157
1692,Fri 9/25,Puerto Rico,44905,635
1693,Fri 9/25,Rhode Island,24181,1107
1694,Fri 9/25,South Carolina,143902,3297
1695,Fri 9/25,South Dakota,20554,216
1696,Fri 9/25,Tennessee,186769,2326
1697,Fri 9/25,Texas,761644,15637
1698,Fri 9/25,Utah,68537,448
1699,Fri 9/25,Vermont,1731,58
1700,Fri 9/25,Virgin Islands,1296,19
1701,Fri 9/25,Virginia,144433,3136
1702,Fri 9/25,Washington,89149,2193
1703,Fri 9/25,West Virginia,14953,330
1704,Fri 9/25,Wisconsin,117355,1285
1705,Fri 9/25,Wyoming,5420,50
1706,Sat 9/26,Alabama,151591,2501
1707,Sat 9/26,Alaska,8244,48
1708,Sat 9/26,Arizona,216826,5623
1709,Sat 9/26,Arkansas,80755,1285
1710,Sat 9/26,California,809214,15588
1711,Sat 9/26,Colorado,68973,2047
1712,Sat 9/26,Connecticut,56587,4501
1713,Sat 9/26,Delaware,20156,633
1714,Sat 9/26,District of Columbia,15215,624
1715,Sat 9/26,Florida,698674,14021
1716,Sat 9/26,Georgia,297553,6758
1717,Sat 9/26,Guam,3255,40
1718,Sat 9/26,Hawaii,12166,130
1719,Sat 9/26,Idaho,40411,460
1720,Sat 9/26,Illinois,289683,8847
1721,Sat 9/26,Indiana,118819,3577
1722,Sat 9/26,Iowa,85908,1314
1723,Sat 9/26,Kansas,57852,634
1724,Sat 9/26,Kentucky,70038,1185
1725,Sat 9/26,Louisiana,165152,5444
1726,Sat 9/26,Maine,5260,140
1727,Sat 9/26,Maryland,123328,3925
1728,Sat 9/26,Massachusetts,130050,9391
1729,Sat 9/26,Michigan,134372,7044
1730,Sat 9/26,Minnesota,95711,2056
1731,Sat 9/26,Mississippi,96677,2911
1732,Sat 9/26,Missouri,124939,2118
1733,Sat 9/26,Montana,11943,171
1734,Sat 9/26,Nebraska,43596,484
1735,Sat 9/26,Nevada,78464,1583
1736,Sat 9/26,New Hampshire,8121,439
1737,Sat 9/26,New Jersey,204641,16103
1738,Sat 9/26,New Mexico,28692,870
1739,Sat 9/26,New York,459472,32713
1740,Sat 9/26,North Carolina,206241,3458
1741,Sat 9/26,North Dakota,20383,230
1742,Sat 9/26,Northern Mariana Islands,69,2
1743,Sat 9/26,Ohio,150009,4740
1744,Sat 9/26,Oklahoma,83510,1004
1745,Sat 9/26,Oregon,32581,549
1746,Sat 9/26,Pennsylvania,159937,8177
1747,Sat 9/26,Puerto Rico,45413,642
1748,Sat 9/26,Rhode Island,24181,1107
1749,Sat 9/26,South Carolina,145273,3323
1750,Sat 9/26,South Dakota,21133,218
1751,Sat 9/26,Tennessee,188205,2347
1752,Sat 9/26,Texas,764642,15792
1753,Sat 9/26,Utah,69556,448
1754,Sat 9/26,Vermont,1739,58
1755,Sat 9/26,Virgin Islands,1317,19
1756,Sat 9/26,Virginia,145408,3144
1757,Sat 9/26,Washington,89514,2196
1758,Sat 9/26,West Virginia,15158,332
1759,Sat 9/26,Wisconsin,120249,1291
1760,Sat 9/26,Wyoming,5465,50
1761,Sun 9/27,Alabama,152321,2502
1762,Sun 9/27,Alaska,8359,52
1763,Sun 9/27,Arizona,217237,5623
1764,Sun 9/27,Arkansas,81242,1308
1765,Sun 9/27,California,811698,15608
1766,Sun 9/27,Colorado,69472,2048
1767,Sun 9/27,Connecticut,56587,4501
1768,Sun 9/27,Delaware,20260,633
1769,Sun 9/27,District of Columbia,15250,624
1770,Sun 9/27,Florida,700556,14031
1771,Sun 9/27,Georgia,298321,6789
1772,Sun 9/27,Guam,3255,40
1773,Sun 9/27,Hawaii,12264,131
1774,Sun 9/27,Idaho,40501,460
1775,Sun 9/27,Illinois,291271,8859
1776,Sun 9/27,Indiana,119721,3580
1777,Sun 9/27,Iowa,86624,1316
1778,Sun 9/27,Kansas,57978,636
1779,Sun 9/27,Kentucky,70385,1189
1780,Sun 9/27,Louisiana,166075,5465
1781,Sun 9/27,Maine,5288,140
1782,Sun 9/27,Maryland,123895,3935
1783,Sun 9/27,Massachusetts,130642,9404
1784,Sun 9/27,Michigan,134409,7044
1785,Sun 9/27,Minnesota,96786,2060
1786,Sun 9/27,Mississippi,96859,2919
1787,Sun 9/27,Missouri,126115,2117
1788,Sun 9/27,Montana,12126,173
1789,Sun 9/27,Nebraska,44063,485
1790,Sun 9/27,Nevada,78820,1585
1791,Sun 9/27,New Hampshire,8172,439
1792,Sun 9/27,New Jersey,205339,16106
1793,Sun 9/27,New Mexico,28844,870
1794,Sun 9/27,New York,460340,32722
1795,Sun 9/27,North Carolina,207407,3460
1796,Sun 9/27,North Dakota,20727,234
1797,Sun 9/27,Northern Mariana Islands,69,2
1798,Sun 9/27,Ohio,150809,4741
1799,Sun 9/27,Oklahoma,84333,1006
1800,Sun 9/27,Oregon,32820,549
1801,Sun 9/27,Pennsylvania,160770,8180
1802,Sun 9/27,Puerto Rico,46304,644
1803,Sun 9/27,Rhode Island,24181,1107
1804,Sun 9/27,South Carolina,145887,3326
1805,Sun 9/27,South Dakota,21541,218
1806,Sun 9/27,Tennessee,190037,2350
1807,Sun 9/27,Texas,770539,15831
1808,Sun 9/27,Utah,70616,453
1809,Sun 9/27,Vermont,1742,58
1810,Sun 9/27,Virgin Islands,1317,19
1811,Sun 9/27,Virginia,146144,3159
1812,Sun 9/27,Washington,89822,2196
1813,Sun 9/27,West Virginia,15348,334
1814,Sun 9/27,Wisconsin,122498,1291
1815,Sun 9/27,Wyoming,5633,50
1816,Mon 9/28,Alabama,152983,2501
1817,Mon 9/28,Alaska,8477,52
1818,Mon 9/28,Arizona,217513,5624
1819,Mon 9/28,Arkansas,82049,1329
1820,Mon 9/28,California,814796,15641
1821,Mon 9/28,Colorado,69967,2052
1822,Mon 9/28,Connecticut,57147,4503
1823,Mon 9/28,Delaware,20389,634
1824,Mon 9/28,District of Columbia,15264,624
1825,Mon 9/28,Florida,701294,14036
1826,Mon 9/28,Georgia,298963,6803
1827,Mon 9/28,Guam,3255,40
1828,Mon 9/28,Hawaii,12351,131
1829,Mon 9/28,Idaho,41386,460
1830,Mon 9/28,Illinois,293169,8877
1831,Mon 9/28,Indiana,120581,3591
1832,Mon 9/28,Iowa,87256,1324
1833,Mon 9/28,Kansas,59793,641
1834,Mon 9/28,Kentucky,71003,1195
1835,Mon 9/28,Louisiana,166315,5480
1836,Mon 9/28,Maine,5300,140
1837,Mon 9/28,Maryland,124371,3938
1838,Mon 9/28,Massachusetts,131072,9415
1839,Mon 9/28,Michigan,135782,7052
1840,Mon 9/28,Minnesota,97690,2067
1841,Mon 9/28,Mississippi,97049,2921
1842,Mon 9/28,Missouri,127894,2132
1843,Mon 9/28,Montana,12538,174
1844,Mon 9/28,Nebraska,44578,487
1845,Mon 9/28,Nevada,79313,1586
1846,Mon 9/28,New Hampshire,8208,439
1847,Mon 9/28,New Jersey,205898,16107
1848,Mon 9/28,New Mexico,28985,873
1849,Mon 9/28,New York,461176,32737
1850,Mon 9/28,North Carolina,208497,3469
1851,Mon 9/28,North Dakota,20986,237
1852,Mon 9/28,Northern Mariana Islands,69,2
1853,Mon 9/28,Ohio,151802,4746
1854,Mon 9/28,Oklahoma,85194,1007
1855,Mon 9/28,Oregon,32995,549
1856,Mon 9/28,Pennsylvania,161642,8181
1857,Mon 9/28,Puerto Rico,47422,648
1858,Mon 9/28,Rhode Island,24424,1110
1859,Mon 9/28,South Carolina,146455,3337
1860,Mon 9/28,South Dakota,21738,218
1861,Mon 9/28,Tennessee,190991,2362
1862,Mon 9/28,Texas,773679,15898
1863,Mon 9/28,Utah,71442,453
1864,Mon 9/28,Vermont,1745,58
1865,Mon 9/28,Virgin Islands,1318,20
1866,Mon 9/28,Virginia,146593,3172
1867,Mon 9/28,Washington,90596,2199
1868,Mon 9/28,West Virginia,15512,337
1869,Mon 9/28,Wisconsin,124320,1293
1870,Mon 9/28,Wyoming,5754,50
1871,Tue 9/29,Alabama,153554,2517
1872,Tue 9/29,Alaska,8602,52
1873,Tue 9/29,Arizona,218185,5632
1874,Tue 9/29,Arkansas,82755,1350
1875,Tue 9/29,California,817939,15791
1876,Tue 9/29,Colorado,70458,2058
1877,Tue 9/29,Connecticut,57329,4505
1878,Tue 9/29,Delaware,20531,635
1879,Tue 9/29,District of Columbia,15300,626
1880,Tue 9/29,Florida,704560,14142
1881,Tue 9/29,Georgia,300019,6836
1882,Tue 9/29,Guam,3412,48
1883,Tue 9/29,Hawaii,12436,133
1884,Tue 9/29,Idaho,41854,466
1885,Tue 9/29,Illinois,294673,8901
1886,Tue 9/29,Indiana,121327,3612
1887,Tue 9/29,Iowa,88234,1341
1888,Tue 9/29,Kansas,59951,650
1889,Tue 9/29,Kentucky,71921,1205
1890,Tue 9/29,Louisiana,166848,5490
1891,Tue 9/29,Maine,5337,141
1892,Tue 9/29,Maryland,124805,3946
1893,Tue 9/29,Massachusetts,131584,9423
1894,Tue 9/29,Michigan,136899,7073
1895,Tue 9/29,Minnesota,98499,2072
1896,Tue 9/29,Mississippi,97638,2957
1897,Tue 9/29,Missouri,128816,2148
1898,Tue 9/29,Montana,12825,177
1899,Tue 9/29,Nebraska,45044,493
1900,Tue 9/29,Nevada,79691,1594
1901,Tue 9/29,New Hampshire,8233,439
1902,Tue 9/29,New Jersey,206354,16117
1903,Tue 9/29,New Mexico,29157,875
1904,Tue 9/29,New York,462364,32743
1905,Tue 9/29,North Carolina,209384,3511
1906,Tue 9/29,North Dakota,21404,242
1907,Tue 9/29,Northern Mariana Islands,69,2
1908,Tue 9/29,Ohio,152907,4783
1909,Tue 9/29,Oklahoma,86219,1018
1910,Tue 9/29,Oregon,33297,555
1911,Tue 9/29,Pennsylvania,163219,8196
1912,Tue 9/29,Puerto Rico,48467,654
1913,Tue 9/29,Rhode Island,24556,1113
1914,Tue 9/29,South Carolina,147634,3359
1915,Tue 9/29,South Dakota,21997,223
1916,Tue 9/29,Tennessee,191859,2393
1917,Tue 9/29,Texas,780543,15994
1918,Tue 9/29,Utah,72136,457
1919,Tue 9/29,Vermont,1749,58
1920,Tue 9/29,Virgin Islands,1318,20
1921,Tue 9/29,Virginia,147516,3187
1922,Tue 9/29,Washington,91011,2218
1923,Tue 9/29,West Virginia,15692,345
1924,Tue 9/29,Wisconsin,126744,1312
1925,Tue 9/29,Wyoming,5821,50
1926,Wed 9/30,Alabama,154701,2540
1927,Wed 9/30,Alaska,8707,52
1928,Wed 9/30,Arizona,218511,5654
1929,Wed 9/30,Arkansas,83697,1369
1930,Wed 9/30,California,821125,15898
1931,Wed 9/30,Colorado,71090,2061
1932,Wed 9/30,Connecticut,57550,4508
