id,Date,State,Total Confirmed Cases,Total Deaths
656,Sun 9/6,Virginia,126926,2678
657,Sun 9/6,Washington,80369,2043
658,Sun 9/6,West Virginia,11412,246
659,Sun 9/6,Wisconsin,86406,1177
660,Sun 9/6,Wyoming,4032,42
661,Mon 9/7,Alabama,132973,2276
662,Mon 9/7,Alaska,6637,39
663,Mon 9/7,Arizona,205971,5219
664,Mon 9/7,Arkansas,66280,908
665,Mon 9/7,California,742689,13763
666,Mon 9/7,Colorado,59823,1980
667,Mon 9/7,Connecticut,53365,4468
668,Mon 9/7,Delaware,18249,609
669,Mon 9/7,District of Columbia,14315,611
670,Mon 9/7,Florida,648261,11870
671,Mon 9/7,Georgia,267238,5907
672,Mon 9/7,Guam,2588,19
673,Mon 9/7,Hawaii,9933,85
674,Mon 9/7,Idaho,34153,387
675,Mon 9/7,Illinois,253649,8417
676,Mon 9/7,Indiana,102527,3368
677,Mon 9/7,Iowa,70537,1170
678,Mon 9/7,Kansas,47409,485
679,Mon 9/7,Kentucky,56545,1036
680,Mon 9/7,Louisiana,154073,5105
681,Mon 9/7,Maine,4701,134
682,Mon 9/7,Maryland,113378,3804
683,Mon 9/7,Massachusetts,122791,9133
684,Mon 9/7,Michigan,118388,6813
685,Mon 9/7,Minnesota,81277,1912
686,Mon 9/7,Mississippi,87130,2585
687,Mon 9/7,Missouri,95795,1739
688,Mon 9/7,Montana,8340,118
689,Mon 9/7,Nebraska,35975,415
690,Mon 9/7,Nevada,72048,1394
691,Mon 9/7,New Hampshire,7476,433
692,Mon 9/7,New Jersey,196173,15991
693,Mon 9/7,New Mexico,26144,807
694,Mon 9/7,New York,444751,32600
695,Mon 9/7,North Carolina,178212,2920
696,Mon 9/7,North Dakota,13805,160
697,Mon 9/7,Northern Mariana Islands,59,2
698,Mon 9/7,Ohio,131336,4276
699,Mon 9/7,Oklahoma,64220,853
700,Mon 9/7,Oregon,28191,487
701,Mon 9/7,Pennsylvania,144658,7855
702,Mon 9/7,Puerto Rico,35375,477
703,Mon 9/7,Rhode Island,22243,1055
704,Mon 9/7,South Carolina,125607,2907
705,Mon 9/7,South Dakota,15300,173
706,Mon 9/7,Tennessee,162531,1845
707,Mon 9/7,Texas,666209,13781
708,Mon 9/7,Utah,55052,424
709,Mon 9/7,Vermont,1651,58
710,Mon 9/7,Virgin Islands,1190,17
711,Mon 9/7,Virginia,127571,2684
712,Mon 9/7,Washington,80485,2043
713,Mon 9/7,West Virginia,11575,247
714,Mon 9/7,Wisconsin,86981,1177
715,Mon 9/7,Wyoming,4032,42
716,Tue 9/8,Alabama,133606,2277
717,Tue 9/8,Alaska,6670,39
718,Tue 9/8,Arizona,206048,5221
719,Tue 9/8,Arkansas,66757,917
720,Tue 9/8,California,746113,13843
721,Tue 9/8,Colorado,60003,1980
722,Tue 9/8,Connecticut,53782,4474
723,Tue 9/8,Delaware,18308,609
724,Tue 9/8,District of Columbia,14362,611
725,Tue 9/8,Florida,650084,11914
726,Tue 9/8,Georgia,268684,5931
727,Tue 9/8,Guam,2682,20
728,Tue 9/8,Hawaii,10130,87
729,Tue 9/8,Idaho,34461,390
730,Tue 9/8,Illinois,255229,8431
731,Tue 9/8,Indiana,102917,3380
732,Tue 9/8,Iowa,71018,1185
733,Tue 9/8,Kansas,47878,486
734,Tue 9/8,Kentucky,56877,1039
735,Tue 9/8,Louisiana,154329,5118
736,Tue 9/8,Maine,4713,134
737,Tue 9/8,Maryland,113734,3807
738,Tue 9/8,Massachusetts,122962,9141
739,Tue 9/8,Michigan,118984,6814
740,Tue 9/8,Minnesota,81660,1914
741,Tue 9/8,Mississippi,87379,2585
742,Tue 9/8,Missouri,97044,1746
743,Tue 9/8,Montana,8409,119
744,Tue 9/8,Nebraska,36477,418
745,Tue 9/8,Nevada,72165,1395
746,Tue 9/8,New Hampshire,7494,433
747,Tue 9/8,New Jersey,196450,15996
748,Tue 9/8,New Mexico,26181,807
749,Tue 9/8,New York,445308,32612
750,Tue 9/8,North Carolina,179150,2942
751,Tue 9/8,North Dakota,13876,160
752,Tue 9/8,Northern Mariana Islands,59,2
753,Tue 9/8,Ohio,131992,4298
754,Tue 9/8,Oklahoma,65053,854
755,Tue 9/8,Oregon,28355,492
756,Tue 9/8,Pennsylvania,145191,7862
757,Tue 9/8,Puerto Rico,35504,482
758,Tue 9/8,Rhode Island,22592,1059
759,Tue 9/8,South Carolina,125908,2912
760,Tue 9/8,South Dakota,15403,173
761,Tue 9/8,Tennessee,163180,1873
762,Tue 9/8,Texas,670427,13855
763,Tue 9/8,Utah,55424,426
764,Tue 9/8,Vermont,1654,58
765,Tue 9/8,Virgin Islands,1191,18
766,Tue 9/8,Virginia,128407,2686
767,Tue 9/8,Washington,81048,2045
768,Tue 9/8,West Virginia,11661,250
769,Tue 9/8,Wisconsin,87730,1179
770,Tue 9/8,Wyoming,4103,42
771,Wed 9/9,Alabama,134417,2285
772,Wed 9/9,Alaska,6735,39
773,Wed 9/9,Arizona,206548,5253
774,Wed 9/9,Arkansas,67255,928
775,Wed 9/9,California,749196,13990
776,Wed 9/9,Colorado,60291,1984
777,Wed 9/9,Connecticut,53871,4474
778,Wed 9/9,Delaware,18308,609
779,Wed 9/9,District of Columbia,14387,615
780,Wed 9/9,Florida,652140,12114
781,Wed 9/9,Georgia,270624,5987
782,Wed 9/9,Guam,2727,21
783,Wed 9/9,Hawaii,10228,90
784,Wed 9/9,Idaho,34707,406
785,Wed 9/9,Illinois,256614,8457
786,Wed 9/9,Indiana,103641,3397
787,Wed 9/9,Iowa,71594,1204
788,Wed 9/9,Kansas,48389,497
789,Wed 9/9,Kentucky,57518,1058
790,Wed 9/9,Louisiana,155890,5140
791,Wed 9/9,Maine,4734,134
792,Wed 9/9,Maryland,114070,3816
793,Wed 9/9,Massachusetts,123143,9146
794,Wed 9/9,Michigan,119952,6889
795,Wed 9/9,Minnesota,81920,1921
796,Wed 9/9,Mississippi,87805,2623
797,Wed 9/9,Missouri,98446,1755
798,Wed 9/9,Montana,8499,122
799,Wed 9/9,Nebraska,36917,434
800,Wed 9/9,Nevada,72317,1414
801,Wed 9/9,New Hampshire,7517,433
802,Wed 9/9,New Jersey,196779,16009
803,Wed 9/9,New Mexico,26268,813
804,Wed 9/9,New York,445881,32611
805,Wed 9/9,North Carolina,180061,2990
806,Wed 9/9,North Dakota,14114,161
807,Wed 9/9,Northern Mariana Islands,59,2
808,Wed 9/9,Ohio,132965,4324
809,Wed 9/9,Oklahoma,65929,863
810,Wed 9/9,Oregon,28474,499
811,Wed 9/9,Pennsylvania,146058,7882
812,Wed 9/9,Puerto Rico,35507,500
813,Wed 9/9,Rhode Island,22676,1062
814,Wed 9/9,South Carolina,126213,2942
815,Wed 9/9,South Dakota,15571,173
816,Wed 9/9,Tennessee,164032,1908
817,Wed 9/9,Texas,675149,13986
818,Wed 9/9,Utah,55730,428
819,Wed 9/9,Vermont,1656,58
820,Wed 9/9,Virgin Islands,1197,18
821,Wed 9/9,Virginia,129289,2697
822,Wed 9/9,Washington,81528,2066
823,Wed 9/9,West Virginia,11808,254
824,Wed 9/9,Wisconsin,88643,1193
825,Wed 9/9,Wyoming,4151,42
826,Thu 9/10,Alabama,135565,2301
827,Thu 9/10,Alaska,6860,39
828,Thu 9/10,Arizona,207002,5275
829,Thu 9/10,Arkansas,67803,940
830,Thu 9/10,California,753017,14094
831,Thu 9/10,Colorado,60576,1988
832,Thu 9/10,Connecticut,54093,4478
833,Thu 9/10,Delaware,18466,613
834,Thu 9/10,District of Columbia,14412,616
835,Thu 9/10,Florida,654723,12325
836,Thu 9/10,Georgia,272588,6062
837,Thu 9/10,Guam,2815,22
838,Thu 9/10,Hawaii,10397,93
839,Thu 9/10,Idaho,35027,407
840,Thu 9/10,Illinois,258573,8480
841,Thu 9/10,Indiana,104429,3410
842,Thu 9/10,Iowa,72548,1208
843,Thu 9/10,Kansas,48443,499
844,Thu 9/10,Kentucky,58452,1073
845,Thu 9/10,Louisiana,156354,5161
846,Thu 9/10,Maine,4760,134
847,Thu 9/10,Maryland,114574,3824
848,Thu 9/10,Massachusetts,123546,9166
849,Thu 9/10,Michigan,120896,6894
850,Thu 9/10,Minnesota,82301,1936
851,Thu 9/10,Mississippi,88322,2656
852,Thu 9/10,Missouri,99677,1773
853,Thu 9/10,Montana,8694,123
854,Thu 9/10,Nebraska,37373,440
855,Thu 9/10,Nevada,72620,1432
856,Thu 9/10,New Hampshire,7573,434
857,Thu 9/10,New Jersey,197203,16014
858,Thu 9/10,New Mexico,26429,816
859,Thu 9/10,New York,446637,32618
860,Thu 9/10,North Carolina,181335,3016
861,Thu 9/10,North Dakota,14446,163
862,Thu 9/10,Northern Mariana Islands,59,2
863,Thu 9/10,Ohio,134086,4354
864,Thu 9/10,Oklahoma,66700,876
865,Thu 9/10,Oregon,28661,501
866,Thu 9/10,Pennsylvania,146735,7894
867,Thu 9/10,Puerto Rico,36279,512
868,Thu 9/10,Rhode Island,22782,1067
869,Thu 9/10,South Carolina,126592,2975
870,Thu 9/10,South Dakota,15834,177
871,Thu 9/10,Tennessee,165911,1963
872,Thu 9/10,Texas,677888,13998
873,Thu 9/10,Utah,56182,431
874,Thu 9/10,Vermont,1661,58
875,Thu 9/10,Virgin Islands,1201,18
876,Thu 9/10,Virginia,130525,2708
877,Thu 9/10,Washington,82125,2073
878,Thu 9/10,West Virginia,12017,257
879,Thu 9/10,Wisconsin,90232,1202
880,Thu 9/10,Wyoming,4199,42
881,Fri 9/11,Alabama,136703,2333
882,Fri 9/11,Alaska,6968,40
883,Fri 9/11,Arizona,207525,5290
884,Fri 9/11,Arkansas,68987,953
885,Fri 9/11,California,757125,14265
886,Fri 9/11,Colorado,60881,1991
887,Fri 9/11,Connecticut,54326,4480
888,Fri 9/11,Delaware,18559,613
889,Fri 9/11,District of Columbia,14493,616
890,Fri 9/11,Florida,658373,12501
891,Fri 9/11,Georgia,274242,6103
892,Fri 9/11,Guam,2832,24
893,Fri 9/11,Hawaii,10567,95
894,Fri 9/11,Idaho,35354,415
895,Fri 9/11,Illinois,260949,8522
896,Fri 9/11,Indiana,105703,3420
897,Fri 9/11,Iowa,73399,1216
898,Fri 9/11,Kansas,49393,520
899,Fri 9/11,Kentucky,59349,1087
900,Fri 9/11,Louisiana,157109,5202
901,Fri 9/11,Maine,4792,134
902,Fri 9/11,Maryland,115217,3828
903,Fri 9/11,Massachusetts,123986,9180
904,Fri 9/11,Michigan,122319,6900
905,Fri 9/11,Minnesota,82768,1949
906,Fri 9/11,Mississippi,89175,2670
907,Fri 9/11,Missouri,101285,1784
908,Fri 9/11,Montana,8817,132
909,Fri 9/11,Nebraska,37841,449
910,Fri 9/11,Nevada,72886,1441
911,Fri 9/11,New Hampshire,7620,434
912,Fri 9/11,New Jersey,197677,16023
913,Fri 9/11,New Mexico,26563,818
914,Fri 9/11,New York,447498,32619
915,Fri 9/11,North Carolina,182934,3050
916,Fri 9/11,North Dakota,14687,167
917,Fri 9/11,Northern Mariana Islands,59,2
918,Fri 9/11,Ohio,135326,4403
919,Fri 9/11,Oklahoma,67642,888
920,Fri 9/11,Oregon,28888,500
921,Fri 9/11,Pennsylvania,147744,7914
922,Fri 9/11,Puerto Rico,36581,523
923,Fri 9/11,Rhode Island,22905,1071
924,Fri 9/11,South Carolina,129046,3028
925,Fri 9/11,South Dakota,16117,177
926,Fri 9/11,Tennessee,167263,1999
927,Fri 9/11,Texas,683295,14279
928,Fri 9/11,Utah,56789,433
929,Fri 9/11,Vermont,1668,58
930,Fri 9/11,Virgin Islands,1201,18
931,Fri 9/11,Virginia,131640,2711
932,Fri 9/11,Washington,82590,2079
933,Fri 9/11,West Virginia,12174,263
934,Fri 9/11,Wisconsin,91672,1206
935,Fri 9/11,Wyoming,4264,42
936,Sat 9/12,Alabama,137646,2350
937,Sat 9/12,Alaska,7074,41
938,Sat 9/12,Arizona,208128,5316
939,Sat 9/12,Arkansas,69710,969
940,Sat 9/12,California,760581,14333
941,Sat 9/12,Colorado,61311,1994
942,Sat 9/12,Connecticut,54326,4480
943,Sat 9/12,Delaware,18726,613
944,Sat 9/12,District of Columbia,14552,616
945,Sat 9/12,Florida,661563,12599
946,Sat 9/12,Georgia,276319,6144
947,Sat 9/12,Guam,2832,24
948,Sat 9/12,Hawaii,10696,96
949,Sat 9/12,Idaho,35588,416
950,Sat 9/12,Illinois,262957,8546
951,Sat 9/12,Indiana,106777,3437
952,Sat 9/12,Iowa,74204,1218
953,Sat 9/12,Kansas,49398,533
954,Sat 9/12,Kentucky,60187,1099
955,Sat 9/12,Louisiana,157109,5202
956,Sat 9/12,Maine,4834,135
957,Sat 9/12,Maryland,115876,3836
958,Sat 9/12,Massachusetts,124540,9196
959,Sat 9/12,Michigan,123048,6912
960,Sat 9/12,Minnesota,83640,1958
961,Sat 9/12,Mississippi,89620,2685
962,Sat 9/12,Missouri,103085,1802
963,Sat 9/12,Montana,8946,134
964,Sat 9/12,Nebraska,38108,449
965,Sat 9/12,Nevada,73291,1453
966,Sat 9/12,New Hampshire,7652,435
967,Sat 9/12,New Jersey,198126,16027
968,Sat 9/12,New Mexico,26661,821
969,Sat 9/12,New York,448347,32625
970,Sat 9/12,North Carolina,184305,3073
971,Sat 9/12,North Dakota,15154,170
972,Sat 9/12,Northern Mariana Islands,60,2
973,Sat 9/12,Ohio,136568,4411
974,Sat 9/12,Oklahoma,68659,899
975,Sat 9/12,Oregon,29156,505
976,Sat 9/12,Pennsylvania,148635,7915
977,Sat 9/12,Puerto Rico,37092,535
978,Sat 9/12,Rhode Island,22905,1071
979,Sat 9/12,South Carolina,129978,3040
980,Sat 9/12,South Dakota,16437,183
981,Sat 9/12,Tennessee,168552,2040
982,Sat 9/12,Texas,685921,14384
983,Sat 9/12,Utah,57276,434
984,Sat 9/12,Vermont,1677,58
985,Sat 9/12,Virgin Islands,1220,19
986,Sat 9/12,Virginia,132940,2722
987,Sat 9/12,Washington,82957,2079
988,Sat 9/12,West Virginia,12521,265
989,Sat 9/12,Wisconsin,93102,1218
990,Sat 9/12,Wyoming,4297,42
991,Sun 9/13,Alabama,138755,2351
992,Sun 9/13,Alaska,7136,41
993,Sun 9/13,Arizona,208514,5322
994,Sun 9/13,Arkansas,70219,981
995,Sun 9/13,California,763389,14386
996,Sun 9/13,Colorado,61641,1994
997,Sun 9/13,Connecticut,54326,4480
998,Sun 9/13,Delaware,18849,615
999,Sun 9/13,District of Columbia,14592,616
1000,Sun 9/13,Florida,663986,12607
1001,Sun 9/13,Georgia,277715,6191
1002,Sun 9/13,Guam,2832,24
1003,Sun 9/13,Hawaii,10808,98
1004,Sun 9/13,Idaho,35693,416
1005,Sun 9/13,Illinois,264340,8562
1006,Sun 9/13,Indiana,108020,3438
1007,Sun 9/13,Iowa,74675,1220
1008,Sun 9/13,Kansas,49408,536
1009,Sun 9/13,Kentucky,60607,1102
1010,Sun 9/13,Louisiana,158390,5235
1011,Sun 9/13,Maine,4863,136
1012,Sun 9/13,Maryland,116600,3838
1013,Sun 9/13,Massachusetts,124826,9210
1014,Sun 9/13,Michigan,123075,6912
1015,Sun 9/13,Minnesota,84363,1971
1016,Sun 9/13,Mississippi,89874,2697
1017,Sun 9/13,Missouri,104603,1812
1018,Sun 9/13,Montana,9037,136
1019,Sun 9/13,Nebraska,38188,449
1020,Sun 9/13,Nevada,73648,1454
1021,Sun 9/13,New Hampshire,7696,436
1022,Sun 9/13,New Jersey,198423,16031
1023,Sun 9/13,New Mexico,26761,823
1024,Sun 9/13,New York,449072,32629
1025,Sun 9/13,North Carolina,185325,3080
1026,Sun 9/13,North Dakota,15580,171
1027,Sun 9/13,Northern Mariana Islands,60,2
1028,Sun 9/13,Ohio,137405,4415
1029,Sun 9/13,Oklahoma,69354,905
1030,Sun 9/13,Oregon,29337,509
1031,Sun 9/13,Pennsylvania,148635,7915
1032,Sun 9/13,Puerto Rico,37380,539
1033,Sun 9/13,Rhode Island,22905,1071
1034,Sun 9/13,South Carolina,131864,3064
1035,Sun 9/13,South Dakota,16638,184
1036,Sun 9/13,Tennessee,169310,2055
1037,Sun 9/13,Texas,689941,14458
1038,Sun 9/13,Utah,57892,434
1039,Sun 9/13,Vermont,1684,58
1040,Sun 9/13,Virgin Islands,1220,19
1041,Sun 9/13,Virginia,133814,2724
1042,Sun 9/13,Washington,83177,2079
1043,Sun 9/13,West Virginia,12699,266
1044,Sun 9/13,Wisconsin,94723,1219
1045,Sun 9/13,Wyoming,4346,42
1046,Mon 9/14,Alabama,139459,2355
1047,Mon 9/14,Alaska,7213,41
1048,Mon 9/14,Arizona,208726,5322
1049,Mon 9/14,Arkansas,70627,992
1050,Mon 9/14,California,767062,14458
1051,Mon 9/14,Colorado,62032,2000
1052,Mon 9/14,Connecticut,54895,4485
1053,Mon 9/14,Delaware,18937,617
1054,Mon 9/14,District of Columbia,14622,616
1055,Mon 9/14,Florida,665722,12641
1056,Mon 9/14,Georgia,278699,6211
1057,Mon 9/14,Guam,2896,27
1058,Mon 9/14,Hawaii,10887,98
1059,Mon 9/14,Idaho,35984,420
1060,Mon 9/14,Illinois,265869,8571
1061,Mon 9/14,Indiana,108755,3439
1062,Mon 9/14,Iowa,75069,1233
1063,Mon 9/14,Kansas,50871,546
1064,Mon 9/14,Kentucky,61182,1105
1065,Mon 9/14,Louisiana,158882,5252
1066,Mon 9/14,Maine,4903,136
1067,Mon 9/14,Maryland,117147,3839
1068,Mon 9/14,Massachusetts,125080,9219
1069,Mon 9/14,Michigan,124276,6922
1070,Mon 9/14,Minnesota,85001,1974
1071,Mon 9/14,Mississippi,90018,2706
1072,Mon 9/14,Missouri,106057,1812
1073,Mon 9/14,Montana,9164,139
1074,Mon 9/14,Nebraska,38642,450
1075,Mon 9/14,Nevada,73889,1456
1076,Mon 9/14,New Hampshire,7714,436
1077,Mon 9/14,New Jersey,198757,16034
1078,Mon 9/14,New Mexico,26842,823
1079,Mon 9/14,New York,449658,32639
1080,Mon 9/14,North Carolina,186447,3094
1081,Mon 9/14,North Dakota,15834,173
1082,Mon 9/14,Northern Mariana Islands,61,2
1083,Mon 9/14,Ohio,138484,4419
1084,Mon 9/14,Oklahoma,70223,905
1085,Mon 9/14,Oregon,29488,511
1086,Mon 9/14,Pennsylvania,150044,7940
1087,Mon 9/14,Puerto Rico,37750,542
1088,Mon 9/14,Rhode Island,23130,1075
1089,Mon 9/14,South Carolina,132680,3077
1090,Mon 9/14,South Dakota,16801,184
1091,Mon 9/14,Tennessee,171498,2073
1092,Mon 9/14,Texas,694547,14508
1093,Mon 9/14,Utah,58451,436
1094,Mon 9/14,Vermont,1696,58
1095,Mon 9/14,Virgin Islands,1221,19
1096,Mon 9/14,Virginia,134571,2743
1097,Mon 9/14,Washington,83861,2095
1098,Mon 9/14,West Virginia,12820,275
1099,Mon 9/14,Wisconsin,95564,1219
1100,Mon 9/14,Wyoming,4392,46
1101,Tue 9/15,Alabama,140160,2387
1102,Tue 9/15,Alaska,7256,41
1103,Tue 9/15,Arizona,209215,5346
1104,Tue 9/15,Arkansas,71497,1150
1105,Tue 9/15,California,769917,14606
1106,Tue 9/15,Colorado,62575,2006
1107,Tue 9/15,Connecticut,55031,4485
1108,Tue 9/15,Delaware,19137,618
1109,Tue 9/15,District of Columbia,14687,616
1110,Tue 9/15,Florida,668838,12786
1111,Tue 9/15,Georgia,280356,6255
1112,Tue 9/15,Guam,2935,29
1113,Tue 9/15,Hawaii,10951,99
1114,Tue 9/15,Idaho,36306,425
1115,Tue 9/15,Illinois,267380,8589
1116,Tue 9/15,Indiana,109445,3460
1117,Tue 9/15,Iowa,75722,1234
1118,Tue 9/15,Kansas,51006,555
1119,Tue 9/15,Kentucky,61986,1112
1120,Tue 9/15,Louisiana,159253,5278
1121,Tue 9/15,Maine,4918,137
1122,Tue 9/15,Maryland,117745,3849
1123,Tue 9/15,Massachusetts,125393,9225
1124,Tue 9/15,Michigan,124978,6933
1125,Tue 9/15,Minnesota,85403,1979
1126,Tue 9/15,Mississippi,90523,2734
1127,Tue 9/15,Missouri,107687,1830
1128,Tue 9/15,Montana,9281,141
1129,Tue 9/15,Nebraska,38970,451
1130,Tue 9/15,Nevada,74129,1484
1131,Tue 9/15,New Hampshire,7748,438
1132,Tue 9/15,New Jersey,199193,16043
1133,Tue 9/15,New Mexico,26923,830
1134,Tue 9/15,New York,450425,32655
1135,Tue 9/15,North Carolina,187486,3135
1136,Tue 9/15,North Dakota,16067,175
1137,Tue 9/15,Northern Mariana Islands,61,2
1138,Tue 9/15,Ohio,139485,4506
1139,Tue 9/15,Oklahoma,71314,912
1140,Tue 9/15,Oregon,29664,519
1141,Tue 9/15,Pennsylvania,151081,7945
1142,Tue 9/15,Puerto Rico,38172,551
1143,Tue 9/15,Rhode Island,23250,1078
1144,Tue 9/15,South Carolina,133470,3098
1145,Tue 9/15,South Dakota,16994,184
1146,Tue 9/15,Tennessee,172692,2102
1147,Tue 9/15,Texas,701509,14661
1148,Tue 9/15,Utah,59017,436
1149,Tue 9/15,Vermont,1702,58
1150,Tue 9/15,Virgin Islands,1232,19
1151,Tue 9/15,Virginia,135514,2839
1152,Tue 9/15,Washington,84222,2107
1153,Tue 9/15,West Virginia,12976,280
1154,Tue 9/15,Wisconsin,97002,1230
1155,Tue 9/15,Wyoming,4438,46
1156,Wed 9/16,Alabama,141087,2392
1157,Wed 9/16,Alaska,7308,41
1158,Wed 9/16,Arizona,209911,5376
1159,Wed 9/16,Arkansas,72219,1157
1160,Wed 9/16,California,773318,14716
1161,Wed 9/16,Colorado,63068,2010
1162,Wed 9/16,Connecticut,55166,4487
1163,Wed 9/16,Delaware,19234,619
1164,Wed 9/16,District of Columbia,14743,617
1165,Wed 9/16,Florida,671193,12938
1166,Wed 9/16,Georgia,282363,6276
1167,Wed 9/16,Guam,2982,29
1168,Wed 9/16,Hawaii,11052,102
1169,Wed 9/16,Idaho,36594,430
1170,Wed 9/16,Illinois,269282,8622
1171,Wed 9/16,Indiana,110025,3472
1172,Wed 9/16,Iowa,76680,1248
1173,Wed 9/16,Kansas,51829,586
1174,Wed 9/16,Kentucky,62723,1118
1175,Wed 9/16,Louisiana,159865,5294
1176,Wed 9/16,Maine,4941,138
1177,Wed 9/16,Maryland,118387,3855
1178,Wed 9/16,Massachusetts,125699,9245
1179,Wed 9/16,Michigan,125782,6944
1180,Wed 9/16,Minnesota,85865,1985
1181,Wed 9/16,Mississippi,91234,2756
1182,Wed 9/16,Missouri,108997,1844
1183,Wed 9/16,Montana,9487,141
1184,Wed 9/16,Nebraska,39419,455
1185,Wed 9/16,Nevada,74377,1496
1186,Wed 9/16,New Hampshire,7780,438
1187,Wed 9/16,New Jersey,199583,16054
1188,Wed 9/16,New Mexico,27041,832
1189,Wed 9/16,New York,451078,32662
1190,Wed 9/16,North Carolina,188800,3176
1191,Wed 9/16,North Dakota,16336,180
1192,Wed 9/16,Northern Mariana Islands,61,2
1193,Wed 9/16,Ohio,140518,4555
1194,Wed 9/16,Oklahoma,72284,924
1195,Wed 9/16,Oregon,29856,521
1196,Wed 9/16,Pennsylvania,151889,7963
1197,Wed 9/16,Puerto Rico,38284,570
1198,Wed 9/16,Rhode Island,23358,1081
1199,Wed 9/16,South Carolina,134122,3132
1200,Wed 9/16,South Dakota,17291,192
1201,Wed 9/16,Tennessee,174400,2127
1202,Wed 9/16,Texas,706034,14803
1203,Wed 9/16,Utah,59770,437
1204,Wed 9/16,Vermont,1702,58
1205,Wed 9/16,Virgin Islands,1232,19
1206,Wed 9/16,Virginia,136359,2884
1207,Wed 9/16,Washington,84714,2113
1208,Wed 9/16,West Virginia,13196,290
1209,Wed 9/16,Wisconsin,98501,1238
1210,Wed 9/16,Wyoming,4566,46
1211,Thu 9/17,Alabama,141757,2401
1212,Thu 9/17,Alaska,7413,41
1213,Thu 9/17,Arizona,211663,5411
1214,Thu 9/17,Arkansas,73211,1166
1215,Thu 9/17,California,776944,14807
1216,Thu 9/17,Colorado,63613,2016
1217,Thu 9/17,Connecticut,55386,4488
1218,Thu 9/17,Delaware,19318,619
1219,Thu 9/17,District of Columbia,14790,619
1220,Thu 9/17,Florida,674448,13085
1221,Thu 9/17,Georgia,284219,6328
1222,Thu 9/17,Guam,3014,31
1223,Thu 9/17,Hawaii,11211,106
1224,Thu 9/17,Idaho,36924,435
1225,Thu 9/17,Illinois,271370,8643
1226,Thu 9/17,Indiana,110863,3478
1227,Thu 9/17,Iowa,77865,1257
1228,Thu 9/17,Kansas,52039,586
1229,Thu 9/17,Kentucky,63412,1127
1230,Thu 9/17,Louisiana,160343,5311
1231,Thu 9/17,Maine,4962,138
1232,Thu 9/17,Maryland,119017,3861
1233,Thu 9/17,Massachusetts,126128,9260
1234,Thu 9/17,Michigan,126794,6956
1235,Thu 9/17,Minnesota,86774,1994
1236,Thu 9/17,Mississippi,91935,2780
1237,Thu 9/17,Missouri,110554,1864
1238,Thu 9/17,Montana,9721,143
1239,Thu 9/17,Nebraska,39921,457
1240,Thu 9/17,Nevada,74792,1509
1241,Thu 9/17,New Hampshire,7814,438
1242,Thu 9/17,New Jersey,200152,16057
1243,Thu 9/17,New Mexico,27199,836
1244,Thu 9/17,New York,451971,32669
1245,Thu 9/17,North Carolina,190307,3208
1246,Thu 9/17,North Dakota,16726,185
1247,Thu 9/17,Northern Mariana Islands,62,2
1248,Thu 9/17,Ohio,141585,4580
1249,Thu 9/17,Oklahoma,73318,930
1250,Thu 9/17,Oregon,30068,521
1251,Thu 9/17,Pennsylvania,152813,7978
1252,Thu 9/17,Puerto Rico,38867,588
1253,Thu 9/17,Rhode Island,23488,1085
1254,Thu 9/17,South Carolina,135446,3158
1255,Thu 9/17,South Dakota,17686,193
1256,Thu 9/17,Tennessee,175702,2141
1257,Thu 9/17,Texas,710423,14909
1258,Thu 9/17,Utah,60662,437
1259,Thu 9/17,Vermont,1705,58
1260,Thu 9/17,Virgin Islands,1238,19
1261,Thu 9/17,Virginia,137460,2920
1262,Thu 9/17,Washington,85101,2123
1263,Thu 9/17,West Virginia,13430,294
1264,Thu 9/17,Wisconsin,100619,1240
1265,Thu 9/17,Wyoming,4652,49
1266,Fri 9/18,Alabama,142863,2428
1267,Fri 9/18,Alaska,7528,42
1268,Fri 9/18,Arizona,213663,5455
1269,Fri 9/18,Arkansas,74082,1173
1270,Fri 9/18,California,781436,14912
1271,Fri 9/18,Colorado,64277,2020
1272,Fri 9/18,Connecticut,55527,4492
1273,Fri 9/18,Delaware,19366,620
1274,Fri 9/18,District of Columbia,14852,619
1275,Fri 9/18,Florida,677652,13224
1276,Fri 9/18,Georgia,286170,6390
1277,Fri 9/18,Guam,3043,34
1278,Fri 9/18,Hawaii,11348,119
1279,Fri 9/18,Idaho,37358,439
1280,Fri 9/18,Illinois,273596,8666
1281,Fri 9/18,Indiana,111900,3495
1282,Fri 9/18,Iowa,78839,1264
1283,Fri 9/18,Kansas,53403,596
1284,Fri 9/18,Kentucky,64155,1132
1285,Fri 9/18,Louisiana,161322,5340
1286,Fri 9/18,Maine,5005,138
1287,Fri 9/18,Maryland,119559,3869
1288,Fri 9/18,Massachusetts,126582,9269
1289,Fri 9/18,Michigan,127558,6955
1290,Fri 9/18,Minnesota,87859,2002
1291,Fri 9/18,Mississippi,92432,2792
1292,Fri 9/18,Missouri,112547,1892
1293,Fri 9/18,Montana,9934,146
1294,Fri 9/18,Nebraska,40387,457
1295,Fri 9/18,Nevada,75153,1526
1296,Fri 9/18,New Hampshire,7861,438
1297,Fri 9/18,New Jersey,200639,16061
1298,Fri 9/18,New Mexico,27350,841
1299,Fri 9/18,New York,452764,32682
1300,Fri 9/18,North Carolina,191672,3232
1301,Fri 9/18,North Dakota,17233,187
1302,Fri 9/18,Northern Mariana Islands,62,2
