id,Lab 0A,Lab 0B,Lab 1 Worksheet,Lab 2A,Lab 2B,Lab 3A,Lab 3B,Lab 4A,Lab 4B,Lab 5A,Lab 5B,Lab 6A,Lab 6B,Lab 7A,Lab 7B,Lab 8A,Lab 8B,Lab 9A,Lab 9B,Lab 10A,Lab 10B,Lab 11A,Lab 11B,CS135 ABET Direct Assessment,ABET Quiz Participation Points,Research Current Score,Research Unposted Current Score,Research Final Score,Research Unposted Final Score,Labs Current Score,Labs Unposted Current Score,Labs Final Score,Labs Unposted Final Score,ABET Current Score,ABET Unposted Current Score,ABET Final Score,ABET Unposted Final Score,ABET Participation Points Current Score,ABET Participation Points Unposted Current Score,ABET Participation Points Final Score,ABET Participation Points Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Group
f9d941d409cf31f7723566ac9db1e47a31a345a6eaa5236126ee4a5295ea688a,100,100,88,99.27,95.03,100,100,100,100,94.56,100,100,100,,,,,,,,,,,,,,,,,97.93,97.93,42.09,42.09,,,0,0,,,0,0,97.93,97.93,39.99,39.99,G1
ccbaec7a192ee6c57cfb5018e31a1b010a22c4a8e174e0e4f804c8fd665c6a29,100,100,100,91,93,100,94,100,100,100,100,0,86,,,,,,,,,,,,,,,,,86.96,86.96,37.38,37.38,,,0,0,,,0,0,86.96,86.96,35.51,35.51,G1
f8baa3d939924e61718fb03a118a0fd362698aef7c8a78f001f01fc4ab8e97df,100,100,100,95,95.5,100,100,89.5,98.55,100,100,30,100,,,,,,,,,,,,,,,,,91.3,91.3,39.24,39.24,,,0,0,,,0,0,91.3,91.3,37.28,37.28,G1
b36500e6d020aa8ab2d7349316eb700f532da5862a0eb67dd53c41d72803f60d,100,100,94,93.5,88,100,100,95.1,100,100,100,76.56,83,,,,,,,,,,,,,,,,,93.73,93.73,40.29,40.29,,,0,0,,,0,0,93.73,93.73,38.27,38.27,G1
73c82d16a5ae3bff39170136f33f298d303842adddf7bc76ded641f05158af7b,100,100,88,99.27,94.27,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,98.38,98.38,42.29,42.29,,,0,0,,,0,0,98.38,98.38,40.17,40.17,G1
7d7b03d3feeaf94eb156d397c8d1c5da58ba5ace8bda3c43adbb9dc89117c67d,100,100,55.8,97.5,30,100,100,94.85,100,87.82,95.36,90,90,,,,,,,,,,,,,,,,,87.05,87.05,37.41,37.41,,,0,0,,,0,0,87.05,87.05,35.54,35.54,G1
f96f6bc285c84de65dc84dbe88ee9071a34afd8e3c2576e654f56a341c891c26,100,100,82,85.73,75.27,18.17,88.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,33.99,33.99,14.61,14.61,,,0,0,,,0,0,33.99,33.99,13.88,13.88,G1
56e9de9218e492d3b753e150bae4cfd06646ebfbfd10858ce8005875d45248a7,100,100,76,0,93,98.51,100,100,100,0,27.73,0,0,,,,,,,,,,,,,,,,,54.66,54.66,23.5,23.5,,,0,0,,,0,0,54.66,54.66,22.32,22.32,G1
cbbe24b35e0565d22db8d538f47747dfba9e7f665d9b951655f3128e17f41f8f,0,0,100,0,85.5,22.6,18.54,82.5,99.5,98,90.56,97.76,100,,,,,,,,,,,,,,,,,70.73,70.73,30.4,30.4,,,0,0,,,0,0,70.73,70.73,28.88,28.88,G1
4e7bc18909078955b2fb5d39de04576f1b3a61cfeab8d10c93bcbf65a29503c8,100,100,76,74.5,84.5,23.51,22.17,62,100,0,22.51,0,95,,,,,,,,,,,,,,,,,53.9,53.9,23.17,23.17,,,0,0,,,0,0,53.9,53.9,22.01,22.01,G1
ca2472d00d68f2649e79123f8939438dc284cf366c27bf3ff84b8516049c11b7,100,100,54.8,74,74,23.51,93.89,88,69.25,97.73,91.82,0,0,,,,,,,,,,,,,,,,,61.44,61.44,26.41,26.41,,,0,0,,,0,0,61.44,61.44,25.09,25.09,G1
b2552a4ff2a516678a0b4e48c5076831fad10458ce6909f4406240267c6f788c,100,100,100,96.5,76.2,100,100,100,99.25,100,100,100,100,,,,,,,,,,,,,,,,,98.27,98.27,42.24,42.24,,,0,0,,,0,0,98.27,98.27,40.13,40.13,G1
2611ad4b56f4997c8dd7864ea4f8e28f9d72f5ed99973530c15e18e48eeb04b9,100,100,66,100,91.5,26.14,95.06,84.5,79.7,28.42,91.82,99.26,76.5,,,,,,,,,,,,,,,,,77.66,77.66,33.38,33.38,,,0,0,,,0,0,77.66,77.66,31.71,31.71,G1
fedd545fa6aa8e739265148ad303a6f51b46364d397a0a1c731042d5ea444be6,100,100,95,98.5,76.7,98.51,100,93,100,100,100,100,100,,,,,,,,,,,,,,,,,97.29,97.29,41.82,41.82,,,0,0,,,0,0,97.29,97.29,39.73,39.73,G1
39a77bf5c3b56b4e7275f167b7d245c972e55b27b154bbeabd7a53a8b4c6267d,100,100,94,100,96.23,100,100,100,97,100,29.56,100,100,,,,,,,,,,,,,,,,,92.44,92.44,39.73,39.73,,,0,0,,,0,0,92.44,92.44,37.75,37.75,G1
93fa9828014782a1684a31fc5c61da424b4ce911a2aaf63b67830cebf9e825d5,100,100,94,98.5,72.43,95.17,100,100,99.25,26.42,20,83.84,0,,,,,,,,,,,,,,,,,71.25,71.25,30.62,30.62,,,0,0,,,0,0,71.25,71.25,29.09,29.09,G1
5275c3b81fb5ef736aaa6ab093ff68d254b0e1c05a497c579e41d6f76e293f2c,100,100,84,93.5,96.5,100,95.51,93,99.63,100,95.44,100,0,,,,,,,,,,,,,,,,,86.21,86.21,37.06,37.06,,,0,0,,,0,0,86.21,86.21,35.2,35.2,G1
7f6afcdc08e2fe21c30f479a5b7140d2f04174fc5da0924e940198bf95ad7f97,100,100,100,100,95,100,100,100,90,100,100,100,100,,,,,,,,,,,,,,,,,98.88,98.88,42.5,42.5,,,0,0,,,0,0,98.88,98.88,40.38,40.38,G1
8dde01be29c5b13bf14138cb1a179dca7a85724ba12ac6826166a6e4a52e2c04,100,100,58,94.9,95.73,100,38.34,99.25,99.25,100,29.56,100,0,,,,,,,,,,,,,,,,,73.94,73.94,31.78,31.78,,,0,0,,,0,0,73.94,73.94,30.19,30.19,G1
fa2c1caaef7daec2d02f4b5fb872b8b8df9f97396154f8e9302d2de1efe8b872,90,100,40,92.77,0,21.26,5,87.5,96.18,22.89,21,82.26,100,,,,,,,,,,,,,,,,,57.01,57.01,24.51,24.51,,,0,0,,,0,0,57.01,57.01,23.28,23.28,G1
54afb15f9500a2a02667499bde1df06a17017dd1d56d8a960a12976cd45a9d55,100,100,100,100,96.5,100,100,100,93,65.18,100,100,100,,,,,,,,,,,,,,,,,96.02,96.02,41.27,41.27,,,0,0,,,0,0,96.02,96.02,39.21,39.21,G1
d6bb37074cde1d0bf1d098c99dcdb3f24764fb064edcdb87a10b836d54fcb2ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
c1530782425a76cfc6c19c78662a10f2e781830129ceeb0d16ddfbdcecb04db0,100,100,86.4,100,100,0,27,100,100,100,0,0,0,,,,,,,,,,,,,,,,,56.66,56.66,24.36,24.36,,,0,0,,,0,0,56.66,56.66,23.14,23.14,G2
9d55a39b27513a3ef1848bb9ae332d4f3313d60854bc3b468b51efbb27f1280e,100,100,70,98.5,100,97.74,95.51,100,100,100,100,100,100,,,,,,,,,,,,,,,,,96.36,96.36,41.42,41.42,,,0,0,,,0,0,96.36,96.36,39.35,39.35,G2
ec29950c060048d439928fdaf14d996a7647176a217e85ee0a592322b7618971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
9ff483d866233acc2488dd0e635b4849e2759d469cbf4c397d17cfb4a0b51019,100,100,58,100,76.67,96.49,100,100,100,100,75.24,76.86,100,,,,,,,,,,,,,,,,,89.4,89.4,38.43,38.43,,,0,0,,,0,0,89.4,89.4,36.51,36.51,G2
80568cc6f8df5938ae1ee654f65acbd4312f24c074a9f10d35522ed9c72828b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
2d9525375fc1174c9e5abd67632d8c40d982b3d8e1ea78c7ea51e53f8d3b3982,100,100,94,100,100,96.49,98,100,100,100,100,100,100,,,,,,,,,,,,,,,,,98.99,98.99,42.55,42.55,,,0,0,,,0,0,98.99,98.99,40.42,40.42,G2
9c27c406e63e8bb662fdeb36a31bc5e7f309157bf518879d2a81dc1ceeb5ffb1,100,100,100,100,100,96.49,100,100,100,99.51,96.91,100,100,,,,,,,,,,,,,,,,,99.42,99.42,42.73,42.73,,,0,0,,,0,0,99.42,99.42,40.6,40.6,G2
97d685f266c3b880174bdf252ed146fe481f266b7513c17cbfdb0465ecf34373,100,100,68,60.77,29.53,96.49,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,79.56,79.56,34.2,34.2,,,0,0,,,0,0,79.56,79.56,32.49,32.49,G2
b2ba0fb058c183e0799fbd33ad98cb3ec9fa72ecf839d86c99129e0749bb812f,100,100,58,87.93,71.67,65.74,94.34,99.55,95,76,65,0,0,,,,,,,,,,,,,,,,,64.12,64.12,27.56,27.56,,,0,0,,,0,0,64.12,64.12,26.18,26.18,G2
f66f26d62fcc8ae046ae1dea88bf671976f91d6c2c413da58d4b0e12586e5713,80,100,57,100,76.2,45.74,97,97,90.38,100,96.24,97.28,0,,,,,,,,,,,,,,,,,77.39,77.39,33.27,33.27,,,0,0,,,0,0,77.39,77.39,31.6,31.6,G2
67f84ae2f43b359480b9f6d55a68f7376f6b45946b992c611bd5f3bbfc91bd63,100,100,0,100,100,96.49,0,100,100,100,96.51,95.9,97.28,,,,,,,,,,,,,,,,,81.39,81.39,34.98,34.98,,,0,0,,,0,0,81.39,81.39,33.23,33.23,G2
89397fe873f279470ab0e7cb4c715fd34127dda621ff59c92e8ccc8c7292ac5c,100,100,32,100,100,100,93,100,100,99.76,90,97.28,0,,,,,,,,,,,,,,,,,81.14,81.14,34.87,34.87,,,0,0,,,0,0,81.14,81.14,33.13,33.13,G2
e6a6633d22264bd06a241968a69c021f64f26166cc9b0c703316c07bbb4b2047,0,100,82,100,100,47,53.11,100,100,65,36.76,98.64,82.78,,,,,,,,,,,,,,,,,76.03,76.03,32.68,32.68,,,0,0,,,0,0,76.03,76.03,31.04,31.04,G2
b16a38da99629825806ccca839425af7312b79a44bb7f50000e365809082111d,100,100,16,65,29.53,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,15.58,15.58,6.7,6.7,,,0,0,,,0,0,15.58,15.58,6.36,6.36,G2
ac4da856391771d45dde0fd859fcae956d9a59e693480f4dbcc326a77036f8b1,100,100,83,95.93,75.17,97.51,93.51,100,70,98.49,60.49,85.54,100,,,,,,,,,,,,,,,,,88.16,88.16,37.89,37.89,,,0,0,,,0,0,88.16,88.16,36,36,G2
43a343437d07300530f592bedeb3603dcf9fe6fa15db070f1ac580f5d5ea9993,100,100,76,100,100,96.26,97,100,100,100,89.51,100,100,,,,,,,,,,,,,,,,,96.1,96.1,41.31,41.31,,,0,0,,,0,0,96.1,96.1,39.24,39.24,G2
334721ec7197b8ae6d9e90975ee4a87143fe68a807cccd4eff964c90360a168d,100,100,94,99.53,100,100,99.49,100,100,100,65,99.1,82.78,,,,,,,,,,,,,,,,,94.26,94.26,40.52,40.52,,,0,0,,,0,0,94.26,94.26,38.49,38.49,G2
4bc7326aa3edbcc06805d84bbd2e981ca66988c6ff2146d5f4ebb10e035cd2af,100,100,72,0,27.73,96.26,98,100,100,60,19,0,0,,,,,,,,,,,,,,,,,54.66,54.66,23.5,23.5,,,0,0,,,0,0,54.66,54.66,22.32,22.32,G2
9b37443fe1edb296ce51a734a2210fd85ffdefeffeda4549f6977c1977d05401,100,100,100,100,100,0,100,100,100,100,0,94,100,,,,,,,,,,,,,,,,,83.06,83.06,35.7,35.7,,,0,0,,,0,0,83.06,83.06,33.92,33.92,G2
0a7989d4f33319cd5edb3f3c6c63356ba6bd5ae4b89ed9c966793718c331be21,100,100,88,100,76.67,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,97.35,97.35,41.84,41.84,,,0,0,,,0,0,97.35,97.35,39.75,39.75,G2
a4a3d43cc0c0122786b6d8e25bc4e5e002c67e85ae00a07f00848f6349bf5025,0,0,0,0,100,74.74,99.26,100,100,92.51,100,95.46,96.36,,,,,,,,,,,,,,,,,72.13,72.13,31,31,,,0,0,,,0,0,72.13,72.13,29.45,29.45,G2
92c45c84d12e7ec414ba0369293bf05bc5a38ab731ed31cf2f948d9781723f66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
3ec11782fc5b7b140c52502bb2b2c871f08ce5d68092897307952fc5f273ac68,100,0,72,100,100,100,97.51,80,100,99.24,100,100,100,,,,,,,,,,,,,,,,,91.18,91.18,39.19,39.19,,,0,0,,,0,0,91.18,91.18,37.23,37.23,G2
449820d6728ae15dc3f3d7b9020188a286929d371d5160d81eac125f81bf3f84,100,0,94,62.3,100,100,100,100,100,100,98.49,100,0,,,,,,,,,,,,,,,,,82.66,82.66,35.53,35.53,,,0,0,,,0,0,82.66,82.66,33.75,33.75,G2
6150cb85ddc3a56140b57ecebeb1b939612e0aa7e8cc5763669be0b0c062632b,100,100,88,100,100,93,92.8,100,81.33,68.04,98.49,95.46,24.88,,,,,,,,,,,,,,,,,85.04,85.04,36.55,36.55,,,0,0,,,0,0,85.04,85.04,34.72,34.72,G2
e8231e184b11b1bd0bcedfe7e4bcad443882ebda4cc53d804c457448c7242962,100,100,34,95,75.77,95.51,92.51,98.18,98.63,100,89.51,96.82,0,,,,,,,,,,,,,,,,,78.87,78.87,33.9,33.9,,,0,0,,,0,0,78.87,78.87,32.2,32.2,G2
ac7947cd601d3e745f78cc4faeb73bd18d677e8bf9196a324c0c9cfd4a9fec5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
86b3f8a5ba557b3c655741f72dd5675e7116240626b79b65523d6981d5f0267b,0,0,80,0,22.3,0,83,20.6,0,0,0,0,0,,,,,,,,,,,,,,,,,17.14,17.14,7.37,7.37,,,0,0,,,0,0,17.14,17.14,7,7,G2
a7781bbbfa87ae23c2e648c93bd62829ee06e828a4bda3aff2aa612833b0d381,100,100,38,100,100,96.49,27.51,100,100,100,12.51,0,0,,,,,,,,,,,,,,,,,59.8,59.8,25.7,25.7,,,0,0,,,0,0,59.8,59.8,24.42,24.42,G2
58f2cfad03d763adbad1fae4bb8a18fee196413add912c5c0a745ebffed477d1,100,100,94,100,100,95,97,100,100,99.76,99.51,100,100,,,,,,,,,,,,,,,,,98.75,98.75,42.44,42.44,,,0,0,,,0,0,98.75,98.75,40.32,40.32,G2
ab892cf74ea047946aefb046304e9731986c33cfba90224f18c7b68d4029accd,100,100,94,100,100,96.49,100,100,100,98.49,82.51,100,100,,,,,,,,,,,,,,,,,97.39,97.39,41.86,41.86,,,0,0,,,0,0,97.39,97.39,39.77,39.77,G2
d34b9f7f13a311d23956df84bc017878dab8402b5f3ab6679a00d51819d22d6d,0,100,32,0,100,95.51,15,84.63,100,65,68.67,75.5,81.42,,,,,,,,,,,,,,,,,64.72,64.72,27.82,27.82,,,0,0,,,0,0,64.72,64.72,26.43,26.43,G2
a3a6cd8882879acc7684c7099a5232f22a21e6445dad8fdd774dd2121f87a5be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
dc019dcde3a9943977607b4a246328b8d2f1415f1747c41141974f3b3026efa5,100,100,94,100,100,100,96.51,100,100,100,98.49,100,100,,,,,,,,,,,,,,,,,99,99,42.55,42.55,,,0,0,,,0,0,99,99,40.43,40.43,G2
5b867d233ad896e9264f3435f3ea7fcfb47d8faa09bc4d52ccb020e089ef5a2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
461e4e664c5669f9efb7953467bec6f0afec2b7a7297ceea538183aede2e58ab,100,100,76,92.77,99.53,99.26,94,98.5,99.55,72,0,95.9,26.52,,,,,,,,,,,,,,,,,76.77,76.77,33,33,,,0,0,,,0,0,76.77,76.77,31.35,31.35,G2
109618978ef5579329c4dca38371b2551e1099f8685886f116950e4354cb6e33,100,100,92,96.83,96.83,96.49,98.51,100,100,95,99.24,100,100,,,,,,,,,,,,,,,,,97.91,97.91,42.08,42.08,,,0,0,,,0,0,97.91,97.91,39.98,39.98,G2
20cd5c14776a716fb4581e0f8659206817b5da6386a19e2f3cde279fc7e42ac5,100,100,94,0,0,100,99,100,100,0,0,0,0,,,,,,,,,,,,,,,,,48.3,48.3,20.76,20.76,,,0,0,,,0,0,48.3,48.3,19.72,19.72,G2
a0a32f5f65da9694b3445a20310cad6cbe39fa3abfe66158e2fb58e9e62a8457,100,100,100,99.27,100,79.51,96.26,100,100,100,100,97.28,97.28,,,,,,,,,,,,,,,,,97.67,97.67,41.98,41.98,,,0,0,,,0,0,97.67,97.67,39.88,39.88,G2
dd9b5b57d6bc9b9cb7731301fc559b16ce4572648c109497a13eeb1dadf1f72c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
eeb35d45cd3126cbd680c5546b02215b0ef9f482abab93fdd5937cbdf01324cd,100,100,82,100,100,99,100,100,100,97.51,100,100,100,,,,,,,,,,,,,,,,,97.86,97.86,42.06,42.06,,,0,0,,,0,0,97.86,97.86,39.96,39.96,G2
e7ab73859e7a4a559e334adb69e4a173abc8413c98f036a0ab90d9e1f4e48686,100,100,100,100,100,95.74,95.51,100,100,98.49,100,100,100,,,,,,,,,,,,,,,,,99.24,99.24,42.65,42.65,,,0,0,,,0,0,99.24,99.24,40.52,40.52,G2
73bc0415365fe2389a63cf739c6abeba1395226706c5e8fc6afb7307ea9522e2,100,100,94,52.4,76.67,96.26,95,100,100,95,100,100,100,,,,,,,,,,,,,,,,,93.96,93.96,40.39,40.39,,,0,0,,,0,0,93.96,93.96,38.37,38.37,G2
39a234e2e42af5c231aeeae2b565e826d635b8c405af5850b5303b46edd7361e,100,100,86,94.73,29.53,0,97,98.18,99.55,96.51,0,75.5,0,,,,,,,,,,,,,,,,,64.18,64.18,27.59,27.59,,,0,0,,,0,0,64.18,64.18,26.21,26.21,G2
fa5eaf202a660a97e749953ed1df1ac47ea642597a41afd6ce0e8afd9f9f6390,100,100,82,100,100,96.49,51.09,100,100,100,100,100,100,,,,,,,,,,,,,,,,,94.42,94.42,40.58,40.58,,,0,0,,,0,0,94.42,94.42,38.55,38.55,G2
5d6905663b0fbe73e9e2859e1250f0e107faaa8bcc54dc1fee6e681dab2cba61,100,100,94,100,100,96.26,99.49,100,100,100,100,95.9,80.06,,,,,,,,,,,,,,,,,96.63,96.63,41.53,41.53,,,0,0,,,0,0,96.63,96.63,39.46,39.46,G2
c48451be64ff7b45688ed6f6938dd84cad2c9b626b3476aa8a2a1f57aa2c8b1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
80197d700e19eb0ed78dd68a3810946a8e3f0e4a166a69aa5f3b67e2ccefb032,100,100,90,98.63,99.53,96.49,100,93.1,99.1,100,96.51,97.72,95.46,,,,,,,,,,,,,,,,,96.96,96.96,41.68,41.68,,,0,0,,,0,0,96.96,96.96,39.59,39.59,G2
6fc305ac0a824aa8b665ee3d94ddcd610086db5c9bb4783270e392e3851ef560,100,100,100,100,100,100,94.49,100,0,100,0,95.9,98.64,,,,,,,,,,,,,,,,,81.7,81.7,35.12,35.12,,,0,0,,,0,0,81.7,81.7,33.36,33.36,G2
bfc0cfa9901b57121d82ab8ee334fb278c28633d1dfc24ea56427a0a5640f0fe,100,100,100,100,100,89.26,95,100,100,99.24,100,100,100,,,,,,,,,,,,,,,,,98.81,98.81,42.47,42.47,,,0,0,,,0,0,98.81,98.81,40.35,40.35,G2
d5d8dd4093187a01416d4954c39f054d421946ca06b916685628e0202c50e23b,100,100,88,100,100,95.11,18.51,100,100,100,89.51,94.1,70.14,,,,,,,,,,,,,,,,,87.99,87.99,37.82,37.82,,,0,0,,,0,0,87.99,87.99,35.93,35.93,G2
ae2bc53f6711f37d9b3e21b21c4b9b7f4659756d7d167c9b7108c4698a6f0a97,100,100,82,62.6,97,92.51,0,100,100,100,97.76,100,100,,,,,,,,,,,,,,,,,87.8,87.8,37.74,37.74,,,0,0,,,0,0,87.8,87.8,35.85,35.85,G2
be10c51a634bda1f6d507e609ef6796de7f80cf421da281f091a1b9ba1f72358,100,100,88,100,100,100,100,100,100,0,100,0,0,,,,,,,,,,,,,,,,,69.18,69.18,29.74,29.74,,,0,0,,,0,0,69.18,69.18,28.25,28.25,G2
cce7ed19196e1b13c0d48af2bf1d151e4fa2d2e0b66a2d1fdb2eca0844dc20a3,100,100,90,100,100,96.26,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,98.71,98.71,42.43,42.43,,,0,0,,,0,0,98.71,98.71,40.31,40.31,G2
b5e81a7ebfcbca690f6c113c1471d630be118e9453e281be619ec7d1b746a847,100,100,82,97.77,100,93.51,91,100,0,0,95,94.9,96.18,,,,,,,,,,,,,,,,,78.2,78.2,33.61,33.61,,,0,0,,,0,0,78.2,78.2,31.93,31.93,G2
6f808cb09dc53e24b74763e81f9f71f1bc23aa1cc3aee4965e2fe11890add4ea,100,100,58,97.77,100,98,100,100,100,100,100,96,98,,,,,,,,,,,,,,,,,94.82,94.82,40.76,40.76,,,0,0,,,0,0,94.82,94.82,38.72,38.72,G2
a9c3a206b036eca9546e86ab757180c833f8023857f50150757eb6ba107bbd38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G2
5b579cb9f2a92ff2560150e19a71ba4255565bad91d1b796e90530eb3207bee7,100,100,94,100,76.67,92,100,100,99.55,100,58,95.9,30.34,,,,,,,,,,,,,,,,,85.97,85.97,36.95,36.95,,,0,0,,,0,0,85.97,85.97,35.1,35.1,G2
446b28b40ca6a181fb9a1f1b950e6f03f8e9f47247c873e94c88f5c118906024,100,100,100,100,100,99,99,100,100,99.76,100,100,100,,,,,,,,,,,,,,,,,99.83,99.83,42.91,42.91,,,0,0,,,0,0,99.83,99.83,40.77,40.77,G2
46b8d17afa2ff4e63b3c744eb108867a48fe615df75843eb703ad19bd483e73d,95,100,94,100,73.93,98,97,100,100,0,0,95.04,95.78,,,,,,,,,,,,,,,,,77.93,77.93,33.49,33.49,,,0,0,,,0,0,77.93,77.93,31.82,31.82,G2
7fa67f454959386abf3a68952a1c1cf464c4271a0cd3b4abe979708fd248451f,100,100,94,100,100,95,99,100,100,100,100,100,100,,,,,,,,,,,,,,,,,98.96,98.96,42.54,42.54,,,0,0,,,0,0,98.96,98.96,40.41,40.41,G2
be4de3e4eca32ed6205b86195b7b57d334c3fc94e39e686bbd30834e3cfcab25,100,100,94,100,76.67,100,100,100,0,100,89.76,95.9,0,,,,,,,,,,,,,,,,,78.23,78.23,33.63,33.63,,,0,0,,,0,0,78.23,78.23,31.95,31.95,G2
dbe06be8d75dec0acaa952d250a14de120af98da8a9799835fa3ae48f6efef72,0,0,83,100,100,64.26,28,0,0,0,0,0,0,,,,,,,,,,,,,,,,,27.3,27.3,11.74,11.74,,,0,0,,,0,0,27.3,27.3,11.15,11.15,G2
d6e4627f967bf59530531981153c7027b1eb29d9f21da583f2f9ff399afe7f2a,100,100,100,100,100,91.49,100,100,100,100,0,17.34,100,,,,,,,,,,,,,,,,,81.77,81.77,35.15,35.15,,,0,0,,,0,0,81.77,81.77,33.39,33.39,G2
645c65db159076b085530ea8d9f852b2a4d675efdd8730938d753474c08aa738,100,100,94,100,76.67,96.49,46.83,100,0,100,0,100,100,,,,,,,,,,,,,,,,,76.56,76.56,32.91,32.91,,,0,0,,,0,0,76.56,76.56,31.26,31.26,G2
0e8c3d11a8792d9535420fb8685422bffcf073f780ee07606b36c5b89a8af923,100,100,88,100,100,100,97,100,100,97.51,0,95.9,98.64,,,,,,,,,,,,,,,,,88.59,88.59,38.08,38.08,,,0,0,,,0,0,88.59,88.59,36.17,36.17,G2
88011b8a5ad9ccdfe8b5449cd3cf6829fc935005a99caf2fa21ba7f19d0cd5b3,100,100,82,100,76.67,98,95.51,100,100,100,100,100,100,,,,,,,,,,,,,,,,,96.27,96.27,41.38,41.38,,,0,0,,,0,0,96.27,96.27,39.31,39.31,G2
8a4584e6452e5787f44a3e361c49e0f1e5590266001cd1e9c0e4732134e990bb,100,100,100,100,100,95.74,99.26,100,100,100,100,100,100,,,,,,,,,,,,,,,,,99.64,99.64,42.83,42.83,,,0,0,,,0,0,99.64,99.64,40.69,40.69,G2
8ed554766f6683722d49a0528f3062e85841e2109c1a1c246ff86ca132276141,100,100,94,100,100,85,99,100,100,94.24,100,100,100,,,,,,,,,,,,,,,,,97.72,97.72,42,42,,,0,0,,,0,0,97.72,97.72,39.9,39.9,G2
c39bcf8b4616dac82ff218aac60c68e53dc4e8c13deea9ebd35234bb20c4c912,100,100,88,100,100,97.8,99.29,100,100,100,100,100,100,,,,,,,,,,,,,,,,,98.57,98.57,42.37,42.37,,,0,0,,,0,0,98.57,98.57,40.25,40.25,G2
20b2471cec1d3e9a9686a706f780ba511c77f9e9e25f39a9a02a77a1cc98ed01,100,100,94,100,100,95,91.49,86,100,95,95.76,100,100,,,,,,,,,,,,,,,,,96.43,96.43,41.45,41.45,,,0,0,,,0,0,96.43,96.43,39.38,39.38,G2
096b04ef7150d4f4265f00c2ead253fec735eebbe643948ff3cae61db154d32f,100,100,88,95,71.67,100,99.49,100,100,100,86,98.64,98.64,,,,,,,,,,,,,,,,,95.13,95.13,40.89,40.89,,,0,0,,,0,0,95.13,95.13,38.85,38.85,G2
19d6e38914a2bf31c757efe10918e6867610c53099cb68d845db402e13171e28,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,100,100,42.98,42.98,,,0,0,,,0,0,100,100,40.83,40.83,G2
0203f58870e57fa60f3765b8a171484cf2784f8aa1085e0f6bb53235c3708d69,100,100,100,100,100,92.26,86,100,100,100,93,100,0,,,,,,,,,,,,,,,,,87.6,87.6,37.65,37.65,,,0,0,,,0,0,87.6,87.6,35.77,35.77,G2
734e89fcb28ad6975046fa43224c4d3d0079c2e4d79e963fe6f289e83d5030bc,100,100,100,100,100,100,94,100,100,100,100,100,100,,,,,,,,,,,,,,,,,99.57,99.57,42.8,42.8,,,0,0,,,0,0,99.57,99.57,40.66,40.66,G2
334419c1a6fd6299b52c61e3ea4ec520ef6d0ec091d2cc938b96ea80810ab043,100,100,88,100,100,100,93,100,98.9,94.04,99.76,100,100,,,,,,,,,,,,,,,,,97.62,97.62,41.96,41.96,,,0,0,,,0,0,97.62,97.62,39.86,39.86,G2
236f97650dfa7541df9eb5349e6bc6f4c2117d691071a072564172717799c003,100,0,95,100,100,72,100,100,100,0,65,0,0,,,,,,,,,,,,,,,,,60.6,60.6,26.05,26.05,,,0,0,,,0,0,60.6,60.6,24.75,24.75,G2
2f99c146b70c2b3e2beae4b4f35f4323763204da1a62a369ad039f40ef66b45f,100,100,89,97.77,100,95,95.51,100,100,88.24,100,100,100,,,,,,,,,,,,,,,,,96.98,96.98,41.69,41.69,,,0,0,,,0,0,96.98,96.98,39.6,39.6,G2
6fff038132577d85734a9d66e144e424555cc3fc9a2675c84c8c3f9b66a57492,100,100,94,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,99.39,99.39,42.72,42.72,,,0,0,,,0,0,99.39,99.39,40.58,40.58,G2
9db2ed8d443f5bf59fa96dc092a75863724bb83e5f30df8be042910c56e053d6,100,100,90,99.53,100,74,97,99.1,100,63.51,99.76,97.28,100,,,,,,,,,,,,,,,,,93.15,93.15,40.04,40.04,,,0,0,,,0,0,93.15,93.15,38.04,38.04,G2
