id,Provider,Location,Latitude,Longitude,Access Location,Borough,Neighborhood,Postal Code
1,LinkNYC - Citybridge,179 WEST 26 STREET,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2,LinkNYC - Citybridge,25 EAST 29 STREET,40.74,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10016.0
3,LinkNYC - Citybridge,1515 BROADWAY,40.76,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10036.0
4,LinkNYC - Citybridge,201 WEST 48 STREET,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10036.0
5,LinkNYC - Citybridge,1600 Broadway,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
6,LinkNYC - Citybridge,1668 Broadway,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
7,LinkNYC - Citybridge,1626 Broadway,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
8,LinkNYC - Citybridge,1606 Broadway,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
9,LinkNYC - Citybridge,300 Madison Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10017.0
10,LinkNYC - Citybridge,370 Lexington Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10017.0
11,LinkNYC - Citybridge,232 Madison Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
12,LinkNYC - Citybridge,402 8 Avenue,40.75,-74.0,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
13,LinkNYC - Citybridge,488 Madison Ave,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10022.0
14,LinkNYC - Citybridge,1611 Broadway,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
15,LinkNYC - Citybridge,598 Madison Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10022.0
16,LinkNYC - Citybridge,1605 Broadway,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
17,LinkNYC - Citybridge,736 7 AVENUE,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
18,LinkNYC - Citybridge,555 Madison Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10022.0
19,LinkNYC - Citybridge,745 7 AVENUE,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
20,LinkNYC - Citybridge,69 5Th Ave,40.74,-73.99,Outdoor Kiosk,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,10003.0
21,LinkNYC - Citybridge,117 East 14Th St,40.73,-73.99,Outdoor Kiosk,Manhattan,Gramercy,10003.0
22,LinkNYC - Citybridge,777 7 AVENUE,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
23,LinkNYC - Citybridge,300 Madison Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10017.0
24,LinkNYC - Citybridge,382 8 Avenue,40.75,-74.0,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
25,LinkNYC - Citybridge,302 5 AVENUE,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
26,LinkNYC - Citybridge,408 8 Avenue,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
27,LinkNYC - Citybridge,159 WEST 52 STREET,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
28,LinkNYC - Citybridge,410 Madison Ave,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10017.0
29,LinkNYC - Citybridge,243 West 27Th St,40.75,-74.0,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
30,LinkNYC - Citybridge,458 7 AVE,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10123.0
31,LinkNYC - Citybridge,590 Lexington Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10154.0
32,LinkNYC - Citybridge,260 West 52St,40.76,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
33,LinkNYC - Citybridge,900 8 Avenue,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
34,LinkNYC - Citybridge,828 8 Avenue,40.76,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
35,LinkNYC - Citybridge,1170 Broadway,40.75,-73.99,Outdoor Kiosk,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,10001.0
36,LinkNYC - Citybridge,782 8 Avenue,40.76,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10036.0
37,LinkNYC - Citybridge,28 EAST 30 STREET,40.75,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10016.0
38,LinkNYC - Citybridge,737 7 AVENUE,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
39,LinkNYC - Citybridge,337 3Rd Ave On E25Th St,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10010.0
40,LinkNYC - Citybridge,132 East 51st Street,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
41,LinkNYC - Citybridge,581B 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
42,LinkNYC - Citybridge,721 3Rd Ave E45St,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
43,LinkNYC - Citybridge,605 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10158.0
44,LinkNYC - Citybridge,666 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
45,LinkNYC - Citybridge,605 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10158.0
46,LinkNYC - Citybridge,163 EAST 42 STREET,40.75,-73.98,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
47,LinkNYC - Citybridge,733 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
48,LinkNYC - Citybridge,355 Lexington Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10017.0
49,LinkNYC - Citybridge,245 EAST 23 STREET,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10010.0
50,LinkNYC - Citybridge,323 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10010.0
51,LinkNYC - Citybridge,172 E 24Th St,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10010.0
52,LinkNYC - Citybridge,154 E 29Th St,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
53,LinkNYC - Citybridge,371 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
54,LinkNYC - Citybridge,359 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
55,LinkNYC - Citybridge,336 3rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10010.0
56,LinkNYC - Citybridge,489 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
57,LinkNYC - Citybridge,450 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
58,LinkNYC - Citybridge,429 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
59,LinkNYC - Citybridge,545 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
60,LinkNYC - Citybridge,528 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
61,LinkNYC - Citybridge,525 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
62,LinkNYC - Citybridge,596 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
63,LinkNYC - Citybridge,155 East 38Th Street,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
64,LinkNYC - Citybridge,560 3Rd Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
65,LinkNYC - Citybridge,639 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
66,LinkNYC - Citybridge,155 EAST 40 STREET,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
67,LinkNYC - Citybridge,716 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
68,LinkNYC - Citybridge,685 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
69,LinkNYC - Citybridge,666 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
70,LinkNYC - Citybridge,355 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10010.0
71,LinkNYC - Citybridge,950 3Rd Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
72,LinkNYC - Citybridge,768 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
73,LinkNYC - Citybridge,750 3Rd Ave,40.75,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10017.0
74,LinkNYC - Citybridge,800 3Rd Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
75,LinkNYC - Citybridge,800 3Rd Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
76,LinkNYC - Citybridge,797 3Rd Ave,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
77,ALTICEUSA,HAWTHRONE ST 1 P/W/BROOKLYN AV,40.66,-73.94,Outdoor,Brooklyn,Prospect Lefferts Gardens-Wingate,11203.0
78,ALTICEUSA,HAWTHRONE ST 1 P/N/O/BROOKLYN AV,40.66,-73.95,Outdoor,Brooklyn,Prospect Lefferts Gardens-Wingate,11203.0
79,ALTICEUSA,HAWTHRONE ST 1 P/N/O/BROOKLYN AV,40.66,-73.95,Outdoor,Brooklyn,Prospect Lefferts Gardens-Wingate,11203.0
80,ALTICEUSA,HAWTHRONE ST 1 P/S/O BROOKLYN AV,40.66,-73.95,Outdoor,Brooklyn,Prospect Lefferts Gardens-Wingate,11203.0
81,ALTICEUSA,HAWTHRONE ST 1 P/S/O/BROOKLYN AV,40.66,-73.95,Outdoor,Brooklyn,Prospect Lefferts Gardens-Wingate,11203.0
82,ALTICEUSA,MIDDLETOWN RD 1/P/W/O DWIGHT PL,40.85,-73.82,Outdoor,Bronx,Pelham Bay-Country Club-City Island,10465.0
83,ALTICEUSA,MIDDLETOWN RD 1/P/W/O KENNELLWORTH PL,40.85,-73.82,Outdoor,Bronx,park-cemetery-etc-Bronx,10465.0
84,ALTICEUSA,C/O MIDDLETOWN RD  /OHM AV,40.85,-73.82,Outdoor,Bronx,Pelham Bay-Country Club-City Island,10465.0
85,ALTICEUSA,MIDDLETOWN RD   1/P/W/O STADIUM AV,40.85,-73.82,Outdoor,Bronx,Pelham Bay-Country Club-City Island,10465.0
86,ALTICEUSA,IN PARK POLE 4/P/N/O  STADIUM AV,40.85,-73.82,Outdoor,Bronx,park-cemetery-etc-Bronx,10465.0
87,ALTICEUSA,IN PARK POLE 4/P/N/O  STADIUM AV,40.85,-73.82,Outdoor,Bronx,park-cemetery-etc-Bronx,10465.0
88,ALTICEUSA,IN PARK POLE 6/P/N/O  STADIUM AV,40.85,-73.82,Outdoor,Bronx,park-cemetery-etc-Bronx,10465.0
89,ALTICEUSA,IN PARK POLE 6/P/N/O  STADIUM AV,40.85,-73.82,Outdoor,Bronx,park-cemetery-etc-Bronx,10465.0
90,ALTICEUSA,right side of bandshell,40.86,-73.89,Outdoor,Bronx,Bedford Park-Fordham North,10458.0
91,ALTICEUSA,left side of bandshell,40.86,-73.9,Outdoor,Bronx,Bedford Park-Fordham North,10458.0
92,ALTICEUSA,Playground area,40.86,-73.89,Outdoor,Bronx,Bedford Park-Fordham North,10458.0
93,ALTICEUSA,North area facing Poe cottage,40.87,-73.89,Outdoor,Bronx,Bedford Park-Fordham North,10458.0
94,ALTICEUSA,SNACK BAR  NORTH WEST CORNER,40.65,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11226.0
95,ALTICEUSA,SNACK BAR  SOUTH WEST CORNER,40.65,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11226.0
96,ALTICEUSA,SNACK BAR  NORTH EASTCORNER,40.65,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11226.0
97,ALTICEUSA,SNACK BAR  SOUTH EASTCORNER,40.65,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11226.0
98,ALTICEUSA,BEHIND BOAT HOUSE  BTWN M-118 & M-119,40.66,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
99,ALTICEUSA,BEHIND BOAT HOUSE  BTWN M-205 & M-206,40.66,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
100,ALTICEUSA,"NORTH BOAT HOUSE, ON THE LAWN ACROSS FROM M-200",40.66,-73.97,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
101,ALTICEUSA,Skate Rental Area,40.66,-73.96,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
102,ALTICEUSA,Skate Rental Area,40.66,-73.96,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
103,ALTICEUSA,Skate Rental Area,40.66,-73.96,Outdoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
104,ALTICEUSA,SKATEING RINK PARTY ROOM,40.66,-73.96,Indoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
105,ALTICEUSA,SKATEING RINK PARTY ROOM,40.66,-73.96,Indoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
106,ALTICEUSA,SKATEING RINK PARTY ROOM,40.66,-73.96,Indoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
107,ALTICEUSA,SKATING  RINK CAF├ë,40.66,-73.96,Indoor,Brooklyn,park-cemetery-etc-Brooklyn,11215.0
108,ALTICEUSA,BIRCHAll AV INDOOR LOBBY,40.84,-73.86,Indoor,Bronx,Van Nest-Morris Park-Westchester Square,10462.0
109,ALTICEUSA,BIRCHAll AV 6/P/E/O SAGAMORE ST,40.84,-73.86,Outdoor,Bronx,Van Nest-Morris Park-Westchester Square,10462.0
110,ALTICEUSA,ON ROOF OF PARKS BLDG RIGHT SIDE,40.69,-73.92,Outdoor,Brooklyn,Stuyvesant Heights,11233.0
111,ALTICEUSA,ON ROOF OF PARKS BLDG LEFT SIDE,40.69,-73.92,Outdoor,Brooklyn,Stuyvesant Heights,11233.0
112,ALTICEUSA,SETON AV 5/P/S/O E 233RD ST,40.89,-73.84,Outdoor,Bronx,Eastchester-Edenwald-Baychester,10466.0
113,ALTICEUSA,C/O  E 233RD ST  & WILDER AV,40.89,-73.84,Outdoor,Bronx,Woodlawn-Wakefield,10466.0
114,ALTICEUSA,C/O EDEN TERR/CRAWFORD AV,40.89,-73.84,Outdoor,Bronx,Eastchester-Edenwald-Baychester,10466.0
115,ALTICEUSA,PRATT AV 2/P/S/O SETON AV,40.89,-73.83,Outdoor,Bronx,Eastchester-Edenwald-Baychester,10466.0
116,ALTICEUSA,ON MAST ON ROOF,40.86,-73.9,Outdoor,Bronx,Bedford Park-Fordham North,10468.0
117,ALTICEUSA,W WING CORRIDOR DROP CEILING,40.86,-73.9,Indoor,Bronx,Bedford Park-Fordham North,10468.0
118,ALTICEUSA,ROOF MOUNTED  BACK LEFT SIDE,40.67,-73.93,Outdoor,Brooklyn,Crown Heights North,11213.0
119,ALTICEUSA,ROOF MOUNTED  BACK RIGHT SIDE,40.67,-73.94,Outdoor,Brooklyn,Crown Heights North,11213.0
120,ALTICEUSA,ROOF MOUNTED   RIGHT SIDE,40.67,-73.94,Outdoor,Brooklyn,Crown Heights North,11213.0
121,ALTICEUSA,ROOF MOUNTED   LEFT  SIDE FRONT,40.67,-73.93,Outdoor,Brooklyn,Crown Heights North,11213.0
122,ALTICEUSA,ROOF MOUNTED   LEFT  SIDE,40.67,-73.93,Outdoor,Brooklyn,Crown Heights North,11213.0
123,ALTICEUSA,GYM WALL,40.67,-73.93,Indoor,Brooklyn,Crown Heights North,11213.0
124,ALTICEUSA,ACTIVITY ROOM,40.67,-73.94,Indoor,Brooklyn,Crown Heights North,11213.0
125,ALTICEUSA,MUSIC ROOM,40.67,-73.94,Indoor,Brooklyn,Crown Heights North,11213.0
126,ALTICEUSA,POOL AREA SIDE WALL,40.67,-73.93,Indoor,Brooklyn,Crown Heights North,11213.0
127,ALTICEUSA,LOBBY,40.67,-73.93,Indoor,Brooklyn,Crown Heights North,11213.0
128,ALTICEUSA,Lobby  Drop ceiling,40.81,-73.91,Indoor,Bronx,Mott Haven-Port Morris,10454.0
129,SPECTRUM,South East area,40.72,-73.98,Outdoor,Manhattan,Lower East Side,10002.0
130,SPECTRUM,CRC Center,40.72,-73.98,Indoor,Manhattan,Lower East Side,10002.0
131,SPECTRUM,3rd Floor Computer Resource Center,40.81,-73.94,Indoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
132,SPECTRUM,3rd Floor Basketball Court,40.81,-73.94,Indoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
133,SPECTRUM,5th Floor Roof Top,40.81,-73.94,Outdoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
134,SPECTRUM,4th Floor Fitness,40.81,-73.94,Indoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
135,SPECTRUM,2nd Floor Dance Rm,40.81,-73.94,Indoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
136,SPECTRUM,2nd Floor Game Rm,40.81,-73.94,Indoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
137,SPECTRUM,Lobby,40.81,-73.94,Indoor,Manhattan,Central Harlem North-Polo Grounds,10037.0
138,SPECTRUM,Park Area,40.73,-73.87,Outdoor TWC Aerial,Queens,Elmhurst,11373.0
139,SPECTRUM,Park Area,40.73,-73.87,Outdoor TWC Aerial,Queens,Elmhurst,11373.0
140,SPECTRUM,Outdoor - Caf├⌐ and Pier,40.74,-73.96,Outdoor,Queens,Hunters Point-Sunnyside-West Maspeth,11101.0
141,SPECTRUM,Outdoor - Caf├⌐ and Park,40.74,-73.96,Outdoor,Queens,Hunters Point-Sunnyside-West Maspeth,11101.0
142,NYCHA,64 St Edwards St,40.7,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
143,NYCHA,78 Monument Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
144,NYCHA,80 Monument Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
145,NYCHA,82 St Edwards St,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
146,NYCHA,120 N Portland Ave,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
147,NYCHA,102 Cumberland Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
148,NYCHA,102 Cumberland Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
149,NYCHA,138 Cumberland Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
150,NYCHA,120 N Portland Ave,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
151,NYCHA,132 Carlton Ave,40.69,-73.97,Outdoor,Brooklyn,Fort Greene,11205.0
152,NYCHA,138 Cumberland Walk,40.69,-73.97,Outdoor,Brooklyn,Fort Greene,11205.0
153,NYCHA,277 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
154,NYCHA,152 N Elliott Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
155,NYCHA,160 N Elliott Walk,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
156,NYCHA,293 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
157,NYCHA,297 Myrtle Ave,40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11205.0
158,NYCHA,331 Myrtle Ave,40.69,-73.97,Outdoor,Brooklyn,Fort Greene,11205.0
159,LinkNYC - Citybridge,220 3Rd Ave,40.74,-73.99,Outdoor Kiosk,Manhattan,Gramercy,10003.0
160,LinkNYC - Citybridge,205 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10003.0
161,LinkNYC - Citybridge,180 3Rd Ave,40.73,-73.99,Outdoor Kiosk,Manhattan,Gramercy,10003.0
162,LinkNYC - Citybridge,241 Madison Ave,40.75,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
163,LinkNYC - Citybridge,205 3Rd Ave,40.74,-73.99,Outdoor Kiosk,Manhattan,Gramercy,10003.0
164,LinkNYC - Citybridge,141 3Rd Ave,40.73,-73.99,Outdoor Kiosk,Manhattan,Gramercy,10003.0
165,LinkNYC - Citybridge,160 East 54Th,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
166,LinkNYC - Citybridge,201 East 57Th Street,40.76,-73.97,Outdoor Kiosk,Manhattan,Turtle Bay-East Midtown,10022.0
167,LinkNYC - Citybridge,201 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10003.0
168,LinkNYC - Citybridge,416 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
169,LinkNYC - Citybridge,370 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10016.0
170,LinkNYC - Citybridge,412 3Rd Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Murray Hill-Kips Bay,10016.0
171,LinkNYC - Citybridge,81 Lexington Ave,40.74,-73.98,Outdoor Kiosk,Manhattan,Gramercy,10016.0
172,LinkNYC - Citybridge,469 FULTON ST,40.69,-73.99,Outdoor Kiosk,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
173,LinkNYC - Citybridge,36 Bond St,40.69,-73.98,Outdoor Kiosk,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
174,LinkNYC - Citybridge,907 Fulton St,40.68,-73.97,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
175,LinkNYC - Citybridge,710 Fulton St,40.69,-73.97,Outdoor Kiosk,Brooklyn,Fort Greene,11217.0
176,LinkNYC - Citybridge,770 Fulton St,40.68,-73.97,Outdoor Kiosk,Brooklyn,Fort Greene,11238.0
177,LinkNYC - Citybridge,464 Grand Ave,40.68,-73.96,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
178,LinkNYC - Citybridge,79 Henry St,40.7,-73.99,Outdoor Kiosk,Brooklyn,Brooklyn Heights-Cobble Hill,11201.0
179,LinkNYC - Citybridge,322 Livingston St,40.69,-73.98,Outdoor Kiosk,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11217.0
180,LinkNYC - Citybridge,957 Fulton St,40.68,-73.96,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
181,LinkNYC - Citybridge,120 Schermerhorn Street,40.69,-73.99,Outdoor Kiosk,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
182,LinkNYC - Citybridge,71 Wyckoff Street - Around the Corner From 164 Smith Street,40.69,-73.99,Outdoor Kiosk,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
183,LinkNYC - Citybridge,219 Court St,40.69,-73.99,Outdoor Kiosk,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
184,LinkNYC - Citybridge,2208 FULTON STREET,40.68,-73.91,Outdoor Kiosk,Brooklyn,Ocean Hill,11233.0
185,LinkNYC - Citybridge,1803 Fulton Street,40.68,-73.93,Outdoor Kiosk,Brooklyn,Crown Heights North,11233.0
186,SPECTRUM,Gymnasium,40.82,-73.94,Indoor,Manhattan,Hamilton Heights,10039.0
187,LinkNYC - Citybridge,1874 Fulton St,40.68,-73.92,Outdoor Kiosk,Brooklyn,Crown Heights North,11233.0
188,LinkNYC - Citybridge,1961 FULTON STREET,40.68,-73.92,Outdoor Kiosk,Brooklyn,Stuyvesant Heights,11233.0
189,LinkNYC - Citybridge,1805 FULTON STREET,40.68,-73.93,Outdoor Kiosk,Brooklyn,Crown Heights North,11233.0
190,LinkNYC - Citybridge,1245 Fulton Street,40.68,-73.95,Outdoor Kiosk,Brooklyn,Bedford,11216.0
191,LinkNYC - Citybridge,549 Classon Ave,40.68,-73.96,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
192,LinkNYC - Citybridge,1628 Fulton St,40.68,-73.94,Outdoor Kiosk,Brooklyn,Crown Heights North,11213.0
193,LinkNYC - Citybridge,560 Franklin Ave,40.68,-73.96,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
194,LinkNYC - Citybridge,1407 Fulton St,40.68,-73.94,Outdoor Kiosk,Brooklyn,Bedford,11216.0
195,LinkNYC - Citybridge,1473 Fulton St,40.68,-73.94,Outdoor Kiosk,Brooklyn,Bedford,11216.0
196,LinkNYC - Citybridge,1546 Fulton St,40.68,-73.94,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
197,LinkNYC - Citybridge,1591 Fulton St,40.68,-73.94,Outdoor Kiosk,Brooklyn,Stuyvesant Heights,11213.0
198,LinkNYC - Citybridge,1139 Fulton Street,40.68,-73.96,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
199,LinkNYC - Citybridge,540 Franklin Ave,40.68,-73.96,Outdoor Kiosk,Brooklyn,Clinton Hill,11238.0
200,LinkNYC - Citybridge,1422 Fulton Street,40.68,-73.94,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
201,LinkNYC - Citybridge,1373 Fulton Street,40.68,-73.95,Outdoor Kiosk,Brooklyn,Bedford,11216.0
202,LinkNYC - Citybridge,1741 Fulton St,40.68,-73.93,Outdoor Kiosk,Brooklyn,Crown Heights North,11233.0
203,LinkNYC - Citybridge,293 Ralph Ave,40.68,-73.92,Outdoor Kiosk,Brooklyn,Stuyvesant Heights,11233.0
204,LinkNYC - Citybridge,517 Nostrand Avenue,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
205,LinkNYC - Citybridge,505 Nostrand Ave,40.68,-73.95,Outdoor Kiosk,Brooklyn,Crown Heights North,11216.0
206,SPECTRUM,NW Field by Rec Center,40.85,-73.94,Outdoor,Manhattan,Washington Heights South,10033.0
207,SPECTRUM,SW Field by Rec Center,40.85,-73.94,Outdoor,Manhattan,Washington Heights South,10033.0
208,SPECTRUM,East Entrance and Playgrround,40.85,-73.94,Outdoor,Manhattan,Washington Heights South,10033.0
