id,Provider,Location,Latitude,Longitude,Access Location,Borough,Neighborhood,Postal Code
1968,LinkNYC - Citybridge,2202 BROADWAY,40.78,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1969,LinkNYC - Citybridge,2300 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1970,LinkNYC - Citybridge,2275 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1971,LinkNYC - Citybridge,2252 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1972,LinkNYC - Citybridge,215 West 88st,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1973,LinkNYC - Citybridge,2310 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1974,LinkNYC - Citybridge,214 West 92st,40.79,-73.97,Outdoor Kiosk,Manhattan,Upper West Side,10025.0
1975,LinkNYC - Citybridge,215 West 91st,40.79,-73.97,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1976,LinkNYC - Citybridge,2440 Broadway,40.79,-73.97,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1977,LinkNYC - Citybridge,2431 Broadway,40.79,-73.97,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1978,LinkNYC - Citybridge,2255 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1979,LinkNYC - Citybridge,2282 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1980,LinkNYC - Citybridge,2299 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1981,LinkNYC - Citybridge,2315 BROADWAY,40.79,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1982,LinkNYC - Citybridge,2239 BROADWAY,40.78,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10024.0
1983,LinkNYC - Citybridge,2135 BROADWAY,40.78,-73.98,Outdoor Kiosk,Manhattan,Upper West Side,10023.0
1984,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1985,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1986,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1987,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1988,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1989,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1990,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1991,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1992,SPECTRUM,Along Boardwalk and Beach,40.58,-74.08,Outdoor,Staten Island,Old Town-Dongan Hills-South Beach,10305.0
1993,SPECTRUM,1st Fl Conference Rm,40.71,-73.84,Indoor,Queens,Kew Gardens,11415.0
1994,SPECTRUM,Area by comfort station,40.71,-73.84,Outdoor,Queens,Kew Gardens,11415.0
1995,SPECTRUM,Area outside HQ building,40.71,-73.84,Outdoor,Queens,Kew Gardens,11415.0
1996,SPECTRUM,Comfort station - Front Left,40.64,-74.03,Outdoor,Brooklyn,Bay Ridge,11220.0
1997,SPECTRUM,Comfort station - Front right,40.64,-74.03,Outdoor,Brooklyn,Bay Ridge,11220.0
1998,SPECTRUM,Comfort station - Back Right,40.64,-74.03,Outdoor,Brooklyn,Bay Ridge,11220.0
1999,ALTICEUSA,IN PARK NORTH WEST SIDE,40.66,-73.89,Outdoor,Brooklyn,East New York,11207.0
2000,ALTICEUSA,IN PARK SOUTH WEST SIDE PLAYGROUND AREA,40.66,-73.89,Outdoor,Brooklyn,East New York,11207.0
2001,Downtown Brooklyn,466 Fulton St. (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2002,Downtown Brooklyn,466 Fulton St. (Pole),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2003,Downtown Brooklyn,469 Fulton St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2004,Downtown Brooklyn,490 Fulton St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2005,Downtown Brooklyn,490 Fulton St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2006,Downtown Brooklyn,490 Fulton St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2007,Downtown Brooklyn,490 Fulton St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2008,Downtown Brooklyn,490 Fulton St.,40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2009,Downtown Brooklyn,54 Willoughby St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2010,Downtown Brooklyn,54 Willoughby St.,40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2011,Downtown Brooklyn,573 Fulton St. (Pole),40.69,-73.98,Outdoor,Brooklyn,Fort Greene,11201.0
2012,Downtown Brooklyn,80 Hanson Place,40.69,-73.97,Outdoor,Brooklyn,Fort Greene,11217.0
2013,Downtown Brooklyn,80 Hanson Place,40.69,-73.97,Outdoor,Brooklyn,Fort Greene,11217.0
2014,Downtown Brooklyn,9 Hanover Place (Gate),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2015,Downtown Brooklyn,9 Hanover Place (Gate),40.69,-73.98,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2016,Downtown Brooklyn,Boro Hall Park 1 (Pole),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2017,Downtown Brooklyn,Boro Hall Park 1 (Pole),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2018,Downtown Brooklyn,Boro Hall Park 2 (Pole),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2019,Downtown Brooklyn,Boro Hall Park 2 (Pole),40.69,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2020,Downtown Brooklyn,McLaughlin Park,40.7,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2021,Downtown Brooklyn,McLaughlin Park,40.7,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2022,Downtown Brooklyn,McLaughlin Park,40.7,-73.99,Outdoor,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11201.0
2023,SPECTRUM,71st St Ball Field South Area,40.72,-73.88,Outdoor TWC Aerial,Queens,Middle Village,11379.0
2024,SPECTRUM,71st St Ball Field Center Area,40.72,-73.88,Outdoor TWC Aerial,Queens,Middle Village,11379.0
2025,SPECTRUM,71st St Ball Field North Area,40.72,-73.88,Outdoor TWC Aerial,Queens,Middle Village,11379.0
2026,SPECTRUM,Playground,40.69,-73.85,Outdoor TWC Aerial,Queens,Woodhaven,11416.0
2027,SPECTRUM,Skate Park,40.69,-73.85,Outdoor TWC Aerial,Queens,Woodhaven,11416.0
2028,SPECTRUM,Handball Court,40.69,-73.85,Outdoor TWC Aerial,Queens,Woodhaven,11421.0
2029,SPECTRUM,Handball Court,40.69,-73.85,Outdoor TWC Aerial,Queens,Woodhaven,11421.0
2030,SPECTRUM,Sr. Dinning Area,40.73,-73.87,Indoor,Queens,Rego Park,11374.0
2031,SPECTRUM,Intersection of 62 Ave & 93rd St,40.73,-73.87,Outdoor TWC Aerial,Queens,Rego Park,11374.0
2032,SPECTRUM,Intersection of 62 Ave & dead end,40.73,-73.87,Outdoor TWC Aerial,Queens,Rego Park,11374.0
2033,SPECTRUM,1st Fl Gymnasium,40.73,-73.87,Indoor,Queens,Rego Park,11374.0
2034,SPECTRUM,2nd Fl After School Rm,40.73,-73.87,Indoor,Queens,Rego Park,11374.0
2035,SPECTRUM,Track & Field,40.72,-73.95,Outdoor,Brooklyn,North Side-South Side,11222.0
2036,SPECTRUM,Track & Field,40.72,-73.95,Outdoor,Brooklyn,North Side-South Side,11222.0
2037,SPECTRUM,Dining Hall,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2038,SPECTRUM,Computer Resource Rm,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2039,SPECTRUM,Library,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2040,SPECTRUM,Backstage area,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2041,SPECTRUM,North Hallway,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2042,SPECTRUM,Baseball Diamond Corner,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2043,SPECTRUM,Amplitheater,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2044,SPECTRUM,Park Area North,40.81,-73.94,Indoor,Manhattan,East Harlem North,10027.0
2045,SPECTRUM,1st Floor Lobby,40.76,-73.97,Indoor,Manhattan,Turtle Bay-East Midtown,10022.0
2046,SPECTRUM,2nd fl multi purpose room,40.76,-73.97,Indoor,Manhattan,Turtle Bay-East Midtown,10022.0
2047,LinkNYC - Citybridge,1216 Broadway,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2048,LinkNYC - Citybridge,7 WEST 48 STREET,40.76,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10020.0
2049,LinkNYC - Citybridge,3 WEST 44 STREET,40.75,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10036.0
2050,LinkNYC - Citybridge,500 8 Avenue,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10018.0
2051,LinkNYC - Citybridge,1293 Broadway,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2052,LinkNYC - Citybridge,362 7 AVENUE,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2053,LinkNYC - Citybridge,383 7 AVENUE,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2054,LinkNYC - Citybridge,430 7TH AVENUE,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2055,LinkNYC - Citybridge,341 7 AVENUE,40.75,-73.99,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10001.0
2056,LinkNYC - Citybridge,3 Columbus Circle,40.77,-73.98,Outdoor Kiosk,Manhattan,Midtown-Midtown South,10019.0
2057,SPECTRUM,Beach 109 - Street and Beach,40.58,-73.83,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
2058,SPECTRUM,Beach 116 - Comfort Station and Beach,40.58,-73.84,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
2059,SPECTRUM,Beach 116 - Rear of Comfort Station,40.58,-73.84,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
2060,SPECTRUM,Beach 116 - Comfort Station and Beach,40.58,-73.84,Outdoor,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
2061,SPECTRUM,Beach 116 - Comfort Station and Beach,40.58,-73.84,Outdoor TWC Aerial,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,11694.0
2062,SPECTRUM,Playground and BB Court,40.6,-73.74,Outdoor TWC Aerial,Queens,Far Rockaway-Bayswater,11691.0
2063,SPECTRUM,Playground and BB Court,40.6,-73.75,Outdoor TWC Aerial,Queens,Far Rockaway-Bayswater,11691.0
2064,SPECTRUM,Parking Lot and BB Court,40.6,-73.75,Outdoor TWC Aerial,Queens,Far Rockaway-Bayswater,11691.0
2065,SPECTRUM,Parking Lot and Skate Park,40.6,-73.75,Outdoor TWC Aerial,Queens,Far Rockaway-Bayswater,11691.0
2066,SPECTRUM,Parking Lot and Skate Park,40.6,-73.75,Outdoor TWC Aerial,Queens,Far Rockaway-Bayswater,11691.0
2067,SPECTRUM,Parking Lot and Skate Park,40.6,-73.75,Outdoor,Queens,Far Rockaway-Bayswater,11691.0
2068,SPECTRUM,Picnic Area,40.69,-73.77,Outdoor,Queens,St. Albans,11434.0
2069,SPECTRUM,Picnic Area,40.69,-73.77,Outdoor,Queens,St. Albans,11434.0
2070,SPECTRUM,Food pantry and Patio,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2071,SPECTRUM,Bunker Rm 1 (AKA Rm B4),40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2072,SPECTRUM,Bunker Rm 2 (AKA Rm B3),40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2073,SPECTRUM,Bunker Rm 3 (AKA Rm B5),40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2074,SPECTRUM,Classroom 1 (AKA RM B2),40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2075,SPECTRUM,Classroom 2 (AKA Rm B1),40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2076,SPECTRUM,Gym 1,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2077,SPECTRUM,Workout Rm,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2078,SPECTRUM,Family waiting area,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2079,SPECTRUM,Maintenance office - 2nd Fl,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2080,SPECTRUM,Rec Office #2,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2081,SPECTRUM,Rec Office #2,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2082,SPECTRUM,Rehearsal Rm - 2nd Fl,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2083,SPECTRUM,Theater lounge,40.69,-73.77,Indoor,Queens,St. Albans,11434.0
2084,SPECTRUM,Area off Broadway by Entrance,40.63,-74.11,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2085,SPECTRUM,Area off Broadway and Colonial Court,40.63,-74.11,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2086,SPECTRUM,Area off Broadway and Greenwood Pl,40.62,-74.11,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2087,SPECTRUM,North area off Richmond Terr,40.64,-74.1,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2088,SPECTRUM,North area off Richmond Terr,40.64,-74.1,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2089,SPECTRUM,North area off Richmond Terr,40.65,-74.1,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2090,SPECTRUM,North area off Richmond Terr,40.65,-74.1,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2091,SPECTRUM,North area off Richmond Terr,40.65,-74.1,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2092,SPECTRUM,North area off Richmond Terr,40.65,-74.1,Outdoor TWC Aerial,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2093,SPECTRUM,Building P - SE towards barn/farm area,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2094,SPECTRUM,Building P - NE towards play area,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2095,SPECTRUM,Building G - SW towards social affair area,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2096,SPECTRUM,Building P - SW towards meadow,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2097,SPECTRUM,Building P - NW towards Botanical Gardens,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2098,SPECTRUM,Building G - SE towards social affair area,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2099,SPECTRUM,Pathway from Building L to Building P,40.64,-74.1,Outdoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2100,SPECTRUM,Building L (Office),40.64,-74.1,Indoor,Staten Island,West New Brighton-New Brighton-St. George,10310.0
2101,SPECTRUM,Hallway between Art and Game room,40.6,-73.75,Indoor,Queens,Far Rockaway-Bayswater,11691.0
2102,SPECTRUM,Computer resource center,40.6,-73.75,Indoor,Queens,Far Rockaway-Bayswater,11691.0
2103,SPECTRUM,Gym wall,40.6,-73.75,Indoor,Queens,Far Rockaway-Bayswater,11691.0
2104,SPECTRUM,Jeter reading room on 2nd floor,40.6,-73.75,Indoor,Queens,Far Rockaway-Bayswater,11691.0
2105,SPECTRUM,North side of Park off Water St,40.63,-74.08,Outdoor TWC Aerial,Staten Island,Stapleton-Rosebank,10304.0
2106,SPECTRUM,East side of Park off Bay St,40.63,-74.08,Outdoor TWC Aerial,Staten Island,Stapleton-Rosebank,10304.0
2107,SPECTRUM,North side of Park off Canal St,40.63,-74.08,Outdoor TWC Aerial,Staten Island,Stapleton-Rosebank,10304.0
2108,SPECTRUM,Lobby,40.79,-73.94,Indoor,Manhattan,East Harlem North,10029.0
2109,SPECTRUM,Multi Purpose Room,40.79,-73.94,Indoor,Manhattan,East Harlem North,10029.0
2110,SPECTRUM,GED Room,40.79,-73.94,Indoor,Manhattan,East Harlem North,10029.0
2111,SPECTRUM,After School Room,40.79,-73.94,Indoor,Manhattan,East Harlem North,10029.0
2112,SPECTRUM,Computer Resource Room,40.79,-73.94,Indoor,Manhattan,East Harlem North,10029.0
2113,SPECTRUM,Fitness Room,40.79,-73.94,Indoor,Manhattan,East Harlem North,10029.0
2114,SPECTRUM,South Ball Field,40.79,-73.94,Outdoor TWC Aerial,Manhattan,East Harlem North,10029.0
2115,SPECTRUM,Noth Soccer Field,40.79,-73.94,Outdoor TWC Aerial,Manhattan,East Harlem North,10029.0
2116,SPECTRUM,Confort station and seating area,40.64,-74.08,Outdoor TWC Aerial,Staten Island,Stapleton-Rosebank,10301.0
2117,SPECTRUM,Roof top covering JJ Walker Park,40.73,-74.01,Outdoor,Manhattan,West Village,10014.0
2118,SPECTRUM,Basketball court,40.73,-74.01,Indoor,Manhattan,West Village,10014.0
2119,SPECTRUM,Afterschool Rm,40.73,-74.01,Indoor,Manhattan,West Village,10014.0
2120,SPECTRUM,CRC Rm,40.73,-74.01,Indoor,Manhattan,West Village,10014.0
2121,SPECTRUM,NW Area off Washington Sq N,40.73,-74.0,Outdoor,Manhattan,West Village,10011.0
2122,SPECTRUM,NW Area off Washington Sq N,40.73,-74.0,Outdoor,Manhattan,West Village,10011.0
2123,SPECTRUM,SE Area off Washington Sq S,40.73,-74.0,Outdoor,Manhattan,West Village,10003.0
2124,SPECTRUM,S Area off Washington Sq S,40.73,-74.0,Outdoor,Manhattan,West Village,10003.0
2125,SPECTRUM,SW Area off Washington Sq S,40.73,-74.0,Outdoor,Manhattan,West Village,10012.0
2126,SPECTRUM,NW Area off Washington Sq N,40.73,-74.0,Outdoor,Manhattan,West Village,10012.0
2127,SPECTRUM,NE Area off Washington Sq N,40.73,-74.0,Outdoor,Manhattan,West Village,10011.0
2128,SPECTRUM,Pier and North Seating Area,40.82,-73.96,Outdoor,Manhattan,Manhattanville,10027.0
2129,SPECTRUM,Pier and South Seating Area,40.82,-73.96,Outdoor,Manhattan,Manhattanville,10027.0
2130,SPECTRUM,Southside of Comfort Station,40.75,-73.91,Outdoor,Queens,Woodside,11377.0
2131,SPECTRUM,North side of Comfort Station,40.75,-73.91,Outdoor,Queens,Woodside,11377.0
2132,SPECTRUM,Front of Public School 011,40.75,-73.91,Outdoor,Queens,Woodside,11377.0
2133,SPECTRUM,Woodside Ave & 57th St,40.75,-73.91,Outdoor TWC Aerial,Queens,Woodside,11377.0
2134,SPECTRUM,Woodside Ave &  55th St,40.75,-73.91,Outdoor TWC Aerial,Queens,Woodside,11377.0
2135,SPECTRUM,Woodside Ave &  54th St,40.75,-73.91,Outdoor TWC Aerial,Queens,Woodside,11377.0
2136,SPECTRUM,South parking lot Entrance,40.52,-74.19,Outdoor,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,10312.0
2137,SPECTRUM,Back of comfort station and picnic area,40.52,-74.19,Outdoor,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,10309.0
2138,SPECTRUM,South parking lot beach side,40.52,-74.19,Outdoor,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,10309.0
2139,SPECTRUM,South parking lot beach side,40.52,-74.19,Outdoor,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,10309.0
2140,SPECTRUM,Park entrance and parking lot,40.52,-74.19,Outdoor,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,10309.0
2141,SPECTRUM,South side of Park,40.69,-73.82,Outdoor TWC Aerial,Queens,Richmond Hill,11419.0
2142,SPECTRUM,South West area of Park,40.69,-73.82,Outdoor TWC Aerial,Queens,Richmond Hill,11419.0
2143,SPECTRUM,North West side of Park,40.7,-73.82,Outdoor TWC Aerial,Queens,Richmond Hill,11419.0
2144,SPECTRUM,South East side of Park,40.69,-73.82,Outdoor TWC Aerial,Queens,Richmond Hill,11419.0
2145,SPECTRUM,North East side of Park,40.7,-73.82,Outdoor TWC Aerial,Queens,Richmond Hill,11419.0
2146,SPECTRUM,Outdoor - Basketball Court,40.71,-74.0,Outdoor,Manhattan,Chinatown,10038.0
2147,SPECTRUM,Indoor - Lobby,40.71,-74.0,Indoor,Manhattan,Chinatown,10038.0
2148,SPECTRUM,Outdoor - Park Area,40.7,-73.79,Outdoor TWC Aerial,Queens,South Jamaica,11433.0
2149,SPECTRUM,Outdoor - Park Area,40.7,-73.79,Outdoor TWC Aerial,Queens,South Jamaica,11433.0
2150,SPECTRUM,Outdoor - Park Area,40.7,-73.78,Outdoor TWC Aerial,Queens,South Jamaica,11433.0
2151,SPECTRUM,Outdoor - Park Area,40.7,-73.78,Outdoor TWC Aerial,Queens,South Jamaica,11433.0
2152,SPECTRUM,Outdoor - Park Area,40.7,-73.78,Outdoor TWC Aerial,Queens,South Jamaica,11433.0
2153,SPECTRUM,Outdoor - Park Area,40.7,-73.78,Outdoor TWC Aerial,Queens,South Jamaica,11433.0
2154,ALTICEUSA,CROPSEY AV E/O/21ST AV,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2155,ALTICEUSA,FRNT OF BASKETBALL COURTS,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2156,ALTICEUSA,FRNT OF HANDBALL COURTS,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2157,ALTICEUSA,IN ROUND CIRCLE S/O CROPSEY AV,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2158,ALTICEUSA,FRNT OF PLAYGROUND,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2159,ALTICEUSA,FRNT OF BASEBALL FIELD,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2160,ALTICEUSA,WEST OF K-32 OUTSIDE HANDBALL COURT,40.6,-74.0,Outdoor,Brooklyn,Bath Beach,11214.0
2161,ALTICEUSA,Near Burke Ave,40.87,-73.87,Outdoor,Bronx,park-cemetery-etc-Bronx,10467.0
2162,ALTICEUSA,NYC Parks Bronx Headquarters,40.85,-73.87,Outdoor,Bronx,park-cemetery-etc-Bronx,10462.0
2163,ALTICEUSA,HEGEMAN AV 1/P/S/O CHRISTOPHER ST,40.66,-73.9,Outdoor,Brooklyn,Brownsville,11212.0
2164,ALTICEUSA,C/O HEGEMAN AV & SACKMAN ST,40.66,-73.9,Outdoor,Brooklyn,Brownsville,11212.0
2165,ALTICEUSA,WEIGHT & FITNESS ROOM,40.66,-73.9,Indoor,Brooklyn,Brownsville,11212.0
2166,ALTICEUSA,TEEN ROOM,40.66,-73.9,Indoor,Brooklyn,Brownsville,11212.0
2167,ALTICEUSA,LOBBY,40.66,-73.9,Indoor,Brooklyn,Brownsville,11212.0
2168,ALTICEUSA,GAME ROOM,40.66,-73.9,Indoor,Brooklyn,Brownsville,11212.0
2169,ALTICEUSA,GYMNASIUM,40.66,-73.9,Indoor,Brooklyn,Brownsville,11212.0
2170,ALTICEUSA,MULTI-PURPOSE  L,40.65,-73.9,Indoor,Brooklyn,East New York,11236.0
2171,ALTICEUSA,MULTI-PURPOSE  R,40.66,-73.9,Indoor,Brooklyn,Brownsville,11212.0
2172,ALTICEUSA,MORRIS AV 1 P/S/O MT EDEN PKWY,40.84,-73.91,Outdoor,Bronx,East Concourse-Concourse Village,10457.0
2173,ALTICEUSA,MORRIS AV 3 P/S/O MT EDEN PKWY,40.84,-73.91,Outdoor,Bronx,East Concourse-Concourse Village,10457.0
2174,ALTICEUSA,FRNT OF HANDBALL/BASKET BALL COURTS END OF CLAY AV,40.84,-73.91,Outdoor,Bronx,park-cemetery-etc-Bronx,10457.0
2175,ALTICEUSA,LEFT SIDE OF GAZEBO IN PARK S/O MT EDEN PKWY,40.84,-73.91,Outdoor,Bronx,park-cemetery-etc-Bronx,10457.0
2176,ALTICEUSA,SOUTH OF RESTROOM LOCATED S/O/MT EDEN PKWY,40.84,-73.91,Outdoor,Bronx,park-cemetery-etc-Bronx,10457.0
2177,ALTICEUSA,FRNT OF BASKET BALL COURT N/O E 170TH ST,40.84,-73.91,Outdoor,Bronx,park-cemetery-etc-Bronx,10457.0
2178,ALTICEUSA,FRNT OF HANDBALL COURT N/O E 170TH ST,40.84,-73.91,Outdoor,Bronx,park-cemetery-etc-Bronx,10457.0
2179,ALTICEUSA,W 15TH ST -5/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
2180,ALTICEUSA,W 15TH ST -8/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
2181,ALTICEUSA,W 15TH ST -7/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
2182,ALTICEUSA,W 15TH ST -3/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
2183,ALTICEUSA,W 10TH ST -2/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
2184,ALTICEUSA,W 10TH ST -1/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
2185,ALTICEUSA,W 10TH ST -4/P/S/O SURF AV,40.57,-73.98,Outdoor,Brooklyn,Seagate-Coney Island,11224.0
