id,Address,City,County,Latitude,Longitude,Postal Code,State Code,State
1238,1900 Matthews Township Pkwy,Matthews,Mecklenburg,35.12,-80.71,28105.0,NC,North Carolina
1239,8120 University City Blvd,Charlotte,Mecklenburg,35.29,-80.75,28213.0,NC,North Carolina
1240,8830 Albemarle Rd,Charlotte,Mecklenburg,35.21,-80.69,28227.0,NC,North Carolina
1241,594 River Hwy,Mooresville,Iredell,35.6,-80.87,28117.0,NC,North Carolina
1242,2901 W Highway 74,Monroe,Union,35.02,-80.58,28110.0,NC,North Carolina
1243,6150 Bayfield Pkwy,Concord,Cabarrus,35.42,-80.68,28027.0,NC,North Carolina
1244,2791 David H Mcleod Blvd,Florence,Florence,34.19,-79.84,29501.0,SC,South Carolina
1245,140 Sayebrook Pkwy,Myrtle Beach,Horry,33.65,-78.98,29588.0,SC,South Carolina
1246,1150 Seaboard St,Myrtle Beach,Horry,33.71,-78.89,29577.0,SC,South Carolina
1247,1040 Hanes Mall Blvd,Winston Salem,Forsyth,36.07,-80.32,27103.0,NC,North Carolina
1248,5420 University Pkwy,Winston Salem,Forsyth,36.17,-80.28,27105.0,NC,North Carolina
1249,1090 S Main St,Kernersville,Forsyth,36.11,-80.1,27284.0,NC,North Carolina
1250,1050 Mall Loop Rd,High Point,Guilford,35.99,-80.01,27262.0,NC,North Carolina
1251,1212 Bridford Pkwy,Greensboro,Guilford,36.06,-79.91,27407.0,NC,North Carolina
1252,1628 Highwoods Blvd,Greensboro,Guilford,36.11,-79.88,27410.0,NC,North Carolina
1253,2701 Lawndale Dr,Greensboro,Guilford,36.1,-79.82,27408.0,NC,North Carolina
1254,1475 University Dr,Burlington,Alamance,36.07,-79.52,27215.0,NC,North Carolina
1255,2056 Skibo Rd,Fayetteville,Cumberland,35.05,-78.97,28314.0,NC,North Carolina
1256,195 Conston Ave,Christiansburg,Montgomery,37.16,-80.42,24073.0,VA,Virginia
1257,"143 W Franklin St, Ste 120",Chapel Hill,Orange,35.91,-79.06,27516.0,NC,North Carolina
1258,4711 New Centre Dr,Wilmington,New Hanover,34.25,-77.88,28405.0,NC,North Carolina
1259,100 Grand Hill Place,Holly Springs,Wake,35.66,-78.85,27540.0,NC,North Carolina
1260,391 E MAKAALA ST,Hilo,Hawaii,19.7,-155.06,96720.0,HI,Hawaii
1261,74-5455 Makala Blvd,Kailua Kona,Hawaii,19.65,-156.0,96740.0,HI,Hawaii
1262,100 Hookele St,Kahului,Honolulu,20.87,-156.46,96732.0,HI,Hawaii
1263,345 Hahani St,Kailua,Honolulu,21.39,-157.74,96734.0,HI,Hawaii
1264,"1450 Ala Moana Blvd, Ste 2401",Honolulu,Honolulu,21.29,-157.84,96814.0,HI,Hawaii
1265,4380 Lawehana St,Honolulu,Honolulu,21.36,-157.93,96818.0,HI,Hawaii
1266,4450 Kapolei Pkwy,Kapolei,Honolulu,21.33,-158.09,96707.0,HI,Hawaii
1267,214 Viking Plaza Dr,Cedar Falls,Black Hawk,42.48,-92.44,50613.0,IA,Iowa
1268,3450 4th St SW,Mason City,Cerro Gordo,43.15,-93.25,50401.0,IA,Iowa
1269,1501 E San Marnan Dr,Waterloo,Black Hawk,42.47,-92.33,50702.0,IA,Iowa
1270,320 S Duff Ave,Ames,Story,42.02,-93.61,50010.0,IA,Iowa
1271,2910 1st Ave S,Fort Dodge,Webster,42.51,-94.16,50501.0,IA,Iowa
1272,2135 SE Delaware Ave,Ankeny,Polk,41.71,-93.58,50021.0,IA,Iowa
1273,3414 8th St SW,Altoona,Polk,41.64,-93.5,50009.0,IA,Iowa
1274,5901 Douglas Ave,Des Moines,Polk,41.63,-93.7,50322.0,IA,Iowa
1275,11148 Plum Dr,Urbandale,Polk,41.65,-93.77,50322.0,IA,Iowa
1276,1030 Blairs Ferry Rd NE,Cedar Rapids,Linn,42.04,-91.65,52402.0,IA,Iowa
1277,1800 Valley West Dr,West Des Moines,Polk,41.6,-93.75,50266.0,IA,Iowa
1278,3400 Edgewood Rd SW,Cedar Rapids,Linn,41.94,-91.72,52404.0,IA,Iowa
1279,1111 E Army Post Rd Ste 2204,Des Moines,Polk,41.52,-93.6,50315.0,IA,Iowa
1280,5405 Mills Civic Pkwy,West Des Moines,Polk,41.56,-93.78,50266.0,IA,Iowa
1281,4611 Maine Ave SE,Rochester,Olmsted,43.95,-92.46,55904.0,MN,Minnesota
1282,1441 Coral Ridge Ave,Coralville,Johnson,41.69,-91.6,52241.0,IA,Iowa
1283,301 Park Dr,Owatonna,Steele,44.09,-93.25,55060.0,MN,Minnesota
1284,3827 Marketplace Dr NW,Rochester,Olmsted,44.06,-92.5,55901.0,MN,Minnesota
1285,1850 Adams St,Mankato,Blue Earth,44.17,-93.95,56001.0,MN,Minnesota
1286,3500 Dodge St,Dubuque,Dubuque,42.49,-90.72,52003.0,IA,Iowa
1287,860 Mankato Ave,Winona,Winona,44.03,-91.62,55987.0,MN,Minnesota
1288,2323 Highway 3 S,Northfield,Rice,44.43,-93.19,55057.0,MN,Minnesota
1289,9400 State Road 16,Onalaska,La Crosse,43.87,-91.19,54650.0,WI,Wisconsin
1290,151 Tyler Rd N,Red Wing,Goodhue,44.57,-92.58,55066.0,MN,Minnesota
1291,18275 Kenrick Ave,Lakeville,Dakota,44.68,-93.29,55044.0,MN,Minnesota
1292,15560 Pilot Knob Rd,Apple Valley,Dakota,44.72,-93.18,55124.0,MN,Minnesota
1293,15150 Cedar Ave,Apple Valley,Dakota,44.73,-93.21,55124.0,MN,Minnesota
1294,810 County Road 42 W,Burnsville,Dakota,44.75,-93.29,55337.0,MN,Minnesota
1295,14333 Hwy 13,Savage,Scott,44.74,-93.38,55378.0,MN,Minnesota
1296,2000 Cliff Lake Rd,Eagan,Dakota,44.79,-93.21,55122.0,MN,Minnesota
1297,5225 Elmore Ave,Davenport,Scott,41.57,-90.53,52807.0,IA,Iowa
1298,1685 17th Ave E,Shakopee,Scott,44.78,-93.5,55379.0,MN,Minnesota
1299,8655 E Point Douglas Rd S,Cottage Grove,Washington,44.82,-92.93,55016.0,MN,Minnesota
1300,7841 Amana Trail,Inver Grove Heights,Dakota,44.84,-93.09,55077.0,MN,Minnesota
1301,900 42nd Avenue Dr,Moline,Rock Island,41.47,-90.53,61265.0,IL,Illinois
1302,111 Pioneer Trl,Chaska,Carver,44.83,-93.6,55318.0,MN,Minnesota
1303,2555 W 79th St,Bloomington,Hennepin,44.86,-93.31,55431.0,MN,Minnesota
1304,8225 Flying Cloud Dr,Eden Prairie,Hennepin,44.86,-93.43,55344.0,MN,Minnesota
1305,7000 York Ave S,Edina,Hennepin,44.88,-93.32,55435.0,MN,Minnesota
1306,6445 Richfield Pkwy,Richfield,Hennepin,44.89,-93.25,55423.0,MN,Minnesota
1307,1750 Robert St S,West St Paul,Dakota,44.89,-93.08,55118.0,MN,Minnesota
1308,851 W 78th St,Chanhassen,Carver,44.86,-93.54,55317.0,MN,Minnesota
1309,875 E Main St,Waconia,Carver,44.84,-93.77,55387.0,MN,Minnesota
1310,2080 Ford Pkwy,Saint Paul,Ramsey,44.92,-93.19,55116.0,MN,Minnesota
1311,7200 Valley Creek Plz,Woodbury,Washington,44.93,-92.96,55125.0,MN,Minnesota
1312,449 Commerce Dr,Woodbury,Washington,44.94,-92.91,55125.0,MN,Minnesota
1313,4848 County Road 101,Minnetonka,Hennepin,44.92,-93.5,55345.0,MN,Minnesota
1314,3601 Highway 100 S,St Louis Park,Hennepin,44.94,-93.35,55416.0,MN,Minnesota
1315,1744 Suburban Ave,Saint Paul,Ramsey,44.95,-93.03,55106.0,MN,Minnesota
1316,525 S Gear Ave,West Burlington,Des Moines,40.82,-91.17,52655.0,IA,Iowa
1317,8900 Highway 7,Minneapolis,Hennepin,44.94,-93.39,55426.0,MN,Minnesota
1318,2500 E Lake St,Minneapolis,Hennepin,44.95,-93.24,55406.0,MN,Minnesota
1319,1300 University Ave W,Saint Paul,Ramsey,44.95,-93.16,55104.0,MN,Minnesota
1320,1300 W Lake St,Minneapolis,Hennepin,44.95,-93.3,55408.0,MN,Minnesota
1321,2401 Coulee Rd,Hudson,St. Croix,44.97,-92.72,54016.0,WI,Wisconsin
1322,900 Nicollet Mall,Minneapolis,Hennepin,44.98,-93.27,55403.0,MN,Minnesota
1323,1329 5th St SE,Minneapolis,Hennepin,44.98,-93.24,55414.0,MN,Minnesota
1324,13201 Ridgedale Dr,Minnetonka,Hennepin,44.97,-93.45,55305.0,MN,Minnesota
1325,7900 32nd St N,Oakdale,Washington,45.0,-92.95,55128.0,MN,Minnesota
1326,1650 New Brighton Blvd,Minneapolis,Hennepin,45.0,-93.23,55413.0,MN,Minnesota
1327,1515 County Road B W,Roseville,Ramsey,45.01,-93.16,55113.0,MN,Minnesota
1328,2199 Hwy 36 E,North Saint Paul,Ramsey,45.01,-93.01,55109.0,MN,Minnesota
1329,2021 Market Dr,Stillwater,Washington,45.04,-92.84,55082.0,MN,Minnesota
1330,4175 Vinewood Ln N,Plymouth,Hennepin,45.03,-93.45,55442.0,MN,Minnesota
1331,975 County Road E,Vadnais Heights,Ramsey,45.05,-93.06,55127.0,MN,Minnesota
1332,3800 Lexington Ave N,Shoreview,Ramsey,45.06,-93.14,55126.0,MN,Minnesota
1333,5537 W Broadway Ave,Crystal,Hennepin,45.05,-93.37,55428.0,MN,Minnesota
1334,3649 S Hastings Way,Eau Claire,Eau Claire,44.78,-91.43,54701.0,WI,Wisconsin
1335,755 53rd Ave NE,Fridley,Anoka,45.07,-93.25,55421.0,MN,Minnesota
1336,300 Clydesdale Trl,Medina,Hennepin,45.05,-93.53,55340.0,MN,Minnesota
1337,6100 Shingle Creek Pkwy,Brooklyn Center,Hennepin,45.07,-93.31,55430.0,MN,Minnesota
1338,1370 Highway 15 S,Hutchinson,McLeod,44.87,-94.38,55350.0,MN,Minnesota
1339,7535 W Broadway Ave,Brooklyn Park,Hennepin,45.09,-93.38,55428.0,MN,Minnesota
1340,8600 Springbrook Dr NW,Coon Rapids,Anoka,45.13,-93.27,55433.0,MN,Minnesota
1341,15300 Grove Circle N,Maple Grove,Hennepin,45.14,-93.47,55369.0,MN,Minnesota
1342,1500 109th Ave NE,Blaine,Anoka,45.17,-93.23,55449.0,MN,Minnesota
1343,749 Apollo Dr,Lino Lakes,Anoka,45.18,-93.1,55014.0,MN,Minnesota
1344,11990 Business Park Blvd N,Champlin,Hennepin,45.17,-93.39,55316.0,MN,Minnesota
1345,3300 124th Ave NW,Coon Rapids,Anoka,45.19,-93.35,55433.0,MN,Minnesota
1346,2000 Bunker Lake Blvd NW,Andover,Anoka,45.22,-93.32,55304.0,MN,Minnesota
1347,21615 S Diamond Lake Rd,Rogers,Hennepin,45.2,-93.55,55374.0,MN,Minnesota
1348,1300 State Highway 55 NE,Buffalo,Wright,45.16,-93.86,55313.0,MN,Minnesota
1349,1071 W Carl Sandburg Dr,Galesburg,Knox,40.98,-90.39,61401.0,IL,Illinois
1350,201 Junction Rd,Madison,Dane,43.06,-89.53,53717.0,WI,Wisconsin
1351,6321 McKee Rd,Fitchburg,Dane,43.01,-89.48,53719.0,WI,Wisconsin
1352,356 12th St SW,Forest Lake,Washington,45.27,-93.0,55025.0,MN,Minnesota
1353,750 Hilldale Way,Madison,Dane,43.07,-89.45,53705.0,WI,Wisconsin
1354,15800 87th St NE,Otsego,Wright,45.28,-93.56,55330.0,MN,Minnesota
1355,1447 E 7th St,Monticello,Wright,45.29,-93.77,55362.0,MN,Minnesota
1356,4301 Lien Rd,Madison,Dane,43.12,-89.31,53704.0,WI,Wisconsin
1357,660 S Grand Ave,Sun Prairie,Dane,43.17,-89.27,53590.0,WI,Wisconsin
1358,1021 Highline Pl,Sioux Falls,Minnehaha,43.54,-96.65,57110.0,SD,South Dakota
1359,2505 1st St S,Willmar,Kandiyohi,45.1,-95.04,56201.0,MN,Minnesota
1360,3600 S Louise Ave,Sioux Falls,Minnehaha,43.51,-96.77,57106.0,SD,South Dakota
1361,1708 N Central Ave,Marshfield,Wood,44.68,-90.16,54449.0,WI,Wisconsin
1362,215 Balsam St N,Cambridge,Isanti,45.57,-93.2,55008.0,MN,Minnesota
1363,9833 N Alpine Rd,Machesney Park,Winnebago,42.37,-89.03,61115.0,IL,Illinois
1364,2017 Humes Rd,Janesville,Rock,42.72,-89.0,53545.0,WI,Wisconsin
1365,6560 E State St,Rockford,Winnebago,42.27,-88.99,61108.0,IL,Illinois
1366,125 Lincoln Ave SE,Saint Cloud,Benton,45.57,-94.15,56304.0,MN,Minnesota
1367,4201 W Division St,Saint Cloud,Stearns,45.56,-94.21,56301.0,MN,Minnesota
1368,5300 US Highway 10 E,Stevens Point,Portage,44.52,-89.52,54482.0,WI,Wisconsin
1369,5001 N Big Hollow Rd,Peoria,Peoria,40.75,-89.64,61615.0,IL,Illinois
1370,4370 Venture Dr,Peru,La Salle,41.36,-89.13,61354.0,IL,Illinois
1371,480 W Washington St,East Peoria,Tazewell,40.67,-89.58,61611.0,IL,Illinois
1372,2555 Sycamore Rd,Dekalb,Dekalb,41.96,-88.72,60115.0,IL,Illinois
1373,2707 Schofield Ave,Schofield,Marathon,44.91,-89.59,54476.0,WI,Wisconsin
1374,660 N Edwards Blvd,Lake Geneva,Walworth,42.6,-88.42,53147.0,WI,Wisconsin
1375,2553 Sun Valley Dr,Delafield,Waukesha,43.05,-88.38,53018.0,WI,Wisconsin
1376,750 S Randall Rd,Algonquin,McHenry,42.16,-88.34,60102.0,IL,Illinois
1377,485 N Rolling Meadows Dr,Fond Du Lac,Fond Du Lac,43.79,-88.48,54937.0,WI,Wisconsin
1378,1900 S Koeller St,Oshkosh,Winnebago,44.0,-88.58,54902.0,WI,Wisconsin
1379,5580 Northwest Hwy,Crystal Lake,McHenry,42.23,-88.3,60014.0,IL,Illinois
1380,1250 W Sunset Dr,Waukesha,Waukesha,42.99,-88.26,53189.0,WI,Wisconsin
1381,300 S Randall Rd,Elgin,Kane,42.03,-88.34,60123.0,IL,Illinois
1382,1652 N Beecher Rd,Yorkville,Kendall,41.66,-88.46,60560.0,IL,Illinois
1383,530 Randall Rd,South Elgin,Kane,41.98,-88.34,60177.0,IL,Illinois
1384,1800 Orchard Gateway Blvd,North Aurora,Kane,41.8,-88.36,60542.0,IL,Illinois
1385,115 N Randall Rd,Batavia,Kane,41.85,-88.34,60510.0,IL,Illinois
1386,2401 Kossow Rd,Waukesha,Waukesha,43.03,-88.18,53186.0,WI,Wisconsin
1387,3885 E Main St,St Charles,Kane,41.92,-88.26,60174.0,IL,Illinois
1388,2800 N Sutton Rd,HoffMan Estates,Cook,42.07,-88.19,60192.0,IL,Illinois
1389,3020 Route 34,Oswego,Kendall,41.7,-88.32,60543.0,IL,Illinois
1390,4798 S Moorland Rd,New Berlin,Waukesha,42.96,-88.11,53151.0,WI,Wisconsin
1391,3445 Freedom Dr,Springfield,Sangamon,39.75,-89.71,62704.0,IL,Illinois
1392,301 Veterans Pkwy,Normal,Mclean,40.51,-88.96,61761.0,IL,Illinois
1393,355 W Mound Rd,Decatur,Macon,39.89,-88.96,62526.0,IL,Illinois
1394,1111 Brook Forest Ave,Shorewood,Will,41.54,-88.2,60404.0,IL,Illinois
1395,2102 N Prospect Ave,Champaign,Champaign,40.14,-88.26,61822.0,IL,Illinois
1396,12800 S State Route 59,Plainfield,Will,41.65,-88.21,60585.0,IL,Illinois
1397,2701 Plainfield Rd,Joliet,Will,41.58,-88.15,60435.0,IL,Illinois
1398,1951 W Jefferson Ave,Naperville,Dupage,41.77,-88.2,60540.0,IL,Illinois
1399,28201 Diehl Rd,Warrenville,Dupage,41.8,-88.17,60555.0,IL,Illinois
1400,1188 W Boughton Rd,Bolingbrook,Will,41.7,-88.12,60440.0,IL,Illinois
1401,601 S County Farm Rd,Wheaton,Dupage,41.86,-88.14,60187.0,IL,Illinois
1402,1001 Sutton Rd,Streamwood,Cook,42.02,-88.2,60107.0,IL,Illinois
1403,2621 W Schaumburg Rd,Schaumburg,Cook,42.02,-88.15,60194.0,IL,Illinois
1404,13460 S Archer Ave,Lemont,Cook,41.64,-88.0,60439.0,IL,Illinois
1405,2333 63rd St,Woodridge,Dupage,41.77,-88.04,60517.0,IL,Illinois
1406,175 W Army Trail Rd,Glendale Heights,Dupage,41.94,-88.1,60139.0,IL,Illinois
1407,2370 E Lincoln Hwy,New Lenox,Will,41.51,-87.92,60451.0,IL,Illinois
1408,60 Yorktown Shopping Ctr,Lombard,Dupage,41.84,-88.0,60148.0,IL,Illinois
1409,1615 N State Route 50,Bourbonnais,Kankakee,41.17,-87.85,60914.0,IL,Illinois
1410,7601 Kingery Hwy,Willowbrook,Dupage,41.75,-87.94,60527.0,IL,Illinois
1411,1235 E Higgins Rd,Schaumburg,Cook,42.04,-88.05,60173.0,IL,Illinois
1412,50 E North Ave,Villa Park,Dupage,41.91,-87.98,60181.0,IL,Illinois
1413,555 S Rand Rd,Lake Zurich,Lake,42.19,-88.1,60047.0,IL,Illinois
1414,401 W Irving Park Rd,Wood Dale,Dupage,41.97,-87.99,60191.0,IL,Illinois
1415,15850 S 94th Ave,Orland Park,Cook,41.6,-87.85,60462.0,IL,Illinois
1416,679 E Dundee Rd,Palatine,Cook,42.14,-88.03,60074.0,IL,Illinois
1417,7300 191st St,Tinley Park,Will,41.55,-87.8,60487.0,IL,Illinois
1418,9250 Joliet Rd,Hodgkins,Cook,41.78,-87.86,60525.0,IL,Illinois
1419,130 S Mannheim Rd,Hillside,Cook,41.87,-87.89,60162.0,IL,Illinois
1420,1700 E Rand Rd,Arlington Heights,Cook,42.1,-87.96,60004.0,IL,Illinois
1421,800 Broadview Village Sq,Broadview,Cook,41.85,-87.85,60155.0,IL,Illinois
1422,3100 W IL Route 60,Mundelein,Lake,42.28,-88.04,60060.0,IL,Illinois
1423,7000 Mannheim Rd,Rosemont,Cook,42.01,-87.89,60018.0,IL,Illinois
1424,850 W North Ave,Melrose Park,Cook,41.91,-87.84,60160.0,IL,Illinois
1425,1400 W Lake Cook Rd,Wheeling,Lake,42.15,-87.95,60090.0,IL,Illinois
1426,5071 Cal Sag Rd,Crestwood,Cook,41.66,-87.75,60445.0,IL,Illinois
1427,1129 Lake Street,Oak Park,Cook,41.89,-87.8,60301.0,IL,Illinois
1428,313 E Townline Rd,Vernon Hills,Lake,42.24,-87.96,60061.0,IL,Illinois
1429,7100 S Cicero Ave,Chicago,Cook,41.76,-87.74,60629.0,IL,Illinois
1430,4050 N Harlem Ave,Norridge,Cook,41.95,-87.81,60706.0,IL,Illinois
1431,4120 W 95th St,Oak Lawn,Cook,41.72,-87.72,60453.0,IL,Illinois
1432,6525 W Diversey Ave,Chicago,Cook,41.93,-87.79,60707.0,IL,Illinois
1433,239 Golf Mill Ctr,Niles,Cook,42.05,-87.84,60714.0,IL,Illinois
1434,2901 S Cicero Ave,Cicero,Cook,41.84,-87.74,60804.0,IL,Illinois
1435,4433 S Pulaski Rd,Chicago,Cook,41.81,-87.72,60632.0,IL,Illinois
1436,6150 W Touhy Ave,Niles,Cook,42.01,-87.78,60714.0,IL,Illinois
1437,6601 Grand Ave,Gurnee,Lake,42.38,-87.97,60031.0,IL,Illinois
1438,11840 S Marshfield Ave,Chicago,Cook,41.68,-87.66,60643.0,IL,Illinois
1439,17605 S Halsted St,Homewood,Cook,41.57,-87.63,60430.0,IL,Illinois
1440,2241 Willow Rd,Glenview,Cook,42.1,-87.81,60025.0,IL,Illinois
1441,975 Rockland Rd,Lake Bluff,Lake,42.28,-87.87,60044.0,IL,Illinois
1442,2099 Skokie Valley Rd,Highland Park,Lake,42.19,-87.82,60035.0,IL,Illinois
1443,1940 W 33rd St,Chicago,Cook,41.84,-87.67,60608.0,IL,Illinois
1444,4955 Dempster St,Skokie,Cook,42.04,-87.75,60077.0,IL,Illinois
1445,2939 W Addison St,Chicago,Cook,41.95,-87.7,60618.0,IL,Illinois
1446,2656 N Elston Ave,Chicago,Cook,41.93,-87.69,60647.0,IL,Illinois
1447,1101 W Jackson Blvd,Chicago,Cook,41.88,-87.65,60607.0,IL,Illinois
1448,2209 Howard St,Evanston,Cook,42.02,-87.71,60202.0,IL,Illinois
1449,8560 S Cottage Grove Ave,Chicago,Cook,41.74,-87.61,60619.0,IL,Illinois
1450,3300 N. Ashland Ave,Chicago,Cook,41.94,-87.67,60657.0,IL,Illinois
1451,2112 W Peterson Ave,Chicago,Cook,41.99,-87.68,60659.0,IL,Illinois
1452,1200 N Larrabee St,Chicago,Cook,41.9,-87.64,60610.0,IL,Illinois
1453,1154 S Clark St,Chicago,Cook,41.87,-87.63,60605.0,IL,Illinois
1454,3204 N Clark St,Chicago,Cook,41.94,-87.65,60657.0,IL,Illinois
1455,1 S State St,Chicago,Cook,41.88,-87.63,60603.0,IL,Illinois
1456,2650 N. Clark St,Chicago,Cook,41.93,-87.64,60614.0,IL,Illinois
1457,4466 N Broadway St,Chicago,Cook,41.96,-87.66,60640.0,IL,Illinois
1458,1346 E 53rd St,Chicago,Cook,41.8,-87.59,60615.0,IL,Illinois
1459,1616 Sherman Ave,Evanston,Cook,42.05,-87.68,60201.0,IL,Illinois
1460,401 E Illinois St,Chicago,Cook,41.89,-87.62,60611.0,IL,Illinois
1461,3050 N Lewis Ave,Waukegan,Lake,42.41,-87.86,60087.0,IL,Illinois
1462,8005 Calumet Ave,Munster,Lake,41.57,-87.51,46321.0,IN,Indiana
1463,9777 76th St,Pleasant Prairie,Kenosha,42.56,-87.93,53158.0,WI,Wisconsin
1464,9885 Wicker Ave,Saint John,Lake,41.44,-87.47,46373.0,IN,Indiana
1465,10451 Indianapolis Blvd,Highland,Lake,41.52,-87.47,46322.0,IN,Indiana
1466,2000 9th Ave SE,Watertown,Codington,44.89,-97.08,57201.0,SD,South Dakota
1467,4404 Highway 29 S,Alexandria,Douglas,45.85,-95.39,56308.0,MN,Minnesota
1468,7800 S Lovers Lane Rd,Franklin,Milwaukee,42.9,-88.04,53132.0,WI,Wisconsin
1469,12725 W Bluemound Rd,Brookfield,Waukesha,43.03,-88.07,53005.0,WI,Wisconsin
1470,2600 S 108th St,West Allis,Milwaukee,43.0,-88.04,53227.0,WI,Wisconsin
1471,N95 W 17707 Shady Ln,Menomonee Falls,Waukesha,43.19,-88.13,53051.0,WI,Wisconsin
1472,3900 N 124th St,Wauwatosa,Milwaukee,43.09,-88.06,53222.0,WI,Wisconsin
1473,4777 S 27th St,Greenfield,Milwaukee,42.96,-87.95,53221.0,WI,Wisconsin
1474,1501 Miller Park Way,West Milwaukee,Milwaukee,43.01,-87.97,53214.0,WI,Wisconsin
1475,8989 S Howell Ave,Oak Creek,Milwaukee,42.88,-87.92,53154.0,WI,Wisconsin
1476,5300 Durand Ave,Racine,Racine,42.7,-87.84,53406.0,WI,Wisconsin
1477,2950 S Chase Ave,Milwaukee,Milwaukee,42.99,-87.91,53207.0,WI,Wisconsin
1478,1250 N Port Washington Rd,Grafton,Ozaukee,43.32,-87.92,53024.0,WI,Wisconsin
1479,4301 W Wisconsin Ave,Appleton,Outagamie,44.27,-88.47,54913.0,WI,Wisconsin
1480,1800 S Kensington Dr,Appleton,Outagamie,44.25,-88.36,54915.0,WI,Wisconsin
1481,4085 State Highway 28,Sheboygan Falls,Sheboygan,43.72,-87.77,53085.0,WI,Wisconsin
1482,2661 E US Highway 30,Merrillville,Lake,41.47,-87.3,46410.0,IN,Indiana
1483,1001 Cormier Rd,Green Bay,Brown,44.49,-88.07,54304.0,WI,Wisconsin
1484,2420 Laporte Ave,Valparaiso,Porter,41.47,-87.03,46383.0,IN,Indiana
1485,2050 Lime Kiln Rd,Green Bay,Brown,44.47,-87.99,54311.0,WI,Wisconsin
1486,14546 Dellwood Dr N,Baxter,Crow Wing,46.36,-94.24,56425.0,MN,Minnesota
1487,3316 7th Ave SE,Aberdeen,Brown,45.46,-98.44,57401.0,SD,South Dakota
1488,3630 South Street,Lafayette,Tippecanoe,40.42,-86.85,47905.0,IN,Indiana
1489,1400 E Ireland Rd,South Bend,St. Joseph,41.63,-86.23,46614.0,IN,Indiana
1490,5057 Harvey St,Muskegon,Muskegon,43.16,-86.21,49444.0,MI,Michigan
1491,155 University Dr E,Granger,St. Joseph,41.72,-86.18,46530.0,IN,Indiana
1492,3456 W Shore Dr,Holland,Ottawa,42.83,-86.09,49424.0,MI,Michigan
1493,410 S Ashland Ave,Sturgeon Bay,Door,44.82,-87.4,54235.0,WI,Wisconsin
1494,1902 Miller Trunk Hwy,Duluth,St. Louis,46.81,-92.17,55811.0,MN,Minnesota
1495,4202 13th Ave SW,Fargo,Cass,46.86,-96.85,58103.0,ND,North Dakota
1496,3301 Highway 10 E,Moorhead,Clay,46.88,-96.73,56560.0,MN,Minnesota
1497,1611 Blue Lakes Blvd N,Twin Falls,Twin Falls,42.59,-114.46,83301.0,ID,Idaho
1498,2171 S 25th E,Idaho Falls,Bonneville,43.48,-111.98,83406.0,ID,Idaho
1499,633 N Milwaukee St,Boise,Ada,43.61,-116.29,83704.0,ID,Idaho
1500,6280 N Eagle Rd,Boise,Ada,43.66,-116.35,83713.0,ID,Idaho
1501,16300 N Market Place Blvd,Nampa,Canyon,43.61,-116.59,83687.0,ID,Idaho
1502,2550 Catron St,Bozeman,Gallatin,45.71,-111.07,59718.0,MT,Montana
1503,3303 N Montana Ave,Helena,Lewis and Clark,46.62,-112.02,59602.0,MT,Montana
1504,2601 Central Ave,Billings,Yellowstone,45.77,-108.58,59102.0,MT,Montana
1505,403 Main St,Billings,Yellowstone,45.81,-108.47,59105.0,MT,Montana
1506,315 W Canfield Ave,Coeur d'Alene,Kootenai,47.73,-116.79,83815.0,ID,Idaho
1507,13724 E Sprague Ave,Spokane,Spokane,47.66,-117.22,99216.0,WA,Washington
1508,4915 S Regal St,Spokane,Spokane,47.61,-117.37,99223.0,WA,Washington
1509,9770 N Newport Hwy,Spokane,Spokane,47.75,-117.4,99218.0,WA,Washington
1510,2420 N Reserve St,Missoula,Missoula,46.89,-114.04,59808.0,MT,Montana
1511,2365 US Highway 93 N,Kalispell,Flathead,48.24,-114.33,59901.0,MT,Montana
1512,1106 N Columbia Center Blvd,Kennewick,Benton,46.22,-119.22,99336.0,WA,Washington
1513,2941 Queensgate Dr,Richland,Benton,46.26,-119.31,99352.0,WA,Washington
1514,1102 Springwater St,Wenatchee,Chelan,47.44,-120.33,98801.0,WA,Washington
1515,12 N Fair Ave,Yakima,Yakima,46.61,-120.49,98901.0,WA,Washington
1516,2000 10th Ave S,Great Falls,Cascade,47.49,-111.27,59405.0,MT,Montana
1517,755 NW Gilman Blvd,Issaquah,King,47.54,-122.05,98027.0,WA,Washington
1518,17700 NE 76th St,Redmond,King,47.67,-122.1,98052.0,WA,Washington
1519,9601 Market Pl,Lake Stevens,Snohomish,48.0,-122.1,98258.0,WA,Washington
1520,3938 Midway Rd,Goshen,Elkhart,41.62,-85.91,46526.0,IN,Indiana
1521,1037 S Reed Rd,Kokomo,Howard,40.47,-86.11,46902.0,IN,Indiana
1522,5350 W Main St,Kalamazoo,Kalamazoo,42.3,-85.65,49009.0,MI,Michigan
1523,6839 S Westnedge Ave,Portage,Kalamazoo,42.22,-85.59,49002.0,MI,Michigan
1524,3130 44th St SW,Grandville,Kent,42.88,-85.74,49418.0,MI,Michigan
1525,5455 Clyde Park Ave SW,Wyoming,Kent,42.87,-85.69,49509.0,MI,Michigan
1526,10401 N Michigan Rd,Carmel,Hamilton,39.94,-86.23,46032.0,IN,Indiana
1527,10209 E US Highway 36,Avon,Hendricks,39.76,-86.34,46123.0,IN,Indiana
1528,1600 E 151st Street,Carmel,Hamilton,40.01,-86.13,46032.0,IN,Indiana
1529,1925 Marketplace Dr SE,Caledonia,Kent,42.85,-85.62,49316.0,MI,Michigan
