ID,Name,Coordinates
VA,Virginia,908.75086 318.01745;909.04205 318.01745;909.3332300000001 318.11455;909.3332300000001 318.11455;909.1391100000001 318.59986000000004;908.7508600000001 318.01748000000003;908.7508600000001 318.01748000000003|905.4507100000001 328.88855;905.4507100000001 328.40324;905.9360300000001 328.69442999999995;905.4507100000001 328.88854999999995|907.19785 332.2857599999999;907.1007500000001 333.0622699999999;907.1007500000001 333.0622699999999;907.19785 332.2857599999999|906.6154700000001 331.1210099999999;906.4213400000001 329.8591799999999;906.1301500000001 329.3738699999999;906.6154700000001 331.1210099999999|907.48904 333.6446499999999;907.58614 334.2270299999999;907.39201 333.6446499999999;907.48911 333.6446499999999|908.07148 336.2653499999999;908.36267 336.9447899999999;907.87736 335.19765999999987;908.07148 336.2653499999999|908.1685799999999 337.72129999999987;908.5568299999999 339.85668999999984;908.0715099999999 339.37136999999984;908.1686099999998 337.7212999999998|909.9157399999998 347.3305499999998;910.1098699999998 348.2041099999998;910.0127699999998 348.0099899999998;909.9156699999999 347.3305499999998|909.5274199999999 349.56299999999976;908.2656 349.07767999999976;906.3243399999999 348.2041099999998;905.6448999999999 347.3305499999998;905.9360899999999 347.2334499999998;903.6065699999999 332.7710499999998;904.4801399999999 330.4415299999998;905.8390199999999 336.4594499999998;908.3626599999999 344.32155999999975;909.5274199999999 349.4659099999997;909.5274199999999 349.56300999999974|911.46868 350.33950999999973;911.1774899999999 350.2424099999997;911.08039 349.8541599999997;910.5950799999999 346.8451999999997;910.9833299999999 347.9128999999997;911.4686399999999 350.3394699999997|810.0376799999999 313.16429999999974;809.3582399999999 312.1936699999997;804.6992099999999 306.27281999999974;801.0108099999999 303.36091999999974;800.2343099999998 300.83727999999974;794.6046499999999 293.46047999999973;787.3249099999999 289.57795999999973;786.6454699999999 288.80145999999974;788.3926099999999 289.09263999999973;804.9903999999999 292.4898499999997;811.5906899999999 293.8487399999997;817.1232899999999 295.40174999999965;818.6762999999999 295.6929399999996;818.7733999999998 295.49880999999965;843.8156899999998 300.1578399999996;868.5667799999998 306.4669399999996;907.3920299999997 317.53213999999963;907.3920299999997 317.53213999999963;907.1008399999997 318.01744999999966;907.0037399999998 318.3086399999996;907.6831799999998 317.6291999999996;907.6831799999998 317.6291999999996;907.6831799999998 317.6291999999996;908.4596899999998 317.8233299999996;908.3625899999998 317.9204299999996;907.6831499999998 321.2205799999996;908.1684699999998 321.1234799999996;909.7214799999998 318.21158999999955;909.7214799999998 318.21158999999955;909.7214799999998 318.21158999999955;910.0126699999998 318.30868999999956;910.2067899999998 318.40578999999957;909.8185399999999 319.18228999999957;905.8389499999998 325.29726999999957;900.8887299999999 324.4236999999996;898.6562799999999 322.5794999999996;896.5208899999999 324.5207599999996;889.2411599999999 326.9473399999996;884.1938799999999 327.1414699999996;893.9972499999999 328.01503999999954;899.4327899999998 324.32663999999954;900.9857999999998 326.75321999999954;896.6179599999998 332.28580999999957;899.7239799999998 332.0916899999996;898.0738999999998 336.5565899999996;894.1913799999998 336.3624599999996;884.9703799999997 343.8363199999996;883.8056199999997 343.8363199999996;896.8120799999997 337.4301599999996;895.9385099999997 341.8950599999996;896.8120799999997 343.3510099999996;890.2117899999997 345.8746499999996;884.4850699999997 346.2628999999996;881.6702399999997 348.7865399999996;879.3407199999997 347.3305999999996;878.4671499999997 354.0279499999996;879.4377799999997 353.8338299999996;879.2436599999997 359.26935999999955;879.0495299999998 359.4634899999995;878.8553999999998 359.3663899999995;878.6612799999998 359.4634899999995;878.1759599999998 359.85173999999955;877.8847699999998 360.1429299999995;874.7787499999998 361.5018099999995;871.5756699999998 363.8313299999995;867.1107699999998 364.99607999999955;866.8195799999997 365.09317999999956;866.8195799999997 364.99607999999955;866.2371999999998 360.9194299999996;857.2103299999998 364.80195999999955;857.4044599999997 359.17229999999955;852.4542399999998 349.7571699999996;849.4452799999998 346.4570299999996;847.5040199999997 340.7302999999996;841.5831699999998 342.7686299999996;838.6712699999998 329.5680499999996;836.3417599999998 325.1031399999996;835.9535099999998 319.2793499999996;834.2063699999999 316.46451999999965;827.7031399999998 314.52325999999965;822.3646699999998 310.3495499999997;819.8410299999998 309.96129999999965;817.4144499999999 307.8259099999997;811.2994699999999 310.05835999999965;810.23178 313.06731999999965;810.03765 313.16441999999967
WI,Wisconsin,705.79187 454.19701;703.3652900000001 451.18805;701.90935 446.82021;702.58879 444.39363999999995;705.79187 454.1970099999999|650.07764 477.0068399999999;651.53359 479.04516999999987;650.4658900000001 478.07453999999984;650.0776400000001 477.00683999999984|652.3100900000001 480.2099299999998;651.82478 480.7923099999998;650.7570800000001 480.11285999999984;652.3100900000001 480.20995999999985|631.15033 474.77441999999985;628.9178800000001 472.25077999999985;629.98558 460.6032099999999;623.77354 454.9735499999999;622.60878 449.5380099999999;626.00599 446.43198999999987;625.03536 433.0372799999999;628.6266899999999 430.3195099999999;630.9562099999999 430.1253899999999;638.333 425.66047999999995;642.99203 420.8073299999999;648.91288 417.7983699999999;650.27177 410.3245099999999;650.27177 409.8391999999999;650.27177 409.8391999999999;653.0866 406.4419899999999;652.31009 403.82127999999994;653.28072 398.09455999999994;656.1926199999999 394.11496999999997;661.53109 391.30014;661.43399 390.81482;661.43399 390.81482;682.59375 393.2414;690.45586 394.21203;703.55938 396.05623;703.1711300000001 397.51218;703.1711300000001 402.07415;700.55042 406.9273;699.87098 413.04228;701.1328 419.8367;700.45336 425.07811;702.78288 431.58133;701.90931 432.64903;702.10343 438.66693999999995;703.36525 443.2289099999999;701.9093099999999 444.7819199999999;699.0944799999999 443.8112899999999;697.5414699999999 439.7346399999999;693.8530699999999 437.5992499999999;695.0178299999999 442.7435899999999;698.31797 447.1114299999999;698.5120999999999 449.0526999999999;698.6091999999999 449.1497999999999;693.9501699999998 453.8088299999999;693.9501699999998 460.40911999999986;688.7087599999999 464.67989999999986;681.5260899999998 465.1652099999999;674.1492899999998 467.10647999999986;658.2309399999998 471.9596299999999;655.1249199999999 473.7067699999999;654.8337299999998 473.4155799999999;649.8835099999999 474.0950199999999;648.2334399999999 473.1243899999999;648.9128799999999 480.20999999999987;640.9537099999999 476.1333499999999;631.2473999999999 474.5803399999999;631.1502999999999 474.7744599999999|650.1746699999999 479.9188099999999;649.9805499999999 480.5982499999999;649.3011099999999 480.3070599999999;650.1746699999999 479.9188099999999|646.6803999999998 480.5982499999999;646.9715899999999 481.1806299999999;646.7774599999999 481.37475999999987;646.68036 480.5982499999999|653.7659699999999 482.2483199999999;653.4747799999999 483.6072099999999;653.1835899999999 481.9571299999999;653.7659699999998 482.24831999999986
WV,West Virginia,836.73002 365.28719;822.94706 361.88998000000004;818.67628 380.33198000000004;818.67628 380.33198000000004;818.48215 380.23488000000003;817.99684 358.97806;814.8908200000001 354.31903000000005;811.2994800000001 351.6012600000001;810.6200400000001 352.37777000000006;806.6404500000001 346.94223000000005;806.9316400000001 342.67146;804.5050600000002 342.2832;801.2049200000001 337.23592;802.3696800000001 333.93578;800.9137300000001 330.73269000000005;796.7400200000001 328.69437000000005;796.7400200000001 328.69437000000005;796.7400200000001 328.5002400000001;798.6812800000001 321.7058200000001;804.2138800000001 315.0084700000001;807.3199000000001 313.2613300000001;809.74647 313.2613300000001;810.0376600000001 313.1642300000001;810.23179 313.0671300000001;811.29948 310.0581700000001;817.41446 307.82572000000005;819.8410399999999 309.96111;822.3646799999999 310.34936000000005;827.7031499999999 314.5230700000001;834.20638 316.4643300000001;835.9535199999999 319.27916000000005;836.3417699999999 325.10295;838.6712799999999 329.56786;841.5831799999999 342.76844;847.5040299999998 340.73011;849.4452899999999 346.45684;852.4542499999999 349.75698;857.4044699999998 359.17211;857.2103399999999 364.80177;866.2372099999999 360.91924;866.8195899999998 364.99589;866.8195899999998 365.09299;866.8195899999998 365.09299;864.0047599999998 369.94614;858.1809699999998 370.62559;854.7837599999998 368.00488;854.7837599999998 366.06362;851.8718699999998 365.38418;847.6010899999999 362.37522;845.3686399999999 361.8899;840.9037299999999 355.5808;838.6712799999999 365.77243;836.7300199999999 365.28711
DE,Delaware,893.80314 381.30260999999996;894.19139 379.84666;902.24763 356.8427;911.46862 359.56046999999995;911.37152 359.7545999999999;911.56565 359.7545999999999;911.85684 359.6574999999999;911.85684 359.6574999999999;912.05096 359.7545999999999;911.85684 360.14284999999995;909.52732 366.35488999999995;898.1709400000001 377.12888999999996;898.6562500000001 384.60274999999996;898.6562500000001 384.60274999999996;896.3267400000001 384.60274999999996;894.5796000000001 383.24386999999996;893.8031000000001 381.30260999999996;893.8031000000001 381.30260999999996
DC,District of Columbia,878.17597 359.85166000000004;878.66129 359.46341;878.85541 359.36631;879.04954 359.46341;879.24367 359.36631;879.92311 358.97805999999997;880.1172399999999 358.68687;880.1172399999999 358.00743;880.3113599999999 357.61918;881.5731799999999 359.94869;880.2142999999999 360.7252;878.5642299999998 360.62809999999996;878.1759699999999 359.85159999999996
MD,Maryland,911.56569 350.72773;912.24513 355.96913;911.6627500000001 352.08661;911.2745000000001 350.43654;911.1774000000001 350.24241;911.4685900000002 350.33951;911.5656900000001 350.72777|912.0510000000002 359.75464;911.8568800000002 359.65754;912.0510000000002 359.07516;912.0510000000002 357.91040999999996;912.0510000000002 359.75460999999996;912.0510000000002 359.75460999999996|838.6712800000001 365.77251999999993;840.9037300000001 355.58088999999995;845.3686400000001 361.88998999999995;847.6010900000001 362.37530999999996;851.8718700000001 365.38426999999996;854.78376 366.06370999999996;854.78376 368.00496999999996;858.18097 370.62567999999993;864.00476 369.94622999999996;866.8195900000001 365.09307999999993;866.8195900000001 365.09307999999993;867.1107800000001 364.9959799999999;871.5756800000001 363.8312299999999;874.7787600000001 361.5017099999999;877.8847800000001 360.1428299999999;878.1759700000001 359.8516399999999;878.5642300000001 360.6281399999999;880.2143000000001 360.7252399999999;881.5731800000001 359.94872999999995;880.3113600000001 357.6192199999999;880.3113600000001 357.5221199999999;878.4671600000001 351.8924599999999;884.4850800000002 348.0099399999999;890.5029900000002 347.71874999999994;894.4825800000002 345.87454999999994;892.8325000000002 350.5335799999999;887.6881600000002 352.2807199999999;886.4263400000002 356.2602999999999;889.6294200000002 351.9895299999999;892.2501300000002 351.6012699999999;889.9206100000002 353.9307899999999;888.0764100000002 360.8222699999999;888.5617300000002 364.80185999999986;886.5234000000003 369.16969999999986;888.6587900000003 370.9168299999999;890.2118000000003 376.54649999999987;889.6294200000003 368.1990699999999;891.2794900000004 365.3842399999999;892.8325000000003 368.6843799999999;893.7060700000003 363.24884999999995;892.0560000000003 359.26926;896.8120900000002 357.52212;892.7354400000003 356.16324;894.8708300000003 352.18365;898.3651000000003 351.0189;900.3063600000004 354.4161;900.1122400000004 349.66000999999994;903.4123800000004 349.75710999999995;905.5477700000005 347.3305399999999;905.6448700000004 347.3305399999999;906.3243100000004 348.2040999999999;908.2655700000005 349.0776699999999;909.5273900000004 349.5629899999999;909.4302900000005 349.7571099999999;911.9539300000005 357.2309699999999;911.9539300000005 357.5221599999999;911.4686100000005 359.46342999999985;911.4686100000005 359.56052999999986;902.2476200000004 356.8427599999999;894.1913800000004 379.8467199999999;893.8031300000005 381.30266999999986;892.1530500000005 380.81734999999986;885.2615700000005 378.6819599999999;847.3098900000005 368.1020799999999;840.4184100000004 366.2578799999999;838.6712700000005 365.77256999999986
NJ,New Jersey,916.80709 381.69086;916.32178 382.85562;916.32178 381.69086;916.80709 381.69086|917.77773 385.2822;918.06892 388.19409;917.4865400000001 385.67045;917.7777300000001 385.2822|913.7981400000001 415.08056999999997;903.6065100000001 417.60421999999994;901.8593700000001 418.08952999999997;900.2093000000001 418.47778;900.2093000000001 418.47778;896.1326500000001 409.45091;897.8797900000001 407.31552000000005;897.7826900000001 400.81230000000005;899.6268900000001 400.5211100000001;903.4123500000001 390.6206700000001;903.2182300000001 390.3294800000001;898.4621400000001 383.3409300000001;898.9474500000001 378.00246000000016;910.4009000000001 374.11994000000016;910.498 369.6550300000002;913.1187100000001 373.3434300000002;913.50696 378.68190000000016;916.22473 380.52610000000016;915.1570300000001 384.50569000000013;917.19536 389.26178000000016;917.19536 399.64754000000016;916.51592 403.04475000000014;911.9539500000001 402.9476500000001;913.1187100000001 407.6066800000001;913.7981500000001 415.0805400000001;913.7981500000001 415.0805400000001
NY,New York,913.50695 407.21846;912.0509999999999 405.18014;911.66275 404.59776;913.50695 407.21846|926.90166 411.97455;931.75482 416.24533;931.75482 416.43946;926.90166 411.97455|914.18639 408.9656;914.18639 412.26574;913.8951999999999 410.51860999999997;914.18639 408.9656|936.70503 424.4957;935.5402799999999 424.78688999999997;935.34615 423.91332;936.70503 424.4957|939.32574 426.24283;939.22864 425.2722;939.42276 425.85458;939.3256600000001 426.24283|936.6078900000001 426.14573;930.1046600000001 420.12782000000004;920.1071600000001 415.85704000000004;917.4864600000001 413.62459;917.2923300000001 411.48920000000004;914.5745600000001 409.25675;914.9628200000001 406.34485;919.1365300000001 407.99493;925.25151 412.94515;932.04592 416.53648000000004;942.33462 426.24279;935.05488 420.7102;932.72537 419.73956;936.60789 426.14572999999996|939.61685 430.22237999999993;940.0051 430.80475999999993;938.84034 429.44587999999993;939.61685 430.22237999999993|830.5179 433.81371999999993;828.9648900000001 434.00783999999993;830.1296500000001 432.45482999999996;830.5179 433.81371999999993|862.7428600000001 463.5150299999999;862.9369800000001 464.5827299999999;862.16048 463.6120899999999;862.74286 463.5149899999999|863.22817 470.5035399999999;862.83992 470.3094099999999;862.3546 469.2417199999999;863.22817 470.5035399999999|822.17047 415.37167999999986;822.84991 412.4597899999998;827.99426 411.1979699999998;857.5014500000001 419.25420999999983;887.2027600000001 428.1840199999998;892.6383000000001 424.0102999999998;893.70599 421.5837199999998;900.01509 418.8659599999998;900.20922 418.4776999999998;901.85929 418.0894499999998;903.6064299999999 417.60413999999975;913.79806 415.08048999999977;913.60393 415.5658099999998;914.4775 411.5862199999998;916.41876 412.0715399999998;917.48646 416.4393799999998;917.48646 416.5364799999998;915.73932 418.18654999999984;918.26296 421.29256999999984;917.0982 422.7485199999998;913.40981 437.0167999999998;913.21568 437.98742999999985;912.73036 438.2786199999998;912.43917 442.5493999999998;912.14798 447.2084299999998;911.8567999999999 452.2557099999998;911.8567999999999 452.54689999999977;911.6626699999999 452.44979999999975;906.8095099999999 468.36814999999973;901.66517 476.42438999999973;900.20922 486.03362999999973;895.84138 496.22526299999976;895.259 495.9340729999998;874.97281 489.1396549999998;870.89616 484.7718099999998;866.33419 476.0361299999998;866.52832 474.0948699999998;860.51041 464.9709399999998;864.1988 463.7091199999998;865.2665 456.8176399999998;860.99572 451.18796999999984;848.18339 443.42292999999984;845.7568100000001 444.39355999999987;836.2446300000001 443.0346699999999;827.4118800000001 437.6961999999999;827.8972000000001 434.88136999999995;831.00322 432.1636;829.2560800000001 423.62204999999994;822.26754 415.46874999999994;822.1704400000001 415.37164999999993
PA,Pennsylvania,900.01517 418.86604;893.7060700000001 421.5838;892.6383800000001 424.01038;887.2028400000002 428.1841;857.5015300000001 419.25429;827.9943400000001 411.19805;822.84999 412.45987;822.17055 415.37176000000005;820.52048 414.10994000000005;817.89978 412.26574000000005;813.14368 407.41259;812.5613000000001 406.92727;815.27907 394.98851;815.76439 392.85312000000005;818.19096 382.37030000000004;818.67628 380.33198000000004;818.67628 380.33198000000004;822.94706 361.88998000000004;836.73002 365.28719;838.67128 365.77251;840.41842 366.25782000000004;847.3099 368.10202000000004;885.26158 378.68190000000004;892.15306 380.81729;893.80314 381.30261;893.80314 381.30261;894.57964 383.24387;896.32678 384.60275;898.65629 384.60275;898.94748 385.47632;902.73294 389.7471;903.12119 390.42654;903.41238 390.62066999999996;899.62692 400.52110999999996;897.78272 400.81229999999994;897.87982 407.31551999999994;896.13268 409.4509099999999;900.20933 418.4777799999999;900.20933 418.4777799999999;900.0152 418.8660399999999
ME,Maine,946.7996 470.60068;946.7025000000001 470.60068;946.8966200000001 470.50358;946.7995200000001 470.60068|953.9821900000002 491.275123;953.2056800000001 492.439881;953.2056800000001 491.857502;953.9821900000002 491.275123|952.6233100000002 492.342818;952.6233100000002 493.31344900000005;952.5262100000002 493.89582800000005;952.6233100000002 492.3428180000001|956.1175800000002 496.4194690000001;955.9234500000002 496.5165290000001;956.0205500000002 496.22534000000013;956.1176500000001 496.4194660000001|965.8239600000002 501.2726220000001;965.6298300000002 502.7285690000001;965.2415800000002 502.0491270000001;965.8239600000002 501.2726220000001|963.3973800000002 500.6902430000001;963.4944800000002 501.75793700000014;962.3297200000002 501.56381100000016;963.3974100000001 500.6902430000002|966.9887500000001 503.8933260000002;966.6005000000001 503.8933260000002;966.6005000000001 503.6992000000002;966.9887500000001 503.8933260000002|962.1355900000001 502.4373790000002;961.2620200000001 502.6315050000002;961.1649200000002 501.7579370000002;962.1355500000002 502.4373790000002|967.0857700000001 505.4463360000002;967.9593400000001 504.7668940000002;967.6681500000001 505.5433990000002;967.0857700000001 505.4463390000002|964.4650700000001 505.3492790000002;963.5915000000001 503.6992060000002;964.7562600000001 504.2815850000002;964.4650700000001 505.3492790000002|960.2913500000001 505.2522190000002;959.9031000000001 504.6698400000002;960.1942900000001 503.7962720000002;960.2913900000001 505.2522190000002|966.0181200000001 508.4553020000002;965.9210200000001 509.2318070000002;965.6298300000001 508.74649100000016;966.01809 508.4553020000002|965.53277 508.06704900000017;964.6592 508.84355400000015;964.6592 508.16411200000016;965.53277 508.06705200000016|960.09724 505.83460000000014;959.9031100000001 506.90229500000015;959.5148600000001 506.0287270000002;960.09724 505.8346000000002|969.3182300000001 509.23181000000017;967.86229 507.0964210000002;967.7651900000001 508.64943100000016;969.3182 509.23181000000017|976.40381 515.7350390000001;975.72437 516.7056700000002;975.33612 516.5115440000002;976.40381 515.7350390000001|979.0245100000001 520.1028790000001;978.4421400000001 520.3940680000002;978.3450400000002 520.1028790000001;979.0244800000002 520.1028790000001|980.2863100000002 527.6738020000001;979.4127400000002 527.6738020000001;980.3833700000002 527.3826130000001;980.2862700000003 527.6738020000001|981.7422100000003 526.7031710000001;981.4510200000003 528.4503070000001;980.6745200000003 528.5473670000001;981.7422100000002 526.7031670000001|980.1892000000003 528.2561770000001;979.9950800000003 530.1003760000001;979.3156300000003 528.8385560000002;980.1892000000003 528.2561770000002|923.8925900000003 513.0172670000002;937.9667400000003 480.01580900000016;938.1608700000003 479.33636900000016;944.2758500000002 471.86250900000016;944.2758500000002 471.95960900000017;945.2464800000002 472.25079900000014;945.4406100000002 477.78339900000014;946.9936200000002 479.72465900000014;947.9642500000002 484.8690090000001;947.0906800000002 485.7425790000001;948.7407500000003 490.7898530000001;954.3704100000002 493.4105570000001;958.0588100000002 497.8754610000001;959.4176900000002 505.64051000000006;965.3385400000002 506.0287630000001;964.5620400000001 510.00835100000006;971.9388400000001 512.8231810000001;972.4241500000002 517.1910210000001;974.1712900000001 516.8027690000001;979.0244400000001 520.7823570000002;981.1598300000002 525.9267020000002;976.2096100000002 530.8769210000002;970.9682100000002 531.9446160000001;969.0269400000002 535.9242040000001;969.0269400000002 538.2537190000002;965.8238600000002 537.2830870000001;962.2325200000002 538.5449080000002;962.2325200000002 542.5244960000002;952.5262100000002 563.4901300000002;945.4406100000002 567.1785280000003;937.5784900000002 560.5782360000003;935.4431000000002 560.9664890000003;933.5989000000002 564.3636980000002;931.0752600000002 563.3930670000002;927.4839300000002 545.5334530000002;928.7457500000002 539.7096650000002;929.8134400000001 527.8679650000003;926.9986100000001 518.7440310000003;928.9398700000002 517.2880850000003;926.6103600000001 512.8231810000002;924.0867200000001 513.2114340000002;923.8925900000002 513.0173070000002
MI,Michigan,719.96309 450.7998;719.47777 451.57631;719.38067 450.60567999999995;719.96305 450.79979999999995|721.5160599999999 452.54693999999995;720.3512999999999 454.0999499999999;720.15717 453.4205099999999;721.5160599999999 452.54693999999995|722.48669 459.53547999999995;721.5160599999999 460.4090499999999;721.5160599999999 460.2149299999999;722.48669 459.53547999999995|720.06011 383.53505999999993;732.09594 385.47631999999993;735.49315 386.15575999999993;750.3438 388.7764699999999;750.63499 387.5146499999999;751.60562 387.8058399999999;758.01179 389.1647199999999;764.12677 390.62066999999985;770.33881 392.1736799999998;770.24171 392.4648699999998;773.4448 398.7739699999998;773.15361 404.01537999999977;776.7449399999999 413.04224999999974;779.55977 411.3921799999997;780.6274699999999 413.4304999999997;780.3362799999999 421.1955499999997;777.7155699999998 426.0487099999997;773.8330499999998 436.33739999999966;770.4358399999999 440.12285999999966;768.6886999999999 440.6081699999997;762.3796 436.2403299999997;763.05904 435.3667699999997;759.7588999999999 429.1547299999997;756.55581 429.7371099999997;755.5851799999999 436.2403299999997;756.9440699999999 436.7256499999997;759.7588999999999 443.22887999999966;760.05009 454.68232999999964;755.68225 464.3886399999996;745.97593 466.03870999999964;745.0052999999999 467.4946599999996;735.9784299999999 470.1153599999996;731.9017799999999 465.0680799999996;732.2900299999999 460.7002399999996;729.18401 456.8177199999996;729.8634599999999 450.7997999999996;726.8544999999999 448.66440999999963;726.8544999999999 456.2353399999996;724.13673 450.50860999999963;720.93365 445.46132999999963;718.7982599999999 443.8112599999996;719.8659499999999 438.47278999999963;718.5070699999999 432.94018999999963;719.2835799999999 426.04870999999963;718.3129399999999 422.65149999999966;725.30149 409.2567899999997;726.1750599999999 404.1124399999997;725.30149 394.6002599999997;720.6424599999999 383.92330999999973;720.06008 383.5350599999997|740.83159 470.9889299999997;738.30795 470.7948099999997;739.86096 469.6300499999997;740.83159 470.9889299999997|726.07799 468.4652899999997;725.30149 468.4652899999997;726.1750599999999 468.07703999999967;726.07796 468.4652899999997|743.0640099999999 480.7923099999997;742.0933799999999 482.3453199999997;741.7051299999999 482.24821999999966;743.0640099999999 480.79227999999966|655.12482 473.7066699999997;658.23084 471.9595299999997;674.14919 467.10637999999966;681.52599 465.1651099999997;688.70866 464.67979999999966;693.95007 460.40901999999966;693.95007 453.8087299999997;698.6091 449.1496999999997;698.6091 449.2467999999997;702.39456 460.21493999999973;706.9565299999999 463.41801999999973;710.4508 467.3005399999997;711.0331799999999 463.8062699999997;714.6245199999998 469.3388699999997;723.2631299999998 472.6390099999997;723.9425799999998 473.9978999999997;732.6782599999998 472.9301999999997;736.0754699999998 471.18306999999965;737.7255399999998 475.4538399999997;739.2785499999998 474.48320999999964;746.0729699999997 475.55090999999965;744.4228899999997 478.2686799999996;741.4139399999997 480.01580999999965;741.9963199999996 486.32490999999965;736.0754699999997 483.02476999999965;730.6399299999997 483.70420999999965;728.8927899999998 487.8779199999997;729.4751699999997 489.23680799999966;722.0983799999997 485.7425399999997;717.3422799999997 485.4513499999997;708.8007299999997 480.20993999999973;707.8300999999997 478.26867999999973;702.5886899999997 479.53049999999973;699.2885399999997 478.07454999999976;692.6882499999997 483.80126999999976;678.0317199999997 488.26617999999974;677.7405299999997 490.01331299999975;668.3254099999997 480.98643999999973;662.9869399999997 479.62755999999973;655.4160099999997 473.90082999999976;655.1248199999997 473.70670999999976|689.4851699999997 495.74003699999975;678.1287799999997 490.11037599999975;681.9142399999996 486.42197999999973;683.3701899999996 490.11037599999975;687.2527199999996 494.86646899999977;689.4851699999996 495.74003699999975
